start,finish,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
2020/5/4 19:42,2020/5/4 20:27,CHINA,CHN,10,1,10,10,10,9,9,5,7,10,10,10,10,9,9,60,35,5,9,8,0,10,10,10,10,1,1,0,0,0,10,10,10,0,0,10,9,10,10,1,1,10,10,10,10,10,10,9,1,7,9,1,9,9,10,9,9,10,0,10,10,1,1,9,1,0,1,8,10,10,10,10,5,9,30,3,8,2,,60,3,1,5,,6,2,1,1,213,0
2020/5/4 19:42,2020/5/4 20:11,CHINA,CHN,7,2,8,10,9,8,9,7,8,8,5,8,8,7,9,0,50,50,7,9,5,8,9,10,10,5,6,7,7,7,7,6,7,7,8,8,7,8,7,6,8,8,8,7,8,7,8,9,6,5,8,8,8,6,7,7,8,4,6,8,5,8,6,7,7,2,6,7,8,30,60,7,6,8,125,3,7,1,,65,3,1,1,,3,1,1,1,213,0
2020/5/4 19:45,2020/5/4 20:06,CHINA,CHN,8,1,8,10,9,7,5,8,6,8,8,10,7,10,9,25,60,15,6,5,5,8,4,9,5,4,3,4,3,4,10,10,9,1,3,3,5,8,6,7,3,7,8,5,9,8,8,9,5,9,3,0,8,0,7,1,5,5,4,8,6,5,1,5,4,3,7,6,6,10,10,4,9,9,25,3,7,1,,47,3,1,1,,4,1,1,1,213,0
2020/5/4 19:45,2020/5/4 20:20,CHINA,CHN,9,1,7,8,9,9,10,8,9,9,9,8,9,10,9,40,30,30,8,6,7,8,7,10,10,3,2,3,2,4,2,5,7,2,3,8,9,8,7,8,6,7,7,5,7,7,8,9,4,3,6,5,7,4,6,4,6,6,3,9,9,7,0,6,7,3,6,6,9,20,50,5,16,6,50,3,4,1,,55,3,1,2,,4,1,1,1,213,0
2020/5/4 19:47,2020/5/4 20:27,CHINA,CHN,10,0,5,9,10,9,9,8,10,10,9,10,9,9,8,80,15,5,7,8,4,5,5,10,9,0,1,0,1,3,7,3,8,2,1,7,9,7,10,9,8,9,9,10,9,10,8,9,8,10,3,2,8,2,6,2,9,7,3,9,10,5,2,8,9,2,8,9,8,0,0,4,5,9,100,1,4,1,,29,3,1,1,,5,1,1,1,213,0
2020/5/4 19:52,2020/5/4 20:16,CHINA,CHN,8,1,9,8,8,8,7,9,8,8,8,7,9,8,7,0,70,30,8,7,8,7,6,8,7,9,7,8,8,8,6,8,8,8,8,9,8,8,8,7,8,9,9,7,8,7,8,8,9,8,8,3,7,8,8,6,8,7,7,8,6,8,6,6,7,2,6,5,7,20,70,7,16,8,125,3,7,1,,55,3,1,1,,3,1,1,1,213,0
2020/5/4 19:52,2020/5/4 20:18,CHINA,CHN,8,1,8,7,9,9,7,9,9,9,8,7,9,9,8,98,1,1,8,8,7,8,8,8,8,7,6,8,8,8,7,6,7,8,7,6,8,8,8,7,8,8,8,9,8,8,10,8,8,8,2,2,8,2,2,1,8,8,8,7,9,8,8,8,8,3,8,8,8,20,80,8,11,8,50,3,8,1,,65,3,1,5,,2,1,1,1,213,0
2020/5/4 20:02,2020/5/4 20:22,CHINA,CHN,10,0,10,10,10,10,10,8,10,10,8,10,10,10,10,80,10,10,8,8,8,5,5,9,10,6,5,4,5,6,10,10,10,3,3,5,5,8,5,10,10,10,8,5,5,5,5,6,10,10,6,3,10,5,8,5,8,5,5,10,8,5,0,5,6,3,5,3,8,50,50,9,6,5,25,3,7,1,,47,3,1,1,,5,1,1,1,213,0
2020/5/4 20:07,2020/5/4 20:31,CHINA,CHN,9,4,8,9,10,9,5,4,4,8,8,10,8,5,10,80,20,0,9,8,5,8,8,10,10,4,2,2,2,8,10,8,8,9,1,5,3,9,8,8,10,10,9,10,8,8,10,10,8,10,2,1,7,2,10,2,8,8,2,8,6,7,8,6,7,4,6,8,6,20,20,5,5,9,25,3,7,2,,62,3,1,5,,2,1,1,1,213,0
2020/5/4 20:13,2020/5/4 20:42,CHINA,CHN,10,0,10,0,5,6,6,10,0,10,0,5,0,6,5,90,0,10,5,4,0,7,5,10,7,5,0,0,0,3,10,10,10,8,5,9,7,10,7,5,7,10,5,5,7,5,3,3,1,5,6,6,8,4,10,8,3,3,5,10,7,0,0,2,2,0,5,0,2,0,0,5,5,5,25,3,4,2,,45,3,1,1,,3,1,1,1,213,0
2020/5/4 20:19,2020/5/4 20:44,CHINA,CHN,10,0,10,10,10,8,4,7,8,9,5,5,0,5,0,0,100,0,1,2,0,6,5,10,10,0,0,2,0,4,5,8,4,0,5,6,8,10,10,5,8,6,7,7,7,7,6,8,3,6,4,8,7,6,4,9,7,4,8,7,4,8,4,8,5,3,4,8,6,20,50,0,6,5,25,3,4,1,,58,3,1,1,,1,1,1,1,213,0
2020/5/4 20:19,2020/5/4 20:51,CHINA,CHN,10,1,9,9,8,8,9,8,9,9,9,8,9,8,9,10,50,40,8,8,8,9,9,9,10,1,1,0,0,2,7,8,7,3,8,8,8,9,9,9,8,9,9,9,7,8,9,10,5,8,9,8,8,8,9,9,8,10,8,10,9,9,0,8,7,3,9,9,10,0,0,2,14,7,50,3,7,2,,42,3,1,1,,6,1,1,1,213,0
2020/5/4 20:24,2020/5/4 20:53,CHINA,CHN,9,1,9,8,9,8,9,8,9,8,8,9,8,9,9,0,100,0,9,9,1,1,9,10,10,1,1,2,0,9,8,9,8,9,8,9,8,9,8,9,8,9,9,8,8,9,8,9,7,7,5,5,9,9,8,9,8,9,8,9,8,8,8,9,8,6,8,9,8,10,20,6,6,9,25,3,7,2,,42,3,1,1,,5,1,1,1,213,0
2020/5/4 20:30,2020/5/4 21:00,CHINA,CHN,10,0,10,10,10,9,8,10,10,10,10,10,8,8,10,0,100,0,7,5,5,8,9,10,10,6,5,4,5,4,10,9,10,10,1,6,6,8,8,8,5,8,7,5,10,8,7,7,6,5,8,5,9,1,5,2,8,5,8,9,8,2,0,3,5,1,8,6,9,50,50,4,6,6,25,3,7,2,,29,2,0,1,,5,1,1,1,213,0
2020/5/4 20:30,2020/5/4 20:54,CHINA,CHN,10,1,10,10,10,6,8,9,8,5,2,5,3,9,7,50,40,10,5,4,3,5,6,10,10,0,1,0,1,5,7,6,8,0,5,6,7,7,6,5,5,6,5,5,6,6,6,7,5,5,5,4,6,2,5,5,5,5,5,5,5,5,4,5,5,2,5,5,6,0,0,5,6,8,25,3,3,1,,19,1,0,4,,6,1,1,1,213,0
2020/5/4 20:31,2020/5/4 20:57,CHINA,CHN,8,0,7,8,8,8,8,6,8,8,7,8,7,8,8,30,30,40,7,7,5,5,5,9,9,0,1,2,1,1,8,7,8,1,1,1,5,8,8,5,5,8,8,7,8,8,9,8,8,8,1,1,7,1,8,5,7,7,2,8,8,7,1,7,7,2,7,8,7,20,30,3,6,7,25,3,7,1,,29,3,1,1,,4,1,1,1,213,0
2020/5/4 20:34,2020/5/4 21:05,CHINA,CHN,8,1,9,9,8,8,8,6,8,8,7,8,9,8,8,25,5,70,6,6,9,9,8,9,9,1,2,0,0,8,8,8,8,0,0,9,9,8,8,8,7,8,9,7,8,9,8,8,9,8,0,0,8,2,8,2,9,8,1,8,8,3,1,9,8,9,8,8,8,20,30,5,9,5,25,3,7,1,,65,3,1,5,,4,1,1,1,213,0
2020/5/4 20:36,2020/5/4 20:57,CHINA,CHN,9,1,7,8,8,9,7,8,7,7,7,7,8,8,8,50,20,30,3,3,10,9,8,8,8,8,7,7,8,7,7,8,8,10,8,8,7,8,9,8,8,7,8,8,8,8,8,9,5,6,7,8,8,2,8,8,8,8,9,8,8,9,1,7,7,2,8,7,7,10,20,6,10,9,50,300,1,2,,62,3,1,1,,5,1,1,1,213,0
2020/5/4 20:40,2020/5/4 21:09,CHINA,CHN,8,0,8,8,9,9,9,10,9,10,9,9,10,8,9,20,50,30,9,9,8,9,9,10,10,8,9,7,8,8,9,9,7,8,4,8,9,9,7,8,8,8,9,9,8,8,8,9,8,9,4,4,9,8,8,5,9,8,6,8,8,8,8,8,7,5,6,8,8,10,10,4,4,8,50,300,4,2,,55,3,0,1,,2,1,1,1,213,0
2020/5/4 20:43,2020/5/4 21:11,CHINA,CHN,9,1,10,8,10,10,8,10,10,9,10,10,8,10,9,50,40,10,7,6,9,9,8,10,10,2,3,3,2,5,9,8,7,2,4,6,7,8,8,7,5,3,9,7,8,8,7,9,6,8,5,4,6,4,7,4,7,8,5,8,10,6,3,7,7,2,5,6,9,10,20,4,7,8,25,3,3.5,1,,52,3,1,1,,5,1,1,1,213,0
2020/5/4 20:50,2020/5/4 21:15,CHINA,CHN,10,4,6,8,8,2,1,6,8,7,10,6,7,9,5,80,5,15,4,4,5,10,6,10,10,3,0,0,0,4,7,6,6,2,6,3,0,7,10,5,6,10,5,4,6,5,4,6,5,3,6,10,5,6,4,7,5,4,6,8,4,0,0,5,0,1,5,4,8,30,30,7,1,5,25,3,7,1,,20,1,0,4,,6,1,1,1,213,0
2020/5/4 20:56,2020/5/4 21:25,CHINA,CHN,10,0,9,8,10,10,9,10,9,10,10,10,9,10,9,60,30,10,8,8,5,9,6,10,9,1,1,0,2,3,8,7,8,1,1,1,6,7,9,5,7,8,9,7,7,8,7,9,7,8,5,2,7,6,7,5,8,8,5,8,9,7,0,6,5,1,7,8,8,30,0,3,6,8,50,1,4,2,,38,3,2,1,,5,1,1,1,213,0
2020/5/4 20:57,2020/5/4 21:18,CHINA,CHN,9,2,9,10,8,9,8,8,9,9,7,8,7,9,8,30,30,40,10,8,8,4,5,10,8,6,5,3,4,4,2,8,3,3,2,8,7,9,8,7,9,6,10,8,8,9,9,10,5,6,8,4,7,6,8,4,7,8,2,8,8,9,4,9,8,1,8,9,9,20,30,4,8,9,50,3,4,2,,52,3,2,1,,6,1,1,1,213,0
2020/5/4 21:00,2020/5/4 21:32,CHINA,CHN,10,1,7,10,10,10,7,9,7,10,9,10,8,10,10,60,30,10,8,7,0,0,3,10,10,4,0,0,0,0,9,9,10,0,0,6,8,9,8,9,8,9,8,9,9,7,8,9,5,6,9,8,10,1,6,2,5,4,0,9,8,1,1,5,6,1,6,6,8,20,10,4,6,8,25,3,7,2,,19,1,0,4,,5,1,1,1,213,0
2020/5/4 21:00,2020/5/4 21:31,CHINA,CHN,9,2,8,7,7,10,9,8,7,7,8,10,7,10,10,50,25,25,8,6,3,8,9,10,10,1,2,2,3,9,10,8,9,2,6,7,9,10,8,7,6,8,9,7,8,9,8,9,9,10,3,2,7,8,9,7,8,8,3,9,8,9,2,8,7,2,6,8,7,20,40,8,7,8,25,3,7,1,,25,1,0,1,,6,1,1,1,213,0
2020/5/4 21:02,2020/5/4 21:20,CHINA,CHN,8,1,6,9,10,6,8,10,8,10,6,9,8,6,8,10,55,35,6,8,5,6,8,10,10,3,1,1,1,1,6,10,10,0,0,6,8,10,8,6,5,8,10,8,5,8,9,10,5,6,5,6,6,5,8,1,5,8,4,8,9,4,0,5,3,0,5,5,6,10,20,3,12,10,25,300,4,1,,52,3,1,1,,4,1,1,1,213,0
2020/5/4 21:04,2020/5/4 21:36,CHINA,CHN,10,1,9,9,10,5,9,10,7,10,9,10,7,10,10,100,0,0,9,7,9,10,5,10,10,5,5,0,5,7,10,10,10,0,0,5,7,8,8,9,9,10,9,8,9,9,9,10,6,8,5,2,8,2,5,3,5,7,6,10,10,7,0,7,8,0,8,8,9,0,20,5,6,9,50,3,4,1,,41,3,1,1,,5,1,1,1,213,0
2020/5/4 21:05,2020/5/4 21:24,CHINA,CHN,9,1,10,9,9,8,9,8,9,5,7,7,5,9,8,80,20,0,8,5,2,8,5,10,10,5,7,3,5,7,9,7,7,3,3,8,8,8,9,7,9,8,8,7,8,7,9,7,9,8,4,1,10,4,6,8,9,8,7,9,9,6,1,7,5,1,5,5,6,20,30,4,16,9,25,3,7,1,,29,3,1,1,,5,1,1,1,213,0
2020/5/4 21:07,2020/5/4 21:39,CHINA,CHN,10,0,10,10,10,7,8,10,6,8,10,10,8,8,8,0,100,0,8,7,1,4,5,10,10,1,0,1,0,3,8,8,9,0,1,3,4,6,4,3,5,9,7,8,9,8,8,9,8,8,1,0,8,3,9,3,3,8,3,8,8,4,0,7,8,1,6,8,8,20,30,4,6,6,25,3,7,1,,39,3,1,1,,3,1,1,1,213,0
2020/5/4 21:08,2020/5/4 21:28,CHINA,CHN,9,1,8,8,9,5,5,6,5,9,9,8,9,9,8,100,0,0,7,8,5,5,5,10,7,1,0,4,0,4,6,5,6,3,4,5,5,5,6,7,5,5,7,7,7,7,7,9,2,4,9,9,7,4,4,4,5,5,5,5,5,5,3,5,5,1,5,5,6,10,10,4,12,9,50,3,4,1,,30,3,1,1,,5,1,1,1,213,0
2020/5/4 21:09,2020/5/4 21:55,CHINA,CHN,10,1,10,10,10,6,7,6,6,10,9,6,5,10,5,50,35,15,7,5,5,6,6,10,10,5,5,2,2,6,9,6,7,1,7,8,8,10,8,7,6,8,9,9,7,7,8,8,6,6,5,3,7,6,9,5,7,5,5,8,10,5,1,6,6,0,8,8,9,10,20,6,9,9,25,3,7,1,,18,1,0,4,,4,2,1,1,213,0
2020/5/4 21:13,2020/5/4 21:34,CHINA,CHN,10,0,10,10,10,9,9,9,8,10,10,10,5,9,10,50,30,20,5,5,2,5,5,10,10,1,0,1,0,2,10,10,7,0,2,5,5,8,7,5,5,7,6,5,8,7,7,6,6,5,5,0,10,5,6,5,7,8,5,8,8,7,3,5,4,2,5,7,8,20,50,5,3,5,100,3,5,2,,33,3,1,1,,5,1,1,1,213,0
2020/5/4 21:13,2020/5/4 21:48,CHINA,CHN,9,1,8,7,8,7,8,6,10,8,7,8,6,7,9,30,30,40,8,8,8,6,9,9,8,8,6,8,6,9,6,8,7,8,7,9,8,8,7,10,6,9,8,7,9,8,9,7,7,5,8,7,9,8,5,10,6,7,7,8,6,7,7,9,7,5,9,7,8,50,50,6,9,7,25,3,7,2,,33,3,1,1,,3,1,1,1,213,0
2020/5/4 21:18,2020/5/4 21:49,CHINA,CHN,8,1,9,8,9,8,7,6,8,7,8,10,9,8,9,60,40,0,6,4,5,7,6,8,7,3,1,3,3,6,8,6,8,3,5,8,7,8,10,6,7,7,6,6,8,7,6,7,3,5,5,2,5,3,7,7,8,7,5,8,6,5,2,7,6,3,8,6,8,20,20,7,9,7,25,3,7,1,,32,3,1,1,,3,1,1,1,213,0
2020/5/4 21:20,2020/5/4 21:41,CHINA,CHN,10,1,4,8,4,6,7,7,6,7,8,8,6,7,10,40,40,20,2,2,7,8,6,10,10,1,2,2,4,6,9,9,8,1,1,10,7,10,10,8,8,10,7,8,7,9,8,6,9,7,3,2,1,7,8,9,7,6,1,8,7,1,2,7,7,2,7,7,7,10,30,6,8,4,50,300,4,1,,62,3,1,3,,3,2,1,1,213,0
2020/5/4 21:29,2020/5/4 21:57,CHINA,CHN,10,2,10,10,10,10,10,10,7,10,5,5,5,10,10,80,0,20,9,8,3,10,10,10,10,5,0,1,0,0,10,10,10,0,0,6,6,7,7,7,5,6,10,6,10,10,10,10,10,10,4,3,8,1,10,4,10,10,4,10,10,8,0,10,10,1,4,5,3,0,10,5,7,7,25,3,7,2,,28,2,0,1,,6,1,1,1,213,0
2020/5/4 21:33,2020/5/4 22:11,CHINA,CHN,10,1,5,9,8,10,10,7,2,8,3,4,5,10,10,60,10,30,7,6,5,8,7,10,7,5,5,4,6,0,8,9,8,5,1,8,6,10,6,7,7,8,5,6,7,7,6,9,5,6,6,5,7,5,3,5,5,6,3,10,8,6,0,2,4,1,4,5,6,20,30,2,11,7,25,3,7,2,,62,3,1,5,,5,1,1,1,213,0
2020/5/4 21:33,2020/5/4 22:03,CHINA,CHN,10,1,10,10,10,8,7,9,10,10,10,10,7,10,10,20,70,10,10,10,5,9,10,10,10,1,1,2,0,6,10,10,10,1,10,2,2,7,8,2,4,10,10,10,10,10,10,10,10,10,6,2,9,5,6,3,8,7,8,8,9,8,5,6,7,3,6,6,7,0,0,1,6,9,50,3,4,2,,32,3,1,1,,5,1,1,1,213,0
2020/5/4 21:34,2020/5/4 22:04,CHINA,CHN,9,2,5,9,10,7,9,7,8,6,9,8,9,8,9,85,10,5,8,7,3,7,5,10,10,6,0,8,3,8,6,9,7,9,7,6,8,7,9,6,8,8,4,7,8,6,8,9,3,6,7,3,7,2,7,5,9,7,6,9,7,6,8,7,8,4,8,8,7,20,30,6,7,8,25,3,7,2,,43,3,1,1,,4,1,1,1,213,0
2020/5/4 21:34,2020/5/4 21:51,CHINA,CHN,10,0,10,10,10,10,10,8,10,10,10,10,7,10,10,0,100,0,5,3,5,10,8,10,10,7,1,6,1,1,10,9,9,1,1,9,8,10,10,7,6,9,7,8,10,8,8,10,4,6,7,7,9,4,6,2,8,8,6,8,9,5,0,6,7,0,8,5,10,10,10,7,9,4,25,3,7,1,,32,1,0,1,,5,1,1,1,213,0
2020/5/4 21:36,2020/5/4 22:09,CHINA,CHN,7,1,4,6,7,5,5,8,7,8,4,5,4,7,8,100,0,0,7,7,7,7,5,10,6,4,1,2,1,9,9,9,9,4,4,7,7,9,7,6,5,8,7,6,6,6,7,6,4,5,7,7,5,5,7,6,7,7,4,7,5,5,4,0,7,2,7,7,5,0,10,6,3,9,25,3,7,2,,19,1,0,4,,5,1,1,1,213,0
2020/5/4 21:37,2020/5/4 22:13,CHINA,CHN,9,0,8,9,9,7,8,9,9,9,7,8,6,9,9,90,0,10,6,4,1,8,9,9,10,0,1,2,0,1,8,8,9,1,2,1,1,7,3,1,1,4,7,5,8,4,4,5,2,5,7,4,6,2,6,2,8,8,8,8,9,2,2,3,8,2,2,7,9,0,0,1,2,6,25,3,7,1,,29,3,1,1,,7,1,1,1,213,0
2020/5/4 21:41,2020/5/4 22:05,CHINA,CHN,8,2,8,3,7,7,3,8,6,9,4,7,4,8,9,90,5,5,9,7,9,5,6,8,7,3,2,2,1,8,4,7,3,6,5,7,3,8,5,7,4,8,9,6,9,6,8,6,7,3,7,3,8,3,8,5,8,3,7,8,5,10,4,7,8,3,4,8,7,20,10,8,11,8,50,3,2,1,,66,3,1,5,,4,1,1,1,213,0
2020/5/4 21:42,2020/5/4 22:08,CHINA,CHN,8,1,9,9,9,9,9,8,9,8,9,9,8,9,8,0,50,50,5,5,5,5,5,8,6,6,5,4,5,5,7,7,8,7,4,5,5,7,8,5,5,8,5,7,7,7,7,8,6,7,5,4,7,5,7,5,7,6,6,7,7,7,5,6,7,4,5,5,7,0,50,5,10,7,50,3,4,1,,32,3,0,1,,5,1,1,1,213,0
2020/5/4 21:42,2020/5/4 22:12,CHINA,CHN,9,1,9,9,10,8,8,10,7,10,9,10,8,10,9,40,50,10,6,6,5,7,5,10,10,5,0,1,5,2,8,7,9,2,3,6,7,6,7,6,9,8,8,9,8,9,8,10,8,9,3,1,6,5,7,5,5,7,2,9,9,6,0,8,8,1,6,7,7,0,0,5,12,9,25,3,2,1,,32,3,1,1,,5,1,1,1,213,0
2020/5/4 21:45,2020/5/4 22:07,CHINA,CHN,8,4,9,9,7,9,9,10,9,10,7,6,8,7,8,40,10,50,8,7,7,3,3,10,10,8,4,3,3,3,8,7,7,3,3,7,8,8,7,5,4,2,3,7,6,7,7,9,4,5,5,8,8,3,7,3,7,7,3,5,5,3,3,4,3,7,5,5,6,30,50,7,10,9,50,3,4,2,,57,3,1,1,,5,1,1,1,213,0
2020/5/4 21:46,2020/5/4 22:14,CHINA,CHN,8,2,8,7,9,7,7,5,7,7,7,8,7,7,6,50,40,10,6,7,8,8,6,10,8,7,6,7,8,8,7,3,4,7,7,6,7,8,8,8,9,7,8,6,7,7,9,8,6,7,7,8,6,7,8,3,4,5,7,6,7,7,4,7,6,2,6,7,8,20,70,5,5,10,25,3,2,2,,62,3,1,5,,5,1,1,1,213,0
2020/5/4 21:46,2020/5/4 22:08,CHINA,CHN,9,1,7,8,10,6,7,9,5,9,7,9,10,8,9,50,50,0,8,8,8,6,5,10,8,1,0,3,0,1,9,8,10,1,1,2,5,6,6,2,3,2,9,6,7,9,8,10,8,9,1,1,7,3,4,1,8,7,4,10,8,6,0,6,8,0,6,8,8,20,20,3,6,7,50,3,4,1,,33,3,1,1,,5,1,1,1,213,0
2020/5/4 21:46,2020/5/4 22:14,CHINA,CHN,9,1,8,9,9,8,8,6,8,8,10,10,7,10,10,0,50,50,8,7,5,6,5,10,10,6,5,4,5,4,7,7,7,8,4,3,6,8,8,8,8,8,9,10,8,9,9,6,10,9,3,2,6,5,7,5,7,7,10,8,8,9,0,7,7,2,6,7,8,10,20,5,5,7,25,3,2,1,,41,1,0,1,,7,1,1,1,213,0
2020/5/4 21:48,2020/5/4 22:10,CHINA,CHN,10,0,8,8,10,8,8,10,6,8,6,8,7,9,6,80,20,0,7,8,6,5,5,10,10,1,0,2,1,5,5,8,8,2,2,9,9,8,8,5,7,5,7,9,7,8,6,6,7,9,5,3,8,6,8,5,7,4,7,9,10,5,1,5,4,2,5,7,9,30,10,4,6,9,25,3,7,1,,62,3,2,5,,5,1,1,1,213,0
2020/5/4 21:49,2020/5/4 22:06,CHINA,CHN,7,1,7,8,7,6,8,7,6,9,8,9,6,8,8,100,0,0,8,7,5,8,8,10,9,5,8,6,7,6,2,5,7,4,8,5,8,8,4,7,5,8,6,8,5,8,6,8,5,8,5,2,8,8,9,6,5,8,8,6,7,8,6,9,5,5,9,6,8,20,10,7,4,9,25,3,7,2,,34,3,1,1,,3,1,1,1,213,0
2020/5/4 21:53,2020/5/4 22:25,CHINA,CHN,8,1,8,7,7,6,8,10,10,9,5,5,9,10,5,90,10,0,4,3,1,9,3,8,7,1,2,0,0,6,5,6,4,2,3,2,4,6,7,3,3,5,5,6,9,7,9,10,3,5,6,6,5,7,5,6,6,7,9,4,5,5,5,4,4,2,5,5,4,20,20,5,5,8,25,3,3,1,,32,3,2,1,,5,1,1,1,213,0
2020/5/4 21:54,2020/5/4 22:09,CHINA,CHN,8,1,9,7,8,7,6,6,6,8,5,5,5,7,7,10,40,50,6,6,5,5,5,10,9,6,5,4,5,6,7,6,6,5,5,5,6,6,6,5,7,6,5,5,5,6,6,5,3,3,6,5,5,5,7,5,5,6,6,5,5,5,6,5,5,2,6,6,5,60,50,5,6,5,25,3,2,1,,26,1,0,1,,5,1,1,1,213,0
2020/5/4 21:57,2020/5/4 22:46,CHINA,CHN,10,2,10,10,10,10,7,9,10,10,10,10,7,10,10,0,90,10,9,6,5,7,5,10,10,1,0,1,0,0,9,9,10,0,0,5,5,5,5,5,10,10,6,8,7,7,8,7,6,6,6,8,4,0,5,1,5,6,0,10,10,5,0,5,5,0,9,5,10,20,30,5,6,6,25,900,4,2,,27,3,1,1,,5,1,1,1,213,0
2020/5/4 21:58,2020/5/4 22:22,CHINA,CHN,10,0,10,10,10,9,10,10,8,10,9,10,9,10,10,100,0,0,6,6,5,5,5,10,6,5,0,0,0,5,10,9,10,0,1,5,5,5,5,4,3,6,5,5,7,7,7,8,8,8,3,5,6,2,5,5,5,5,5,7,6,5,3,5,5,2,4,5,5,0,20,5,5,5,50,3,7,1,,48,3,1,1,,4,1,1,1,213,0
2020/5/4 22:00,2020/5/4 22:26,CHINA,CHN,10,1,10,10,10,8,10,9,10,10,10,10,8,10,10,80,15,5,8,7,1,6,8,10,10,5,2,1,1,2,10,10,9,1,2,7,6,10,5,9,4,10,9,10,10,9,10,10,7,10,3,1,10,8,9,10,8,10,5,10,10,5,0,8,10,0,9,9,10,10,10,2,11,9,25,3,7,1,,25,1,0,1,,4,1,1,1,213,0
2020/5/4 22:32,2020/5/4 22:47,CHINA,CHN,10,0,9,10,10,9,9,10,9,10,10,10,7,10,10,95,0,5,7,6,1,8,8,10,10,1,0,0,3,1,10,10,10,0,7,5,9,10,9,9,9,9,8,8,9,10,10,10,9,9,2,0,9,5,8,5,7,7,5,10,9,9,0,8,7,3,7,7,8,10,10,0,16,8,25,3,7,2,,53,3,1,1,,6,1,1,1,213,0
2020/5/4 23:23,2020/5/4 23:42,CHINA,CHN,10,2,4,3,6,10,10,10,5,10,9,8,5,10,9,90,5,5,7,7,1,5,2,10,5,4,3,4,3,5,8,8,8,1,1,3,5,7,8,7,3,2,8,8,9,9,9,10,7,8,5,4,5,5,8,6,5,5,5,8,7,7,1,5,5,2,5,7,8,10,20,5,8,7,50,900,4,2,,57,3,1,1,,5,1,1,1,213,0
2020/5/4 23:44,2020/5/5 0:15,CHINA,CHN,7,1,4,9,9,8,9,9,9,10,7,6,5,9,9,20,80,0,5,5,3,4,5,10,10,2,1,2,1,6,9,7,7,8,5,6,8,9,8,6,8,4,8,8,6,8,6,9,5,7,3,3,5,5,8,6,9,7,3,4,6,8,8,8,5,3,7,7,7,0,10,4,9,8,25,3,7,1,,23,1,0,1,,5,1,1,1,213,0
2020/5/4 23:57,2020/5/5 0:28,CHINA,CHN,10,0,9,10,9,10,9,8,7,9,9,10,9,10,10,25,53,22,7,8,5,4,4,10,9,0,0,2,0,3,7,7,7,1,3,6,8,8,9,7,9,7,8,7,8,9,8,9,8,9,2,0,8,5,8,5,8,9,2,8,8,9,1,6,9,2,8,7,9,10,10,8,10,8,125,3,4,1,,42,3,1,1,,5,1,1,1,213,0
2020/5/5 0:02,2020/5/5 0:27,CHINA,CHN,9,1,9,10,10,9,9,8,8,10,10,9,10,10,8,0,100,0,8,6,1,8,9,10,10,1,0,0,4,3,9,9,8,1,2,2,3,5,5,4,5,4,8,8,9,9,9,10,8,9,2,1,9,2,8,6,9,8,7,8,8,4,1,7,7,3,3,7,7,0,10,3,6,9,50,3,7,2,,33,3,1,1,,6,1,1,1,213,0
2020/5/5 0:19,2020/5/5 0:34,CHINA,CHN,10,1,10,1,10,10,10,9,10,7,8,10,10,10,10,100,0,0,8,5,6,3,8,10,10,5,1,1,1,4,10,10,10,1,1,6,6,6,6,6,10,10,7,10,10,10,10,10,6,7,6,10,10,5,6,5,6,10,4,10,7,5,0,7,6,2,5,10,4,0,0,6,14,10,25,3,7,1,,50,3,1,1,,6,1,1,1,213,0
2020/5/5 7:51,2020/5/5 8:09,CHINA,CHN,10,1,9,10,9,10,9,10,7,10,9,10,9,10,10,11,88,1,9,7,1,8,0,10,10,0,1,4,0,7,10,9,9,0,1,1,4,7,5,5,6,8,10,9,8,9,4,9,9,9,1,0,10,1,9,0,10,9,3,10,9,9,0,9,9,2,8,8,9,0,10,1,11,10,50,1,4,1,,27,3,1,1,,4,1,1,1,213,0
