RecordedDate,Duration_sec,Country,Language,Informed.consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self.control_1,trait_self.control_2,trait_self.control_3,trait_self.control_4,self.esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
29/04/2020 13:12,1756,Pakistan,EN,Agree,10,0,10,10,10,9,9,10,10,10,9,10,10,10,10,0,75,25,5,9,8,8,6,9,10,5,8,2,7,5,10,10,10,5,0,10,8,7,5,6,2,7,9,7,5,7,7,9,9,8,9,6,7,0,1,2,5,5,0,0,10,9,5,0,9,3,5,7,6,8,20,30,3,16,8,150,3,8,2,NA,31,2,1,4,NA,5,1,No,No,213
29/04/2020 13:16,2153,Pakistan,EN,Agree,9,0,8,9,10,10,10,10,9,10,9,10,10,10,10,50,50,0,7,6,5,7,2,9,2,5,6,5,6,3,8,9,9,3,1,8,7,7,8,6,8,2,8,7,9,4,6,9,2,6,6,8,8,0,2,6,2,10,8,1,9,9,3,1,8,7,1,1,7,4,50,50,4,4,7,25,300,4,2,NA,30,3,0,2,NA,6,1,No,No,213
29/04/2020 13:32,2712,Pakistan,EN,Agree,10,0,10,10,10,8,8,8,5,10,10,10,10,9,9,0,75,25,9,8,5,5,8,10,10,8,5,8,8,10,10,0,10,0,5,9,9,9,9,5,5,9,5,9,9,9,9,10,9,9,5,5,5,5,0,5,0,5,0,0,8,8,8,0,5,5,0,0,1,9,50,10,5,16,5,50,3,4,1,NA,33,2,1,6,NA,5,1,No,No,213
29/04/2020 13:33,5329,Pakistan,EN,Agree,9,8,9,10,10,10,9,10,7,10,7,9,10,10,10,0,100,0,7,9,5,5,6,10,10,8,2,6,7,0,10,10,10,9,1,7,9,8,7,6,10,7,8,3,2,8,9,10,8,10,8,1,10,0,7,3,1,2,NA,0,8,9,4,0,3,7,0,6,8,9,70,80,7,14,8,50,1,4,1,NA,23,3,0,2,NA,7,1,No,No,.
29/04/2020 13:42,1897,Pakistan,EN,Agree,10,10,10,10,10,10,10,10,0,1,10,10,10,10,10,20,80,0,4,2,10,10,10,10,10,0,7,1,0,10,10,10,9,0,0,10,10,10,10,1,0,0,10,10,0,10,10,10,1,10,7,0,10,0,1,10,2,10,10,0,10,10,10,0,1,1,10,10,10,10,0,10,7,4,5,25,300,7,1,NA,66,2,5,4,Retired Businessman,8,1,No,No,213
29/04/2020 14:06,3338,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,0,0,10,10,10,10,10,33,33,34,8,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,1,0,0,10,10,10,10,10,10,0,0,10,0,9,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,16,8,45,300,4,2,NA,63,2,5,4,Housewife,5,1,No,No,213
29/04/2020 15:09,2715,Pakistan,EN,Agree,9,2,8,3,10,9,9,10,10,9,10,10,10,10,10,50,25,25,8,8,10,9,9,10,10,0,2,1,1,10,8,8,9,9,10,5,5,10,6,8,9,4,5,7,10,3,6,8,4,5,8,0,7,9,8,8,4,8,7,8,10,10,9,1,7,6,1,9,1,6,20,90,3,16,8,50,1,4,2,NA,33,2,2,1,NA,5,1,No,No,213
29/04/2020 15:47,2063,Pakistan,EN,Agree,8,6,10,3,0,9,10,7,0,3,10,10,7,10,10,70,20,10,8,8,0,4,8,10,10,10,9,9,8,2,10,10,10,0,1,3,8,10,10,10,2,1,10,10,10,8,8,10,10,3,8,10,10,0,8,10,0,9,10,1,10,10,10,0,10,10,0,10,10,10,40,60,6,16,6,50,300,NA,1,NA,26,1,0,6,NA,10,1,No,Yes,213
29/04/2020 16:15,767,Pakistan,EN,Agree,8,6,9,7,9,8,9,10,9,9,7,5,7,4,6,80,10,10,3,3,8,7,3,7,2,4,2,2,3,7,7,3,7,3,7,3,4,7,9,3,7,3,7,7,6,7,3,9,5,6,5,7,7,7,8,7,3,7,7,3,7,7,4,7,8,3,5,5,7,3,70,40,5,3,7,50,300,4,1,NA,33,2,1,6,NA,9,1,No,No,213
29/04/2020 17:00,861,Pakistan,EN,Agree,10,3,8,9,9,10,8,10,0,10,10,9,10,10,10,80,10,10,10,10,10,10,9,10,10,0,9,9,9,10,9,7,9,8,10,10,8,9,3,8,9,9,7,10,8,9,10,10,8,10,3,0,10,0,9,9,9,9,10,10,9,8,10,10,10,10,10,10,10,10,80,80,9,6,3,50,300,NA,1,NA,28,2,0,6,NA,4,1,No,Yes,213
29/04/2020 17:20,1256,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,3,8,10,10,10,10,5,50,45,10,10,3,9,10,10,10,10,7,10,7,4,9,9,10,7,2,8,2,7,8,8,10,10,9,10,8,10,10,9,9,10,7,6,8,10,4,9,1,10,9,0,10,9,10,0,9,10,0,9,10,8,0,10,2,6,10,25,3,1,2,NA,22,3,0,1,NA,7,2,No,No,213
29/04/2020 17:40,737,Pakistan,EN,Agree,10,0,5,8,10,5,5,5,NA,5,5,5,5,5,5,40,40,20,5,5,10,10,10,5,6,6,8,7,6,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,10,5,6,6,0,10,5,5,7,5,5,3,5,5,5,5,5,5,70,60,5,3,5,NA,NA,NA,2,NA,21,3,0,2,NA,5,2,No,No,213
29/04/2020 18:43,1121,Pakistan,EN,Agree,10,1,9,10,10,9,10,10,8,9,10,10,10,8,9,60,30,10,9,10,9,9,10,10,10,10,3,7,7,9,10,10,10,7,3,10,10,10,10,9,9,2,10,10,8,10,10,10,7,9,2,1,8,7,10,9,2,10,10,4,10,9,8,1,9,9,1,5,8,7,20,20,8,3,9,50,3,NA,2,NA,24,3,0,2,NA,7,1,No,No,213
29/04/2020 19:11,1119,Pakistan,EN,Agree,10,9,8,10,10,7,10,10,10,10,10,10,10,10,10,20,60,20,8,8,8,8,7,10,10,5,6,5,5,8,8,6,8,6,4,8,8,7,5,5,7,6,7,3,8,8,9,10,6,9,9,8,10,8,9,9,8,10,8,4,9,8,7,7,7,9,3,8,8,9,40,60,5,8,4,50,70,50,2,NA,25,2,0,6,NA,5,1,No,No,213
29/04/2020 23:35,2192,Pakistan,EN,Agree,10,0,10,10,10,9,10,10,9,10,10,10,10,10,10,0,50,50,4,9,0,1,9,10,10,10,10,10,10,1,9,8,10,9,0,9,9,10,9,10,9,9,10,10,9,9,10,10,10,10,1,5,8,10,7,5,0,NA,1,0,10,10,10,0,10,10,0,10,10,10,10,0,4,14,9,50,3,4,2,NA,21,3,0,2,NA,6,1,No,No,213
30/04/2020 3:22,1368,Pakistan,EN,Agree,10,1,9,10,10,8,8,8,4,9,9,10,7,10,10,20,80,0,8,9,2,5,3,9,7,1,1,2,2,1,9,8,10,1,2,2,2,2,2,2,4,3,9,9,6,4,7,9,10,3,7,8,10,0,8,2,1,2,1,0,10,8,5,1,2,7,1,2,5,10,10,40,1,14,8,50,300,4,2,NA,24,1,0,2,NA,8,1,No,No,213
30/04/2020 3:24,1171,Pakistan,EN,Agree,10,1,7,10,10,5,5,5,6,10,10,10,10,10,10,0,100,0,9,8,5,8,6,10,10,5,1,6,6,0,10,8,10,0,7,4,10,10,10,5,8,5,10,10,9,10,10,10,3,6,10,10,5,0,2,5,8,5,7,10,10,8,3,0,6,5,3,6,5,10,0,20,0,11,6,50,3,1,1,NA,23,3,0,2,NA,6,1,No,Yes,213
30/04/2020 4:07,1821,Pakistan,EN,Agree,8,1,8,8,10,9,9,9,7,8,10,10,10,7,9,50,45,5,6,8,7,8,8,10,9,8,3,2,7,6,1,9,10,8,2,8,8,9,8,6,3,1,8,8,8,7,8,9,7,8,6,3,8,0,6,5,5,8,5,1,10,10,8,0,6,6,1,6,6,10,20,10,6,11,8,50,3,4,2,NA,32,2,1,6,NA,8,1,No,Yes,213
30/04/2020 4:38,2268,Pakistan,EN,Agree,8,1,9,7,10,10,9,10,5,8,8,10,10,10,10,90,10,0,4,7,8,8,4,10,9,10,2,8,7,3,10,9,8,3,6,9,6,3,6,5,5,2,7,8,3,9,9,9,5,7,8,5,7,10,4,2,5,7,4,8,10,8,6,0,4,5,1,5,3,10,60,80,2,4,7,125,300,4,1,NA,29,3,0,6,NA,6,1,No,No,213
30/04/2020 4:41,1440,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,7,9,10,10,10,10,10,0,70,30,5,3,7,7,7,10,10,7,1,2,7,5,10,10,10,7,2,10,10,9,8,7,10,2,8,10,10,10,10,10,8,10,10,10,7,7,8,7,2,10,5,0,10,10,10,0,8,2,0,8,10,10,70,60,5,16,5,50,NA,NA,2,NA,24,3,0,6,NA,5,1,No,No,213
30/04/2020 4:45,1872,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,6,10,6,9,9,10,10,0,0,0,0,1,10,10,10,1,2,10,10,10,9,9,10,8,10,10,8,9,8,10,8,10,8,2,10,5,1,8,1,9,9,1,10,10,10,0,10,1,1,0,0,10,20,20,6,16,9,125,1,NA,1,NA,39,2,0,6,NA,4,1,No,No,213
30/04/2020 4:48,880,Pakistan,EN,Agree,10,0,10,9,10,10,10,10,2,10,10,10,10,10,10,15,45,40,4,5,9,9,10,10,10,2,2,2,3,6,10,10,10,5,2,7,7,9,3,9,3,8,8,8,8,8,8,10,8,5,4,7,9,0,3,10,0,7,8,2,10,9,5,4,7,7,0,6,6,10,10,40,5,15,6,NA,NA,NA,2,NA,23,3,0,2,NA,5,1,No,No,213
30/04/2020 4:49,1917,Pakistan,EN,Agree,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,7,10,5,5,10,10,10,5,5,5,5,0,10,10,10,0,0,5,5,5,5,5,5,5,10,10,10,10,10,10,5,10,5,0,10,5,5,5,5,5,5,5,10,10,0,0,10,0,0,5,10,10,0,0,5,16,10,25,300,4,1,NA,37,2,3,6,NA,5,1,No,No,213
30/04/2020 4:50,40478,Pakistan,EN,Agree,10,0,2,10,10,10,10,10,10,10,10,10,7,10,10,50,40,10,4,6,7,9,10,10,10,4,10,8,8,2,10,10,10,5,5,10,10,10,10,10,6,2,7,8,6,6,7,9,6,8,3,2,5,0,6,4,6,6,7,6,10,10,5,0,6,6,2,6,6,8,10,10,5,16,7,50,1,NA,1,NA,36,2,1,6,NA,5,1,No,No,213
30/04/2020 4:57,1706,Pakistan,EN,Agree,0,10,0,0,0,6,6,6,6,4,10,10,10,10,10,70,20,10,3,5,2,4,6,10,10,10,8,7,6,3,8,7,8,0,0,6,6,8,8,7,7,8,7,8,8,8,8,10,6,4,6,10,6,0,8,6,1,6,4,0,10,10,6,0,8,2,0,2,7,8,20,80,6,5,9,50,3,4,2,NA,23,2,0,2,NA,5,1,No,No,213
30/04/2020 4:59,1246,Pakistan,EN,Agree,9,1,9,9,9,10,8,9,9,6,8,8,8,8,8,75,20,5,9,7,8,8,8,10,10,9,1,1,1,2,9,9,9,1,1,7,7,5,8,5,5,5,8,8,2,9,9,9,3,5,5,8,7,0,2,5,2,8,8,1,9,9,1,1,8,7,1,1,6,9,30,80,5,14,9,25,3,2,1,NA,23,1,0,6,NA,7,1,No,No,213
30/04/2020 5:02,676,Pakistan,EN,Agree,7,6,NA,7,10,10,10,10,10,10,9,10,10,10,10,0,100,0,6,6,8,9,10,10,10,6,7,5,4,6,6,7,7,6,6,6,7,7,7,7,6,6,7,8,6,7,6,7,8,10,7,4,6,7,7,7,3,9,8,7,7,9,9,2,7,7,7,8,9,8,30,40,4,16,6,50,300,4,1,NA,25,1,0,5,NA,5,1,No,No,213
30/04/2020 5:04,2583,Pakistan,EN,Agree,10,0,10,10,10,4,6,9,2,8,9,10,10,10,10,20,70,10,4,4,9,10,10,10,10,8,8,8,8,10,10,10,10,9,3,6,6,4,6,1,6,4,6,6,7,2,2,2,10,6,6,9,3,5,9,10,3,10,5,1,10,10,8,0,9,8,0,9,9,10,20,50,6,11,7,50,100,NA,2,NA,20,3,0,2,NA,NA,1,No,No,213
30/04/2020 5:17,1895,Pakistan,EN,Agree,7,7,10,8,10,0,6,7,6,7,10,10,10,10,10,50,50,0,10,8,10,10,10,10,10,10,5,10,7,0,10,10,10,0,3,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,6,7,7,0,10,7,0,10,10,10,0,7,10,0,10,10,10,50,60,5,4,10,25,3,4,1,NA,27,2,0,6,NA,8,1,No,No,213
30/04/2020 5:18,1816,Pakistan,EN,Agree,9,6,10,10,10,7,8,10,7,7,10,10,10,10,10,0,50,50,4,8,7,10,9,10,10,6,5,6,5,3,10,10,10,0,6,6,6,9,9,9,6,8,7,8,9,9,9,10,5,7,7,8,8,0,5,2,3,5,5,5,10,9,5,0,5,5,2,5,7,9,50,50,4,14,8,NA,NA,NA,2,NA,23,3,0,2,NA,6,1,No,No,213
30/04/2020 5:43,1255,Pakistan,EN,Agree,10,0,10,10,10,2,4,10,2,10,10,10,10,10,10,10,50,40,5,3,10,10,10,10,10,10,8,10,10,9,10,10,10,0,0,8,9,10,5,8,10,5,6,10,10,10,9,10,5,3,8,5,6,5,10,10,5,10,5,5,10,10,7,0,7,2,0,10,10,10,50,90,5,16,5,50,300,4,2,NA,26,1,0,6,NA,5,1,No,Yes,213
30/04/2020 5:58,3406,Pakistan,EN,Agree,8,2,8,10,10,9,9,9,8,9,9,9,9,9,10,20,80,0,8,6,8,8,7,9,8,1,1,1,1,8,9,8,8,2,3,8,8,8,8,7,8,2,9,9,8,8,7,8,2,4,8,9,8,0,2,2,5,9,7,5,10,9,9,2,8,8,2,6,5,9,20,80,3,3,8,25,60,4,2,NA,20,3,0,5,NA,5,1,No,No,213
30/04/2020 5:58,1602,Pakistan,EN,Agree,9,0,8,10,10,10,10,10,6,8,10,10,10,10,10,70,20,10,4,6,4,8,8,10,10,0,0,0,0,9,10,8,10,4,2,7,8,10,7,10,10,7,10,10,8,8,8,1,7,10,6,10,10,0,10,7,9,8,6,0,8,8,9,0,6,7,0,4,7,10,50,80,6,1,6,50,300,4,1,NA,20,3,0,2,NA,5,1,No,No,213
30/04/2020 6:03,1262,Pakistan,EN,Agree,10,5,5,7,4,7,9,10,8,10,7,7,7,7,7,0,100,0,9,7,10,8,8,10,10,8,5,5,5,7,6,6,6,8,8,9,8,9,6,6,7,8,10,7,7,6,7,7,7,8,2,0,7,8,7,10,5,8,9,7,7,7,6,7,7,7,6,6,9,6,0,30,1,4,9,NA,300,16,2,NA,24,3,0,4,NA,10,1,No,No,213
30/04/2020 6:15,2705,Pakistan,EN,Agree,8,2,9,9,8,9,9,10,10,2,10,10,9,10,9,50,25,25,1,6,6,10,10,10,10,10,9,10,9,0,10,9,9,0,1,4,5,8,7,8,3,8,8,9,8,4,6,10,8,7,9,8,9,0,8,2,5,9,1,9,10,9,1,0,2,1,1,0,9,10,50,90,6,14,8,50,300,4,1,NA,22,3,0,2,NA,6,1,No,No,213
30/04/2020 6:19,1550,Pakistan,EN,Agree,10,0,9,10,10,10,10,10,10,10,10,8,10,10,10,0,100,0,9,9,7,9,10,10,10,9,7,9,9,9,10,10,10,0,8,10,10,8,10,10,8,10,8,6,8,10,10,10,0,4,1,6,9,0,9,7,10,10,10,0,9,9,0,0,8,0,0,8,10,10,0,70,5,14,7,NA,NA,NA,2,NA,22,2,0,1,NA,7,1,No,Yes,213
30/04/2020 6:27,2105,Pakistan,EN,Agree,10,2,9,9,9,10,9,10,8,10,10,10,10,10,10,0,70,30,5,6,10,10,7,10,10,5,5,0,5,0,10,10,10,0,0,5,5,5,5,5,5,5,7,5,7,5,7,9,3,5,9,10,1,8,2,2,0,0,0,0,10,7,0,0,3,0,0,3,2,10,70,80,1,16,4,50,300,4,1,NA,24,3,0,6,NA,3,1,No,No,213
30/04/2020 6:39,1160,Pakistan,EN,Agree,10,0,10,10,10,9,9,10,10,10,10,10,10,10,10,0,100,0,5,9,5,5,7,10,10,2,2,2,2,9,10,10,10,NA,2,7,7,7,7,7,7,0,9,10,7,7,7,9,8,8,2,1,10,0,2,2,0,5,5,0,9,9,5,1,8,8,1,8,8,9,20,50,5,1,9,NA,3,NA,2,NA,25,2,1,4,NA,5,1,No,No,123
30/04/2020 6:50,1789,Pakistan,EN,Agree,7,7,8,7,10,10,10,10,7,10,8,10,10,10,10,50,35,15,6,9,8,7,8,10,9,1,5,3,5,5,5,5,5,5,5,5,7,7,6,6,7,7,9,9,8,8,8,10,8,8,7,8,8,6,8,7,3,7,8,5,10,9,5,0,7,8,0,7,5,9,50,50,6,16,8,50,3,4,2,NA,24,2,1,1,NA,6,1,No,No,213
30/04/2020 7:18,2962,Pakistan,EN,Agree,10,2,10,10,10,9,10,10,10,7,10,10,10,10,9,0,50,50,7,3,3,8,8,8,6,5,7,5,5,3,8,5,5,5,5,5,7,7,7,5,5,5,1,2,7,5,5,6,0,0,10,10,1,0,5,5,5,5,2,9,9,2,6,0,0,6,2,6,5,9,90,90,5,4,1,125,3,4,1,NA,24,3,0,2,NA,8,1,No,No,213
30/04/2020 7:20,2762,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,10,9,3,7,3,10,10,0,0,0,0,0,10,7,9,0,0,6,6,10,9,9,8,10,10,10,10,10,10,10,9,10,8,1,9,0,0,10,5,5,10,0,10,9,8,0,9,9,0,6,6,10,100,30,9,4,10,50,3,4,1,NA,30,3,0,6,NA,5,1,No,Yes,213
30/04/2020 7:24,10724,Pakistan,EN,Agree,10,0,8,10,10,10,10,10,5,10,10,10,10,10,10,20,79,1,8,8,8,7,0,10,10,5,5,5,5,5,10,5,5,5,0,9,5,5,5,5,5,5,7,6,9,9,10,10,5,10,5,0,7,8,0,0,0,2,5,0,8,8,5,2,5,5,5,6,7,7,50,10,5,2,8,25,100,10,1,NA,25,3,0,6,NA,4,1,No,No,213
30/04/2020 8:22,2276,Pakistan,EN,Agree,10,0,10,10,10,5,7,10,7,NA,8,8,8,6,6,0,100,0,5,5,5,7,8,10,7,1,1,1,1,2,7,3,7,3,6,9,8,8,10,7,10,7,5,6,9,5,7,9,8,2,8,9,5,0,1,10,1,8,6,4,10,9,5,1,5,4,1,2,5,9,20,50,5,16,3,50,300,NA,1,NA,22,1,0,1,NA,8,1,No,No,213
30/04/2020 8:51,1077,Pakistan,EN,Agree,7,0,10,8,10,7,6,4,4,2,10,10,10,10,10,10,60,30,8,7,5,7,5,7,8,7,7,4,6,7,8,8,8,2,2,6,6,7,8,6,6,6,6,7,8,7,8,9,4,6,6,10,10,0,5,6,3,6,6,2,7,8,3,2,6,3,2,7,3,5,80,80,5,16,7,25,3,4,2,NA,28,3,0,6,NA,7,1,No,Yes,213
30/04/2020 10:17,1546,Pakistan,EN,Agree,9,3,5,9,9,9,8,9,10,4,5,6,8,10,9,40,30,30,1,5,8,8,10,10,8,5,4,3,5,9,9,9,9,4,5,6,7,8,3,7,7,4,8,9,7,8,8,8,8,7,7,5,5,8,8,7,5,8,5,7,9,7,4,9,7,9,7,7,8,10,10,30,8,16,9,50,300,4,2,NA,20,3,0,2,NA,6,1,No,No,NA
30/04/2020 10:34,1305,Pakistan,EN,Agree,10,0,10,9,9,10,10,8,8,5,10,10,10,10,10,99.5,0.5,0,7,8,0,1,1,10,10,7,4,7,2,1,10,10,9,1,2,10,10,10,10,10,0,0,8,7,7,3,4,10,5,3,5,7,9,8,1,5,2,3,1,1,10,10,6,0,8,5,0,2,1,9,50,100,5,12,6,25,3,1,1,NA,22,3,0,2,NA,5,2,No,No,213
30/04/2020 10:41,1368,Pakistan,EN,Agree,10,5,10,9,9,4,4,10,5,0,10,10,10,10,10,0,100,0,0,6,1,1,1,10,10,5,0,0,0,5,10,0,10,2,8,10,8,10,8,10,10,1,8,10,10,10,10,10,10,3,9,10,0,0,4,1,0,5,0,6,9,8,8,2,4,4,9,8,6,9,60,80,2,3,10,50,3,NA,1,NA,22,1,0,2,NA,5,1,No,No,213
30/04/2020 11:26,1396,Pakistan,EN,Agree,6,6,2,3,8,10,10,9,6,9,5,9,9,10,9,30,60,10,3,3,5,5,8,10,10,5,2,3,3,5,10,9,8,5,7,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,6,6,5,7,9,5,9,9,5,5,6,5,2,8,6,4,2,4,5,3,5,6,7,10,30,5,NA,6,50,300,8,2,NA,16,3,0,2,NA,5,2,No,No,213
30/04/2020 11:31,1791,Pakistan,EN,Agree,8,3,9,10,9,8,8,10,6,10,10,10,8,10,8,70,20,10,2,9,9,9,9,10,10,10,2,3,6,10,10,10,10,0,0,8,8,10,10,8,8,10,3,1,3,2,6,8,8,8,6,7,8,5,2,2,3,2,1,6,8,8,2,2,6,8,3,5,5,7,70,60,6,14,9,50,300,NA,2,NA,33,2,0,4,NA,8,1,No,No,213
30/04/2020 12:06,2990,Pakistan,EN,Agree,10,0,0,10,10,10,10,10,8,9,0,10,10,10,10,0,50,50,0,3,10,9,9,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,NA,10,0,10,10,0,0,0,10,10,10,10,0,10,0,0,10,0,10,10,0,10,10,10,0,10,10,0,10,10,10,20,30,0,1,0,NA,NA,NA,2,NA,31,3,0,6,NA,10,1,No,No,213
30/04/2020 13:18,2342,Pakistan,EN,Agree,3,3,8,8,5,6,6,6,6,9,3,6,2,3,2,97.5,2.5,0,7,7,5,5,5,9,8,5,5,2,7,3,8,6,8,2,2,8,8,8,8,5,7,8,8,8,7,8,8,8,5,7,8,4,6,NA,2,2,2,5,2,2,8,5,5,0,8,5,2,7,8,8,30,30,7,1,7,50,1,NA,1,NA,31,2,2,4,NA,7,1,No,No,213
30/04/2020 13:20,3488,Pakistan,EN,Agree,4,1,3,9,10,7,9,10,8,8,10,10,10,10,10,70,30,0,1,1,9,9,9,10,10,8,10,10,10,3,10,10,10,9,6,9,8,6,7,8,6,8,8,9,4,7,7,6,1,1,9,9,0,5,7,7,2,7,3,2,9,9,9,0,7,6,9,7,7,9,40,70,3,12,1,110,900,4,2,NA,23,3,0,2,NA,4,1,No,Yes,213
30/04/2020 14:37,2133,Pakistan,EN,Agree,9,0,2,10,9,9,9,10,8,9,9,9,10,9,7,25,50,25,4,7,8,9,2,10,8,6,6,0,1,3,10,9,10,0,3,7,4,2,7,6,9,7,8,8,7,7,7,9,6,8,1,2,9,8,8,7,1,8,4,0,8,8,3,3,2,8,2,6,7,8,NA,70,2,6,7,50,3,32,2,NA,22,3,0,2,NA,6,1,No,No,213
30/04/2020 16:03,25770,Pakistan,EN,Agree,5,6,7,4,0,4,4,5,4,1,10,10,10,10,10,80,20,0,6,8,6,6,5,9,6,7,6,6,7,1,9,7,10,0,1,5,4,4,6,6,4,6,7,6,6,6,7,6,4,6,6,5,8,0,4,5,6,5,6,4,8,8,6,1,6,6,2,6,6,10,10,10,2,6,7,50,3,4,1,NA,29,2,2,4,Businessman ,6,1,No,No,"Approximately 1% people of Pakistan can understand English and rest of them barely few of them have strong grip on English language. So if you give option of language in this survey then you could get accurate results, as far as I believe."
30/04/2020 18:37,8342,Pakistan,EN,Agree,NA,7,7,10,10,10,10,10,10,5,10,10,10,10,10,0,100,0,8,8,10,10,10,10,9,5,0,5,5,2,10,10,10,0,5,7,7,10,10,9,10,10,9,9,7,8,8,8,7,7,6,6,9,0,4,3,0,6,2,0,10,6,3,0,4,1,0,3,5,10,10,30,5,16,7,50,3,0,1,NA,27,1,0,6,NA,6,1,No,No,213
01/05/2020 3:30,1647,Pakistan,EN,Agree,2,7,10,3,4,0,8,9,0,5,2,8,10,10,2,25,50,25,4,7,0,5,5,8,6,3,0,2,0,3,9,9,9,0,0,8,8,8,7,7,5,10,4,3,5,8,5,2,6,1,9,6,2,0,5,0,0,0,0,0,10,5,5,0,0,5,0,0,0,9,70,80,2,7,9,25,3,7,1,NA,23,3,0,6,NA,7,1,No,Yes,213
01/05/2020 4:03,1797,Pakistan,EN,Agree,5,3,9,4,9,7,7,9,5,5,9,9,9,9,10,70,30,0,7,8,5,8,10,10,10,8,1,6,3,1,10,9,10,1,1,8,8,10,10,8,8,10,8,8,8,8,9,9,8,10,6,1,10,0,0,0,0,9,9,5,9,9,9,0,8,9,0,8,6,10,60,60,5,NA,7,NA,NA,NA,1,NA,68,2,2,3,NA,8,1,No,No,213
01/05/2020 4:49,2444,Pakistan,EN,Agree,10,0,8,9,10,10,9,10,2,0,10,10,10,8,10,40,60,0,10,9,2,1,8,9,8,8,0,3,10,10,8,8,8,1,2,8,10,7,10,8,8,1,8,10,10,9,9,10,9,8,2,9,10,8,3,8,0,10,10,0,8,10,8,2,8,9,3,3,8,9,10,80,6,10,9,100,3,4,2,NA,50,2,5,4,House maker,4,1,No,No,123
01/05/2020 5:47,178,Pakistan,EN,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,7,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/05/2020 6:28,967,Pakistan,EN,Agree,8,0,9,10,10,8,10,8,7,8,8,10,9,9,10,40,60,0,5,8,2,6,8,10,10,9,6,3,7,4,10,10,8,2,2,8,10,9,10,7,1,1,8,7,5,3,6,9,9,9,7,2,NA,0,3,2,0,7,5,0,8,8,3,1,6,6,2,2,1,7,90,60,6,9,7,50,300,4,2,NA,33,2,3,6,NA,7,1,No,No,213
01/05/2020 6:40,39,Pakistan,EN,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
