RecordedDate,Duration_sec,Country,Language,Informed.consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self.control_1,trait_self.control_2,trait_self.control_3,trait_self.control_4,self.esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
26/04/2020 8:24,873,Pakistan,EN,Agree,9,4,9,9,8,8,9,9,7,9,8,8,8,9,10,10,50,40,7,7,7,8,10,10,10,9,6,9,9,2,10,10,10,0,5,5,8,9,9,9,9,1,8,9,8,8,7,8,7,8,10,8,8,8,7,5,1,5,5,3,10,8,4,0,7,5,1,7,8,10,30,10,5,11,8,NA,NA,NA,2,NA,20,1,0,2,NA,7,1,No,No,213
26/04/2020 8:42,874,Pakistan,EN,Agree,5,8,4,6,7,6,8,3,8,8,8,4,7,7,7,50,20,30,2,7,6,6,5,7,7,8,8,7,4,9,8,3,8,3,7,8,7,2,7,7,3,3,10,10,7,5,7,5,6,8,6,5,9,7,2,3,3,3,3,3,7,4,4,6,7,3,7,7,7,3,70,70,6,5,9,NA,NA,NA,1,NA,23,3,NA,2,NA,5,2,No,No,I have nothing to say everybody is so bored with all these thngs
26/04/2020 8:48,1562,Pakistan,EN,Agree,8,6,6,10,10,10,10,9,2,9,10,10,10,10,10,0,100,0,4,4,7,9,6,10,10,6,6,4,6,9,10,10,10,0,9,9,6,7,8,6,8,9,9,8,5,7,7,8,7,5,9,9,9,6,4,6,7,7,6,1,10,10,10,0,7,8,0,7,7,9,0,10,9,8,4,50,NA,4,1,NA,31,2,1,6,NA,5,1,No,Yes,213
26/04/2020 8:49,5066,Pakistan,EN,Agree,10,0,10,10,0,9,9,10,8,9,10,10,10,10,10,20,40,40,9,8,9,10,10,10,8,10,5,8,5,10,10,10,10,10,0,8,8,8,10,8,9,5,9,0,7,5,5,7,7,8,5,10,9,0,5,5,5,5,5,3,8,7,5,5,5,7,4,5,5,5,50,50,5,16,9,50,300,4,2,NA,19,3,0,2,NA,8,1,No,No,213
26/04/2020 8:50,1456,Pakistan,EN,Agree,10,1,10,10,10,10,10,10,5,10,10,10,10,10,10,0,65,35,5,10,0,5,10,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,1,10,5,10,10,8,5,1,10,8,1,10,10,3,10,0,7,5,0,10,10,2,0,10,10,0,5,10,10,20,60,0,14,7,50,3,NA,1,NA,22,3,0,2,NA,6,1,Yes,Yes,213
26/04/2020 8:51,2053,Pakistan,EN,Agree,10,0,8,10,10,9,8,10,7,8,10,10,10,9,9,20,50,30,4,4,7,6,2,10,10,6,8,1,8,2,9,7,9,8,9,1,3,2,6,6,4,6,7,9,4,3,7,3,7,7,2,7,7,8,3,4,3,8,6,0,7,6,2,0,6,7,1,3,4,8,40,80,3,14,8,50,90,12,1,NA,23,3,0,2,NA,5,1,No,No,213
26/04/2020 8:55,1195,Pakistan,EN,Agree,10,0,7,9,10,10,10,10,10,9,10,10,10,10,10,50,30,20,2,8,10,7,8,10,10,8,7,7,8,10,9,7,10,6,9,6,7,6,6,7,4,6,10,10,7,9,10,10,9,9,6,4,10,7,9,10,5,8,8,5,10,10,9,4,4,5,3,6,6,8,0,0,5,10,10,NA,NA,NA,2,NA,19,3,0,2,NA,9,1,No,No,213
26/04/2020 9:21,1639,Pakistan,EN,Agree,10,3,10,10,9,10,10,10,10,10,8,10,9,10,10,0,100,0,2,9,9,7,9,10,10,9,5,7,8,3,10,10,10,5,6,8,10,4,7,9,9,10,8,10,3,9,10,10,8,8,6,10,7,9,7,6,5,2,4,1,8,9,10,0,9,7,7,6,5,7,60,90,6,7,8,50,100,NA,1,NA,25,1,0,1,NA,6,1,No,No,213
26/04/2020 9:51,1391,Pakistan,EN,Agree,9,2,7,2,9,9,8,10,7,8,10,8,3,10,7,80,20,0,6,4,1,2,8,8,8,5,6,5,6,3,8,8,7,8,7,7,7,6,7,6,7,6,8,9,4,7,7,6,4,7,4,2,7,6,6,8,5,7,4,1,7,7,8,2,6,6,2,7,6,8,80,80,3,1,3,50,1,4,1,NA,33,1,0,6,NA,5,1,No,No,213
26/04/2020 10:58,1764,Pakistan,EN,Agree,9,7,10,10,10,9,10,10,6,10,10,10,10,10,10,20,80,0,7,7,2,3,7,10,10,0,0,0,0,7,10,10,10,0,1,10,10,10,9,8,0,0,9,9,5,6,9,7,10,10,1,9,9,0,9,9,5,8,9,6,10,10,10,0,9,9,0,5,6,10,10,20,3,9,8,50,900,4,2,NA,33,2,2,5,NA,8,1,No,No,213
26/04/2020 11:23,823,Pakistan,EN,Agree,8,4,8,7,7,8,8,8,7,8,8,10,8,8,9,97.5,2.5,0,4,6,8,7,7,9,10,0,0,0,0,8,9,8,9,5,4,8,8,8,9,8,8,4,9,9,8,8,8,9,8,8,7,3,8,7,7,8,1,8,7,3,NA,NA,NA,6,5,5,5,6,6,6,40,50,7,2,8,NA,NA,NA,1,NA,35,3,0,6,NA,6,1,No,No,213
26/04/2020 12:25,785,Pakistan,EN,Agree,10,6,10,7,10,7,10,10,10,10,9,10,9,10,10,70,30,0,9,9,5,10,10,10,10,3,0,0,0,10,10,10,10,0,0,10,10,8,6,10,2,0,10,10,8,8,9,10,0,3,10,10,8,0,8,6,0,7,8,0,10,10,10,0,8,9,2,6,6,10,100,100,7,16,3,50,3,4,2,NA,33,2,2,5,NA,5,1,No,No,213
26/04/2020 12:45,9863,Pakistan,EN,Agree,9,0,10,0,0,8,8,9,6,NA,10,10,10,10,10,50,50,0,0,6,10,10,10,10,10,7,6,7,8,5,10,10,10,5,6,5,8,10,9,7,10,10,7,7,2,7,7,10,7,9,7,1,9,8,10,8,10,10,10,7,9,10,3,0,9,3,0,9,9,10,40,90,9,7,7,NA,NA,NA,2,NA,22,2,1,2,NA,7,1,No,No,213
26/04/2020 13:23,2286,Pakistan,EN,Agree,7,9,8,10,10,10,10,10,10,10,10,10,10,10,9,20,70,10,5,6,5,10,5,10,10,0,0,0,9,9,10,10,8,0,7,10,7,3,6,7,6,3,5,5,6,7,9,9,4,5,2,7,6,7,9,7,0,7,4,2,10,8,6,0,5,0,0,1,1,10,30,60,6,16,3,50,300,7,2,NA,28,2,2,1,NA,7,1,No,No,213
26/04/2020 14:00,1558,Pakistan,EN,Agree,9,9,10,10,10,8,7,10,5,8,10,10,10,10,10,60,40,0,4,6,6,7,8,10,9,2,3,2,2,7,8,7,8,6,4,6,4,5,6,6,6,6,7,4,6,7,6,8,5,6,5,4,5,NA,6,7,5,7,4,6,0,7,7,2,7,6,8,5,2,8,60,70,7,1,5,NA,NA,NA,2,NA,39,2,2,1,NA,8,1,No,No,213
26/04/2020 14:05,2218,Pakistan,EN,Agree,8,3,8,8,10,8,8,9,6,8,6,5,5,5,5,80,10,10,5,5,9,10,7,10,10,5,1,5,5,9,9,9,9,2,2,5,8,4,6,5,5,6,6,6,4,3,5,5,6,5,6,7,6,0,3,6,5,6,2,3,6,5,5,0,4,5,0,3,0,5,10,20,4,14,8,50,1,4,1,NA,47,2,2,4,Business,4,1,No,No,213
26/04/2020 14:45,1542,Pakistan,EN,Agree,10,0,10,10,10,4,6,9,8,9,NA,8,8,9,10,0,50,50,3,5,3,3,5,10,10,7,6,3,5,9,9,9,9,0,1,7,4,NA,7,6,6,6,9,10,7,4,6,9,9,2,2,7,2,0,3,1,8,2,2,3,8,7,3,2,6,5,5,1,1,8,40,40,5,5,10,50,300,4,2,NA,30,2,1,1,NA,5,1,No,No,213
27/04/2020 3:38,1237,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,75,25,5,5,3,5,3,10,5,5,5,5,5,5,10,10,10,5,5,7,7,7,7,5,8,5,5,5,5,5,5,5,5,5,10,10,5,0,0,0,0,5,0,0,5,5,0,0,5,5,0,5,5,5,50,50,5,1,5,50,300,6,2,NA,33,3,0,6,NA,6,1,No,No,213
27/04/2020 7:04,1191,Pakistan,EN,Agree,5,NA,NA,NA,NA,6,7,8,4,7,8,10,10,10,9,90,10,0,8,7,6,5,7,9,9,7,5,6,6,7,9,8,8,7,4,8,9,8,10,7,8,3,8,9,5,7,7,7,5,4,5,6,7,7,8,8,4,6,9,4,9,9,8,1,7,7,1,5,7,9,50,40,6,16,9,NA,NA,NA,2,NA,27,3,0,1,NA,6,1,No,No,213
27/04/2020 9:50,183759,Pakistan,EN,Agree,9,0,9,8,10,6,4,7,7,4,6,7,6,7,7,40,40,20,6,6,3,4,6,10,8,3,3,4,6,3,8,7,8,NA,3,8,7,8,8,6,6,7,4,7,8,6,8,9,8,6,6,6,4,0,4,2,1,3,2,1,7,4,2,0,3,2,2,1,1,6,20,30,3,5,8,50,3,4,1,NA,35,2,1,6,NA,6,1,No,No,213
27/04/2020 12:47,280306,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,8,8,0,7,8,80,20,0,2,5,5,5,8,10,10,2,2,0,0,2,8,8,7,5,0,10,10,10,10,10,0,0,8,8,8,8,8,8,8,7,10,10,6,10,7,4,0,8,NA,NA,10,8,8,0,0,7,0,6,2,10,80,80,3,11,2,50,3,NA,1,NA,29,2,1,6,NA,6,1,No,No,213
28/04/2020 0:45,2205,Pakistan,EN,Agree,8,4,6,7,6,6,6,6,6,6,9,9,9,9,9,40,40,20,5,6,6,4,6,10,10,6,5,7,5,4,6,6,6,5,4,4,5,6,5,6,6,6,6,7,5,6,7,5,9,8,5,2,8,6,6,5,2,6,7,5,7,8,6,3,6,7,3,7,6,6,0,50,3,5,8,NA,300,NA,1,NA,27,3,0,6,NA,9,1,No,No,213
28/04/2020 0:57,1024,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,0,50,6,6,0,1,0,0,0,0,0,0,0,5,10,10,10,0,0,0,0,10,10,5,10,10,8,9,9,7,8,6,10,7,1,5,0,0,0,0,5,0,5,0,10,10,0,0,10,10,0,10,10,10,100,100,5,9,10,50,3,7,1,NA,34,3,0,5,NA,5,1,No,No,213
28/04/2020 3:00,2081,Pakistan,EN,Agree,9,2,10,10,6,10,10,10,3,8,10,10,5,8,10,50,25,25,8,8,10,8,10,10,10,5,5,5,5,3,10,10,10,0,7,3,7,10,10,10,8,5,10,10,8,8,8,10,6,8,6,2,8,0,4,7,3,10,7,3,10,7,7,0,6,0,0,3,5,10,30,50,5,14,8,25,1,7,1,NA,33,2,3,6,NA,7,1,No,No,213
28/04/2020 3:17,1510,Pakistan,EN,Agree,8,3,8,8,9,9,9,9,2,9,8,8,8,8,8,80,20,0,8,8,2,2,6,9,6,9,6,4,3,3,9,9,9,0,1,8,9,7,7,7,3,2,8,9,9,8,8,9,6,7,8,10,3,8,1,6,0,6,6,1,9,9,7,0,8,7,0,3,7,10,60,70,6,9,9,25,3,7,1,NA,28,2,1,6,NA,6,2,No,No,213
28/04/2020 3:46,1400,Pakistan,EN,Agree,8,3,7,7,7,10,10,10,4,10,6,8,7,8,9,85,10,5,6,7,8,8,8,10,10,5,5,3,5,4,10,8,8,4,6,7,5,7,8,7,8,6,8,7,5,4,4,7,6,5,9,7,8,0,7,7,6,10,1,5,10,7,5,2,6,5,4,7,0,7,50,20,6,15,6,50,3,4,1,NA,28,2,0,6,NA,8,1,Yes,No,213
28/04/2020 3:57,1062,Pakistan,EN,Agree,9,3,8,9,10,5,7,10,7,10,7,9,10,8,10,20,40,40,8,8,5,7,5,9,8,5,5,2,5,4,8,8,10,3,5,8,7,8,7,7,7,9,9,9,8,7,8,8,8,7,4,6,8,0,3,3,2,5,3,1,8,8,5,1,6,6,4,7,5,7,40,60,6,3,8,20,10,5,2,NA,36,2,0,6,NA,9,1,No,No,213
28/04/2020 4:11,2340,Pakistan,EN,Agree,10,8,7,10,10,8,7,10,7,0,10,10,10,10,10,90,9,1,8,8,5,7,10,10,10,10,0,10,8,5,10,5,6,5,6,9,10,10,9,5,9,10,7,10,8,5,10,10,5,10,10,1,10,10,10,10,5,9,10,5,9,2,8,1,10,1,9,5,1,9,10,30,8,9,8,25,3,9,1,NA,24,3,0,6,NA,7,1,Yes,No,213
28/04/2020 5:50,2205,Pakistan,EN,Agree,9,1,9,10,10,8,9,10,10,10,8,10,10,10,10,50,40,10,7,5,9,8,10,10,9,5,5,5,5,9,10,10,10,2,3,7,7,9,8,5,6,9,9,10,8,8,8,9,4,8,9,8,7,7,5,5,5,7,4,7,8,8,2,1,6,6,3,5,7,8,30,10,5,16,6,NA,3,4,2,NA,28,2,0,2,NA,5,1,No,No,213
28/04/2020 7:20,2129,Pakistan,EN,Agree,10,0,10,10,10,3,3,9,5,10,10,10,10,10,10,50,50,0,6,9,5,5,5,10,10,5,5,5,5,0,8,9,10,5,0,NA,NA,NA,5,NA,NA,NA,10,10,4,5,5,5,8,3,7,10,5,7,6,5,2,5,2,3,10,10,3,0,5,5,0,5,5,10,50,50,5,3,8,25,3,NA,1,NA,22,3,0,2,NA,5,1,No,No,213
28/04/2020 8:29,921,Pakistan,EN,Agree,10,0,10,10,10,5,5,10,10,10,0,10,10,10,10,0,100,0,10,10,10,8,8,10,10,10,0,8,0,3,10,10,10,3,2,6,6,7,8,6,6,7,10,10,8,7,7,10,10,7,8,7,10,10,6,5,5,7,3,5,10,10,0,0,4,4,0,3,4,10,50,60,7,16,7,NA,NA,NA,1,NA,31,3,0,6,NA,8,1,No,Yes,213
28/04/2020 9:14,1427,Pakistan,EN,Agree,10,0,10,10,10,8,10,10,5,5,10,10,10,10,10,0,70,30,0,5,10,10,10,10,10,0,0,0,0,1,10,10,10,NA,8,10,7,5,5,5,5,5,10,10,10,5,8,10,10,10,8,2,10,10,0,10,0,10,10,5,10,10,8,0,10,10,0,10,10,10,30,10,10,16,8,50,1,NA,1,NA,22,3,0,2,NA,10,1,No,No,213
28/04/2020 9:23,1225,Pakistan,EN,Agree,10,2,9,10,10,9,10,10,10,10,9,9,9,9,9,50,40,10,4,5,7,5,5,9,9,9,1,9,9,7,10,9,9,5,2,7,7,5,5,5,5,5,6,5,3,5,5,5,5,9,2,7,8,5,7,4,0,5,5,0,8,8,1,0,8,6,1,0,1,6,30,40,7,9,7,50,NA,NA,2,NA,26,1,0,1,NA,6,1,No,No,213
28/04/2020 10:03,641,Pakistan,EN,Agree,9,2,9,8,9,9,9,9,9,9,5,5,5,5,5,30,30,40,5,8,5,6,6,8,8,0,0,0,0,1,9,10,10,5,2,7,6,5,5,5,5,5,8,8,7,4,7,9,5,5,5,5,5,0,4,8,1,6,3,7,5,6,7,4,6,5,5,5,6,10,20,80,7,13,8,50,3,3,1,NA,23,2,0,2,NA,8,1,No,No,213
28/04/2020 11:56,1322,Pakistan,EN,Agree,10,0,10,10,10,10,9,10,8,9,10,10,10,10,10,0,60,40,4,7,2,1,0,2,0,0,0,0,0,8,10,10,10,0,0,8,8,10,8,8,7,0,3,9,7,7,7,9,8,8,3,0,6,8,5,6,7,5,5,9,10,10,6,0,7,10,0,7,7,10,20,40,3,1,6,25,300,7,1,NA,33,2,1,6,NA,7,1,No,No,213
28/04/2020 12:16,1119,Pakistan,EN,Agree,10,1,8,8,8,7,8,10,10,10,10,10,5,10,10,10,90,0,5,6,8,10,10,10,10,10,7,9,8,8,10,8,8,5,7,8,6,7,4,4,7,7,7,8,7,5,8,10,7,8,5,4,10,0,10,7,5,10,9,5,9,9,9,2,8,8,0,7,0,10,40,40,6,16,6,50,300,NA,2,NA,30,3,0,6,NA,5,1,No,No,213
28/04/2020 12:17,1117,Pakistan,EN,Agree,1,1,2,8,10,8,8,8,1,8,7,9,3,10,10,100,0,0,7,6,1,1,1,10,6,1,1,1,1,1,7,9,4,5,8,9,2,6,8,10,7,8,10,10,7,6,9,10,5,7,6,7,8,0,10,8,8,8,8,2,10,10,10,0,1,2,1,1,3,10,10,30,5,2,8,NA,NA,NA,1,NA,36,3,0,2,NA,6,2,No,No,213
28/04/2020 12:19,1274,Pakistan,EN,Agree,10,1,9,10,10,5,10,10,9,10,10,10,2,0,10,20,60,20,5,5,0,7,5,10,10,5,5,0,0,4,10,10,5,0,5,7,7,8,8,8,5,7,10,10,8,5,6,8,2,4,1,0,8,0,5,5,5,7,5,5,10,7,5,0,5,5,2,5,5,8,20,50,5,16,5,NA,NA,NA,2,NA,30,2,1,4,Homemaker ,5,1,No,No,213
28/04/2020 12:57,2575,Pakistan,EN,Agree,7,0,10,8,10,9,10,5,0,NA,10,10,0,10,10,60,30,10,NA,NA,7,10,NA,10,8,5,5,5,5,0,10,10,10,0,0,7,5,8,9,NA,8,2,10,10,5,8,10,10,10,10,0,0,10,5,7,7,1,NA,7,0,10,10,8,0,8,10,0,8,8,10,60,80,5,1,8,25,100,4,1,NA,30,1,0,6,NA,9,1,No,No,213
28/04/2020 13:38,1317,Pakistan,EN,Agree,8,2,6,7,10,8,8,9,7,8,10,10,10,10,9,0,0,100,7,3,5,5,5,5,3,2,2,2,2,0,10,10,10,2,2,5,5,6,8,8,5,7,8,8,7,8,8,7,4,6,7,7,7,7,5,6,0,6,6,3,8,8,8,0,7,9,3,3,3,7,20,40,0,16,8,25,3,4,1,NA,26,3,0,6,NA,5,1,No,Yes,213
29/04/2020 3:06,3588,Pakistan,EN,Agree,8,2,8,7,9,1,3,1,4,1,2,5,0,3,10,50,30,20,3,4,2,8,8,1,4,10,10,9,9,3,9,9,9,2,8,8,3,3,3,5,6,3,2,1,2,2,2,1,2,1,2,8,3,7,2,4,2,3,7,5,1,2,5,9,5,8,8,2,4,2,50,50,4,15,8,50,3,4,1,NA,47,2,4,5,NA,7,1,No,No,213
29/04/2020 4:27,1162,Pakistan,EN,Agree,10,0,10,8,10,8,5,10,3,10,10,10,10,10,10,0,50,50,3,3,8,5,8,10,10,5,5,5,3,5,10,10,10,5,10,5,7,7,7,7,7,3,9,7,5,10,9,10,5,9,5,5,8,6,5,8,0,10,5,0,10,10,8,0,10,10,0,10,10,10,30,70,5,16,7,50,90000,16,2,NA,23,3,0,2,NA,4,1,No,No,213
29/04/2020 4:33,953,Pakistan,EN,Agree,10,0,10,8,10,4,4,10,4,9,10,10,10,10,10,80,20,0,5,6,4,5,5,10,9,5,5,5,5,2,10,10,10,0,0,9,8,9,9,6,9,9,9,9,3,1,5,7,7,8,5,4,3,0,5,5,3,6,3,0,10,10,6,0,0,0,1,6,6,7,10,50,5,13,8,50,3,4,2,NA,21,3,0,2,NA,7,1,No,No,213
29/04/2020 4:49,4380,Pakistan,EN,Agree,9,0,10,8,9,7,8,10,4,0,10,10,10,10,10,20,80,0,6,6,2,7,7,10,9,7,1,6,7,3,10,10,10,0,0,7,9,10,7,8,3,6,6,7,7,3,7,8,7,9,10,7,8,8,4,3,2,8,4,0,7,8,6,1,7,8,0,2,4,7,30,70,7,4,7,100,3,4,2,NA,27,3,0,2,NA,8,1,No,No,213
29/04/2020 4:51,1843,Pakistan,EN,Agree,7,0,8,8,8,0,0,10,0,1,3,3,3,7,5,0,80,20,5,4,5,8,8,10,8,8,8,8,8,3,10,10,10,0,5,9,7,10,9,6,9,9,5,8,5,4,5,5,10,5,6,8,9,0,7,5,5,8,5,1,8,5,4,2,2,1,0,5,5,5,10,10,6,16,5,25,3,4,2,NA,31,3,0,1,NA,5,1,No,No,213
29/04/2020 5:03,1322,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,7,7,8,7,7,10,10,10,10,10,10,8,10,10,10,0,0,9,9,9,9,9,9,9,8,8,2,2,0,10,4,8,2,7,5,6,3,8,0,10,10,5,10,10,0,0,6,5,2,8,8,5,0,70,5,16,5,50,3000,8,2,NA,29,3,0,1,NA,7,1,No,No,213
29/04/2020 5:29,1375,Pakistan,EN,Agree,7,4,7,7,7,8,7,8,8,9,2,2,1,5,7,80,20,0,5,6,3,NA,5,10,9,8,6,7,7,8,10,6,10,8,9,7,7,9,9,8,8,7,7,8,8,8,8,8,6,7,6,5,7,6,6,4,1,7,3,4,6,6,6,8,7,7,7,6,7,6,10,10,5,1,6,50,300,8,1,NA,32,2,1,6,NA,5,1,No,No,213
29/04/2020 6:03,2398,Pakistan,EN,Agree,8,5,5,10,10,10,10,10,8,9,10,10,10,10,10,20,40,40,0,2,9,9,6,10,10,5,5,5,8,9,9,8,9,7,10,5,5,1,5,5,1,10,10,9,5,5,5,10,8,5,5,10,7,8,5,8,5,10,9,0,9,9,10,1,10,9,0,9,9,9,40,70,8,16,0,50,300,2,2,NA,22,3,0,2,NA,5,1,No,No,213
29/04/2020 7:11,871,Pakistan,EN,Agree,10,1,10,10,10,9,10,10,10,2,10,10,10,10,10,40,30,30,4,3,8,3,5,10,10,6,7,8,9,5,5,10,10,0,7,7,8,0,6,0,4,9,2,0,2,2,0,9,10,10,8,10,7,0,10,6,0,10,6,10,8,7,2,0,5,5,0,2,0,10,40,70,6,16,3,5,300,NA,2,NA,23,2,0,2,NA,3,1,No,Yes,213
29/04/2020 7:53,2075,Pakistan,EN,Agree,6,0,10,10,10,10,10,10,10,10,10,2,10,10,10,40,50,10,4,6,9,9,9,10,10,10,6,9,9,6,10,9,10,6,10,10,10,10,10,10,9,2,8,8,9,8,7,10,8,9,8,1,9,0,0,7,0,10,8,6,9,10,10,2,10,2,3,10,6,10,0,10,5,16,9,50,300,8,2,NA,23,3,0,2,NA,5,1,No,No,213
29/04/2020 8:19,3773,Pakistan,EN,Agree,9,1,10,9,10,5,7,8,0,5,10,9,10,10,10,0,100,0,4,6,2,7,8,8,10,1,0,0,0,6,8,8,10,0,1,8,6,10,8,9,8,10,6,3,5,6,6,7,4,6,8,8,4,0,8,7,5,7,4,2,8,7,6,0,6,3,2,6,3,9,30,50,6,14,8,25,3,7,1,NA,24,3,0,6,NA,6,1,No,Yes,213
29/04/2020 8:38,1878,Pakistan,EN,Agree,10,1,10,10,10,9,9,10,9,0,10,10,10,10,10,40,40,20,7,3,8,10,10,10,9,3,3,3,3,5,7,7,8,3,4,7,6,6,5,7,5,5,7,6,7,5,6,8,3,2,8,7,8,6,7,6,1,7,7,5,10,9,4,1,7,6,1,5,5,9,40,80,7,11,6,50,300,7,1,NA,25,3,0,6,NA,5,1,No,Yes,213
29/04/2020 9:47,2035,Pakistan,EN,Agree,10,0,9,10,10,9,9,10,7,10,9,9,9,9,10,0,100,0,7,6,8,9,9,10,10,9,3,9,9,1,10,10,10,0,1,9,8,9,9,8,8,8,10,10,7,8,8,10,9,9,2,3,9,8,6,7,3,8,9,2,10,9,2,0,8,8,1,1,8,10,20,20,5,16,10,50,300,8,2,NA,24,3,0,2,NA,7,1,No,No,213
29/04/2020 11:06,1962,Pakistan,EN,Agree,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,40,40,20,NA,5,10,10,9,10,10,0,0,0,0,5,10,10,10,5,4,8,10,8,8,9,8,9,8,10,10,10,10,10,5,10,0,0,10,10,7,6,7,8,5,2,6,7,9,3,8,8,1,8,9,10,20,50,8,NA,8,50,NA,NA,2,NA,23,3,0,1,NA,5,1,No,No,213
29/04/2020 11:31,982,Pakistan,EN,Agree,8,4,5,8,9,9,9,9,9,9,8,9,9,9,9,60,40,0,6,7,8,8,8,9,9,4,3,3,3,7,10,9,9,6,2,8,7,8,9,2,7,5,8,8,6,7,9,9,7,8,3,3,9,0,4,7,3,6,7,0,10,8,5,1,7,9,1,7,7,10,60,60,8,16,7,50,300,4,1,NA,24,1,0,2,NA,7,1,No,Yes,213
29/04/2020 11:31,2253,Pakistan,EN,Agree,10,0,10,10,3,1,1,10,0,9,6,6,8,4,6,30,70,0,6,6,1,6,7,10,10,0,0,0,0,0,10,10,10,5,8,6,4,4,3,4,7,4,10,9,8,6,6,6,7,8,3,5,10,8,8,8,0,9,6,0,6,6,0,0,3,3,8,7,7,4,0,20,5,5,8,NA,NA,NA,2,NA,22,3,0,5,NA,5,1,No,Yes,213
29/04/2020 11:34,1982,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,10,10,0,NA,10,NA,20,50,30,0,10,10,10,10,10,10,5,10,10,10,0,10,10,10,10,0,10,0,0,5,0,10,3,NA,10,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,0,10,10,9,NA,NA,8,5,7,10,7,0,100,10,7,5,50,600,16,2,NA,23,1,0,2,NA,5,1,No,No,213
29/04/2020 11:48,2258,Pakistan,EN,Agree,9,9,9,9,9,9,9,9,9,8,9,10,9,9,10,0,50,50,8,8,5,7,8,9,9,1,1,1,1,5,9,9,9,1,9,9,9,9,9,9,9,8,8,8,9,9,9,9,5,9,5,5,8,0,3,3,9,5,3,1,9,9,7,1,8,8,1,8,5,9,50,70,5,16,7,50,50,4,1,NA,45,3,0,6,NA,6,1,No,No,213
29/04/2020 11:48,2399,Pakistan,EN,Agree,10,9,1,9,1,10,10,10,8,10,0,5,NA,5,1,20,40,40,1,1,10,0,0,1,1,9,8,9,8,10,10,10,10,9,0,9,9,2,9,9,9,8,10,10,0,9,9,9,8,9,1,0,10,8,9,5,5,9,9,1,10,9,8,0,9,1,1,9,10,9,80,80,3,4,6,50,3,4,2,NA,23,3,0,2,NA,3,1,No,No,213
29/04/2020 12:53,1261,Pakistan,EN,Agree,10,1,10,9,7,10,10,9,9,7,9,9,9,10,10,60,40,0,8,7,4,7,7,10,10,10,10,10,10,3,8,8,7,5,6,10,10,10,8,6,7,0,10,10,8,6,7,9,10,10,9,8,10,10,6,10,3,10,8,0,10,10,7,0,3,3,0,3,7,10,10,40,6,1,10,50,900,4,2,NA,23,3,0,2,NA,6,1,No,No,213
29/04/2020 13:01,1595,Pakistan,EN,Agree,9,2,8,9,8,6,8,7,8,6,10,9,9,9,8,80,15,5,4,5,7,7,6,7,6,7,6,7,6,6,7,8,7,7,7,6,7,7,7,8,8,7,4,7,8,6,5,6,7,7,7,7,6,2,8,8,3,9,9,8,7,6,8,3,6,3,8,3,3,7,20,60,6,5,4,50,300,4,2,NA,NA,2,1,1,NA,5,1,No,No,213
29/04/2020 13:03,1524,Pakistan,EN,Agree,10,0,10,10,10,10,10,10,10,4,10,10,10,10,10,80,20,0,10,8,10,10,10,10,10,10,10,10,10,10,8,10,9,1,0,10,10,10,10,10,10,10,10,10,3,0,0,0,10,8,2,3,8,0,10,10,0,10,10,8,10,10,10,0,7,6,0,4,9,10,30,30,5,16,9,50,300,8,2,NA,26,1,0,2,NA,2,1,No,No,213
