RecordDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1_1;psych_wellbeing2_1;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;conspiracy_theories_1;conspiracy_theories_2;conspiracy_theories_3;conspiracy_theories_4;open_mindness_1;open_mindness_2;open_mindness_3;open_mindness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self_control_1;trait_self_control_2;trait_self_control_3;trait_self_control_4;self_esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;moral_identity_1;moral_identity_2;moral_identity_3;moral_identity_4;moral_identity_5;moral_identity_6;moral_identity_7;moral_identity_8;moral_identity_9;moral_identity_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;ladder;urban;tested_positive;know_tested_positive;Attcheck_nobots;Attcheck2 
04/05/2020;648;TURKEY;Turkish;6;1;7;8;10;10;10;10;7;8;10;10;10;10;10;40;30;30;7;7;6;6;4;10;10;7;6;5;6;3;10;8;8;5;4;8;8;10;10;5;3;7;7;5;10;10;10;10;10;9;6;0;8;3;4;2;2;7;2;10;10;6;0;8;3;2;2;3;10;50;50;10;7;6;50;100;;1;;60;3;4;5;;9;1;1;1;213;0
04/05/2020;620;TURKEY;Turkish;9;1;5;9;8;6;6;6;7;8;7;10;10;10;10;65;30;5;5;6;5;5;5;8;5;6;7;5;6;1;8;8;9;0;0;6;7;8;8;8;8;9;7;7;9;9;8;8;8;5;7;8;7;7;8;3;6;3;0;8;8;5;0;5;5;1;0;0;10;30;50;9;16;5;50;300;4;2;;20;3;1;6;Ev hanımı ;4;1;1;1;213;0
04/05/2020;701;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;9;10;10;50;25;25;6;4;8;10;7;10;10;10;0;0;10;10;10;10;10;0;6;10;10;10;10;10;0;0;7;6;10;10;10;10;4;7;6;5;8;6;6;1;10;8;0;10;10;5;0;3;8;0;3;6;10;10;80;5;14;7;50;300;4;2;;18;1;0;4;;7;1;1;1;213;0
04/05/2020;638;TURKEY;Turkish;7;6;6;7;6;7;7;8;7;7;7;5;5;7;7;50;50;0;7;5;7;7;5;6;6;5;5;2;5;7;6;5;7;7;7;6;10;8;7;7;7;7;7;7;6;8;9;8;7;7;8;7;7;8;8;7;5;5;5;6;7;7;7;5;7;7;7;7;7;20;50;6;7;7;100;600;2;1;;60;3;3;5;;7;1;1;1;213;0
04/05/2020;2059;TURKEY;Turkish;5;2;5;7;10;7;8;10;8;10;1;3;0;10;6;25;75;0;5;5;10;9;8;10;10;5;5;5;5;5;9;8;9;7;5;9;9;10;9;9;9;10;5;8;6;6;7;6;9;9;7;1;6;5;4;4;4;4;5;9;9;5;0;10;10;1;7;5;10;100;100;10;16;10;50;3;4;2;;44;3;3;2;;5;2;1;1;213;0
04/05/2020;606;TURKEY;Turkish;5;7;4;3;2;1;2;2;10;0;9;3;10;9;10;99;1;0;4;6;5;3;3;2;0;3;0;0;2;10;10;0;0;10;10;0;0;9;3;0;1;10;1;0;3;6;6;8;3;3;6;8;7;5;5;10;5;5;10;3;1;0;10;1;0;10;0;0;0;40;70;5;2;7;50;200;7;1;;21;1;0;3;;6;1;1;1;213;0
04/05/2020;1722;TURKEY;Turkish;8;6;8;7;9;9;9;8;8;8;10;10;5;10;10;60;30;10;4;5;8;9;5;10;10;9;8;9;7;7;2;8;8;0;6;7;5;10;5;5;7;10;6;8;7;6;8;8;8;9;3;3;9;7;1;5;3;1;1;6;6;1;0;6;6;2;0;2;7;50;50;5;15;8;25;300;7;1;;36;3;3;1;;5;1;1;1;213;0
04/05/2020;2338;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;100;0;7;6;10;10;10;10;10;8;8;8;5;5;8;8;8;0;0;8;6;9;8;8;8;10;7;8;9;9;9;9;8;8;5;5;9;4;8;2;10;8;6;8;8;0;0;5;6;0;5;5;10;50;50;10;16;7;50;3000;4;2;;41;3;2;3;;8;1;1;1;213;0
04/05/2020;2064;TURKEY;Turkish;10;1;5;8;0;6;6;10;0;7;10;10;5;10;10;100;0;0;6;5;0;0;0;0;0;5;5;5;6;5;10;5;8;2;5;5;10;9;9;5;10;5;3;5;6;7;5;7;10;7;1;3;9;1;5;4;4;4;7;8;9;0;1;3;6;0;5;5;7;90;90;2;16;8;25;3;4;1;;45;1;0;2;;6;1;1;1;213;0
04/05/2020;481;TURKEY;Turkish;5;6;4;8;7;8;8;7;5;5;8;5;5;8;5;100;0;0;5;7;5;5;5;7;6;5;3;8;5;5;7;7;4;5;5;9;8;8;5;5;10;10;6;8;9;10;10;9;7;5;8;5;9;5;5;8;5;5;7;8;6;4;2;5;5;7;5;5;7;50;50;5;5;8;50;300;5;1;;26;1;0;3;;8;1;1;2;213;0
04/05/2020;759;TURKEY;Turkish;6;6;6;7;8;8;8;8;8;8;10;10;10;10;10;75;15;10;7;6;0;1;1;0;0;6;4;6;6;2;8;8;9;3;3;6;6;7;6;6;6;6;10;7;10;9;10;8;8;8;2;0;9;7;9;2;7;8;10;8;7;7;3;8;7;7;6;8;6;20;40;3;14;10;25;3;7;1;;25;2;0;6;;6;1;1;1;213;0
04/05/2020;889;TURKEY;Turkish;8;2;8;8;8;10;10;10;10;10;10;7;8;8;10;0;40;60;4;7;1;1;1;1;2;7;8;8;8;8;4;6;6;7;9;8;4;9;8;2;4;7;2;9;4;5;3;8;9;9;10;8;9;8;3;3;7;7;4;6;6;2;2;8;8;7;8;2;6;20;20;0;4;8;50;90;4;2;;33;1;0;1;;5;2;1;2;213;0
04/05/2020;1209;TURKEY;Turkish;9;1;9;9;9;7;6;7;6;7;5;6;5;7;7;30;30;40;4;4;6;8;4;7;6;8;7;7;6;4;6;6;6;3;10;7;7;7;8;8;3;3;6;6;6;7;6;6;3;6;2;6;6;6;6;6;6;4;5;7;7;3;4;4;6;6;6;6;6;50;50;5;8;7;25;100;7;2;;22;1;0;4;;4;1;1;1;213;0
04/05/2020;596;TURKEY;Turkish;10;9;10;10;10;10;10;10;8;5;10;10;10;10;10;80;0;20;0;5;0;0;0;0;0;9;5;5;8;8;2;8;4;0;7;9;9;10;10;5;7;10;9;9;9;5;8;9;10;4;8;5;9;8;8;8;8;10;2;8;8;0;0;9;8;1;8;8;8;50;70;1;1;5;25;3;4;2;;23;1;0;3;;9;2;1;1;213;0
04/05/2020;1392;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;2;5;2;3;3;10;10;0;0;0;0;0;10;10;10;5;0;5;7;7;5;5;7;8;7;10;7;6;6;4;8;5;2;2;7;0;5;0;5;2;0;4;4;1;0;3;5;7;0;0;4;0;60;3;16;5;50;2700;4;1;;63;1;0;5;;6;1;1;2;213;0
04/05/2020;827;TURKEY;Turkish;2;7;3;3;1;0;0;1;2;0;8;2;3;10;10;100;0;0;9;6;1;1;0;1;0;10;0;0;10;10;1;0;0;10;10;2;0;10;5;5;9;10;2;1;2;3;3;3;0;1;4;1;6;10;10;10;10;10;10;2;0;0;10;0;0;10;2;1;0;0;90;5;1;9;50;200;6;1;;20;1;0;2;;6;1;1;1;213;0
04/05/2020;1415;TURKEY;Turkish;10;1;10;10;10;5;5;9;9;10;5;10;9;10;5;75;0;25;0;6;5;5;5;10;5;7;7;9;5;0;10;10;10;0;0;10;7;10;7;5;3;10;3;3;2;2;3;6;10;7;9;8;5;10;5;0;8;5;7;10;10;5;0;8;5;1;0;0;0;80;80;5;16;4;50;300;;1;;24;1;0;4;;7;1;1;1;213;0
04/05/2020;10421;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;40;6;5;10;10;10;10;10;4;4;6;6;4;10;10;8;0;4;10;7;10;8;6;9;10;10;10;10;10;10;10;7;10;0;2;10;7;8;1;8;7;0;10;10;3;0;8;1;0;3;7;10;30;40;3;7;8;50;300;4;2;;45;3;1;1;;8;1;1;1;213;0
04/05/2020;580;TURKEY;Turkish;7;1;9;9;9;10;10;10;10;10;10;8;8;8;10;0;5;95;6;7;1;1;1;1;1;3;3;3;5;3;2;4;3;7;2;7;7;9;7;4;7;8;6;6;7;4;4;10;8;7;3;6;7;6;3;3;3;3;2;8;6;3;1;6;6;2;6;7;7;90;80;0;11;9;50;900;3;2;;30;1;0;1;;7;1;1;2;213;0
04/05/2020;933;TURKEY;Turkish;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;70;25;5;1;7;10;9;10;10;10;5;2;8;0;10;10;9;5;0;10;10;9;10;8;2;0;1;8;10;4;6;5;5;3;4;10;5;7;10;10;5;8;7;10;10;5;10;0;6;1;6;6;5;10;30;10;8;16;3;25;3;6,5;1;;21;1;0;2;;4;1;1;1;213;0
04/05/2020;568;TURKEY;Turkish;9;10;10;8;10;10;10;8;2;5;10;10;10;10;10;50;30;20;6;7;2;8;1;10;6;1;2;1;3;2;10;7;8;0;1;7;5;8;2;4;9;6;8;6;8;9;8;10;7;6;3;1;8;2;4;3;4;7;5;9;10;2;0;7;4;8;4;8;5;60;50;5;14;6;25;1;2;1;;64;3;3;5;;4;1;1;2;213;0
04/05/2020;1129;TURKEY;Turkish;10;0;9;10;10;0;3;7;10;10;10;10;10;10;10;100;0;0;6;10;8;10;7;5;5;7;7;7;6;10;10;7;7;0;0;5;5;10;10;10;10;10;8;7;2;8;5;5;10;5;7;8;10;10;7;6;10;3;10;10;10;10;0;9;0;0;2;8;10;50;50;6;16;10;50;300;7;2;;21;1;0;4;;6;1;1;1;213;0
04/05/2020;1645;TURKEY;Turkish;8;2;9;10;9;10;8;10;3;10;10;10;9;10;10;60;40;0;3;7;8;8;7;10;10;9;8;8;8;8;7;9;8;4;1;5;4;3;4;5;4;7;8;10;6;5;10;8;7;10;8;3;8;9;5;2;9;10;2;9;8;5;2;8;8;2;8;9;7;60;70;4;16;5;50;300;4;1;;23;1;0;3;;6;1;1;1;213;0
04/05/2020;596;TURKEY;Turkish;10;0;10;10;10;10;10;10;2;10;10;10;10;10;10;0;50;50;6;5;8;10;2;10;10;10;9;9;10;5;10;10;10;0;8;10;10;10;6;10;10;10;10;10;10;10;10;10;10;10;0;3;10;0;10;0;10;10;0;10;10;0;0;2;0;0;5;0;10;20;90;0;9;6;50;300;4;1;;61;3;3;5;;9;1;1;1;213;0
04/05/2020;1304;TURKEY;Turkish;10;0;9;6;10;8;10;7;3;8;3;3;2;8;4;100;0;0;3;6;3;4;4;5;5;6;6;6;8;9;8;8;9;2;1;7;4;8;8;3;7;9;4;4;6;6;7;9;8;7;2;5;7;7;8;6;8;6;3;9;9;6;0;7;10;1;6;5;7;60;60;5;3;9;25;3;7;1;;24;1;0;3;;6;1;1;1;213;0
04/05/2020;826;TURKEY;Turkish;9;1;9;8;8;8;9;9;8;8;8;9;8;9;8;50;40;10;5;5;6;6;7;7;5;5;5;5;5;0;0;8;8;1;5;5;7;7;7;6;7;6;7;7;8;8;7;7;7;7;8;6;7;5;7;2;7;7;7;5;8;4;0;3;6;3;8;7;7;50;50;5;16;7;25;3;7;2;;50;3;2;6;Ev Kadını;9;1;1;1;213;0
04/05/2020;1419;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;9;10;10;7;10;10;40;40;20;6;5;10;9;3;8;8;6;5;5;5;1;0;10;10;0;1;10;8;10;7;8;10;10;8;9;9;9;9;10;9;10;0;0;9;1;1;0;2;0;0;10;10;5;0;9;5;0;5;5;10;30;50;9;16;8;;;;2;;66;3;5;6;EV HANIMI;6;1;1;1;213;0
04/05/2020;1921;TURKEY;Turkish;9;4;10;10;10;10;10;10;8;7;9;9;9;9;9;50;10;40;4;4;6;6;6;9;8;5;5;0;1;9;9;8;6;1;6;9;10;10;7;6;6;1;2;3;8;7;7;9;9;10;1;1;8;7;7;4;5;4;9;9;9;7;0;8;9;9;5;4;8;70;80;6;16;8;50;3;2;1;;49;3;4;3;;8;1;1;1;213;0
04/05/2020;1143;TURKEY;Turkish;7;3;3;8;8;9;8;8;8;7;10;10;10;10;10;80;10;10;6;6;0;0;0;0;0;5;5;5;5;3;7;7;7;3;4;6;6;6;6;6;6;6;7;8;8;8;7;8;9;8;3;0;8;7;10;2;7;9;7;8;7;7;3;7;8;7;7;8;5;40;50;3;16;8;25;3;7;2;;45;3;6;6;;6;1;1;2;213;0
04/05/2020;419;TURKEY;Turkish;7;0;6;9;10;10;8;10;2;10;10;10;10;10;10;60;25;15;4;7;0;0;1;6;3;2;0;0;0;6;8;10;9;1;7;8;7;9;7;8;6;2;7;5;6;6;5;9;7;6;3;0;6;5;5;1;6;5;3;10;6;3;3;5;6;7;2;7;5;40;30;4;16;9;25;1;1;2;;55;3;3;5;;6;2;1;2;213;0
04/05/2020;1599;TURKEY;Turkish;10;0;10;4;2;10;10;10;0;10;10;10;10;10;10;50;50;0;3;5;5;10;0;10;10;10;10;10;10;0;0;10;10;0;0;0;10;10;10;7;10;10;2;3;1;10;10;10;10;4;1;7;10;8;10;0;10;10;8;10;10;2;0;7;7;0;7;8;9;10;20;2;14;10;25;3;7;1;;21;1;0;4;;3;1;1;2;213;0
04/05/2020;1476;TURKEY;Turkish;9;1;10;8;8;7;7;7;6;5;8;10;10;10;10;25;75;0;7;7;5;6;3;0;0;5;0;8;2;8;8;7;7;2;5;5;7;7;6;8;8;8;9;9;6;6;8;7;8;7;5;7;8;6;9;2;8;8;2;9;7;5;0;7;9;2;7;2;5;10;50;7;16;7;0;3;4;1;;58;3;5;5;;8;1;1;2;213;0
04/05/2020;501;TURKEY;Turkish;9;6;10;10;10;9;9;10;9;5;10;9;10;10;9;50;25;25;7;8;0;0;0;2;1;7;4;8;6;0;10;10;10;0;0;6;7;10;7;8;9;10;7;7;8;7;9;9;7;8;9;6;7;6;5;0;10;7;0;10;8;6;0;8;7;0;9;8;10;60;50;2;16;8;25;3;7;2;;24;1;0;3;;4;1;1;1;213;0
04/05/2020;1217;TURKEY;Turkish;8;5;8;8;6;6;6;7;5;9;5;9;7;10;10;60;20;20;7;9;10;8;6;9;9;5;6;6;6;5;8;8;7;1;5;7;10;10;7;6;8;10;4;7;8;8;9;9;9;5;5;5;8;8;7;7;8;5;8;7;7;4;0;5;1;1;1;2;6;50;50;5;10;7;125;300;5;1;;52;3;8;6;Engeli;7;1;1;1;213;0
04/05/2020;2358;TURKEY;Turkish;10;6;8;7;7;9;9;9;7;7;9;9;7;8;8;30;40;30;5;5;7;9;7;9;9;6;6;6;8;7;7;7;7;5;5;8;8;9;9;7;5;7;7;7;8;8;8;9;8;8;2;3;8;5;5;5;5;5;5;8;7;5;0;7;5;0;5;6;9;50;50;3;7;6;50;300;4;2;;61;3;2;1;;9;2;1;1;213;0
04/05/2020;3288;TURKEY;Turkish;0;8;4;2;5;8;7;5;5;5;9;9;9;9;5;70;15;15;5;5;0;0;0;0;0;0;0;0;0;3;8;7;8;1;2;9;9;10;6;4;1;5;7;6;10;10;10;10;6;7;5;2;9;5;5;4;6;5;4;10;10;5;0;5;8;3;3;6;9;60;60;3;15;5;50;100;4;1;;27;1;0;1;;7;1;1;1;213;0
04/05/2020;2593;TURKEY;Turkish;10;0;0;10;10;0;1;10;10;10;0;0;0;0;0;0;60;40;0;10;5;7;0;10;10;10;0;0;3;10;10;10;10;0;2;10;10;10;10;10;4;10;10;10;8;10;10;10;10;10;10;0;10;10;7;0;10;10;0;10;10;8;0;7;10;0;10;10;10;0;0;6;7;7;;;;2;;40;3;4;6;EV HANIMI ;6;1;1;1;213;0
04/05/2020;1400;TURKEY;Turkish;10;1;9;9;10;9;9;10;8;8;10;10;10;10;10;100;0;0;3;4;4;4;2;10;9;6;6;4;7;3;6;6;6;3;5;8;6;9;7;8;7;10;6;5;8;7;8;8;6;5;7;3;5;3;4;4;4;6;3;10;8;5;0;6;7;0;0;3;9;20;40;6;10;5;25;3;4;2;;38;3;2;3;;7;1;1;1;213;0
04/05/2020;2617;TURKEY;Turkish;9;8;8;9;8;10;8;8;7;7;10;9;7;7;8;50;25;25;8;5;1;8;;10;10;10;2;10;5;2;1;8;8;1;1;4;6;4;6;6;4;5;7;1;10;3;8;8;2;8;2;5;4;7;1;8;2;2;2;10;10;7;1;5;8;1;6;5;8;10;70;9;1;7;25;300;8;2;;21;1;0;4;;8;1;1;1;213;0
04/05/2020;410;TURKEY;Turkish;9;0;10;10;10;10;10;10;8;7;10;10;10;10;10;50;0;50;5;7;0;0;0;0;0;0;0;3;5;3;9;10;9;0;3;6;9;10;9;1;10;10;6;7;8;9;10;10;8;7;8;3;8;3;5;7;5;5;0;9;5;4;0;4;5;5;4;3;9;70;90;0;16;9;25;3;7;1;;28;1;0;4;;6;2;1;1;213;0
04/05/2020;2696;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;7;10;7;6;0;3;2;0;0;0;0;5;10;10;10;0;0;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10;10;5;10;4;3;2;0;1;0;10;10;10;10;10;7;1;0;2;10;80;90;1;5;10;50;1;17;1;;51;3;2;2;;6;1;1;1;213;0
04/05/2020;1530;TURKEY;Turkish;10;5;10;10;10;10;10;10;10;10;10;10;10;10;7;30;35;35;7;9;5;5;5;10;10;5;5;5;5;5;10;10;10;0;0;10;10;10;10;10;10;10;8;5;10;10;10;10;0;8;10;3;3;5;7;2;10;8;0;10;10;10;0;10;10;0;10;10;10;80;80;3;16;5;25;3;2;1;;22;1;0;4;;5;1;1;1;213;0
04/05/2020;902;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;5;5;10;10;10;10;10;7;6;6;6;10;10;8;8;1;5;10;7;3;8;9;8;10;10;10;10;10;10;10;8;10;3;7;10;9;9;3;7;7;0;10;10;4;0;7;6;0;7;7;10;0;90;7;11;9;50;300;4;2;;41;3;2;1;;6;1;1;1;213;0
04/05/2020;587;TURKEY;Turkish;10;0;10;10;10;5;7;8;1;9;10;10;10;10;10;0;100;0;7;6;9;1;6;10;10;10;10;8;8;0;0;10;10;0;0;1;7;10;7;10;10;10;6;7;10;10;10;10;0;7;1;3;10;0;0;0;0;0;0;10;10;10;0;1;1;0;1;1;10;0;10;10;16;5;50;300;4;2;;61;3;4;6;EV HANIMI;6;1;1;1;213;0
04/05/2020;1607;TURKEY;Turkish;8;0;8;9;9;9;9;10;9;9;10;10;10;10;10;85;15;0;3;5;10;9;9;9;10;5;5;0;0;8;9;9;9;6;6;0;0;8;8;0;8;9;7;9;9;9;8;10;8;9;8;1;9;2;1;1;5;0;0;8;7;0;0;8;8;1;8;5;8;0;30;7;5;8;50;300;4;1;;49;3;2;1;;6;1;1;1;213;0
04/05/2020;987;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;50;50;8;7;10;10;10;10;10;6;5;8;5;1;9;9;7;2;1;7;8;9;9;9;8;10;7;6;8;8;8;9;6;8;6;3;9;1;5;3;8;8;1;10;8;0;0;2;5;1;2;1;10;40;60;9;16;8;50;30000;4;2;;19;1;0;4;;6;1;1;1;213;0
04/05/2020;397;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;7;10;0;0;0;0;0;10;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;1;10;10;10;10;0;10;10;5;0;7;0;10;0;3;10;70;100;0;5;10;50;1000;32;1;;54;3;2;2;;6;1;1;1;213;0
04/05/2020;1083;TURKEY;Turkish;10;1;4;8;10;10;9;10;4;10;10;10;10;10;10;50;50;0;10;8;0;0;0;9;9;8;7;8;3;8;7;7;6;4;9;9;7;2;8;10;7;8;10;10;7;7;8;9;1;6;1;4;10;7;9;9;6;8;10;10;10;2;0;2;1;0;0;0;8;10;70;10;13;9;50;300;4;2;;39;3;4;6;Ev hanımı;4;1;1;2;213;0
04/05/2020;817;TURKEY;Turkish;9;2;8;9;10;10;10;10;10;10;9;9;9;9;9;20;60;20;5;6;5;5;5;8;8;8;5;5;6;8;8;8;8;5;5;8;8;8;8;8;5;9;3;3;9;8;9;9;10;10;3;4;9;9;8;8;9;8;5;10;9;5;0;8;8;0;1;1;7;40;50;5;12;7;25;300;6;1;;22;1;0;4;;6;1;1;1;213;0
04/05/2020;819;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;10;10;9;10;10;50;25;25;3;5;7;10;5;10;10;10;5;5;5;10;10;10;10;0;7;10;10;10;10;10;10;10;8;8;10;10;10;10;9;10;10;6;9;2;10;1;10;9;0;10;10;5;0;6;6;0;8;9;10;20;70;2;16;7;25;300;4;2;;20;1;0;4;;5;1;1;1;213;0
04/05/2020;469;TURKEY;Turkish;8;7;7;1;1;8;9;10;1;1;10;10;10;10;10;50;25;25;2;3;10;10;2;10;10;10;10;10;10;2;0;9;8;0;0;1;10;10;10;2;10;10;1;3;9;8;10;10;10;6;10;0;7;2;4;1;1;1;1;10;10;10;0;8;7;2;8;4;8;50;20;10;16;3;25;300;7;1;;41;3;2;1;;6;1;1;1;213;0
04/05/2020;647;TURKEY;Turkish;8;2;8;8;10;6;6;8;8;7;10;10;10;10;10;100;0;0;2;7;2;0;1;7;6;8;8;8;8;1;10;9;9;0;0;8;8;10;8;2;2;8;6;9;8;9;9;6;8;6;1;6;6;8;8;4;4;7;0;10;9;6;0;7;7;0;7;6;10;60;80;2;5;7;50;300;4;2;;21;1;0;4;;6;1;1;1;213;0
04/05/2020;960;TURKEY;Turkish;10;0;10;10;9;8;9;8;6;6;10;10;6;10;10;50;30;20;5;6;10;10;8;10;10;10;10;10;10;8;1;9;8;1;3;8;5;10;5;5;7;10;5;7;8;8;7;9;8;9;3;2;10;5;5;7;5;0;0;6;6;1;0;7;5;1;0;2;8;40;50;10;14;5;50;300;6;1;;68;3;5;5;;6;1;1;1;213;0
04/05/2020;6485;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;20;60;20;3;5;6;7;5;10;8;5;2;5;3;3;10;10;10;0;0;10;9;10;9;9;7;10;3;7;10;8;10;10;10;7;2;1;8;3;8;1;7;9;5;10;10;8;1;5;7;4;5;7;10;50;60;5;7;4;;;;2;;70;3;6;6;;7;1;1;1;213;0
04/05/2020;537;TURKEY;Turkish;3;7;3;3;5;0;0;0;0;1;10;10;10;10;9;100;0;0;3;6;3;1;3;3;3;0;0;0;0;10;1;0;1;10;10;2;1;10;10;0;7;10;1;1;3;3;2;2;2;2;9;4;2;5;5;10;5;5;10;1;0;0;10;0;0;10;0;0;0;40;50;5;1;3;50;300;7;1;;18;1;0;3;;5;1;1;1;213;0
04/05/2020;560;TURKEY;Turkish;7;5;5;8;9;8;9;9;9;10;10;10;10;10;10;70;27;3;5;6;5;5;5;5;5;5;5;5;5;5;8;8;8;0;5;5;8;8;9;9;5;9;4;7;8;8;7;8;9;5;8;9;5;5;5;2;7;4;0;8;5;5;0;5;5;0;0;0;10;20;40;8;16;5;50;100;4;1;;35;1;0;6;Malül;8;1;1;1;213;0
04/05/2020;752;TURKEY;Turkish;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;30;40;30;8;5;10;10;10;10;10;7;6;6;6;6;9;9;8;0;4;8;7;10;7;7;10;10;10;10;10;10;10;10;7;9;3;2;10;7;7;1;8;8;0;10;10;2;0;6;1;0;6;6;10;20;40;5;9;8;50;300;4;1;;47;3;3;5;;8;1;1;2;213;0
04/05/2020;2113;TURKEY;Turkish;9;0;2;10;10;9;10;10;10;10;10;10;10;10;10;50;25;25;5;5;8;8;3;10;10;5;5;5;5;10;10;8;10;0;0;8;8;8;8;6;1;8;8;8;8;8;8;9;9;8;3;0;10;8;6;8;9;7;0;10;10;10;10;6;9;0;5;1;10;60;30;5;16;9;175;900;4;2;;45;1;2;3;;6;1;1;1;213;0
04/05/2020;1120;TURKEY;Turkish;9;3;9;9;9;8;9;8;9;9;8;9;6;9;7;30;0;70;6;8;0;0;0;0;0;0;0;0;0;2;8;8;9;2;4;5;5;5;5;5;8;8;6;6;8;8;10;10;8;10;7;3;8;7;8;4;8;8;4;6;5;2;0;5;4;2;5;3;6;30;30;5;15;8;0;3;4;2;;25;1;0;1;;6;1;1;1;213;0
04/05/2020;695;TURKEY;Turkish;9;5;8;6;6;6;6;7;5;10;6;9;8;10;10;50;20;30;8;7;10;10;9;10;10;5;5;5;5;8;9;8;8;2;2;7;9;10;7;6;10;10;7;8;10;10;10;10;7;6;5;2;9;8;8;4;7;5;6;8;8;5;0;5;3;1;3;4;7;50;50;5;12;9;125;100;6;2;;26;3;2;6;Ev hanımı ;5;1;1;1;213;0
04/05/2020;1518;TURKEY;Turkish;10;0;10;10;10;8;8;10;10;9;10;10;10;10;10;85;0;15;8;4;0;0;0;0;0;10;7;3;4;9;10;10;10;0;0;1;10;10;8;0;10;9;8;8;10;10;10;10;10;9;0;0;10;10;10;9;10;10;0;10;10;8;0;10;10;10;9;8;2;40;80;4;6;10;25;3;7;1;;32;1;0;4;;8;2;1;1;213;0
04/05/2020;425;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;7;10;7;8;9;10;10;6;1;1;3;10;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;9;10;5;5;5;8;1;0;10;10;1;1;1;1;0;0;0;10;100;100;7;4;10;50;300;50;1;;35;2;0;1;;9;1;1;1;213;0
04/05/2020;436;TURKEY;Turkish;10;0;10;10;10;8;10;10;10;10;10;10;10;10;10;50;50;0;3;3;3;9;0;10;10;7;8;7;7;0;10;10;10;0;0;0;10;10;7;10;3;10;1;0;7;9;10;8;0;5;10;0;4;1;3;0;0;3;0;10;10;10;0;10;10;0;10;0;10;10;60;8;14;2;50;300;4;2;;47;3;2;6;EV HANIMI;6;1;1;1;213;0
04/05/2020;1824;TURKEY;Turkish;9;0;9;9;10;10;10;10;10;10;10;10;10;10;10;50;0;50;4;3;0;0;0;3;1;1;0;0;0;1;10;10;10;0;0;3;3;8;10;1;10;10;1;5;5;4;9;9;10;7;4;3;9;1;1;1;5;0;0;10;10;8;0;7;10;0;10;7;10;40;80;1;16;9;50;300;4;2;;32;2;0;3;;8;1;1;1;213;0
04/05/2020;641;TURKEY;Turkish;9;1;9;8;9;10;10;10;10;10;10;10;6;10;9;60;30;10;4;2;9;9;9;9;7;5;5;5;5;9;8;8;8;6;8;9;9;9;9;9;9;9;3;3;10;10;8;10;9;7;2;3;9;9;7;10;8;6;5;9;9;5;0;7;6;0;0;0;8;20;50;5;7;8;50;300;4;2;;30;3;2;3;;8;1;1;1;213;0
04/05/2020;2532;TURKEY;Turkish;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;0;2;0;5;5;10;10;5;5;0;0;10;10;10;10;0;0;0;7;10;9;4;10;10;6;6;5;6;7;10;10;5;4;6;5;5;8;3;10;1;0;10;10;5;0;5;7;1;5;1;10;70;70;6;14;5;25;3;7;1;;26;1;0;3;;9;1;1;2;213;0
