screening,Q109,physical_contact1,physical_contact2,physical_contact3,physical_contact4,physical_contact5,physical_hygiene1,physical_hygiene2,physical_hygiene3,physical_hygiene4,physical_hygiene5,policy_support1,policy_support2,policy_support3,policy_support4,policy_support5,generosity1,generosity2,generosity3,generosity4,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity1,national_identity2,conspiracy_theories1,conspiracy_theories2,conspiracy_theories3,conspiracy_theories4,open-mindedness1,open-mindedness2,open-mindedness3,open-mindedness4,open-mindedness5,open-mindedness6,morality_as_cooperation1,morality_as_cooperation2,morality_as_cooperation3,morality_as_cooperation4,morality_as_cooperation5,morality_as_cooperation6,morality_as_cooperation7,trait_optimism1,trait_optimism2,social_belonging1,social_belonging2,social_belonging3,social_belonging4,trait_self-control1,trait_self-control2,trait_self-control3,trait_self-control4,self_esteem,Q108,narcissism1,narcissism2,narcissism3,narcissism4,narcissism5,narcissism6,moral_identity1,moral_identity2,moral_identity3,moral_identity4,moral_identity5,moral_identity6,moral_identity7,moral_identity8,moral_identity9,moral_identity10,risk_perception1,risk_perception2,political_ideology,moral_circle,moral_circle1,health,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,sex,Other (please specify),age,marital,children,employment,Other (please specify),ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q110
1,1,100,0,100,100,100,100,100,100,80,100,100,80,80,100,90,0,80,20,,70,80,3,3,5,10,10,0,0,0,0,0,10,10,10,0,0,10,10,9,10,7,0,0,7,8,9,9,9,10,9,10,1,2,10,,0,0,0,0,0,0,10,10,5,0,7,9,9,5,5,8,70,80,5,,16,8,50,3,4,4,26,20,1,,70,2,2,5,,,,3,1,1,1,213,
1,1,100,0,100,100,100,100,60,100,100,100,50,90,60,90,60,0,60,40,100,60,70,5,10,5,10,10,7,5,0,5,5,10,10,10,5,0,10,10,5,8,5,9,3,10,5,10,5,5,10,6,7,7,7,8,,5,8,0,5,5,0,8,9,5,5,3,5,5,5,5,5,50,50,6,,16,5,50,300,4,8,13,20,2,,28,2,0,6,Self employed ,,,6,1,1,1,213,
1,1,100,0,100,100,100,80,100,100,100,100,100,100,100,100,100,10,12,0,20,60,80,10,8,8,10,10,6,5,3,2,4,10,10,10,0,2,5,6,8,7,8,5,6,8,10,8,10,10,10,5,7,5,6,8,,6,8,6,8,6,3,10,10,,0,8,5,1,8,8,10,50,40,5,,16,8,50,300,4,4,26,20,2,,35,1,0,1,,,,3,1,1,2,Two one three,
1,1,100,0,100,100,100,100,100,100,100,100,100,70,100,70,30,,,,,,,7,5,5,10,10,,,,,,,,,,,10,10,10,10,5,3,10,,,10,10,9,10,9,10,0,2,,,0,0,0,0,0,0,,,,,,,,,,,50,30,5,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,80,70,100,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,50,100,100,100,100,100,100,100,100,100,100,100,100,40,60,0,,100,70,6,6,6,10,8,7,6,0,0,0,10,10,10,0,0,6,7,10,7,10,7,8,3,6,5,6,7,6,8,7,4,6,4,,0,4,4,4,3,1,10,10,6,0,3,4,4,3,4,4,90,90,2,,16,9,50,300,4,8,26,20,2,,24,,0,1,,,,5,1,1,1,123,
1,1,80,20,100,90,100,80,90,100,100,100,100,100,70,100,90,10,65,25,,40,50,7,6,7,8,7,6,4,0,3,4,8,8,8,1,2,6,7,7,8,3,5,7,7,8,7,7,6,8,8,9,3,6,6,,4,4,3,6,5,3,8,8,7,1,6,6,2,2,6,8,70,80,3,,4,8,50,3,7,4,27,15,1,,24,1,0,1,,,,5,1,1,1,213,
1,1,90,0,80,100,100,70,70,100,100,100,90,90,80,90,90,50,50,,,80,70,4,7,6,10,7,3,1,1,1,1,10,10,10,0,2,8,8,8,6,4,4,8,8,7,6,7,7,8,6,6,8,7,4,,0,3,3,,4,0,9,9,3,1,3,7,9,4,4,10,60,60,4,,9,7,25,3,7,4,25,15,1,,31,2,0,4,,,,5,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,80,20,,,50,50,5,5,0,10,10,5,5,5,5,0,10,10,10,0,0,10,5,10,10,5,5,5,10,10,7,7,7,10,5,5,5,5,5,,0,10,0,5,0,0,10,10,0,0,5,5,0,1,10,10,50,50,5,,16,10,50,,,,,,,,,,,,,,,,,,,,
1,1,100,90,80,90,100,100,100,100,90,,100,100,100,100,100,0,80,20,100,40,40,6,7,4,10,10,0,0,0,0,4,9,10,10,0,0,8,6,8,10,5,8,10,6,4,4,8,8,10,4,7,6,4,3,,4,4,2,4,4,2,10,8,,0,8,7,0,8,7,10,80,80,3,,16,8,50,300,4,4,1,,2,,36,1,0,2,,,,4,1,1,2,213,
1,1,80,0,80,80,100,10,10,10,10,30,20,60,20,90,80,0,100,,,30,60,9,7,1,10,7,2,2,5,5,1,10,10,8,0,2,2,3,7,9,3,0,4,2,3,6,8,7,7,6,8,3,1,7,,3,5,9,5,2,5,8,6,0,2,0,0,3,0,0,6,100,100,2,,,7,25,3,7,4,1,15,2,,51,3,2,6,Full time contract work,,,4,1,1,1,Two hundred and thirteen,
1,1,100,20,90,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,30,100,100,100,80,100,100,100,100,60,100,0,100,100,0,100,0,100,40,60,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,10,10,8,10,7,8,10,6,3,10,8,8,10,8,10,8,6,6,,0,0,0,0,0,0,10,10,6,0,8,7,0,10,10,10,80,30,5,,11,7,50,1,4,4,25,15,2,,25,2,0,1,,,,4,1,1,2,213,
1,1,100,20,80,100,100,100,100,100,100,100,100,100,70,100,100,40,60,0,,80,70,3,6,3,5,3,2,0,2,0,2,9,9,10,0,0,9,3,8,8,1,8,7,10,10,3,6,8,9,10,8,7,2,7,,3,5,3,5,3,7,7,7,1,0,2,3,5,5,5,4,30,30,3,,10,8,25,3,7,4,25,15,2,,30,2,0,1,,,,3,1,1,1,213,
1,1,90,20,90,90,100,40,40,70,30,80,80,80,80,80,90,50,50,,,30,30,9,9,8,8,7,0,0,0,0,6,8,10,8,6,3,7,8,7,8,4,4,7,7,6,,7,6,9,3,8,7,7,3,,6,6,7,3,6,2,8,9,10,3,7,10,3,6,7,,60,70,2,,6,9,50,3,7,4,25,15,1,,21,1,0,4,,,,3,1,2,2,213,
1,1,90,10,100,90,100,70,80,80,60,80,100,100,100,100,100,,51,50,100,,70,2,,,5,,7,3,0,,4,8,10,10,0,3,8,10,8,10,9,0,0,7,7,10,10,9,10,6,4,7,3,6,,1,0,0,0,0,0,10,10,8,0,8,,0,,8,10,20,40,,,16,7,50,1,,4,13,,2,,39,3,0,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,60,70,70,70,100,50,80,80,60,50,90,70,0,100,30,51,48,0,,70,60,7,6,5,10,9,5,1,1,1,8,9,9,9,1,1,8,8,9,7,5,10,10,8,9,10,10,9,9,5,8,5,1,10,,5,5,0,9,5,1,10,10,5,0,8,5,1,10,9,9,20,30,4,,3,9,50,3,4,4,26,20,2,,52,3,2,6,Self employed ,,,4,1,1,1,213,
1,1,100,0,100,100,100,70,100,100,50,100,40,40,0,90,70,,100,,,70,100,0,0,0,10,10,0,0,0,0,0,10,10,10,0,0,,7,10,10,1,0,10,10,10,10,10,10,10,10,10,8,0,10,,0,0,0,0,0,0,10,10,,1,,,0,,,10,80,70,4,,16,10,25,,7,4,25,15,2,,69,1,2,5,,,,3,1,1,2,213,
1,1,90,0,90,90,100,80,80,80,60,90,90,90,90,100,100,50,50,0,,70,70,5,5,5,7,6,0,0,0,0,4,8,8,9,1,1,7,7,7,7,,3,2,7,7,8,7,7,9,6,7,4,3,7,,2,5,2,5,6,2,8,8,5,0,5,5,2,5,5,8,70,80,3,,11,9,50,900,4,4,26,20,2,,38,3,2,1,,,,4,1,1,1,213,
1,1,100,0,80,70,100,60,60,100,90,20,70,100,60,90,80,50,40,10,50,50,60,,,7,,,,1,0,0,2,8,8,8,2,,9,6,7,7,6,7,9,9,9,7,7,6,9,9,8,6,,7,,4,8,5,7,6,1,8,8,,1,6,3,2,1,3,6,100,100,,,16,4,50,300,4,4,25,20,2,,34,3,0,4,,,,4,1,1,1,213,
1,1,100,0,80,100,100,70,80,100,30,100,40,40,40,100,60,,100,,100,40,70,,,,6,6,0,0,0,0,6,10,10,10,0,4,5,7,6,7,7,,,8,8,8,8,8,8,6,9,8,4,7,,4,3,4,6,5,6,8,7,5,0,7,8,0,7,6,8,60,60,3,,14,9,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,100,100,100,100,100,100,80,80,100,100,100,100,100,,100,,,70,70,9,8,8,10,10,0,0,0,0,5,10,8,8,5,3,2,8,9,8,7,7,7,10,10,10,8,8,9,10,10,3,2,9,,5,5,0,8,8,2,10,10,0,0,0,0,2,8,8,10,30,80,5,,9,8,50300,300,7,426,26,,1,,72,3,3,6,Self employed,,,6,1,1,1,,
1,1,100,0,100,100,100,100,100,100,50,100,100,100,50,100,,0,100,0,100,100,100,0,5,5,10,10,1,0,0,0,10,10,10,10,0,0,0,0,10,0,0,0,1,10,10,10,10,10,10,10,10,5,6,5,,0,5,0,0,0,5,10,10,0,0,1,0,0,5,0,9,50,50,5,,16,7,50,300,7,4,26,20,2,,66,3,3,5,,,,4,1,1,1,214,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,50,50,100,80,100,10,10,10,10,10,10,,0,,0,10,10,10,10,0,7,,10,,,10,0,10,10,10,10,10,10,0,5,,,10,,0,10,0,10,10,0,10,10,10,0,10,10,0,10,10,10,50,30,10,,16,8,50,300,8,8,13,180,1,,46,1,0,1,,,,6,1,1,1,213,
1,1,90,0,90,90,100,100,100,100,60,80,90,60,10,90,20,50,50,0,100,70,50,,8,,10,9,,6,0,1,4,9,10,10,0,0,8,9,9,8,3,9,9,9,9,7,6,7,9,6,8,5,3,7,,7,5,2,8,6,1,8,8,6,1,6,2,2,1,1,7,60,60,4,,14,7,25,300,7,4,25,15,1,,26,2,0,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,,100,100,100,10,48,46,100,50,50,5,10,10,10,10,6,,0,,5,10,10,10,0,0,10,10,10,10,0,1,0,10,5,4,6,4,4,10,10,10,5,6,,6,10,4,10,5,0,10,10,10,1,10,10,0,10,9,10,,10,5,,16,5,50,60,,,,,1,,39,1,3,6,Self employed ,,,6,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,,,,,,,,9,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,60,100,80,100,80,80,100,80,100,100,100,50,100,100,4,3,1,,90,100,0,10,5,9,1,5,10,10,10,2,9,10,10,10,0,6,10,7,8,2,10,7,8,8,7,8,7,8,7,8,4,8,9,,2,5,0,1,0,0,10,10,0,10,8,8,0,0,5,10,80,90,5,,16,7,50,300,4,4,25,20,2,,55,3,2,1,,,,4,1,1,1,213,
1,1,90,0,90,90,100,90,90,90,90,90,100,100,100,100,100,20,50,30,100,40,40,2,9,9,9,9,9,9,9,9,1,9,9,10,0,1,1,0,1,7,1,1,1,9,9,9,9,9,9,7,8,5,0,8,,1,1,1,1,1,1,8,9,8,1,8,8,1,9,8,1,20,30,5,,16,8,50,300,4,8,13,,2,,30,2,1,3,,,,9,1,1,1,Two one three,
1,1,90,0,70,90,100,80,90,100,10,90,70,70,10,70,30,17,89,12,,10,20,1,2,1,10,1,0,0,0,0,4,9,9,8,1,1,1,8,10,7,9,9,9,1,1,1,1,1,9,8,8,1,2,2,,7,2,2,1,2,2,9,9,1,1,7,6,1,7,6,9,90,90,3,,15,7,50,300,2,4,13,20,2,,38,3,0,2,,,,4,1,1,2,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,0,100,70,70,0,0,0,5,5,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,6,6,10,10,10,10,5,5,7,5,7,,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,5,80,80,5,,16,7,25,3,7,4,27,15,1,,65,1,0,1,,,,3,1,1,1,"213, or two hundred and thirteen",
1,1,100,0,100,100,100,80,80,80,80,80,100,100,50,100,100,0,100,0,100,70,90,3,3,6,10,10,0,0,0,0,1,9,10,9,1,0,5,6,6,6,0,5,7,7,7,8,5,5,5,5,5,5,7,5,,3,0,5,1,0,5,9,5,5,1,5,5,3,5,5,7,100,80,0,,14,7,25,3,7,4,25,15,2,,56,3,1,1,,,,2,1,1,1,213,
1,1,80,0,50,100,100,40,80,100,100,80,100,80,0,100,70,50,50,,,40,30,0,0,0,10,8,0,0,0,0,1,10,10,7,0,0,8,4,3,8,3,6,6,5,,7,7,8,9,6,7,6,4,4,,2,2,0,2,0,0,8,8,0,0,4,3,8,3,3,6,50,50,5,,16,9,50,3,7,4,26,20,2,,46,2,0,1,,,,3,1,1,1,213,
1,1,,,,,,,,,,,20,20,20,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,70,0,60,70,100,90,90,100,90,80,30,60,20,80,70,60,40,,,70,70,5,5,5,10,9,2,6,0,1,3,8,8,8,0,2,5,5,5,5,5,5,5,7,7,8,8,8,9,7,8,2,2,5,,5,5,5,5,5,5,8,8,5,0,8,5,1,5,5,5,90,70,6,,14,5,50,300,7,4,25,15,1,,30,3,0,1,,,,1,1,2,1,213,
1,1,100,10,80,60,100,90,90,100,,90,80,60,30,70,90,99,0,0,,50,60,8,7,9,10,7,5,2,4,3,6,7,7,6,3,4,6,7,7,7,4,7,6,7,8,2,3,3,7,7,5,8,3,6,,5,7,3,5,4,4,9,8,7,1,7,2,4,7,7,5,70,80,5,,6,6,50,900,4,4,26,20,2,,43,3,0,1,,,,8,1,1,1,213,
1,1,100,0,70,70,100,100,100,100,100,100,100,100,60,100,100,,50,50,100,70,90,0,6,1,7,4,0,0,0,0,7,10,10,10,0,2,6,6,1,4,0,6,4,8,4,7,6,6,8,7,6,9,7,6,,8,5,6,6,4,4,10,10,6,0,6,6,0,6,7,9,60,60,0,,11,7,25,3,7,4,25,15,2,,42,2,1,1,,,,1,1,1,2,213,
1,1,,,,,,70,80,70,60,80,,,,,,15,20,,35,,40,,,,10,10,7,,,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,90,90,90,60,90,70,90,0,100,20,20,50,30,,80,80,2,2,2,6,3,1,2,1,1,1,9,9,9,0,1,9,9,6,9,2,9,9,8,8,7,6,8,7,9,9,2,0,8,,5,5,1,5,5,0,10,8,0,0,7,7,0,2,6,9,70,80,6,,16,8,0,3,7,4,25,20,2,,67,,2,5,,,,4,1,1,1,213,
1,1,80,0,80,80,100,100,100,70,70,100,50,80,50,50,50,50,50,0,,50,70,5,5,5,10,5,10,5,8,5,10,10,9,10,0,5,5,5,5,5,3,5,5,10,9,5,5,5,7,5,5,6,7,3,,5,5,5,10,5,,10,7,5,0,5,5,5,5,5,5,0,0,5,,1,8,50,300,,4,,,2,,30,1,0,1,,,,8,1,1,1,213,
1,1,100,0,100,100,100,80,80,100,30,70,100,100,70,70,40,80,20,0,,50,60,5,6,0,10,8,0,3,4,4,0,10,10,10,0,0,7,7,10,10,7,4,8,10,10,10,10,10,10,10,4,7,7,8,,3,7,0,6,3,0,10,10,8,0,8,7,0,2,10,10,60,80,6,,16,8,50,3,7,4,27,20,1,,21,1,0,6,Entrepreneur ,,,4,1,1,1,213,
1,1,100,0,100,100,100,90,90,100,90,90,100,100,70,100,70,95,5,0,,50,60,0,2,2,6,,6,4,0,2,2,10,9,9,0,2,7,4,10,6,4,,3,7,8,6,5,5,6,8,8,4,3,7,,3,6,4,5,5,4,6,9,5,0,4,5,3,3,2,6,60,60,5,,13,8,25,3,7,4,25,15,2,,36,2,1,1,,,,4,1,1,2,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,65,35,,,100,100,,5,,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,,0,10,0,10,1,1,10,10,10,0,10,10,0,10,10,10,100,100,,,16,10,50,30,,,,,2,,45,2,4,1,,,,6,1,1,1,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,50,100,100,100,,,,,,70,100,0,90,100,,,,,,,,,,,,,,,,10,10,10,10,0,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,,,80,50,4,5,2,10,5,0,0,0,3,0,10,10,10,0,0,,,,,,,,10,10,10,10,10,10,10,10,5,5,7,,0,0,0,0,0,0,10,10,0,0,7,8,0,8,7,10,50,70,5,,1,4,50,600,4,8,26,,2,,24,1,0,4,,,,7,1,1,1,213,
1,1,80,20,90,70,100,100,100,100,60,100,30,30,0,60,30,30,60,10,,30,,3,6,7,4,4,,,,,3,7,7,6,3,3,9,6,10,6,,7,7,3,7,4,8,9,9,3,3,4,7,6,,4,4,6,,,3,10,7,,8,7,7,3,6,6,6,40,40,2,,14,4,25,3,7,6,25,15,1,,30,2,0,2,,,,3,1,1,1,213,
1,1,100,0,100,90,100,50,70,90,70,70,80,60,40,80,70,50,30,20,,50,30,3,5,2,9,7,8,7,3,4,3,9,9,9,0,3,7,9,9,8,9,7,8,7,7,7,9,9,9,4,7,8,3,8,,5,5,4,7,3,1,9,9,5,1,8,8,9,5,5,6,60,50,2,,16,8,50,900,7,4,13,20,2,,42,1,0,1,,,,6,1,1,1,213,
1,1,100,,100,100,100,,,60,,,70,70,70,70,70,70,30,,,60,60,2,2,2,10,9,,,,,1,10,9,10,1,1,2,3,2,2,2,2,3,10,10,,7,7,6,6,9,6,6,9,,2,1,1,,6,1,10,10,,1,7,9,1,2,8,10,10,,,,15,4,50,,4,8,,20,2,,45,2,2,6,Self employed ,,,6,1,1,1,213,
1,1,80,10,100,100,100,100,80,100,100,100,,,,,,81,19,,,,,5,9,4,,,,,,,,,,,,,5,5,5,5,5,5,5,,,5,8,9,10,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,80,100,100,100,100,100,100,0,100,0,,70,60,0,7,5,10,10,0,0,0,0,0,10,10,10,0,0,6,10,10,7,7,5,6,10,8,7,10,10,10,8,7,1,6,7,,0,0,0,0,0,0,10,10,5,0,5,5,0,0,10,10,10,70,5,,10,6,25,3,4,4,25,15,2,,22,1,0,1,,,,3,1,1,1,213,
1,1,,,,,,40,70,70,50,60,,,,,,62,47,55,,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,80,100,100,80,80,80,30,,90,60,90,100,80,80,20,,100,40,20,5,5,5,8,3,3,0,0,3,3,7,7,6,4,6,8,6,7,6,6,7,7,5,5,6,4,5,4,5,3,7,5,1,,6,4,5,5,4,6,8,7,3,3,2,3,4,3,6,5,90,90,2,,12,7,50,300,7,4,25,15,2,,20,2,0,6,Part-time working and studying,,,4,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,80,0,80,90,100,,,,,,100,100,,100,100,80,20,,,80,80,,,,10,10,,,,,1,10,10,10,3,10,,,,,,,,5,6,,,,,9,8,0,3,,,5,5,1,0,0,0,,,,,,,,,,,50,70,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,70,10,30,100,100,80,80,80,30,80,70,80,30,80,100,17,15,3,,30,20,7,7,,9,7,1,0,0,0,7,10,10,10,0,0,9,7,,6,,7,3,3,5,3,5,7,7,7,7,7,7,,,0,0,2,7,3,0,10,10,2,0,,2,0,8,7,10,70,30,5,,4,5,50,300,4,4,26,20,2,,34,3,1,1,,,,1,1,1,1,213,
1,1,100,0,100,100,100,0,50,70,0,100,70,90,30,100,50,100,,,,30,80,0,10,6,10,10,0,4,0,0,2,10,10,10,0,6,6,7,10,8,7,8,10,0,0,0,8,0,3,3,7,6,2,3,,3,5,10,6,5,0,10,10,2,0,6,8,0,6,6,10,70,90,3,,16,7,25,3,7,4,25,15,1,,23,2,0,1,,,,1,1,1,1,213,
1,1,80,0,90,90,100,70,70,100,70,100,70,80,30,70,70,20,80,,100,50,50,8,5,5,10,7,5,5,0,0,5,10,10,9,0,1,8,8,8,7,5,8,9,8,8,8,8,8,9,7,6,5,6,8,,4,7,1,8,5,2,9,9,5,0,5,6,0,7,9,10,100,100,4,,16,9,50,3,7,4,2515,15,2,,62,2,2,6,Self employed ,,,5,1,1,1,213,
1,1,100,10,100,70,100,50,50,50,50,50,90,90,90,100,100,,,,,,,0,5,1,,,,,,,5,9,10,10,0,1,5,5,5,6,5,5,5,9,5,5,0,5,10,9,9,5,9,9,,,,,,,,5,5,5,5,5,5,5,5,5,5,50,50,,,16,5,50,300,,,,,1,,32,2,0,6,Serving,,,,,,,,
1,1,80,0,100,90,100,70,100,100,30,70,100,60,,100,60,10,50,40,100,10,10,0,0,0,10,0,0,0,0,0,2,10,10,10,0,1,4,4,4,7,7,7,7,0,0,,4,6,5,8,2,10,8,8,,2,3,6,6,0,0,8,6,5,0,3,6,5,2,3,5,20,60,0,,14,8,25,3,7,4,13,20,2,,18,2,0,4,,,,3,1,1,1,213,
1,1,100,10,100,100,100,80,80,100,90,100,60,20,20,80,20,60,99,4,400,60,70,3,4,2,10,8,2,3,2,2,5,9,8,7,1,3,8,6,9,8,8,7,9,8,8,7,5,8,8,7,8,1,0,7,,6,6,7,8,4,1,9,8,8,1,7,,3,4,9,8,40,80,7,,5,6,50,300,4,8,26,20,2,,45,3,2,6,Boarded,,,3,1,1,1,203,
1,1,,,,,,80,60,100,60,,,,,,,,,,,80,60,,,,,,5,3,3,3,3,9,7,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,90,90,100,100,90,100,100,,100,,,50,50,4,1,0,9,7,0,0,0,0,3,10,10,9,0,0,1,1,3,2,0,2,6,6,6,9,8,9,9,8,9,6,4,7,,2,0,1,0,0,0,10,10,8,0,7,8,0,6,6,10,70,80,1,,14,9,50,300,7,4,26,20,,,,,,,,,,,,,,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,90,100,100,70,70,70,20,70,100,50,0,50,,50,60,2,3,0,10,5,6,5,2,5,8,10,10,10,0,0,5,5,5,5,5,5,5,4,5,7,7,7,8,7,8,5,6,7,,7,5,6,0,5,3,10,7,0,2,5,4,2,5,5,5,80,80,,,10,8,50,900,4,8,26,40,1,,36,3,0,1,,,,4,1,2,1,213,
1,1,,,,,,80,80,80,70,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,50,0,100,50,100,100,100,50,0,100,100,100,100,100,100,70,30,0,,50,40,10,10,10,10,10,10,0,10,10,0,10,10,10,0,0,10,10,10,10,0,5,0,10,10,10,10,10,10,10,10,0,5,10,,5,5,5,10,10,5,9,10,0,0,10,5,0,10,10,10,50,50,0,,16,8,50,300,14,8,13,10,1,,18,2,0,3,,,,10,2,1,1,213,
1,1,80,30,70,80,90,80,80,100,40,60,70,80,80,70,,70,29,,100,60,70,8,7,4,8,6,3,3,3,3,3,7,7,7,3,3,6,4,7,7,3,7,7,8,8,4,4,,6,8,8,4,4,6,,3,3,,,,4,8,8,6,3,6,6,3,6,6,6,30,20,,,4,8,25,1,7,4,25,15,2,,24,1,0,1,,,,6,1,1,1,213,
1,1,100,0,80,100,100,100,100,80,80,100,100,100,90,100,100,75,25,,,60,60,,10,0,10,10,0,0,0,0,4,10,10,7,0,4,4,6,4,7,7,8,8,7,6,7,8,10,10,0,4,10,10,6,,4,8,7,5,4,2,10,8,3,0,3,6,2,3,1,9,60,80,1,,16,8,25,300,4,4,26,15,2,,28,1,0,1,,,,5,1,1,1,213,
1,1,100,0,100,100,100,50,70,80,70,60,50,80,40,50,60,60,25,15,100,70,60,5,5,5,0,0,5,5,5,5,5,7,7,7,0,2,6,6,8,7,7,9,10,8,8,6,7,6,8,7,8,3,2,7,,1,5,0,6,5,5,8,8,8,0,8,8,9,6,6,9,10,50,3,,9,8,25,3,7,4,25,15,2,,38,3,2,1,,,,,1,1,1,213,
1,1,100,0,100,90,90,50,50,0,0,50,80,100,80,100,90,50,30,20,100,70,80,5,5,5,10,10,0,0,0,0,6,10,10,10,3,3,0,7,5,6,5,5,6,6,10,5,5,5,5,5,10,5,0,5,,5,8,0,7,8,0,9,10,8,0,8,8,0,8,7,10,20,20,5,,14,10,50,3,4,8,13,57,2,,34,2,2,4,,,,6,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,5,5,0,5,9,10,9,9,9,5,,,,,,,,,,10,9,9,9,,,,,9,,,,,,,,,,,,,,,,,,50,80,5,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,30,80,,,,,,,,,,5,10,7,10,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,90,100,100,100,100,20,,100,100,40,100,100,80,19,,100,80,80,2,2,1,9,8,0,0,0,0,1,9,10,10,0,0,8,6,9,7,,1,0,10,10,9,9,9,10,3,8,9,7,10,,1,9,1,9,,1,10,10,,0,10,8,0,1,8,10,80,80,2,,16,7,25,3,7,4,25,15,2,,66,3,1,5,,,,4,2,1,1,213,
1,1,100,0,20,90,100,70,70,90,80,90,100,100,30,100,90,,69,31,100,80,80,0,7,0,3,0,1,1,1,0,0,10,10,10,0,6,7,6,0,3,7,7,7,10,,6,2,,7,10,10,1,0,10,,2,2,0,7,6,0,10,9,,0,8,7,1,7,6,9,80,90,,,10,8,25,3,7,4,25,15,1,,34,3,0,1,,,,3,1,1,1,,
