RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,marit_status_other,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
28.04.2020 09:34:00,623,CROATIA,HR,10,0,10,10,10,8,10,10,7,10,10,10,10,10,10,50,25,25,5,5,5,5,5,10,6,5,5,5,5,6,10,8,10,0,0,9,5,9,9,8,5,9,6,6,8,9,8,9,5,8,9,0,8,0,5,5,7,5,5,8,6,0,0,8,5,0,6,8,9,0,50,5,16,9,25,300,4,2,,63,3,,2,5,,6,1,1,1,213,0
28.04.2020 09:34:14,1212,CROATIA,HR,10,1,10,10,10,7,10,9,8,9,10,10,10,10,10,50,30,20,8,5,7,10,9,10,10,1,0,0,0,5,10,10,10,0,5,9,9,10,7,5,10,8,10,10,7,8,8,9,8,9,5,5,8,1,5,5,7,5,5,8,9,5,2,6,5,2,6,5,9,50,50,9,16,5,50,2,7,2,,53,3,,6,3,,4,1,1,1,213,0
28.04.2020 09:34:45,1045,CROATIA,HR,8,4,7,8,9,8,5,10,5,10,5,5,6,5,5,20,50,30,5,5,2,0,0,10,0,0,4,0,5,4,10,8,8,0,3,8,7,8,7,7,8,7,8,7,5,5,5,7,7,5,4,5,4,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,0,30,3,16,7,50,3,4,1,,59,3,,2,6,,6,1,1,1,213,0
28.04.2020 09:36:57,948,CROATIA,HR,10,0,10,9,9,4,2,2,0,9,6,3,5,5,9,75,15,10,3,5,5,5,5,8,3,9,2,6,7,4,9,6,8,7,7,4,6,8,5,5,5,6,7,6,5,6,5,4,4,7,6,2,4,2,6,2,5,5,6,7,5,2,2,6,5,7,6,6,6,10,10,3,6,4,50,300,4,1,,68,4,widower,2,5,,5,1,1,1,213,0
28.04.2020 09:37:26,785,CROATIA,HR,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,100,0,0,5,5,0,5,2,6,5,0,2,2,2,8,10,8,9,1,7,8,6,9,8,7,7,10,8,8,5,5,5,6,5,8,6,2,8,2,3,6,7,5,5,5,5,0,2,5,6,5,1,4,5,20,20,4,16,4,25,3,4,2,,52,3,,1,6,,6,1,1,1,123,0
28.04.2020 09:37:33,1047,CROATIA,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,8,2,0,0,0,0,0,8,9,10,10,0,10,10,10,0,5,10,0,10,7,8,7,8,5,5,1,5,4,7,8,9,4,0,8,0,0,0,0,0,0,9,10,5,0,5,5,1,0,0,10,0,50,0,16,10,25,3,7,2,,57,1,,0,3,,4,1,1,1,213,0
28.04.2020 09:43:00,2591,CROATIA,HR,10,1,10,10,10,10,10,10,2,NA,4,1,0,8,4,100,0,0,5,5,0,5,4,10,2,5,6,6,6,10,8,10,10,0,10,8,10,9,6,0,9,10,9,10,10,NA,10,10,5,9,0,1,10,8,7,0,10,3,9,10,10,9,0,10,3,0,10,10,10,10,10,4,16,8,25,300,122,1,,59,3,,2,5,,7,1,1,1,213,0
28.04.2020 09:45:52,1442,CROATIA,HR,10,8,10,10,10,8,8,10,8,10,7,10,7,10,10,50,50,0,5,5,5,5,5,10,5,8,5,8,8,0,10,10,10,10,0,10,7,10,8,0,10,10,10,10,10,10,10,10,10,10,5,0,7,0,8,0,8,5,5,10,10,9,0,10,9,10,10,8,10,30,30,5,10,5,50,3,8,2,,54,1,,3,1,,7,2,1,1,213,0
28.04.2020 09:48:15,1038,CROATIA,HR,5,8,9,4,9,10,10,10,8,10,9,10,5,10,10,0,50,50,8,5,1,1,2,10,9,2,2,2,2,0,10,10,10,0,0,10,9,10,10,5,10,10,7,9,7,8,6,9,5,9,1,0,7,0,1,0,4,2,1,10,10,5,0,9,9,0,NA,4,10,40,60,3,16,9,50,3,4,2,,49,2,,2,1,,5,2,1,1,213,0
28.04.2020 09:48:52,965,CROATIA,HR,10,0,10,10,10,8,8,10,6,10,8,10,8,10,10,100,0,0,7,6,5,5,5,10,5,0,0,0,0,5,10,9,10,0,7,5,10,NA,7,5,5,10,10,10,7,8,7,7,7,10,2,0,8,5,7,9,7,7,5,10,8,7,0,8,9,10,5,6,10,10,10,4,6,7,50,300,16,2,,62,3,,2,1,,4,1,1,1,213,0
28.04.2020 09:49:46,971,CROATIA,HR,10,0,10,9,10,10,9,10,9,10,9,10,10,10,10,70,20,10,8,7,5,7,7,10,10,8,6,7,5,5,10,8,8,0,4,8,8,8,7,7,9,7,8,8,9,10,8,10,5,8,5,5,8,5,6,5,5,4,0,10,10,5,0,5,8,0,5,8,10,30,30,8,9,9,25,300,7,2,,25,3,,0,1,,6,1,1,1,213,0
28.04.2020 09:52:36,1968,CROATIA,HR,10,10,10,5,10,10,10,10,0,5,10,10,10,10,10,100,0,0,8,4,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,10,10,10,10,10,10,10,8,10,10,10,10,10,7,7,7,5,8,5,7,0,6,5,5,10,9,0,0,5,1,5,9,9,8,0,10,9,16,8,50,900,24,1,,72,3,,3,5,,10,1,1,1,213,0
28.04.2020 09:52:54,2404,CROATIA,HR,10,9,9,9,10,9,7,9,6,10,10,10,10,10,10,34,33,33,9,5,5,8,8,10,10,0,0,0,0,0,10,10,10,10,0,10,10,10,10,10,10,10,9,9,8,8,9,9,9,7,5,0,8,5,5,1,5,5,5,8,9,5,0,5,8,5,5,8,10,0,10,7,16,4,50,3,4,1,,51,1,,0,5,,10,2,1,1,213,10
28.04.2020 09:56:14,1316,CROATIA,HR,10,0,10,10,10,10,10,9,7,8,10,10,6,10,10,50,40,10,7,6,7,10,9,10,10,7,0,1,5,10,10,10,10,0,7,10,8,10,8,5,7,9,10,10,7,7,6,8,9,8,6,5,6,2,5,0,5,5,3,10,7,2,0,7,6,2,5,3,8,10,20,8,11,5,25,3,7,1,,45,1,,0,5,,5,2,1,1,213,0
28.04.2020 09:58:09,911,CROATIA,HR,0,3,8,3,9,6,5,6,2,5,1,1,0,1,1,100,0,0,8,6,0,0,0,5,2,2,6,4,3,9,10,9,9,5,3,9,5,9,9,9,9,9,6,6,4,2,3,5,5,5,9,3,7,5,5,5,5,2,9,5,6,5,3,5,6,5,2,2,5,10,10,5,3,10,25,3,7,1,,53,1,,0,1,,6,2,1,1,213,0
28.04.2020 10:02:45,2173,CROATIA,HR,10,1,10,10,10,10,10,10,8,10,10,9,8,10,10,60,40,0,6,6,9,8,8,10,10,3,0,0,3,9,10,10,10,3,7,10,10,10,10,10,9,10,8,9,8,9,9,10,7,10,8,6,10,9,8,4,6,8,4,10,9,9,0,10,8,0,9,9,10,0,10,5,16,7,50,3,7,1,,69,3,,6,5,,4,1,1,1,213,10
28.04.2020 10:03:04,1081,CROATIA,HR,10,1,10,8,10,10,8,10,6,10,10,10,10,10,10,11,71,18,8,6,2,5,0,6,5,0,0,0,0,5,9,9,7,3,5,8,7,7,7,5,8,8,8,7,7,7,7,9,7,8,3,5,6,5,5,5,5,5,5,8,5,5,2,5,2,2,5,3,8,20,20,5,11,8,25,3,7,2,,29,2,,0,1,,6,1,1,2,213,0
28.04.2020 10:03:04,698,CROATIA,HR,7,3,5,7,5,5,7,5,5,8,4,5,2,5,8,85,15,0,7,6,2,2,2,7,4,8,6,7,5,5,8,7,7,1,3,7,7,8,7,6,5,7,7,6,6,6,7,7,5,6,4,4,7,3,4,5,4,4,5,6,6,4,1,5,6,2,5,5,6,50,60,4,11,5,50,3,7,1,,54,3,,2,5,,6,2,1,1,213,0
28.04.2020 10:05:16,1023,CROATIA,HR,10,0,10,10,10,6,6,6,10,6,0,0,0,0,0,0,50,50,9,7,0,0,0,10,0,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,5,5,10,10,10,10,8,10,0,0,10,0,0,0,0,0,0,10,10,0,10,5,0,10,0,0,0,10,10,0,16,10,25,300,7,1,,55,3,,0,6,,3,1,1,1,213,0
28.04.2020 10:07:25,935,CROATIA,HR,10,0,10,7,10,10,10,10,10,10,8,10,8,8,10,71,29,0,2,3,5,0,0,10,5,10,5,0,9,10,10,10,10,5,5,NA,8,8,9,7,9,10,2,5,2,1,5,9,2,7,5,5,3,5,5,5,0,5,2,9,8,5,8,5,5,8,5,5,5,80,50,7,10,8,25,1,4,2,,56,4,NA,1,2,,6,1,1,1,213,0
28.04.2020 10:11:14,916,CROATIA,HR,10,0,5,5,5,10,10,10,10,10,10,10,10,10,10,0,71,29,2,2,9,10,9,10,9,10,9,10,10,5,10,5,10,5,5,8,8,8,7,5,5,5,8,8,6,7,7,7,6,7,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,30,5,3,5,50,300,4,1,,71,1,,0,5,,8,1,1,1,213,0
28.04.2020 10:11:34,718,CROATIA,HR,5,5,10,5,10,10,10,10,5,10,4,5,0,5,5,0,100,0,8,8,5,5,10,10,6,10,10,10,10,10,10,10,10,0,5,10,10,10,10,10,10,10,10,10,8,8,8,8,5,10,5,5,8,5,6,4,6,6,0,8,5,7,5,8,5,5,7,8,8,0,0,5,1,9,50,300,4,1,,30,2,,0,1,,6,2,1,1,213,0
28.04.2020 10:12:19,949,CROATIA,HR,10,0,9,9,8,8,9,8,8,10,10,8,8,9,9,70,30,20,8,4,5,6,5,1,0,3,3,1,2,8,9,1,9,1,2,8,7,3,8,6,9,4,5,5,6,6,6,9,5,7,7,7,5,5,5,4,NA,4,5,6,6,6,5,5,7,5,6,5,5,60,50,4,1,6,50,300,4,1,,41,1,,0,1,,7,2,1,2,213,0
28.04.2020 10:12:41,1238,CROATIA,HR,2,1,9,8,4,9,9,10,5,9,1,2,1,9,3,0,100,0,8,8,1,5,5,9,8,10,5,10,8,9,10,10,10,0,1,9,10,9,7,8,8,9,8,9,5,6,6,7,6,9,2,0,7,1,2,0,6,2,0,9,9,0,0,5,0,0,0,3,6,20,30,4,11,10,50,300,16,1,,43,3,,2,1,,5,2,1,2,213,0
28.04.2020 10:16:55,1809,CROATIA,HR,5,0,10,5,10,5,5,10,10,10,8,8,8,10,10,35,50,15,8,5,0,3,0,10,10,10,0,0,5,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,7,5,7,8,5,8,8,5,5,5,0,8,8,0,5,5,8,5,0,5,8,0,0,5,9,0,30,5,1,7,50,3,4,2,,45,3,,0,1,,6,2,1,1,213,10
28.04.2020 10:18:08,6625,CROATIA,HR,10,0,10,9,0,7,10,9,5,10,10,10,5,10,10,60,20,20,6,4,5,10,9,10,5,5,5,5,5,5,10,10,8,5,8,10,10,8,5,10,10,10,8,9,8,9,8,10,3,9,5,5,5,10,5,0,5,5,5,9,5,0,0,5,0,9,7,4,9,10,20,5,1,5,50,900,4,1,,67,3,,1,5,,7,2,1,1,213,0
28.04.2020 10:20:49,2767,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,5,8,6,5,5,5,5,5,0,5,0,5,10,10,10,5,5,10,10,10,10,10,5,10,10,8,9,9,9,10,10,10,6,0,10,5,5,0,8,7,8,10,5,3,0,10,5,10,5,0,5,0,10,4,5,5,50,900,4,2,,68,3,,1,5,,9,1,1,1,213,10
28.04.2020 10:23:08,1238,CROATIA,HR,10,4,10,9,10,10,10,10,10,10,10,10,10,10,10,0,80,20,8,8,9,9,9,10,10,5,5,5,5,4,9,9,9,7,8,8,9,9,9,8,8,8,9,9,9,9,9,9,9,9,8,8,8,8,8,9,8,7,7,8,9,7,1,8,7,9,9,8,9,10,10,5,16,9,50,3,4,1,,66,3,,2,5,,6,1,1,1,213,0
28.04.2020 10:24:08,1375,CROATIA,HR,9,0,8,9,10,10,10,10,10,10,10,10,9,10,10,0,100,0,3,3,1,5,1,10,10,9,2,1,4,1,9,8,9,0,2,6,5,9,8,5,5,5,4,4,9,9,9,10,6,8,8,4,4,2,4,1,2,7,8,9,8,1,0,5,1,0,5,5,8,20,50,3,9,5,50,300,4,2,,54,3,,2,1,,6,2,1,1,213,10
28.04.2020 10:31:33,762,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,40,10,8,5,5,5,10,10,7,10,0,5,5,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,0,5,0,6,7,5,10,10,10,0,10,10,0,10,10,10,0,10,0,4,10,50,300,4,1,,52,3,,1,1,,5,1,1,1,213,0
28.04.2020 10:34:11,1067,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,7,10,10,0,80,20,0,5,10,5,5,10,10,5,5,5,5,5,10,10,10,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,5,5,5,0,10,5,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,10,10,16,8,50,300,8,2,,59,3,,1,3,,5,1,2,2,213,10
28.04.2020 10:37:22,879,CROATIA,HR,10,0,10,10,10,10,10,7,5,10,7,10,10,10,10,80,20,0,0,3,3,5,0,10,6,7,3,6,7,10,10,10,10,0,2,9,6,8,8,5,8,7,6,10,4,6,5,7,6,5,6,4,6,10,5,4,3,3,7,10,4,0,0,0,6,0,5,1,10,80,80,6,6,7,50,3,2,2,,50,3,,2,1,,4,2,1,1,213,0
28.04.2020 10:41:24,1245,CROATIA,HR,9,0,10,9,10,10,10,10,5,10,10,10,8,10,10,90,10,0,10,8,5,5,5,10,8,5,1,7,7,10,10,10,0,0,5,10,6,10,10,1,1,9,10,10,10,9,9,10,6,3,5,5,9,5,7,1,5,3,9,10,10,0,0,5,0,0,2,5,9,10,10,6,16,6,25,3,7,2,,65,3,,2,5,,6,1,1,1,213,0
28.04.2020 10:46:24,957,CROATIA,HR,10,0,10,10,10,9,10,10,10,10,9,10,10,10,10,70,15,15,5,2,7,5,5,10,5,5,5,5,5,8,9,7,5,5,2,9,5,10,9,7,6,7,7,4,8,8,5,9,5,9,3,0,5,5,5,5,2,5,6,8,9,5,5,5,3,5,5,5,9,10,30,5,4,5,50,300,2,2,,54,3,,2,3,,10,2,1,1,213,0
28.04.2020 10:47:09,1676,CROATIA,HR,9,0,1,10,10,5,2,10,2,10,10,10,4,10,10,100,0,0,5,5,0,0,0,8,0,0,0,2,4,10,10,9,10,0,1,9,8,10,9,10,10,10,6,6,5,8,8,9,5,5,3,3,3,0,0,0,5,0,0,7,6,0,0,0,0,0,0,2,7,20,10,2,9,5,50,3,3,1,,71,3,,2,5,,6,1,1,1,213,0
28.04.2020 10:48:02,1100,CROATIA,HR,8,0,8,10,10,10,10,10,6,10,2,0,0,8,8,0,90,10,3,5,0,10,0,10,0,5,0,5,0,5,10,10,10,10,0,8,5,9,9,1,9,10,8,8,9,8,8,9,8,8,8,5,8,0,4,0,0,1,5,5,0,0,9,5,8,3,3,2,5,20,20,6,2,6,50,3,7,1,,68,3,,4,5,,5,1,1,1,213,0
28.04.2020 10:50:38,1098,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,5,6,0,5,0,10,10,10,8,8,9,0,10,10,10,5,0,10,10,10,10,10,10,10,8,10,8,8,9,10,10,10,0,7,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,50,50,5,16,8,1,3,4,2,,38,3,,2,2,,4,1,1,1,213,0
28.04.2020 10:51:10,788,CROATIA,HR,9,0,9,10,10,10,10,10,10,10,5,3,3,6,8,60,20,20,2,2,0,1,5,9,5,1,1,5,5,8,9,8,8,0,5,5,5,9,8,8,10,10,7,7,5,6,7,7,5,7,8,5,6,7,5,2,5,5,6,8,7,5,2,5,5,2,5,7,8,10,10,3,9,3,50,3,4,1,,66,3,,1,5,,6,1,1,2,213,0
28.04.2020 10:53:28,1483,CROATIA,HR,10,0,10,10,10,8,10,10,7,10,10,10,10,10,10,0,280,280,5,6,7,7,8,10,9,10,5,5,8,5,10,10,10,0,7,10,10,10,10,10,10,10,7,5,7,8,7,5,5,9,0,0,8,0,5,0,5,0,0,10,10,5,0,10,7,10,5,5,10,60,40,10,1,8,50,300,4,2,,54,2,,2,1,,6,1,1,1,213,0
28.04.2020 10:59:50,1026,CROATIA,HR,10,0,10,10,10,5,8,8,5,10,5,8,5,10,8,0,100,0,5,7,5,10,10,10,10,5,1,1,1,5,10,10,10,0,0,0,10,10,5,5,5,10,8,5,9,8,9,5,6,10,3,5,8,5,8,0,5,0,8,10,8,7,0,5,5,5,10,10,10,10,10,2,7,6,50,3,7,1,,78,3,,2,5,,4,1,1,1,213,0
28.04.2020 11:06:06,780,CROATIA,HR,6,5,7,6,8,5,5,10,10,8,10,10,10,10,10,100,0,0,7,6,5,5,5,8,5,10,8,9,8,5,10,10,10,0,5,9,5,9,9,NA,9,9,10,10,10,10,10,10,5,9,6,5,8,5,5,5,5,5,5,5,5,5,1,6,5,5,5,5,5,10,10,3,16,8,50,3,4,2,,54,3,,1,5,,6,1,1,1,213,0
28.04.2020 11:06:42,1786,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,9,9,9,9,10,60,40,0,3,3,1,1,1,5,5,5,5,5,5,0,10,10,10,0,5,10,7,10,5,5,6,10,1,1,3,3,5,5,10,8,10,6,2,5,5,2,3,2,5,6,4,2,3,3,2,5,7,3,5,20,50,3,16,3,50,9000,4,2,,65,1,,1,5,,11,1,1,1,213,0
28.04.2020 11:06:53,12734,CROATIA,HR,10,5,10,5,10,10,10,10,10,10,10,10,10,10,10,80,100,140,5,5,9,8,10,10,10,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,7,5,5,9,9,9,10,8,9,5,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,8,5,50,300,4,2,,54,3,,0,5,,6,2,1,1,213,0
28.04.2020 11:07:18,2777,CROATIA,HR,5,5,5,10,10,10,10,10,5,10,5,5,5,5,5,0,100,0,6,7,5,5,5,10,8,5,5,5,5,5,10,10,8,5,5,8,6,7,5,5,5,5,7,8,10,7,10,10,8,8,3,0,9,0,7,0,5,6,0,6,7,6,6,7,7,7,7,7,5,30,50,5,16,9,25,3,7,1,,64,2,,2,1,,5,1,1,1,213,10
28.04.2020 11:12:26,964,CROATIA,HR,10,0,10,10,10,5,8,10,10,10,10,10,1,10,10,50,5,45,9,7,0,0,0,1,0,0,0,0,0,5,10,10,10,0,5,10,10,10,10,10,9,8,10,9,10,10,10,10,8,9,5,8,8,0,0,0,10,5,0,10,10,9,0,9,10,0,10,9,10,0,10,1,16,8,25,3,7,2,,58,1,,2,1,,7,1,1,1,213,0
28.04.2020 11:16:08,714,CROATIA,HR,5,0,8,8,0,5,5,10,5,10,0,2,0,5,0,90,0,10,0,2,5,5,5,10,5,5,7,5,5,8,10,10,10,0,5,10,8,10,8,5,5,10,4,10,9,10,10,10,7,10,8,1,9,3,5,0,6,7,5,6,5,2,5,5,5,5,3,5,4,10,20,5,2,5,50,3,4,1,,42,3,,3,1,,4,1,1,1,213,0
28.04.2020 11:16:36,738,CROATIA,HR,10,0,10,10,10,9,10,10,10,10,10,10,5,10,10,0,100,5,5,5,10,5,10,10,10,8,5,8,7,10,10,10,10,0,8,10,10,10,10,8,10,10,10,10,5,9,10,10,10,9,0,0,10,0,5,0,5,5,5,10,8,5,0,5,5,0,5,5,10,0,10,10,6,7,50,9,16,2,,61,3,,0,5,,6,1,1,1,213,10
28.04.2020 11:18:18,1053,CROATIA,HR,5,0,10,2,9,9,10,10,10,10,10,10,10,10,10,50,50,0,3,2,5,5,5,10,10,8,3,2,3,10,10,10,10,0,0,8,5,10,9,9,5,9,2,2,9,9,8,8,5,9,2,0,8,0,0,0,0,5,0,8,10,0,0,8,5,0,6,5,10,80,60,5,16,9,50,900,7,2,,41,4,NA,2,1,,7,1,1,2,213,0
28.04.2020 11:18:53,754,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,30,70,0,5,5,0,0,0,5,0,0,0,0,0,10,10,7,5,0,5,10,7,10,10,10,10,10,5,5,5,10,5,10,5,5,10,5,5,6,0,0,0,0,5,5,0,0,5,5,5,10,5,0,5,20,10,0,5,3,50,300,4,1,,73,3,,2,5,,8,1,1,1,213,0
28.04.2020 11:18:53,919,CROATIA,HR,10,1,10,9,10,5,5,10,6,10,5,5,3,10,10,30,60,10,7,5,8,5,6,8,5,5,5,5,5,5,10,7,10,1,0,10,8,10,10,6,10,10,8,7,7,7,8,10,10,8,5,0,5,0,1,0,5,3,1,10,10,5,0,7,7,10,5,5,10,10,10,3,16,9,50,100,0,2,,28,1,,0,3,,7,2,1,1,213,0
28.04.2020 11:24:06,610,CROATIA,HR,8,3,8,10,10,10,10,10,4,8,7,7,7,5,5,36,36,29,9,8,5,9,10,10,10,7,5,7,8,7,9,9,9,1,1,10,9,8,8,1,7,1,10,10,9,9,7,10,7,10,7,6,8,5,7,0,5,8,6,8,9,5,0,5,8,1,7,8,8,0,10,8,1,7,50,300,4,1,,57,3,,3,1,,5,1,1,1,213,0
28.04.2020 11:27:19,1777,CROATIA,HR,10,1,10,10,10,9,10,10,7,10,10,8,2,10,10,10,80,10,9,8,8,8,8,10,9,7,5,4,4,1,10,10,10,1,1,10,10,10,10,7,9,10,8,8,9,10,9,9,4,6,10,7,9,1,6,1,7,6,2,9,7,9,1,10,10,7,8,9,9,20,60,3,10,9,50,300,4,2,,68,3,,2,5,,5,2,1,1,213,0
28.04.2020 11:28:10,1377,CROATIA,HR,10,0,10,10,10,9,10,10,9,10,10,10,10,10,10,0,71,29,3,6,3,5,9,10,10,8,0,0,0,10,10,0,0,0,0,10,10,10,10,10,10,10,8,10,9,9,9,10,7,10,7,7,8,1,5,1,6,1,8,10,10,5,0,10,10,0,0,7,10,50,50,0,9,9,50,300,16,1,,59,3,,2,5,,6,1,1,1,213,0
28.04.2020 11:28:29,2228,CROATIA,HR,5,10,5,5,5,10,10,10,10,10,5,5,0,5,5,0,280,100,9,8,5,5,8,10,10,5,5,5,5,5,10,10,10,0,10,10,10,10,10,10,6,10,10,5,10,10,10,10,10,10,5,10,10,5,5,0,5,5,5,10,10,10,0,5,5,0,5,10,5,10,10,10,16,9,25,3,4,1,,63,3,,2,5,,3,1,1,1,213,0
28.04.2020 11:31:20,1013,CROATIA,HR,3,7,2,4,9,5,5,9,1,9,2,1,0,1,2,100,0,0,7,7,5,3,5,10,5,2,1,8,2,5,9,8,8,0,4,7,8,9,9,10,7,8,8,6,2,4,5,9,9,8,6,2,9,2,5,7,7,5,5,10,8,0,0,5,0,0,3,1,7,10,10,6,12,10,50,300,7,1,,51,3,,2,1,,5,1,1,1,213,0
28.04.2020 11:42:23,1046,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,8,8,10,50,30,20,2,4,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,5,5,10,10,10,10,5,9,0,0,5,0,NA,0,8,5,4,5,5,5,5,8,5,5,5,5,8,50,60,9,1,5,50,900,4,2,,55,3,,2,5,,6,2,1,1,213,0
28.04.2020 11:46:37,1409,CROATIA,HR,10,0,10,9,10,0,0,10,5,0,0,0,0,0,5,100,0,0,1,0,0,0,5,5,0,10,10,6,5,6,10,10,10,0,0,6,5,10,6,10,10,10,10,10,10,10,10,10,5,9,8,1,8,0,0,0,0,0,0,2,10,0,0,5,0,0,0,8,10,0,30,0,16,10,50,300,4,2,,34,2,,0,1,,6,1,1,1,213,0
28.04.2020 11:50:09,1791,CROATIA,HR,10,0,8,10,10,8,10,10,5,10,10,10,5,10,10,50,40,10,9,8,5,8,5,10,10,10,10,5,9,6,10,10,10,0,9,10,10,10,8,5,5,10,9,9,10,10,10,10,8,8,9,0,9,5,0,0,5,0,5,10,9,0,0,9,8,0,0,5,10,10,10,8,5,7,25,1,7,1,,68,3,,2,5,,5,2,1,1,213,0
28.04.2020 11:50:57,753,CROATIA,HR,5,8,5,10,9,10,10,10,9,10,0,2,5,9,8,50,50,30,10,9,5,5,5,9,5,5,5,2,2,1,10,10,10,0,0,9,9,8,9,5,2,7,9,9,10,10,10,10,9,9,5,1,9,5,5,2,10,9,1,10,9,9,0,10,9,0,5,10,9,0,10,5,16,9,50,300,4,1,,42,4,widower,NA,1,,3,1,1,1,213,0
28.04.2020 11:55:11,704,CROATIA,HR,0,5,10,6,9,9,9,10,6,10,10,10,6,10,10,0,100,0,10,5,6,8,8,8,7,8,7,5,7,10,10,10,10,0,2,8,8,9,7,5,5,9,8,9,10,10,10,10,2,7,10,8,8,1,5,4,6,5,0,8,10,7,2,8,5,1,6,6,8,50,60,5,16,8,50,1,0,2,,29,1,,0,1,,3,2,1,1,213,0
28.04.2020 11:56:56,1200,CROATIA,HR,10,0,8,10,10,8,8,10,5,8,10,10,8,10,10,50,50,30,5,7,5,5,5,10,10,2,2,0,0,5,10,8,8,0,5,2,8,8,8,7,7,7,8,5,5,7,7,9,8,8,5,5,8,5,6,6,5,6,5,8,5,5,5,7,5,5,5,6,8,10,10,2,3,7,50,300,4,1,,67,3,,2,5,,5,1,1,1,213,0
28.04.2020 11:59:22,3520,CROATIA,HR,5,9,9,9,10,7,7,8,5,7,9,9,8,8,10,100,0,0,5,5,1,2,2,10,1,8,8,8,7,3,9,7,9,1,7,10,5,10,9,8,9,8,3,5,9,8,8,7,9,7,9,5,8,5,2,1,4,6,5,6,5,2,2,5,5,7,2,3,5,20,30,5,16,2,25,100,7,1,,52,1,,0,5,,5,2,1,2,213,0
28.04.2020 11:59:29,1859,CROATIA,HR,9,9,10,10,10,10,10,10,9,10,10,8,10,10,10,0,90,10,7,6,10,10,10,10,10,3,0,0,0,2,10,10,10,0,1,10,7,10,10,2,2,10,10,8,8,8,8,10,10,10,3,0,8,9,8,6,9,7,6,10,9,6,9,8,5,8,7,8,9,10,10,10,16,6,50,900,4,1,,53,3,,1,1,,4,1,1,1,213,10
28.04.2020 12:01:45,834,CROATIA,HR,10,0,4,10,10,9,5,10,9,10,4,10,5,10,8,20,50,30,5,7,0,0,0,10,0,0,0,5,8,0,10,10,10,0,3,10,10,8,10,8,8,10,10,10,9,6,8,9,10,10,0,0,10,2,5,2,10,7,5,10,10,7,0,10,5,0,5,9,10,0,40,5,14,10,50,300,4,2,,61,3,,0,1,,6,1,1,1,213,0
