RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,marit_status_other,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
28.04.2020 12:03:09,782,CROATIA,HR,10,0,10,10,10,10,10,10,7,10,7,10,10,7,10,70,15,15,6,8,5,5,5,10,10,5,7,9,9,5,10,10,10,0,5,9,8,9,9,9,8,8,8,8,7,8,8,8,9,5,5,0,5,0,0,0,0,5,0,7,7,0,0,7,5,0,5,6,7,10,10,4,5,7,25,100,2,2,,34,3,,1,1,,6,2,1,1,213,0
28.04.2020 12:08:09,969,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,5,2,0,0,0,0,0,10,10,10,10,10,10,10,10,0,0,10,0,10,10,0,0,10,1,2,4,3,3,10,10,5,9,1,10,0,2,0,0,1,5,6,10,1,1,1,5,9,1,5,6,20,50,0,16,7,50,3,8,2,,55,1,,2,3,,11,1,1,1,213,0
28.04.2020 12:11:34,844,CROATIA,HR,6,4,8,7,6,9,9,9,5,10,2,2,0,4,2,0,100,0,9,5,5,5,5,9,5,8,10,8,10,7,10,10,10,0,3,9,9,10,10,9,9,9,9,9,9,9,9,8,8,9,5,6,10,1,2,2,2,3,3,8,9,0,0,2,7,3,5,0,8,10,10,4,16,8,25,3,7,1,,40,3,,0,3,,6,1,1,1,213,0
28.04.2020 12:20:06,1549,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,100,0,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,0,0,0,10,10,10,0,0,5,10,10,10,10,5,10,10,10,0,0,10,0,0,0,10,5,5,10,10,5,0,10,5,0,5,10,10,10,10,5,16,10,50,150,4,2,,64,3,,2,5,,3,1,1,1,213,0
28.04.2020 12:30:23,605,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,5,2,10,10,10,10,5,10,10,10,10,5,10,10,10,0,5,10,10,10,10,10,10,10,10,10,5,5,5,5,10,10,10,10,4,6,10,0,6,5,5,10,10,5,0,5,0,5,10,5,5,0,10,5,5,0,50,300,4,2,,27,3,,1,3,,7,1,1,1,213,0
28.04.2020 12:31:05,1065,CROATIA,HR,10,5,10,10,10,10,9,10,5,10,10,10,5,10,5,0,100,0,10,9,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,10,9,10,9,0,5,5,10,10,10,10,10,10,9,8,5,0,9,8,2,0,5,7,2,9,10,5,0,5,5,3,5,9,9,0,10,9,10,9,100,900,8,NA,NA,53,3,,2,1,,4,1,1,1,213,0
28.04.2020 12:33:40,1427,CROATIA,HR,7,5,6,7,0,3,0,10,6,10,7,7,2,4,7,0,100,0,7,8,0,0,0,7,0,5,8,5,5,7,9,9,9,2,0,9,8,9,9,0,5,7,8,5,7,6,5,9,8,7,8,8,8,0,0,0,1,2,0,5,0,5,0,8,5,0,3,5,5,10,20,3,16,8,50,3,4,1,,73,3,,2,5,,4,1,1,1,213,9
28.04.2020 12:35:59,841,CROATIA,HR,5,3,8,5,9,5,6,10,0,7,6,6,6,6,6,50,50,0,9,5,0,0,0,10,0,5,5,5,5,3,9,9,9,0,1,8,7,7,5,5,7,7,9,8,8,9,9,9,10,9,7,6,8,5,5,5,5,5,5,5,5,0,5,1,0,5,1,0,5,10,50,0,16,9,25,900,7,2,,58,1,,1,1,,7,1,1,1,213,0
28.04.2020 12:43:00,1521,CROATIA,HR,10,5,10,10,10,10,10,10,10,9,10,10,5,10,10,100,0,0,5,5,5,5,5,10,10,5,5,5,5,4,6,6,6,4,4,5,5,10,6,5,5,5,5,8,5,8,5,8,8,8,5,6,5,4,8,9,8,6,4,5,10,5,5,6,5,5,0,6,5,50,20,5,14,7,25,3,7,2,,58,3,,1,1,,8,1,1,1,213,0
28.04.2020 12:45:31,1741,CROATIA,HR,10,0,10,9,9,5,5,10,0,10,6,10,0,8,5,60,40,0,10,7,0,5,5,6,1,2,1,1,0,5,10,10,10,0,2,8,3,9,5,10,9,10,9,9,5,5,8,7,9,8,0,7,8,1,1,0,1,2,2,9,9,5,0,6,4,1,8,7,9,0,10,5,16,9,25,300,4,2,,55,3,,1,1,,6,1,1,1,213,0
28.04.2020 12:50:58,1698,CROATIA,HR,9,2,9,8,1,7,7,9,5,9,9,10,9,10,9,0,80,20,3,5,5,5,5,7,5,5,2,3,2,1,9,9,7,0,1,9,9,9,9,9,7,9,8,7,7,8,8,9,8,8,2,1,8,1,5,2,5,5,2,7,7,2,1,6,5,2,5,6,8,20,50,5,8,8,25,3,7,1,,58,3,,3,1,,5,2,1,1,213,0
28.04.2020 12:51:21,3656,CROATIA,HR,10,0,10,10,10,9,9,10,10,10,9,10,9,10,10,0,90,0,7,8,5,5,5,10,5,0,8,10,10,5,10,10,10,0,0,10,10,10,10,5,5,10,8,8,9,9,8,9,9,9,0,0,8,5,5,0,5,6,5,5,5,7,5,10,10,5,5,10,5,10,70,5,16,4,25,300,7,2,,74,1,,0,5,,4,1,1,1,213,0
28.04.2020 12:53:45,1193,CROATIA,HR,0,4,0,0,0,10,10,10,9,9,9,10,9,8,9,10,90,0,7,7,7,8,9,9,7,3,0,1,1,0,9,10,9,1,0,10,10,10,10,10,10,10,9,9,9,9,9,9,8,10,1,1,8,7,8,1,6,9,1,5,7,5,4,8,4,5,6,7,9,20,20,8,4,8,50,300,7,1,,51,1,,0,1,,6,1,1,1,213,0
28.04.2020 12:54:45,970,CROATIA,HR,10,5,10,8,10,8,10,10,10,10,10,5,10,10,10,90,10,0,5,4,5,5,5,7,10,6,5,5,5,10,10,10,10,10,4,6,8,9,8,5,10,10,5,5,5,5,5,10,5,5,8,5,7,3,6,5,5,5,0,5,10,4,0,10,10,6,8,8,5,80,60,5,16,5,50,300,4,2,,37,3,,0,1,,7,1,1,1,213,0
28.04.2020 13:02:07,723,CROATIA,HR,10,0,10,10,10,8,10,10,10,10,5,5,5,5,5,50,50,0,7,5,3,5,5,10,10,2,2,2,2,0,10,10,10,0,0,5,5,10,5,5,5,5,7,5,5,7,5,7,5,7,5,5,5,0,5,0,5,5,5,10,10,5,0,10,5,0,5,10,10,10,90,5,3,5,50,300,4,2,,42,3,,2,1,,7,1,1,1,213,0
28.04.2020 13:08:43,1736,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,70,30,8,8,8,5,6,10,10,2,2,2,2,8,9,8,8,0,2,8,8,8,8,2,2,2,8,8,8,8,8,8,8,8,1,0,8,5,6,2,7,5,2,8,8,7,1,7,7,1,5,5,8,0,10,4,16,9,25,3,64,1,,62,3,,0,5,,3,1,1,1,213,0
28.04.2020 13:14:29,2221,CROATIA,HR,10,0,9,10,10,8,10,10,10,10,10,10,8,10,10,60,30,10,2,3,6,6,6,10,9,5,2,2,2,2,9,9,9,2,5,10,9,9,9,9,10,9,6,6,8,8,9,8,6,8,8,2,7,5,3,1,6,5,5,8,7,3,2,8,5,2,3,7,7,60,60,5,10,7,50,300,4,1,,69,3,,1,5,,5,1,1,2,213,10
28.04.2020 13:24:37,1573,CROATIA,HR,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,35,40,25,5,3,7,8,9,10,10,7,6,8,5,4,10,9,10,5,5,9,9,10,7,7,6,8,8,10,10,10,10,10,10,10,0,6,9,4,5,0,5,5,1,10,7,0,0,5,5,0,5,8,9,10,10,6,9,4,50,1,4,2,,57,3,,2,1,,5,1,1,1,213,0
28.04.2020 13:38:09,1554,CROATIA,HR,9,5,9,9,9,9,NA,9,9,9,5,5,4,5,5,10,30,30,5,5,5,5,5,10,10,5,9,9,9,5,9,5,9,5,5,5,5,5,5,5,5,5,9,5,5,5,5,9,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,90,90,8,11,8,25,5,10,1,,55,3,,2,5,,6,1,1,1,213,0
28.04.2020 13:39:40,1931,CROATIA,HR,10,0,9,10,10,10,9,10,10,10,8,10,10,10,10,50,30,20,5,3,6,5,7,10,9,2,2,2,2,8,9,9,9,0,10,10,10,10,10,6,10,8,5,5,9,9,8,9,6,7,5,3,8,5,5,5,9,8,2,9,9,9,1,6,10,3,5,8,10,50,50,9,16,7,25,3,4,2,,55,3,,2,1,,4,1,1,1,213,0
28.04.2020 13:42:57,790,CROATIA,HR,7,6,7,6,8,7,6,8,4,5,5,7,0,6,6,100,0,0,4,3,1,0,1,9,7,2,3,0,2,2,1,8,6,0,2,7,5,5,6,5,5,8,4,6,4,5,3,4,5,4,7,6,6,1,1,1,0,1,2,6,3,2,2,2,0,2,2,5,3,10,10,4,11,7,25,3,7,2,,34,1,,0,3,,5,2,1,1,213,0
28.04.2020 13:45:10,865,CROATIA,HR,10,5,8,8,10,5,5,7,5,9,5,5,0,5,5,90,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,8,5,8,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,50,2,5,5,50,3,4,1,,50,1,,0,5,,6,2,1,1,213,0
28.04.2020 13:50:36,1186,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,50,20,30,5,5,5,10,7,0,10,8,5,5,8,10,10,10,10,10,10,10,5,10,9,5,10,10,10,10,10,10,10,NA,10,10,10,0,10,5,5,5,5,10,5,10,10,10,10,10,8,10,10,10,10,0,10,0,4,10,50,900,64,2,,42,3,,3,1,,9,2,1,1,213,0
28.04.2020 13:51:39,646,CROATIA,HR,10,NA,10,10,10,10,10,10,10,10,10,10,9,10,NA,50,30,20,5,5,10,10,10,10,10,10,5,5,5,7,10,10,10,0,6,10,10,10,10,10,10,10,5,5,10,10,10,10,9,10,0,0,5,5,5,6,6,5,6,8,8,8,8,8,7,8,7,7,7,50,60,10,1,5,50,900,4,1,,55,3,,2,5,,6,2,1,1,213,0
28.04.2020 14:03:55,1494,CROATIA,HR,10,0,10,10,NA,10,10,10,10,10,10,10,10,10,10,0,70,30,10,7,10,5,10,10,10,2,0,8,5,10,10,10,10,0,5,10,10,10,10,10,10,10,8,7,5,7,9,10,10,10,0,1,10,1,6,5,0,1,1,5,5,5,0,8,8,5,8,5,5,0,10,2,16,8,50,900,2,1,,45,3,,1,1,,8,2,1,1,213,10
28.04.2020 14:05:11,986,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,0,100,5,5,0,0,5,5,0,5,5,5,5,5,10,10,10,0,5,5,5,10,3,5,0,10,7,7,5,5,5,4,5,10,5,0,5,5,5,0,6,3,4,5,4,4,5,8,6,0,0,3,2,50,50,3,4,5,125,100,4,1,,72,3,,2,5,,7,1,1,1,213,0
28.04.2020 14:08:43,666,CROATIA,HR,5,10,10,5,10,10,10,10,10,10,10,10,10,10,5,0,100,0,10,5,5,10,10,10,5,10,10,10,10,0,10,10,10,5,0,10,5,10,8,4,3,10,10,5,10,10,10,10,10,10,5,0,7,2,5,0,8,5,5,10,10,5,0,5,5,0,5,10,10,10,10,5,1,10,50,90,4,2,,30,2,,0,1,,6,1,1,2,213,0
28.04.2020 14:12:39,898,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,70,30,8,8,10,10,9,10,10,10,10,10,10,5,10,9,10,1,1,10,10,10,10,8,10,10,10,10,10,10,10,10,10,9,1,1,10,3,10,1,9,9,1,10,10,9,0,9,9,10,9,9,10,10,10,4,16,9,50,1,4,2,,53,3,,2,1,,5,2,1,1,213,0
28.04.2020 14:20:23,1287,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,50,40,10,7,7,5,5,5,10,8,9,9,9,9,9,10,5,10,0,1,9,8,10,10,5,10,10,8,10,8,8,8,8,9,9,7,5,9,2,5,2,5,4,2,9,8,5,0,9,7,0,5,8,8,50,50,5,15,8,25,3,7,2,,58,2,,2,5,,4,1,1,1,213,0
28.04.2020 14:21:00,731,CROATIA,HR,10,0,10,10,10,9,9,10,10,10,10,10,8,10,10,71,25,4,5,8,9,10,9,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,5,0,10,9,9,10,10,9,10,9,10,0,8,8,5,5,0,5,7,0,9,9,5,0,9,9,9,9,9,9,10,20,5,7,8,50,300,2,1,,47,3,,0,1,,3,2,1,1,213,0
28.04.2020 14:21:03,773,CROATIA,HR,10,0,10,10,10,5,5,10,8,10,10,10,10,10,10,0,80,20,5,7,5,5,10,10,10,8,0,5,5,0,10,10,10,0,0,10,9,9,9,8,8,10,8,5,8,7,5,9,10,10,8,8,8,1,1,1,5,5,5,10,10,0,0,2,0,0,5,5,10,10,10,6,4,5,25,3,7,1,,62,3,,2,5,,4,1,1,1,213,0
28.04.2020 14:22:43,1723,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,9,9,5,9,9,10,10,5,5,5,5,0,10,10,10,10,0,10,10,10,10,10,10,0,5,5,5,9,5,5,10,10,0,0,5,0,5,0,5,0,5,10,10,0,0,10,9,10,5,10,10,10,20,5,16,9,50,300,4,1,,41,3,,1,1,,4,1,1,2,213,0
28.04.2020 14:23:37,747,CROATIA,HR,9,8,8,9,9,10,10,10,8,10,3,2,2,5,5,80,10,10,5,5,5,2,2,9,5,9,9,9,9,2,10,10,10,0,0,10,9,10,10,10,7,8,5,5,4,5,3,5,5,5,9,9,5,9,3,0,5,1,1,10,7,5,0,8,5,0,6,7,10,10,10,5,16,4,50,300,4,1,,53,3,,1,6,,9,2,1,1,213,0
28.04.2020 14:26:08,1487,CROATIA,HR,10,10,10,9,10,10,10,10,9,10,6,1,0,6,1,50,50,0,4,5,8,10,10,10,10,10,10,10,10,10,10,10,9,6,5,10,10,10,10,10,10,10,5,5,8,10,8,10,6,6,6,4,4,10,5,5,4,5,6,10,6,5,5,5,5,9,5,5,9,40,40,10,16,5,50,300,8,1,,60,3,,1,5,,5,1,1,1,213,0
28.04.2020 14:45:36,1233,CROATIA,HR,9,2,9,9,10,9,10,10,8,10,10,10,9,10,10,50,50,0,7,4,5,5,5,5,5,5,3,8,5,8,10,9,9,5,7,9,8,10,9,7,7,9,7,9,7,8,8,8,5,7,5,5,8,8,5,5,5,5,5,10,10,0,0,5,5,2,5,5,9,10,10,4,6,8,50,300,32,2,,52,3,,1,1,,7,1,1,1,213,0
28.04.2020 14:46:33,2716,CROATIA,HR,8,2,9,9,10,5,5,5,5,5,7,4,3,4,7,50,30,20,5,4,5,8,8,9,9,9,5,9,8,5,9,7,9,1,3,5,7,8,7,7,8,7,5,5,8,8,8,8,8,7,5,5,7,2,3,1,2,5,5,5,7,1,0,8,5,1,7,7,8,0,20,3,15,8,50,3,3,2,,70,3,,0,5,,6,1,1,1,213,0
28.04.2020 14:54:39,1326,CROATIA,HR,9,5,9,9,10,5,10,10,5,9,5,7,0,7,10,60,30,10,7,5,2,5,5,10,5,8,5,6,7,1,10,9,10,0,5,10,8,10,9,3,9,10,9,5,5,8,7,9,9,8,3,0,6,0,5,1,8,5,5,10,9,5,1,5,5,1,3,8,9,10,20,1,9,5,50,900,4,2,,65,3,,2,5,,6,1,1,1,213,0
28.04.2020 15:01:54,3656,CROATIA,HR,8,0,8,8,10,8,9,10,2,9,7,7,0,8,1,100,0,0,8,8,0,0,0,9,0,0,0,0,0,2,10,10,10,0,2,8,5,10,7,5,9,9,8,8,7,8,8,8,8,8,7,9,9,5,2,1,2,2,5,7,7,2,0,0,0,3,0,0,6,0,0,2,5,7,50,3,7,1,,67,1,,4,5,,4,1,1,2,213,0
28.04.2020 15:07:35,989,CROATIA,HR,8,5,9,9,10,7,8,9,5,7,8,8,7,9,9,40,30,30,2,3,5,5,5,9,5,1,1,1,1,5,8,8,8,8,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,2,3,5,5,2,3,5,5,8,6,5,0,2,5,2,3,2,6,20,20,2,14,4,25,3,7,1,,66,1,,2,5,,7,1,1,1,213,0
28.04.2020 15:37:48,527,CROATIA,HR,8,9,8,9,8,5,5,5,5,5,4,7,2,4,7,50,0,0,7,3,5,8,8,9,9,8,8,7,7,2,8,8,9,1,8,6,7,6,5,7,2,2,5,5,8,8,8,9,8,7,5,2,8,1,1,1,5,1,2,7,7,1,0,8,5,4,7,7,6,0,20,2,15,8,50,3,7,2,,70,3,,0,5,,8,1,1,1,213,0
28.04.2020 15:54:29,1591,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,50,40,10,3,3,0,0,0,10,3,5,0,0,0,5,10,10,10,0,5,10,10,10,10,5,10,0,3,2,3,5,2,2,3,5,8,0,5,0,0,0,3,0,3,10,10,5,0,10,10,0,3,2,10,10,20,2,9,3,50,3,4,1,,67,3,,2,5,,8,1,1,1,213,0
28.04.2020 15:58:17,1403,CROATIA,HR,10,9,9,10,10,9,9,8,5,10,10,10,10,10,10,10,70,20,8,8,4,4,2,10,7,6,7,6,6,8,9,9,9,2,8,8,7,8,7,7,7,7,7,7,9,9,9,8,9,8,8,2,6,7,6,3,7,8,5,7,6,4,3,8,2,6,7,6,6,20,30,6,16,6,50,3,7,1,,67,3,,3,5,,7,1,1,1,213,10
28.04.2020 16:01:37,1219,CROATIA,HR,10,5,10,10,10,5,5,10,5,10,5,10,5,10,10,50,25,25,10,10,0,0,0,10,5,10,0,0,0,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,5,10,5,10,10,10,0,0,10,0,0,0,0,0,0,10,10,10,0,10,0,10,0,10,10,0,10,3,1,9,50,300,4,1,,70,3,,3,5,,3,1,1,1,213,10
28.04.2020 16:03:50,1303,CROATIA,HR,10,2,9,9,10,10,10,10,5,10,10,10,10,10,10,10,70,20,9,7,8,10,8,10,10,8,8,5,5,5,10,10,10,0,5,10,9,10,9,10,8,10,10,8,9,9,9,10,8,9,7,5,7,5,0,0,7,5,0,10,7,0,0,8,5,0,0,0,10,50,90,5,10,8,50,3,1,2,,41,3,,1,3,,5,1,1,1,213,0
28.04.2020 16:23:33,782,CROATIA,HR,10,0,10,8,10,10,10,10,10,10,7,10,8,8,8,505,50,0,8,8,4,5,6,9,8,3,2,2,3,8,8,9,7,5,6,8,6,8,6,5,5,6,9,9,10,9,9,7,5,5,5,5,4,7,7,5,7,5,5,6,6,8,5,5,7,5,6,6,7,10,20,8,14,8,50,0,7,2,,44,3,,2,1,,4,2,1,1,213,0
28.04.2020 16:29:58,1650,CROATIA,HR,7,8,4,6,4,6,9,10,0,4,6,3,0,7,6,50,50,0,4,7,0,0,5,10,3,0,0,0,0,6,10,10,10,0,3,9,9,10,7,1,8,10,8,7,7,7,4,6,4,7,6,4,6,1,3,6,2,0,8,6,0,5,2,0,2,4,0,0,4,20,30,4,11,7,25,1,7,1,,66,3,,3,5,,4,1,1,2,213,0
28.04.2020 16:37:24,1853,CROATIA,HR,10,1,9,9,9,5,5,9,5,5,5,5,3,5,5,100,0,0,2,5,0,5,5,10,9,5,5,5,5,5,10,10,10,0,5,5,5,7,5,5,10,10,5,5,7,9,9,9,5,8,7,1,8,5,5,5,5,5,2,9,9,0,0,8,5,1,5,5,10,10,10,5,14,8,25,300,7,2,,40,3,,0,2,,6,2,1,1,213,0
28.04.2020 16:39:34,717,CROATIA,HR,10,10,10,10,10,10,10,10,3,10,0,0,5,5,10,0,100,0,5,5,0,0,0,10,5,10,10,10,5,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,5,3,4,5,NA,3,0,10,1,2,6,4,2,NA,5,3,5,3,5,7,4,3,5,4,4,30,30,10,4,5,50,900,4,2,,44,3,,5,1,,5,NA,2,2,213,10
28.04.2020 16:46:34,745,CROATIA,HR,3,0,5,8,10,1,0,10,0,5,5,10,0,5,10,100,0,0,5,7,0,0,0,10,5,0,0,0,0,9,10,7,10,0,0,5,0,5,3,6,0,5,7,8,3,5,3,8,6,10,5,6,9,7,0,0,5,4,7,5,5,5,0,0,0,5,5,3,5,0,10,5,1,8,25,3,7,1,,42,3,,2,1,,4,1,1,1,213,0
28.04.2020 16:57:51,1395,CROATIA,HR,9,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,90,10,10,8,8,8,8,10,10,5,5,5,5,5,10,10,10,10,8,10,10,10,10,5,9,10,10,10,10,10,10,10,9,10,5,1,10,5,10,5,10,10,5,10,5,5,1,8,8,3,5,7,5,0,10,5,16,9,50,300,8,2,,51,3,,2,1,,5,1,1,1,213,10
28.04.2020 17:00:06,1200,CROATIA,HR,10,5,10,10,10,10,10,10,8,10,10,10,10,10,10,0,70,30,0,3,10,10,10,10,10,0,0,0,0,5,10,10,10,0,0,5,10,10,7,5,7,10,3,5,5,5,3,7,5,5,5,0,5,0,5,0,0,0,0,10,10,3,0,10,8,10,10,10,10,50,50,8,9,0,50,1,4,1,,61,1,,0,5,,7,1,1,1,213,0
28.04.2020 17:02:08,1992,CROATIA,HR,10,0,10,10,10,10,10,10,5,9,8,9,7,10,10,20,40,40,6,7,4,7,10,10,10,10,0,2,0,7,7,9,10,0,1,10,8,10,9,2,3,10,9,8,9,9,7,10,7,10,4,4,7,0,2,0,3,3,8,6,7,1,2,8,4,6,2,6,2,10,40,7,9,8,50,3,7,1,,72,3,,2,5,,5,2,1,1,213,9
28.04.2020 17:23:30,882,CROATIA,HR,10,1,10,7,8,5,5,10,3,10,10,10,5,5,10,0,90,10,4,5,5,5,5,7,5,0,0,0,0,6,10,9,9,0,0,9,7,8,7,7,10,10,6,8,8,8,8,10,8,9,5,7,8,0,7,4,4,5,4,9,8,5,0,5,10,8,5,9,10,50,20,NA,9,9,25,3,4,2,,34,1,,0,1,,4,1,1,1,213,10
28.04.2020 17:38:29,878,CROATIA,HR,10,1,10,10,10,10,10,10,10,10,8,10,8,10,10,0,70,30,2,1,1,6,5,10,9,2,2,2,2,4,10,10,10,0,5,8,8,9,9,5,7,10,2,3,7,7,8,8,5,8,4,3,8,5,4,9,3,7,3,8,7,2,0,3,2,2,2,2,8,30,30,3,9,8,25,300,7,1,,54,1,,0,1,,5,1,1,1,213,0
28.04.2020 17:51:20,2005,CROATIA,HR,10,0,10,10,10,10,10,10,7,10,10,10,10,10,5,50,50,0,4,5,1,1,5,5,1,5,5,5,5,7,10,10,10,0,7,10,10,10,10,10,10,10,5,8,8,8,8,10,6,6,8,7,8,2,3,3,0,2,5,10,10,0,0,0,5,0,5,0,10,50,50,5,4,5,50,300,2,1,,54,3,,5,1,,6,1,2,1,213,0
28.04.2020 17:55:10,716,CROATIA,HR,8,6,10,8,10,9,8,10,2,10,6,8,7,10,9,80,20,0,4,6,5,5,0,8,7,1,0,0,2,10,8,7,10,1,5,10,9,10,4,8,5,8,5,4,6,7,7,10,6,7,7,1,9,3,3,3,6,4,7,10,7,5,0,6,0,3,2,5,6,10,20,3,4,8,50,300,8,2,,26,1,,0,1,,5,1,1,1,213,0
28.04.2020 17:59:25,887,CROATIA,HR,9,0,9,10,10,NA,10,10,8,10,8,10,5,9,10,0,100,0,5,5,0,5,5,10,7,7,6,5,5,9,0,9,10,8,4,7,9,8,9,5,0,0,5,7,5,5,4,8,7,8,7,4,6,3,1,1,3,5,5,7,7,4,1,5,8,8,0,1,7,60,60,4,2,6,25,300,7,1,,41,3,,1,2,,6,1,1,1,213,0
28.04.2020 18:00:10,841,CROATIA,HR,10,2,8,8,10,10,10,10,10,10,5,5,5,5,5,0,100,0,8,8,5,8,8,10,5,5,2,5,5,0,10,10,10,0,1,10,8,10,8,3,8,8,9,8,9,9,9,10,7,9,5,2,6,5,5,1,5,1,2,8,8,5,0,5,5,1,5,7,7,10,20,5,6,8,25,300,4,1,,30,1,,0,1,,6,2,1,2,213,0
28.04.2020 18:03:42,1019,CROATIA,HR,8,1,7,6,10,7,7,9,2,7,9,7,8,9,8,40,30,30,5,4,1,2,1,10,1,4,0,0,0,5,10,9,8,2,2,6,6,8,8,8,8,NA,7,5,6,6,6,7,6,7,5,5,5,1,2,5,2,2,7,9,7,5,1,6,6,2,4,5,6,30,30,2,16,6,50,300,8,1,,41,3,,2,1,,5,2,1,1,213,0
28.04.2020 18:05:08,739,CROATIA,HR,9,1,9,9,9,9,8,7,5,9,5,5,5,5,5,100,0,0,7,5,5,5,5,10,9,10,5,9,9,8,10,8,8,5,10,5,8,8,5,8,5,5,9,9,8,9,8,8,5,5,5,5,5,5,5,1,7,5,5,7,5,5,5,5,5,6,5,5,5,10,10,5,16,5,0,0,0,1,,54,3,,0,2,,6,2,1,1,213,0
28.04.2020 18:18:10,574,CROATIA,HR,10,2,5,5,10,10,1,10,1,10,10,10,10,10,5,20,20,80,4,2,5,10,8,10,10,10,5,9,10,0,10,10,10,0,0,10,5,10,10,7,10,10,4,5,8,8,6,9,8,2,10,8,7,5,10,0,5,5,0,10,7,0,0,1,5,0,0,0,7,10,20,5,16,5,50,300,4,2,,40,1,,2,1,,6,2,1,1,213,0
28.04.2020 18:20:14,822,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,0,10,5,10,5,10,70,20,9,8,5,8,5,10,10,10,8,10,10,8,10,10,10,6,5,10,9,10,10,5,5,10,10,10,8,9,10,10,0,10,0,5,9,5,0,0,0,0,0,9,9,5,0,10,9,5,8,4,9,0,0,0,16,5,50,1200,4,2,,53,3,,3,5,,5,1,1,1,213,0
28.04.2020 18:28:50,1703,CROATIA,HR,10,0,10,10,10,10,10,10,8,10,5,5,4,5,5,50,25,25,3,5,0,0,0,10,5,0,0,0,0,5,10,10,10,0,0,10,10,10,10,8,10,10,5,5,10,8,10,10,8,10,8,0,10,0,0,0,0,2,0,10,10,0,0,8,8,0,10,8,10,30,30,2,9,7,25,3,8,1,,68,1,,2,5,,7,1,1,1,213,0
28.04.2020 18:43:22,1112,CROATIA,HR,7,2,1,8,9,8,8,7,1,5,6,5,5,9,7,100,0,0,5,2,1,3,5,9,1,0,0,0,0,5,9,9,9,1,5,9,5,8,7,8,5,1,2,2,7,8,5,8,5,5,9,9,3,2,2,2,2,2,5,9,3,1,0,1,3,2,1,5,9,10,10,0,11,1,25,3,7,1,,65,1,,0,5,,10,1,1,1,213,0
