"RecordDate","Duration_sec","Country","Language","physical_contact__1","physical_contact__2","physical_contact__3","physical_contact__4","physical_contact__5","physical_hygiene__1","physical_hygiene__2","physical_hygiene__3","physical_hygiene__4","physical_hygiene__5","policy_support__1","policy_support__2","policy_support__3","policy_support__4","policy_support__5","generosity__1","generosity__2","generosity__3","psych_wellbeing1","psych_wellbeing2","collective_narcis__1","collective_narcis__2","collective_narcis__3","national_identity__1","national_identity__2","Conspiracy_theories__1","Conspiracy_theories__2","Conspiracy_theories__3","Conspiracy_theories__4","open_mindedness__1","open_mindedness__2","open_mindedness__3","open_mindedness__4","open_mindedness__5","open_mindedness__6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging__1","social_belonging__2","social_belonging__3","social_belonging__4","trait_self.control__1","trait_self.control__2","trait_self.control__3","trait_self.control__4","Self.esteem","Narcissism__1","Narcissism__2","Narcissism__3","Narcissism__4","Narcissism__5","Narcissism__6","Moral_ID__1","Moral_ID__2","Moral_ID__3","Moral_ID__4","Moral_ID__5","Moral_ID__6","Moral_ID__7","Moral_ID__8","Moral_ID__9","Moral_ID__10","risk_perception__1","risk_perception__2","political_ideology","moral_circle","health_cond","CRT1","CRT2","CRT3","sex","sex_other","age","marit_status","children","employ_status","employ_status_other","Ladder","urban","tested_positive","know_tested_positive","AttCheck_nobots","AttCheck2"
"2020-05-05 10:50:46","988","USA","EN","10","0","10","9","10","5","6","5","3","7","10","10","8","10","9","85","10","5","5","6","1","0","0","6","4","0","0","0","0","1","9","10","9","0","2","6","10","10","10","6","10","10","7","8","9","8","9","8","5","6","6","4","7","5","5","5","8","4","0","10","10","4","0","8","5","0","5","10","10","60","100","5","13","5","50","300","7","2","","62","1","0","5","","5","1","1","1","213","0"
"2020-05-05 10:50:54","502","USA","EN","7","7","7","6","5","8","8","8","8","7","6","6","7","6","7","34","33","33","6","4","5","5","5","10","10","4","5","0","3","8","5","5","5","5","5","8","5","5","6","6","5","6","5","5","7","6","5","7","6","6","5","5","5","8","7","7","5","5","5","5","5","6","7","4","6","5","5","5","6","50","50","5","14","2","50","100","4","2","","49","3","1","1","","6","1","1","1","213","5"
"2020-05-05 10:51:00","661","USA","EN","7","8","8","9","5","7","9","8","8","7","4","5","6","6","5","35","35","30","8","7","7","7","6","6","7","3","4","6","9","4","6","5","6","5","5","4","9","7","4","5","5","5","6","5","7","6","8","7","5","6","7","2","6","7","6","6","4","4","6","5","4","6","4","5","7","6","5","5","5","20","40","6","9","10","50","300","4","2","","37","1","0","1","","6","1","1","1","213","8"
"2020-05-05 10:51:19","407","USA","EN","5","6","6","4","7","7","7","9","7","5","8","7","6","7","4","45","25","30","5","9","7","7","4","5","8","5","6","8","6","7","7","6","4","8","9","7","9","8","4","6","5","7","8","9","8","7","4","6","7","7","4","6","7","7","7","5","10","9","6","7","7","7","5","8","8","4","6","8","7","70","90","7","13","7","50","3","4","1","","37","3","2","1","","4","1","2","1","213","5"
"2020-05-05 10:51:20","681","USA","EN","9","3","9","9","10","10","10","10","10","10","9","9","9","9","9","0","100","0","8","8","9","7","1","9","9","5","2","3","3","2","2","1","1","2","2","4","3","7","6","7","7","7","7","7","9","9","9","9","9","9","3","3","7","4","7","3","7","3","2","9","9","4","3","7","5","4","4","8","9","60","70","7","1","8","50","300","4","2","","41","3","1","3","","6","1","1","1","213","0"
"2020-05-05 10:51:20","429","USA","EN","10","9","10","10","8","10","9","8","9","10","9","9","10","10","9","40","30","30","9","10","10","9","10","9","10","10","8","9","10","10","9","10","9","9","10","9","10","8","10","7","8","10","9","9","9","9","10","10","10","9","10","9","9","10","9","9","6","10","9","9","9","10","10","10","10","10","10","10","10","90","90","10","15","10","50cents","300minutes","4hours","1","","35","3","2","1","","2","1","1","1","213, Two hundred and thirteen","10"
"2020-05-05 10:51:34","1045","USA","EN","10","0","10","10","10","8","10","10","6","10","10","10","10","10","10","90","10","0","7","7","4","8","1","10","10","0","0","0","0","2","10","10","10","0","0","6","8","10","9","9","5","7","8","1","5","3","4","9","8","10","7","1","4","3","3","2","1","0","1","10","10","4","0","10","9","0","0","9","10","60","80","5","14","8","50","3","4","2","","52","1","4","3","","6","1","2","2","213","0"
"2020-05-05 10:52:58","1196","USA","EN","6","2","3","8","8","6","6","6","2","6","7","7","2","7","6","100","0","0","3","2","1","1","1","8","6","3","3","3","3","4","7","7","7","3","3","5","6","7","6","4","6","6","2","2","6","6","4","4","6","6","6","3","3","5","4","4","4","4","4","7","7","3","3","3","3","4","4","6","6","30","40","1","14","4","50","3 minutes","4 hours","2","","39","1","0","3","","10","1","1","1","213","0"
"2020-05-05 10:53:38","660","USA","EN","10","10","10","9","10","10","10","10","10","10","10","10","10","10","10","40","30","30","10","10","10","10","10","10","10","10","0","0","0","10","10","10","10","10","10","10","10","10","10","10","10","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","100","100","10","10","10","very good","very good","very good","2","","31","3","1","1","","1","1","1","1","213","10"
"2020-05-05 10:54:04","460","USA","EN","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","100","0","0","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","3","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","100","10","9","10","50","600","16","1","","40","3","0","1","","1","1","1","1","213","10"
