sex;age;children;education;household_size;marital_RO;physical_contact1;physical_contact2;physical_contact3;physical_contact4;physical_contact5;physical_hygiene1;physical_hygiene2;physical_hygiene3;physical_hygiene4;physical_hygiene5;policy_support1;policy_support2;policy_support3;policy_support4;policy_support5;generosity1;generosity2;generosity3;psych_wellbeing1;psych_wellbeing2;collective_narcis1;collective_narcis2;collective_narcis3;national_identity1;national_identity2;conspiracy_theories1;conspiracy_theories2;conspiracy_theories3;conspiracy_theories4;open_mindness1;open_mindness2;open_mindness3;open_mindness4;open_mindness5;open_mindness6;morality_as_cooperat1;morality_as_cooperat2;morality_as_cooperat3;morality_as_cooperat4;morality_as_cooperat5;morality_as_cooperat6;morality_as_cooperat7;trait_optimism1;trait_optimism2;social_belonging1;social_belonging2;social_belonging3;social_belonging4;trait_self_control1;trait_self_control2;trait_self_control3;trait_self_control4;self_esteem;narcissism1;narcissism2;narcissism3;narcissism4;narcissism5;narcissism6;moral_identity1;moral_identity2;moral_identity3;moral_identity4;moral_identity5;moral_identity6;moral_identity7;moral_identity8;moral_identity9;moral_identity10;risk_perception1;risk_perception2;political_ideology;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;moral_circle1;health;employment;employment_other;ladder_answer;urban;tested_positive;know_tested_positive;marital
2;63;0;7;1;5;82;0;100;100;100;100;100;100;100;100;100;100;100;100;97;50;60;60;9;7;8;8;7;7;7;0;0;0;2;6;10;10;10;0;1;9;10;10;6;10;9;10;7;8;9;3;8;10;8;10;1;3;10;5;4;4;10;4;2;10;10;7;0;6;4;0;8;7;10;45;45;5;100;5;24;4;30;20;16;8;1; ;7;1;1;1;1
1;49;1;5;3;3;99;0;100;100;100;100;100;100;100;100;100;100;100;100;100;140;20;10;5;5;6;5;5;10;10;0;0;0;0;5;10;10;10;0;0;10;5;10;10;10;5;10;10;9;10;10;10;10;10;10;6;5;5;5;5;5;5;5;5;10;10;10;1;9;5;2;5;9;10;17;20;5;100;100;24;4;15;20;5;8;1; ;6;1;1;1;3
2;55;0;7;4;3;85;68;69;95;100;100;100;100;83;63;100;100;100;100;100;50;100;20;0;2;10;10;10;10;10;4;0;0;4;5;10;10;10;0;1;10;7;9;8;10;8;10;3;5;3;2;2;8;8;8;2;2;9;5;5;5;8;5;3;9;9;5;0;8;5;1;10;10;10;20;70;10;10;5;47;4;29;45;15;9;1; ;5;1;1;2;3
2;55;0;7;3;3;77;6;71;90;91;98;96;96;91;10;42;60;6;62;73;100;70;0;1;2;6;6;8;10;9;6;6;1;5;2;9;9;8;0;1;9;9;8;10;4;4;10;3;4;7;9;9;9;5;1;6;0;2;1;1;2;3;4;0;9;7;1;0;6;6;0;2;1;9;3;38;5;100;100;12;4;15;20;1;6;2; ;5;1;1;2;3
2;39;1;7;5;3;81;8;85;89;88;86;85;85;65;97;87;87;76;92;74;50;100;20;8;8;7;7;5;8;5;5;5;4;5;1;9;8;8;1;1;8;7;9;8;8;8;8;7;7;8;8;8;7;5;7;5;3;6;4;2;3;6;5;1;9;8;7;1;8;8;1;5;5;9;50;50;5;105;5;24;4;30;15;5;9;1; ;5;1;1;1;3
2;67;0;7;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;80;75;15;9;4;9;6;7;10;8;5;5;5;5;0;10;10;10;0;1;10;10;10;10;10;5;10;9;8;8;9;9;10;10;9;1;2;6;5;5;3;5;5;0;7;7;6;0;6;7;0;5;5;10;70;83;6;105;5;24;4;30;20;2;8;5; ;3;1;1;2;3
1;59;0;5;2;3;95;1;98;100;100;100;100;100;50;90;98;98;98;100;100;100;50;20;2;5;0;5;7;10;10;5;0;5;5;3;2;10;9;0;2;5;5;5;10;3;0;0;4;7;5;4;5;6;5;4;7;3;8;5;2;0;0;5;2;10;5;5;1;5;5;0;5;5;8;50;100;5;100;5;30;4;15;20;16;3;5; ;2;1;1;1;3
2;25;0;7;3;1;81;18;79;74;89;93;91;93;74;59;72;65;54;77;61;10;140;20;3;4;8;8;8;8;8;4;4;5;5;5;6;6;7;4;4;5;6;8;5;6;7;6;6;7;6;7;7;7;7;7;6;4;6;5;5;4;5;5;3;6;6;5;6;6;6;3;6;6;6;50;59;5;100;100;24;4;1;10;16;5;4; ;3;1;1;1;1
1;32;0;7;2;2;100;0;100;100;100;70;70;100;100;100;100;100;100;100;100;0;120;50;8;8;0;5;5;10;10;4;1;1;0;1;10;10;5;0;1;8;8;8;8;8;8;8;7;5;5;5;10;5;5;8;1;1;9;5;3;0;1;2;0;9;9;1;0;9;1;0;9;9;9;50;50;5;100;5;47;4;29;15;14;10;1; ;3;1;1;1;2
2;50;0;7;3;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;160;10;10;10;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;0;0;8;0;6;0;10;9;0;10;10;0;0;9;10;0;7;8;8;100;100;5;100;100;20;5;3;4;16;5;3; ;5;1;1;1;1
2;29;0;3;3;2;100;7;99;97;93;99;96;100;100;98;95;100;100;99;97;10;30;130;6;5;10;10;10;10;10;6;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;9;9;9;10;10;10;98;99;6;100;100;30;8;15;100;5;8;3; ;5;1;1;1;2
1;30;0;4;1;3;100;89;88;70;62;84;83;77;87;72;84;78;88;71;71;100;20;50;9;8;8;8;7;7;7;8;7;8;8;8;8;8;7;2;2;8;7;7;7;8;7;7;7;7;7;6;7;7;7;6;7;6;7;6;4;4;3;3;3;7;7;7;8;8;6;8;7;6;8;65;71;6;10;150;4;2;30;20;1;7;1; ;4;1;1;1;3
2;51;1;7;3;3;50;14;87;100;100;92;92;100;100;100;100;100;100;100;100;0;150;20;10;10;10;10;10;10;10;10;2;2;3;3;10;10;10;2;2;5;5;9;10;10;6;10;10;10;2;7;8;10;10;10;1;0;10;1;1;1;10;8;0;10;10;5;0;8;5;2;3;5;7;49;50;9;105;100;24;2;29;15;10;9;1; ;6;1;1;1;3
1;40;0;4;3;5;85;10;91;84;95;95;88;90;85;87;95;97;96;98;98;140;15;15;2;1;5;7;6;9;8;10;7;10;10;5;9;9;9;8;9;9;8;10;7;9;5;1;4;6;9;5;4;5;7;7;8;7;4;7;5;3;5;5;4;5;5;4;5;5;5;6;4;4;7;50;52;5;100;100;24;16;1;20;1;4;1; ;2;1;1;1;1
1;30;0;7;2;2;100;11;43;100;100;100;68;100;0;100;100;100;0;100;100;170;0;0;3;8;0;0;0;10;0;0;0;0;0;2;10;10;10;0;0;6;6;10;10;3;8;10;10;10;0;0;10;10;10;10;10;10;10;0;0;5;0;0;7;10;7;6;0;6;6;6;1;0;0;30;100;8;100;5;47;4;30;20;1;8;1; ;7;1;1;1;2
2;39;2;7;4;3;89;4;24;7;100;100;100;100;100;68;100;87;0;63;95;120;50;0;6;6;6;7;10;10;7;7;8;6;7;6;2;10;9;0;6;7;7;7;9;7;6;0;10;10;9;8;10;10;8;7;5;2;10;6;7;6;10;9;2;10;10;6;2;8;8;5;7;9;9;2;58;7;100;5;24;4;15;20;1;7;1; ;3;1;1;1;3
1;56;0;6;2;3;100;3;100;82;100;100;100;100;73;86;100;100;0;100;100;150;15;5;8;8;9;10;10;10;10;10;2;10;10;0;10;10;10;0;0;10;10;0;10;10;5;0;10;10;10;10;10;10;10;10;0;0;10;2;8;1;0;9;0;10;10;10;0;10;7;0;10;10;10;10;100;10;105;5;47;4;29;15;12;10;1; ;6;1;1;1;3
1;20;0;5;3;1;100;0;100;100;100;100;100;100;100;100;85;100;100;100;87;150;15;5;5;7;5;5;5;1;1;0;0;1;2;1;9;10;10;2;0;9;10;10;10;10;0;10;1;8;5;4;7;9;10;8;7;10;2;3;0;1;3;5;10;10;10;10;0;5;2;0;0;0;10;50;100;10;100;5;24;8;30;20;5;8;4; ;7;1;1;1;1
1;62;0;7;3;3;100;0;100;99;100;100;100;100;100;100;100;100;100;100;100;0;100;70;7;6;9;8;10;9;10;9;9;9;9;6;9;8;9;2;1;8;9;10;10;10;10;2;6;7;7;7;9;9;10;8;9;3;8;6;5;3;6;6;4;10;9;9;2;8;9;1;6;8;9;50;50;10;100;5;24;4;30;20;1;8;5; ;3;1;1;1;3
2;51;0;5;3;3;57;84;75;72;99;98;98;88;95;96;87;97;75;92;80;50;60;60;6;6;3;3;2;2;2;5;5;7;5;4;9;10;10;1;0;9;1;9;9;9;9;4;5;9;8;1;8;9;8;8;8;2;6;3;2;2;5;4;1;7;6;6;1;5;7;0;5;7;5;27;95;6;100;5;47;4;29;15;1;2;1; ;6;1;1;2;3
1;57;0;6;3;2;77;38;72;91;80;92;92;91;63;15;21;8;4;44;41;90;80;0;3;5;1;7;8;9;7;7;4;1;7;2;8;10;9;10;1;9;7;4;9;9;4;10;3;2;7;8;8;8;2;3;9;1;2;3;1;2;7;4;1;8;6;1;1;4;6;1;3;1;9;15;35;4;100;20;12;4;15;20;16;7;5; ;5;1;1;1;2
1;56;0;7;2;3;100;0;100;100;100;100;100;100;83;75;100;100;100;100;100;170;0;0;5;5;0;10;0;10;10;10;0;9;10;0;10;10;10;0;0;10;10;10;10;3;5;5;10;8;7;8;6;9;10;10;0;1;7;0;0;0;0;9;0;10;10;0;0;0;0;0;0;0;10;50;50;0;100;5;14;4;31;20;1;8;5; ;5;1;1;1;3
2;28;0;7;2;3;53;0;90;76;100;100;98;100;83;82;50;100;100;79;57;60;60;50;4;4;6;8;5;6;5;0;0;5;0;2;8;9;6;0;3;9;8;7;5;3;2;7;5;8;6;8;6;8;6;5;4;4;6;4;7;3;6;5;0;9;5;9;1;6;3;3;6;6;5;50;50;5;100;5;24;4;31;15;12;3;1; ;5;1;1;1;3
1;44;3;7;6;5;90;70;61;96;72;100;100;91;80;15;100;100;52;100;49;150;10;10;7;6;5;3;5;10;8;5;5;10;5;3;10;10;10;0;3;10;6;10;8;5;6;5;9;10;7;9;10;10;6;4;5;5;6;5;6;2;6;8;0;2;5;6;5;6;6;5;7;7;6;50;51;7;10;5;24;4;31;15;1;7;6;Liber profesioni?ti;5;1;1;1;1
1;40;1;7;3;3;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;60;10;8;8;3;3;2;10;10;3;0;0;0;1;10;10;10;0;0;6;8;9;7;9;3;8;7;6;8;9;9;9;8;8;8;4;7;7;4;0;5;6;0;10;9;6;0;6;8;0;9;10;8;80;80;1;105;5;47;4;28;15;12;8;1; ;6;1;1;1;3
1;62;0;7;1;1;100;0;100;100;100;100;100;100;25;100;100;100;75;100;75;120;25;25;5;5;0;5;5;8;8;7;3;6;6;3;10;10;10;7;0;4;6;10;10;8;5;10;7;8;6;8;8;8;7;9;7;7;8;2;5;2;5;4;1;9;8;5;2;6;8;2;5;3;10;50;50;8;105;5;47;2;29;15;12;7;5; ;5;1;1;1;1
2;42;0;7;2;5;92;0;92;99;100;99;99;100;93;96;75;19;0;14;10;150;15;5;6;6;7;6;6;6;3;8;9;9;9;10;9;8;8;3;4;8;8;8;9;9;9;9;9;8;8;7;8;9;8;10;4;7;9;9;6;9;9;9;9;9;9;6;0;9;0;3;1;1;8;8;79;3;100;100;24;4;15;20;16;9;1; ;8;1;1;1;1
2;21;2;5;6;1;82;100;100;100;100;100;100;100;54;100;85;52;57;56;3;0;100;70;6;4;0;0;0;5;1;6;2;5;8;5;10;10;10;0;3;5;5;5;5;6;5;6;6;7;3;3;3;8;5;9;3;7;5;3;5;6;5;5;5;5;5;6;6;5;5;5;5;5;6;0;46;5;100;150;24;16;29;20;5;2;4; ;2;2;1;2;1
1;62;0;7;3;3;100;5;94;100;100;100;94;100;83;90;100;100;80;82;82;150;10;10;9;8;7;7;10;10;10;10;3;3;3;3;10;10;4;4;4;9;7;10;10;10;8;9;9;8;9;9;8;9;9;9;5;1;9;8;9;10;9;9;6;9;8;8;4;10;9;4;7;9;10;5;70;10;100;100;24;8;1;20;6;9;1; ;6;1;1;1;3
1;40;0;7;2;1;30;0;100;100;100;100;100;100;80;100;100;100;100;100;100;0;170;0;5;5;5;5;10;10;10;10;10;10;10;0;10;10;10;0;0;5;5;5;5;5;5;5;10;10;10;6;6;6;5;5;5;0;8;5;5;0;5;5;0;10;10;10;0;5;5;0;0;0;10;50;50;5;100;100;24;4;30;15;2;5;1; ;5;1;1;1;1
2;49;0;5;2;3;98;0;95;96;100;99;99;99;98;99;99;100;100;100;100;100;30;40;5;6;1;5;5;9;1;10;6;9;5;1;10;9;10;0;0;9;10;10;10;8;5;9;8;8;5;7;7;9;8;9;3;6;6;3;2;1;1;3;0;10;10;2;0;3;0;1;1;1;8;8;25;10;105;100;24;4;30;0;16;7;1; ;5;1;1;1;3
1;34;2;7;4;3;98;0;100;100;100;74;80;100;100;100;85;100;5;100;50;100;70;0;4;6;5;5;6;4;4;5;3;4;4;2;9;8;8;0;3;5;5;9;6;8;6;8;7;7;3;5;6;5;8;6;4;3;4;4;0;0;0;0;0;8;5;1;1;5;6;1;5;7;8;77;81;7;105;5;47;4;29;15;3;7;1; ;7;1;1;1;3
2;28;0;5;2;3;100;3;96;96;100;98;98;99;100;100;96;98;88;97;97;50;60;60;7;9;6;7;6;10;7;0;0;0;0;4;9;9;9;0;4;9;9;9;9;10;1;1;10;9;9;9;10;10;9;8;4;4;9;5;5;1;2;1;1;10;10;7;1;9;9;0;10;10;10;28;42;5;100;100;24;4;1;15;16;10;2; ;5;1;1;1;3
2;23;0;7;4;1;100;8;100;14;100;100;100;100;80;100;100;71;26;53;25;50;60;60;10;7;9;9;9;10;10;7;8;8;1;0;10;10;10;0;0;10;10;10;10;10;3;0;6;4;8;8;9;9;8;8;2;6;6;0;1;0;6;1;0;7;9;7;9;9;9;2;9;8;7;6;74;5;100;100;24;8;15;132;9;8;4; ;5;2;1;1;1
1;47;1;7;3;3;94;0;100;98;100;100;100;100;19;50;100;100;100;100;100;140;25;5;8;7;8;9;5;10;8;0;0;0;0;3;9;7;7;0;2;10;8;10;8;9;2;10;6;6;6;4;5;5;7;6;6;7;5;6;2;1;3;1;0;8;6;8;0;5;6;1;5;2;6;4;2;6;105;5;47;4;30;15;12;4;1; ;6;1;1;2;3
2;58;0;7;6;5;100;0;100;30;100;100;100;91;0;100;100;100;15;100;100;170;0;0;10;9;0;0;0;10;10;9;10;10;10;3;8;9;8;2;8;8;2;9;9;7;10;9;9;4;8;5;5;8;8;10;2;1;10;0;0;1;9;2;7;1;3;0;8;0;0;8;0;2;0;15;100;7;105;5;47;4;29;15;16;9;2; ;7;1;1;1;1
2;63;0;7;4;3;0;100;0;0;0;0;0;0;18;0;0;0;39;0;49;0;100;70;0;9;6;3;5;0;6;3;5;4;6;5;4;8;8;9;6;7;9;9;9;8;6;7;10;9;9;8;8;10;9;9;6;3;8;7;6;5;6;7;4;9;9;7;0;9;8;3;8;8;9;0;15;5;100;1;1;4;15;20;16;9;5; ;3;1;1;1;3
1;57;0;6;2;3;100;5;0;90;100;100;100;100;100;100;75;100;75;100;100;0;100;70;7;5;5;5;5;10;5;5;0;1;7;0;10;10;10;0;0;8;8;10;10;8;5;10;9;0;9;9;9;9;9;10;2;1;10;2;0;0;8;5;0;10;10;0;0;8;0;0;0;8;10;50;75;8;100;5;47;4;30;45;5;7;1; ;4;1;1;1;3
2;53;0;7;2;1;51;0;20;100;100;100;100;100;100;100;50;75;15;100;50;0;100;70;5;7;10;10;10;10;5;5;5;4;5;4;10;10;10;0;0;10;10;10;10;5;4;5;5;10;5;4;3;5;10;10;5;2;5;0;2;3;5;5;1;10;10;5;0;5;5;0;5;5;10;20;50;5;10;50;0;4;15;30;10;5;1; ;7;1;1;1;1
2;62;0;5;1;5;99;0;98;100;99;100;100;100;100;99;50;74;85;100;98;70;50;50;8;8;10;10;10;10;10;5;5;5;5;0;10;10;9;0;1;10;9;10;9;9;1;1;10;10;5;9;9;8;8;8;7;5;8;1;5;2;7;6;0;9;8;7;1;8;5;3;5;7;10;50;72;5;100;100;24;8;15;20;1;9;5; ;1;1;1;1;1
2;35;0;7;2;3;84;87;88;82;64;75;64;52;70;70;100;100;100;100;100;150;10;10;7;8;7;6;5;8;8;4;3;2;3;6;8;7;6;2;5;7;7;9;9;9;9;10;2;5;5;1;2;6;7;2;3;4;5;5;5;6;5;1;4;6;5;5;5;6;6;5;5;6;6;95;94;6;105;100;47;8;29;15;1;6;1; ;5;1;1;1;3
2;37;1;7;2;5;94;33;100;100;100;100;100;100;100;100;100;100;82;100;83;50;100;20;6;7;10;10;8;8;7;10;9;8;8;10;9;8;9;2;1;9;9;10;10;9;9;9;8;9;7;7;8;8;8;7;7;8;10;8;8;7;8;8;8;7;7;7;2;7;8;7;8;8;8;12;93;5;100;100;24;8;30;20;1;7;1; ;5;1;1;1;1
2;38;1;7;4;3;100;0;100;100;100;70;69;100;99;100;100;53;55;100;100;150;20;0;5;8;5;7;7;10;8;5;0;0;0;6;8;10;7;0;8;8;5;10;9;9;9;10;10;9;1;1;5;8;7;7;8;8;3;5;0;6;6;7;5;8;6;0;0;10;1;3;6;4;8;80;80;5;100;5;24;4;31;20;4;10;6;De?inãtor P.F.A.;5;1;1;1;3
2;39;0;7;2;3;79;26;86;85;96;87;80;98;100;94;95;97;92;85;92;100;50;20;7;7;6;5;3;5;5;5;7;6;7;6;6;6;5;6;4;7;6;8;8;7;6;5;5;5;6;6;6;8;7;6;5;3;7;8;5;5;5;6;3;5;6;5;5;7;8;4;6;5;7;57;49;6;100;100;24;4;30;10;1;9;1; ;6;1;1;1;3
1;27;0;7;3;1;100;0;100;100;100;100;100;100;0;100;0;100;100;100;98;70;50;50;10;8;2;2;4;3;0;2;2;8;8;1;3;2;4;2;2;8;3;6;8;2;8;7;7;7;5;7;7;8;7;6;7;8;7;7;8;2;1;1;6;7;7;8;7;8;6;8;8;8;8;10;85;5;100;100;2;4;15;20;1;7;2; ;5;2;1;1;1
2;51;0;5;3;3;100;0;100;100;100;100;100;100;100;100;98;100;96;100;100;0;170;0;8;5;10;10;10;10;8;10;7;8;9;4;9;10;9;0;1;10;6;10;10;9;1;0;9;10;9;9;9;10;4;10;8;1;8;2;0;6;5;5;4;10;10;8;0;9;9;0;5;4;10;0;100;5;100;150;24;16;15;30;16;8;3; ;7;1;1;1;3
2;22;0;7;2;2;100;0;100;90;100;100;100;100;65;100;90;100;0;70;40;0;150;20;0;3;0;3;0;8;3;0;0;0;0;1;10;10;10;0;0;4;9;10;10;9;2;7;0;3;4;6;8;9;0;7;6;7;5;4;8;4;8;7;0;10;10;5;0;8;9;0;7;9;9;50;50;5;105;5;47;4;31;15;1;5;4; ;6;1;1;1;2
2;25;0;7;2;2;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;120;25;25;10;7;0;0;0;7;5;0;0;0;0;5;10;10;5;0;0;8;5;8;9;5;5;5;10;10;8;10;10;10;4;10;5;3;8;5;5;2;4;7;0;8;9;5;0;3;1;2;1;2;6;0;40;5;105;5;47;4;15;15;3;10;1; ;7;1;1;1;2
1;50;0;7;1;5;98;0;100;100;100;100;100;100;100;100;100;100;100;100;100;170;0;0;1;2;5;5;7;10;8;7;5;5;3;5;10;10;10;0;3;10;10;10;10;10;8;7;7;8;8;8;8;9;7;8;4;2;7;5;5;5;5;7;5;10;10;5;0;5;5;0;5;5;10;100;97;7;105;5;24;4;29;15;16;6;1; ;3;1;1;2;1
2;63;0;5;2;3;73;50;75;88;83;50;78;41;87;79;79;22;84;72;82;50;100;20;8;7;6;8;8;7;9;6;7;8;8;7;7;8;8;8;8;7;3;7;8;8;8;9;7;7;4;7;8;9;6;8;8;8;6;7;8;8;9;9;9;7;6;8;7;8;8;9;9;9;9;68;80;7;100;150;24;16;30;20;1;7;5; ;2;1;1;1;3
2;55;0;7;2;3;100;1;100;100;100;100;100;100;100;100;82;100;100;100;100;0;150;20;8;8;10;10;10;10;10;10;5;5;3;4;10;10;10;0;1;10;8;10;10;9;0;6;10;10;8;8;8;8;7;10;3;7;8;3;4;1;5;9;0;10;9;9;0;10;10;0;9;10;10;0;50;5;100;100;6;2;1;20;1;8;1; ;6;1;1;1;3
1;62;0;7;3;3;100;0;100;84;100;100;100;100;75;100;100;100;100;100;100;170;0;0;1;2;5;0;1;10;5;10;5;10;10;0;10;10;10;5;0;8;10;10;10;10;10;10;8;6;8;8;7;10;10;8;7;6;9;9;5;5;2;9;5;9;8;5;0;5;4;1;5;8;10;30;70;5;105;5;47;4;29;15;11;8;5; ;4;1;1;1;3
2;58;0;7;1;6;100;3;98;97;100;100;97;100;10;96;100;98;96;99;97;100;50;20;6;7;10;8;8;10;10;7;7;8;8;1;10;9;9;0;2;10;9;9;9;10;5;0;1;9;9;7;3;9;1;7;1;2;8;6;6;1;8;8;2;9;8;1;0;8;8;0;2;7;10;7;66;10;100;1;47;2;30;15;6;2;5; ;5;1;1;1;1
2;37;2;7;4;3;100;0;92;95;100;100;100;100;91;100;63;93;26;89;93;140;30;0;7;7;5;5;5;5;6;5;3;5;5;1;10;9;9;1;1;8;9;9;7;7;7;5;5;6;7;8;8;8;7;6;8;7;7;5;5;4;7;5;1;8;8;8;1;7;6;1;1;5;6;0;1;5;105;5;47;4;29;15;16;8;1; ;5;1;1;1;3
2;25;0;7;4;1;18;7;80;36;92;92;95;99;81;91;91;88;91;84;92;0;100;70;2;8;9;8;7;9;8;9;9;9;9;9;7;7;6;5;5;8;9;8;8;8;8;8;8;9;9;8;8;8;7;8;7;5;8;7;7;5;6;6;5;5;10;7;6;5;5;5;6;5;6;7;24;5;100;100;24;8;15;20;5;2;1; ;5;1;1;1;1
2;25;0;7;4;1;100;0;91;96;100;100;100;100;100;100;100;100;90;100;100;0;100;70;4;7;5;5;5;10;9;1;0;1;0;0;10;10;8;0;2;9;10;10;10;9;7;10;8;10;9;8;9;9;10;10;1;0;5;0;0;0;5;1;0;10;10;0;0;9;10;0;10;10;10;50;75;10;100;100;24;4;15;20;16;10;6;Liber profesionist;7;1;1;1;1
2;59;0;6;2;3;100;0;100;100;100;88;100;100;85;100;100;100;100;84;100;170;0;0;6;7;10;10;10;10;10;10;8;10;10;1;10;10;10;0;2;1;1;10;10;10;10;10;8;8;8;8;9;3;9;10;2;0;6;6;0;1;7;0;6;10;10;10;0;10;10;0;3;10;10;78;77;4;90;100;24;4;15;20;1;8;6;Liber profesionist;5;1;1;2;3
1;31;0;7;2;3;100;15;100;100;100;90;95;100;99;97;96;97;92;100;100;0;100;70;6;8;5;6;5;8;8;0;0;1;0;5;8;8;8;0;0;7;7;8;8;8;7;8;7;8;8;8;8;8;6;8;6;3;5;2;1;0;0;0;0;8;7;6;3;5;7;5;2;5;5;17;50;4;100;5;24;4;31;20;3;8;1; ;6;1;1;1;3
1;52;0;6;4;3;87;0;100;100;100;100;100;100;96;100;100;100;66;100;100;100;50;20;5;5;10;10;10;10;10;5;5;5;5;5;9;10;5;2;0;10;10;10;10;10;0;0;5;5;5;5;5;9;5;7;5;1;5;1;0;0;0;0;0;8;5;0;5;0;0;5;5;5;10;50;50;10;100;100;47;8;14;20;1;5;1; ;5;1;1;1;3
2;37;2;6;5;3;96;7;81;94;94;89;89;98;99;98;92;94;97;99;99;150;10;10;8;7;8;9;9;10;10;9;9;10;10;2;9;9;9;1;0;7;8;8;9;8;8;9;7;8;7;6;8;9;7;7;7;2;6;3;6;7;5;6;4;7;6;6;6;7;6;7;4;5;6;57;67;6;100;5;24;4;1;0;4;7;3; ;5;1;1;1;3
1;43;1;6;3;2;94;100;100;95;100;88;100;100;75;82;91;100;50;86;100;100;50;20;1;4;5;5;10;10;5;10;10;10;10;5;10;10;10;6;5;7;7;10;10;10;10;10;10;10;10;9;9;8;8;10;5;5;10;9;6;3;10;8;5;10;10;2;0;3;5;0;0;5;10;50;53;5;100;100;24;16;15;15;1;10;3; ;5;1;2;1;2
2;40;0;7;2;1;83;0;99;100;100;100;100;100;100;100;100;100;100;100;100;70;50;50;0;5;5;5;5;0;5;10;5;10;0;5;10;10;10;0;5;10;10;10;10;10;0;0;5;5;5;0;0;10;0;10;10;5;10;5;10;10;10;5;10;10;10;5;0;10;5;7;0;0;10;99;100;5;100;5;24;4;15;20;1;8;1; ;5;1;1;1;1
2;36;0;7;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;0;10;7;10;10;10;10;10;10;10;10;10;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;0;1;1;10;10;0;10;10;10;0;10;10;10;10;10;10;0;0;0;100;21;12;12;114;12;1;10;3; ;10;1;1;1;3
1;30;0;7;2;3;85;5;50;100;100;100;100;100;60;80;55;60;40;50;70;20;100;50;5;7;5;7;5;5;4;5;6;7;7;0;8;5;5;0;0;7;5;10;5;5;5;0;6;5;5;5;5;9;8;7;2;5;6;0;4;0;9;8;0;10;10;2;0;5;7;0;5;7;10;60;50;5;100;5;47;4;29;20;1;8;1; ;6;2;1;1;3
1;46;1;7;2;5;100;0;100;100;100;100;100;100;100;100;88;100;88;100;100;120;50;0;6;6;8;7;5;10;10;2;0;1;1;1;10;10;10;0;0;10;10;9;10;8;5;4;6;6;8;6;6;10;5;6;5;3;6;2;2;2;2;5;0;8;6;5;3;3;3;6;0;3;8;30;25;5;100;100;24;16;30;20;16;8;1; ;4;1;1;1;1
1;41;0;7;1;1;45;0;100;100;100;100;100;100;100;0;99;100;100;100;100;100;50;20;7;3;10;10;10;10;10;4;0;0;0;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;0;0;0;10;1;0;10;10;10;0;10;10;0;1;0;10;44;100;5;105;5;24;4;1;20;1;10;1; ;5;1;1;1;1
2;63;0;5;3;5;14;0;50;83;97;98;81;99;97;22;98;98;57;99;68;70;70;30;5;5;5;5;10;10;10;0;0;0;0;5;10;10;10;0;0;10;10;10;10;10;5;10;7;7;7;7;7;10;9;9;0;2;7;0;1;0;0;5;0;10;10;5;0;8;5;0;0;4;10;1;50;5;100;5;24;4;15;20;15;4;5; ;5;1;1;1;1
1;39;1;7;3;3;75;2;100;82;100;97;98;100;79;93;90;100;93;100;98;0;110;60;7;7;5;5;6;9;8;2;2;0;0;1;10;10;10;0;0;8;8;8;8;5;4;7;7;7;7;6;6;9;4;6;5;6;6;1;1;2;2;2;0;10;10;7;1;9;5;0;6;7;9;15;20;6;10;5;47;4;30;15;6;7;1; ;7;1;1;1;3
2;39;2;7;4;3;85;0;86;85;98;77;80;100;60;100;100;100;32;45;71;100;50;20;10;7;7;10;5;10;10;10;10;9;9;5;10;10;10;0;1;10;10;10;10;5;5;10;10;10;7;8;10;10;7;10;0;1;5;2;2;1;10;2;0;10;10;10;0;8;1;0;1;1;10;10;17;5;100;100;24;8;30;20;1;10;6;Casnica;5;1;1;1;3
1;57;0;7;2;3;100;2;90;92;100;100;100;100;100;95;100;100;100;100;100;0;170;0;4;3;4;4;6;10;9;6;4;6;6;1;9;9;9;0;1;10;10;10;10;10;2;0;7;8;8;9;8;9;8;8;4;4;3;4;1;0;4;4;1;9;8;7;1;9;6;0;7;8;10;70;75;7;105;5;47;8;29;15;7;8;3; ;7;1;1;2;3
1;46;0;4;2;6;95;56;96;76;100;86;50;97;1;78;100;100;0;85;100;70;100;0;0;5;10;7;10;5;0;0;0;10;10;5;10;10;10;10;0;10;8;10;10;5;10;0;0;5;10;8;10;5;10;10;10;0;5;0;0;0;10;0;0;10;10;5;0;10;0;5;5;5;10;50;49;5;10;5;24;4;1;15;1;5;1; ;1;1;1;1;1
