RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2, 
05/15/2020 11:41:48 AM,1009,Taiwan ,ZH,8,3,5,2,6,6,7,4,5,8,3,3,0,6,9,50,25,25,5,6,7,5,4,10,10,5,3,2,1,2,3,3,7,1,2,3,3,10,5,7,6,8,6,6,5,5,5,7,6,8,5,6,6,6,2,5,3,5,5,5,5,2,3,5,5,3,3,4,6,7,32,5,3,6,1,50,3,4,1,,45,1,0,1,,6,,1,1,213,,
05/15/2020 11:43:16 AM,1331,Taiwan ,ZH,3,5,3,5,1,6,6,1,0,5,1,5,1,4,3,100,0,0,3,4,5,5,5,10,7,5,6,6,7,3,4,5,3,3,3,5,2,5,5,4,5,4,2,3,3,3,3,4,4,4,5,4,0,2,2,2,2,3,5,2,2,5,5,2,1,1,2,3,3,7,16,4,16,4,1,50,3,4,1,,23,1,0,3,,9,,1,1,213,,
05/15/2020 11:44:32 PM,1184,Taiwan ,ZH,5,6,5,5,5,5,6,5,5,5,4,5,4,5,5,75,10,15,4,3,5,6,5,6,6,5,6,6,6,6,5,6,5,5,6,5,5,5,6,6,5,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,6,4,5,4,5,4,4,5,5,5,5,5,6,0,2,5,11,5,1,25,300,4,2,,20,1,0,4,,6,,1,1,213,,
05/15/2020 11:53:22 AM,1522,Taiwan ,ZH,10,2,8,8,10,9,10,10,8,10,7,7,5,7,7,70,20,10,5,4,5,6,5,10,10,7,4,1,1,6,4,7,3,2,4,6,6,8,5,6,6,7,3,7,6,7,7,4,3,7,5,7,6,7,3,7,6,6,8,6,2,5,4,8,5,4,7,5,4,70,67,6,7,7,1,50,300,4,2,,20,1,0,4,,5,,1,1,213,,
05/15/2020 11:56:39 AM,932,Taiwan ,ZH,6,6,5,6,5,5,6,7,7,7,7,7,8,8,7,30,60,10,7,7,6,7,8,7,7,6,7,7,7,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,6,7,7,7,7,7,7,8,8,7,7,7,7,6,7,7,63,72,5,7,6,1,50,180,64,1,,40,1,0,1,,2,,1,1,213,,
05/15/2020 11:58:49 AM,1360,Taiwan ,ZH,10,3,7,10,10,10,9,9,8,10,7,9,9,10,10,95,0,5,9,8,8,8,9,10,10,10,8,7,7,6,10,10,9,1,4,8,9,8,9,8,8,8,10,9,8,10,9,10,8,8,3,3,7,6,8,5,8,9,3,10,10,6,2,7,7,2,8,7,9,5,20,5,10,8,1,25,3,4,1,,33,1,0,1,,4,,1,1,213,,
05/15/2020 11:59:23 PM,1039,Taiwan ,ZH,10,3,10,8,10,10,9,9,5,10,7,7,8,10,10,100,0,0,5,5,5,5,5,10,10,9,9,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,5,4,3,3,10,7,5,4,5,6,5,4,5,5,5,9,6,6,2,4,4,1,2,2,1,0,25,1,16,5,1,50,3,8,2,,38,1,0,1,,8,,1,1,213,,
05/15/2020 11:59:56 PM,2043,Taiwan ,ZH,10,10,8,10,10,10,10,10,8,10,10,5,5,10,10,70,15,15,2,3,5,7,4,10,8,10,9,7,5,1,7,7,10,1,1,9,8,9,7,8,6,7,0,2,5,1,2,6,9,8,1,4,2,1,3,2,5,2,6,9,8,1,0,3,2,4,0,0,5,35,25,5,5,4,2,25,1,4,2,,41,2,1,1,,7,,1,1,213,,
05/15/2020 12:01:49 PM,1230,Taiwan ,ZH,1,9,2,1,3,1,1,1,1,4,0,0,1,1,1,100,0,0,1,1,1,2,2,5,5,1,4,5,6,8,7,7,5,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,3,5,4,2,7,5,5,6,5,5,5,4,5,7,5,6,5,5,4,20,6,9,5,1,50,3,4,2,,50,1,0,1,,7,,1,1,213,,
05/15/2020 12:02:45 PM,768,Taiwan ,ZH,8,4,3,2,5,7,7,9,6,4,3,2,1,4,4,80,10,10,2,4,3,5,3,6,5,8,5,8,8,7,5,5,6,4,8,5,5,6,4,7,5,4,6,5,6,5,6,6,7,7,5,3,6,6,5,5,6,5,4,6,5,7,4,6,4,6,6,4,4,43,45,6,7,7,3,50,3,2,1,,41,3,1,1,,6,,2,2,213,,
05/15/2020 12:09:37 PM,1299,Taiwan ,ZH,8,4,5,5,10,10,10,10,5,10,2,3,2,2,8,80,10,10,5,5,5,10,1,10,10,8,5,1,5,5,5,5,7,5,5,8,8,9,8,5,5,5,5,10,7,8,10,8,8,10,5,5,5,5,6,10,6,7,5,8,8,6,0,8,7,1,10,10,7,0,10,5,11,8,3,50,300,8,2,,39,3,2,1,,3,,1,1,213,,
05/15/2020 12:11:32 PM,2025,Taiwan ,ZH,10,7,5,5,8,8,9,7,6,8,7,9,6,5,9,80,10,10,8,8,7,7,6,9,7,6,7,7,7,7,7,6,7,7,7,7,7,6,6,6,8,7,7,7,8,6,6,8,8,6,6,7,6,5,5,5,5,5,6,6,5,5,7,5,5,5,6,6,6,64,63,7,10,7,3,25,3,7,1,,42,3,1,1,,6,,1,1,213,,
05/15/2020 12:12:32 PM,790,Taiwan ,ZH,10,2,0,10,10,2,4,4,2,5,0,3,0,7,8,100,0,0,7,4,0,0,0,10,3,10,3,0,0,0,10,10,7,0,2,0,0,7,5,7,7,2,4,4,2,2,2,3,6,4,7,8,0,0,0,3,0,0,6,6,5,0,0,3,3,0,6,3,3,40,40,5,16,6,3,25,3,7,1,,29,3,2,6,House wife,6,,1,1,213,,
05/15/2020 12:19:53 PM,3629,Taiwan ,ZH,9,0,0,10,10,10,10,10,10,10,10,10,0,10,10,100,0,0,0,0,5,5,5,10,10,5,10,10,10,5,5,5,5,5,5,7,3,7,3,6,4,6,4,6,6,4,4,5,4,6,5,5,3,7,4,6,4,5,3,6,5,4,3,3,4,5,5,6,7,53,49,4,13,9,1,50,3,4,1,,35,1,0,1,,2,,1,1,213,,
05/15/2020 12:24:28 PM,754,Taiwan ,ZH,10,0,6,10,10,5,10,10,8,10,10,10,5,10,10,50,30,20,7,8,5,5,3,10,10,6,7,7,8,5,3,7,8,3,3,7,3,7,8,6,4,3,7,8,6,8,8,8,5,6,5,5,5,6,6,5,8,8,4,8,7,8,3,5,8,5,5,6,7,45,50,5,1,5,3,50,900,4,2,,40,3,2,6,House keeper,6,,1,1,213,,
05/15/2020 12:25:49 PM,5029,Taiwan ,ZH,8,3,6,5,10,6,6,5,2,8,3,6,3,6,9,70,20,10,6,6,5,5,3,9,6,5,3,3,2,5,9,8,10,3,5,7,7,7,8,8,7,6,6,8,7,7,8,8,7,6,7,5,3,7,3,5,5,5,7,6,6,3,5,5,2,8,5,6,6,20,20,5,10,8,1,25,3,7,1,,45,1,0,1,,6,,1,1,213,,
05/15/2020 12:28:26 PM,929,Taiwan ,ZH,9,3,10,8,8,10,10,9,4,8,4,9,8,10,9,30,35,35,9,8,1,1,1,10,7,3,2,2,2,1,9,10,9,1,1,4,5,8,8,2,8,3,9,8,8,9,9,10,8,9,2,4,2,3,6,3,3,5,3,9,8,4,3,3,3,2,2,2,3,8,20,4,11,8,3,50,3,4,2,,42,3,2,1,,4,,1,1,213,,
05/15/2020 12:29:43 PM,3313,Taiwan ,ZH,7,3,6,6,10,8,8,8,5,8,7,10,2,10,10,0,20,80,4,6,1,5,5,10,6,4,4,4,3,2,7,8,6,2,2,5,5,8,7,5,7,7,6,6,7,7,7,8,6,6,3,3,2,3,3,5,3,6,2,8,8,5,0,7,7,0,5,8,10,8,9,3,2,7,1,25,300,7,1,,40,1,0,1,,6,,1,1,213,,
05/15/2020 12:36:06 PM,1330,Taiwan ,ZH,9,5,6,8,5,10,7,9,8,7,8,8,8,9,9,30,40,30,7,7,7,8,5,10,10,5,5,5,5,5,8,9,9,0,1,8,8,7,8,8,10,7,9,8,8,7,8,8,7,6,10,7,2,5,5,3,6,6,1,5,5,1,1,5,5,5,6,6,6,69,49,8,13,10,2,50,300,I can't solve it,2,,24,2,0,1,,9,,1,1,213,,
05/15/2020 12:36:32 PM,5736,Taiwan ,ZH,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,0,3,0,0,5,10,10,0,0,0,0,7,7,10,10,0,0,10,0,0,2,8,8,10,5,8,10,7,7,6,7,9,10,0,5,1,5,5,5,6,0,10,10,0,0,8,8,6,0,0,9,0,75,5,16,4,1,50,3,0.5,1,,50,1,0,1,,5,,1,1,213,,
05/15/2020 12:39:53 PM,1499,Taiwan ,ZH,9,4,9,9,10,8,6,6,7,10,5,5,2,8,8,0,30,70,7,6,6,6,5,10,7,1,0,0,0,4,9,9,9,0,6,6,6,8,9,5,7,7,6,6,7,6,6,9,2,1,9,9,5,5,1,8,8,2,6,7,6,5,3,2,5,5,5,4,4,50,50,4,5,6,3,25,3,7,2,,33,3,0,1,,7,,1,1,213,,
05/15/2020 12:43:48 PM,1249,Taiwan ,ZH,8,3,4,4,10,8,9,7,5,9,7,9,7,10,10,75,15,10,7,7,5,5,5,10,10,9,9,8,5,10,7,7,7,5,8,4,4,3,3,3,4,4,8,8,7,7,8,8,8,8,7,4,7,5,6,5,5,6,7,8,7,5,3,6,7,4,6,7,6,29,30,3,9,7,3,50,3,1,1,,44,3,2,1,,5,,1,1,213,,
05/15/2020 12:45:54 PM,1570,Taiwan ,ZH,10,5,9,9,10,8,8,7,8,8,10,10,8,10,10,20,50,30,5,3,1,6,5,8,5,6,5,0,3,10,10,10,10,0,0,8,9,10,8,8,8,8,4,3,5,5,5,5,8,6,5,4,3,3,5,5,6,6,5,9,5,4,3,3,6,8,5,4,4,44,57,5,14,3,3,25,3,7,1,,55,3,3,1,,6,,1,1,213,,
05/15/2020 12:46:55 PM,1739,Taiwan ,ZH,7,3,7,10,10,7,7,6,7,0,0,6,0,10,10,100,0,0,3,2,0,0,0,10,3,10,6,6,3,7,10,10,10,0,5,0,0,0,0,0,0,0,2,2,2,7,7,5,8,3,7,4,0,0,0,8,0,0,8,5,0,0,0,0,0,5,5,0,5,61,65,5,5,5,3,25,3,7,1,,41,3,2,3,,7,,1,1,213,,
05/15/2020 12:48:27 PM,1262,Taiwan ,ZH,10,0,10,10,10,10,10,10,10,10,10,10,6,10,10,80,10,10,2,2,1,1,5,10,6,7,10,5,6,10,10,6,7,7,6,6,3,10,10,6,1,8,1,1,1,5,5,4,2,5,6,6,1,1,1,5,6,4,1,10,7,1,1,6,7,1,5,5,8,46,46,7,16,1,1,50,3,4,2,,42,1,0,1,,6,,1,1,213,,
05/15/2020 12:49:15 PM,1320,Taiwan ,ZH,9,10,10,10,10,9,10,10,10,10,6,6,5,10,10,20,40,40,0,0,6,5,5,9,9,5,6,2,2,2,9,9,10,2,2,9,9,9,9,10,10,10,2,2,3,6,4,6,1,2,2,9,2,2,2,6,8,5,5,5,4,5,1,8,8,6,6,5,8,49,57,5,16,2,3,50,300,44,1,,49,3,2,1,,6,,1,1,213,,
05/15/2020 12:50:28 PM,930,Taiwan ,ZH,9,6,7,7,7,7,9,8,8,8,7,8,7,7,7,35,35,30,7,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,8,7,7,8,8,8,8,7,8,8,7,7,7,8,8,8,8,8,8,8,10,8,8,8,7,74,71,7,7,7,3,25,3,8,1,,32,3,0,1,,4,,1,1,213,,
05/15/2020 12:50:47 PM,847,Taiwan ,ZH,10,4,4,4,10,9,9,9,7,7,4,5,2,4,9,60,30,10,3,5,8,5,5,5,4,5,3,4,3,4,4,3,7,1,2,10,9,9,9,8,9,5,7,7,7,9,9,8,8,10,6,6,2,3,3,2,3,3,2,2,2,2,4,3,1,2,3,3,3,16,31,6,3,6,1,50,3,16,1,,42,1,0,1,,6,,1,1,213,,
05/15/2020 12:58:56 PM,2083,Taiwan ,ZH,10,6,7,10,10,10,10,10,10,9,10,10,5,9,10,80,10,10,6,8,7,7,6,10,10,4,5,3,3,3,5,4,6,7,6,5,5,5,5,6,7,7,6,6,7,7,7,8,5,6,7,8,5,5,5,7,5,6,6,8,7,10,8,6,6,6,9,10,4,61,72,7,4,7,3,50,300,32,2,,45,3,3,1,,9,,1,1,213,,
05/15/2020 12:59:11 PM,1440,Taiwan ,ZH,5,3,5,5,8,8,9,9,9,9,7,9,3,9,5,50,50,0,5,6,6,6,5,8,10,8,7,7,7,6,8,7,8,4,3,5,6,8,7,6,5,5,6,7,6,7,6,7,6,7,6,6,6,6,5,6,6,5,6,8,9,8,5,5,5,7,7,7,5,50,55,6,16,7,3,50,900,5,2,,52,3,4,3,,5,,1,1,213,,
05/16/2020 01:00:18 AM,1595,Taiwan ,ZH,9,4,5,10,10,10,10,10,8,10,5,4,4,8,10,100,0,0,5,5,5,5,5,10,5,10,10,8,8,8,8,10,10,1,5,5,5,10,8,5,5,6,3,5,5,6,5,7,8,5,7,5,2,6,5,6,5,7,3,8,7,3,1,5,2,5,5,3,5,50,50,5,10,4,3,50,3,4,1,,29,3,2,6,House keeper,7,,1,1,213,,
05/16/2020 01:05:26 PM,1333,Taiwan ,ZH,9,9,10,9,10,9,9,9,10,10,9,9,9,9,9,30,35,35,7,5,7,7,7,10,10,8,6,5,5,5,6,6,8,5,5,5,6,7,6,6,6,7,7,6,5,6,5,6,8,6,6,5,5,5,4,5,5,5,5,6,6,6,6,9,5,6,5,6,6,23,31,4,5,7,3,50,300,8,1,,43,3,3,2,,6,,1,1,213,,
05/16/2020 01:05:28 AM,1124,Taiwan ,ZH,9,1,1,4,10,10,9,5,6,10,4,10,5,9,7,80,10,10,8,7,7,5,7,5,5,5,5,5,5,6,5,6,9,4,7,8,7,8,8,5,4,8,10,9,7,7,5,7,8,7,7,5,5,5,5,3,3,7,5,5,7,6,4,5,5,3,5,6,5,37,32,5,5,8,3,25,3,2,1,,49,3,2,1,,6,,1,1,213,,
05/16/2020 01:06:03 PM,2650,Taiwan ,ZH,5,5,9,5,5,6,7,7,5,10,5,5,0,7,9,100,0,0,5,5,5,5,5,10,8,5,0,0,0,7,10,10,10,0,0,8,7,10,10,10,10,10,5,7,10,7,7,7,10,8,0,0,5,5,0,5,5,1,5,9,8,0,0,0,0,5,0,0,0,15,20,5,9,10,1,25,3,7,1,,56,1,2,3,,6,,1,1,213,,
05/16/2020 01:06:06 AM,1177,Taiwan ,ZH,7,7,8,7,7,7,7,6,6,6,6,6,6,7,7,80,10,10,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,6,8,8,8,7,8,8,8,7,8,8,8,7,8,8,8,8,8,8,8,7,8,7,8,7,8,68,43,6,8,7,3,25,3,7,1,,44,3,2,1,,6,,1,1,213,,
05/16/2020 01:10:28 AM,1050,Taiwan ,ZH,9,8,8,9,10,10,10,10,7,7,3,3,2,4,6,60,20,20,7,7,7,8,8,7,7,5,5,5,5,2,8,8,8,2,2,6,6,6,6,6,6,6,8,8,6,6,6,7,8,7,1,1,5,1,1,1,7,7,1,8,8,1,1,5,6,4,6,3,4,5,20,5,5,8,3,125,3,7,1,,45,3,1,1,,4,,1,1,213,,
05/16/2020 01:14:29 AM,762,Taiwan ,ZH,3,5,7,8,10,10,10,10,10,10,7,4,5,8,10,90,1,9,4,5,4,6,5,10,9,9,9,1,3,4,6,6,7,3,3,6,4,7,6,6,7,7,5,4,6,7,7,7,8,3,4,6,3,6,6,8,6,7,7,6,7,6,3,6,8,2,8,8,6,23,38,4,4,4,1,50,3,4,2,,22,1,0,4,,8,,1,1,213,,
05/16/2020 01:15:35 AM,2896,Taiwan ,ZH,10,1,8,9,10,5,10,10,1,8,0,3,1,10,10,60,30,10,4,2,5,5,5,10,10,10,9,10,0,5,6,8,8,1,2,0,0,1,0,9,7,10,1,5,1,2,2,2,3,1,7,8,2,3,0,6,1,0,4,5,5,0,4,1,3,7,3,1,6,16,41,5,7,5,3,50,100,4,1,,36,3,2,1,,10,,1,1,213,,
05/16/2020 01:16:56 AM,4971,Taiwan ,ZH,8,5,2,7,7,7,6,8,9,8,5,5,5,8,7,100,0,0,3,5,5,7,5,10,4,1,1,0,0,5,9,9,9,0,5,2,2,10,1,9,5,7,1,1,1,1,2,0,3,5,7,9,0,1,0,5,5,1,5,10,7,1,0,7,6,2,7,6,10,5,60,4,9,3,1,50,3,7,1,,22,1,0,4,,6,,1,1,213,,
05/16/2020 01:22:35 PM,2434,Taiwan ,ZH,10,4,6,6,10,10,10,10,10,10,6,10,5,6,10,100,0,0,7,5,5,5,3,10,10,10,9,9,5,5,9,10,10,0,0,5,10,10,10,10,8,8,9,8,10,5,7,8,5,5,5,6,4,5,5,5,7,5,5,10,9,4,0,7,7,0,5,0,8,57,56,4,9,7,3,25,3,4,1,,56,3,2,5,,6,,1,1,213,,
05/16/2020 01:24:26 PM,1160,Taiwan ,ZH,6,6,7,6,5,6,7,6,7,7,7,6,6,6,6,60,20,20,9,9,5,5,6,9,8,6,6,5,5,6,6,6,6,8,6,7,7,7,7,8,7,8,7,6,8,8,8,6,8,8,9,5,6,6,7,6,6,7,6,7,7,7,6,7,6,6,5,6,5,69,55,6,1,9,3,50,3,4,1,,37,3,2,1,,6,,1,1,213,,
05/16/2020 01:30:10 AM,863,Taiwan ,ZH,10,4,10,7,10,10,10,10,10,10,5,7,6,10,10,50,30,20,7,7,5,7,7,10,10,10,10,10,10,5,10,10,10,0,3,5,10,10,10,10,10,10,8,10,10,10,10,10,10,10,0,0,1,5,10,10,10,10,10,10,10,4,5,5,5,5,7,6,4,12,20,5,1,5,3,150,300,10,2,,39,3,2,1,,6,,1,1,213,,
05/16/2020 01:35:21 AM,868,Taiwan ,ZH,7,0,2,0,1,8,7,6,6,7,6,4,4,7,9,80,15,5,3,2,1,4,2,9,4,4,5,5,7,5,3,2,3,2,2,4,4,4,5,4,4,4,5,4,5,5,4,4,3,6,5,5,6,5,3,4,7,7,7,6,5,6,6,5,5,6,5,5,8,7,17,1,14,2,1,50,3,4,2,,33,1,0,1,,6,,1,1,213,,
05/16/2020 01:35:44 PM,2257,Taiwan ,ZH,10,9,7,9,10,10,10,10,10,10,6,7,7,10,10,50,40,10,8,8,8,8,8,10,10,4,3,0,0,7,7,8,0,4,1,7,8,8,10,8,4,4,9,8,8,7,8,8,6,6,6,8,7,6,5,4,4,10,8,7,8,5,5,5,5,7,6,5,5,52,52,5,10,8,3,50,1,0.5,1,,44,3,2,1,,6,,1,1,213,,
05/16/2020 01:41:13 PM,1249,Taiwan ,ZH,10,5,10,10,10,10,10,10,10,10,5,4,3,5,5,10,60,30,10,4,5,4,5,10,10,10,10,10,10,3,5,6,7,2,3,5,5,10,9,8,7,7,7,7,6,6,6,6,7,7,8,6,10,3,6,6,6,4,6,6,5,5,6,6,5,7,7,6,8,66,60,5,6,8,3,125,3,2,1,,28,3,2,1,,6,,1,1,213,,
05/16/2020 01:41:48 PM,1183,Taiwan ,ZH,5,0,5,0,9,10,10,10,5,10,10,5,0,7,5,60,20,20,7,6,10,1,1,10,10,6,3,1,1,10,5,1,10,1,2,5,4,5,5,5,5,4,5,7,3,1,2,8,5,5,5,5,1,1,1,10,1,1,1,5,1,1,1,5,1,5,5,5,2,50,25,0,9,3,3,50,300,4,2,,42,3,1,2,,1,,1,1,213,,
05/16/2020 01:42:38 AM,1412,Taiwan ,ZH,8,8,8,9,10,9,10,8,8,9,9,9,10,10,10,80,10,10,4,6,6,6,6,10,10,10,10,10,10,8,8,8,8,5,5,8,8,8,6,6,9,9,5,6,8,8,8,9,4,6,3,3,5,2,3,5,6,6,5,7,7,3,3,3,5,5,4,4,6,5,10,1,5,6,1,25,3,4,1,,38,1,1,1,,5,,1,1,213,,
05/16/2020 01:44:44 PM,1869,Taiwan ,ZH,9,1,10,10,10,10,9,10,6,10,10,10,5,10,10,40,60,0,0,8,0,5,5,10,10,0,0,0,0,5,10,10,6,5,5,0,10,10,10,10,6,5,7,5,10,8,9,10,8,10,5,2,6,5,6,0,7,10,0,10,10,7,0,7,7,8,8,7,7,50,40,6,10,10,3,25,3,7,1,,59,3,2,1,,5,,1,1,213,,
05/16/2020 01:44:56 PM,764,Taiwan ,ZH,8,1,6,7,10,9,6,7,4,4,5,5,6,8,10,100,0,0,6,5,5,5,5,9,6,0,0,0,0,9,6,7,6,2,5,5,5,5,3,4,3,3,6,6,4,6,6,6,8,7,1,0,4,4,4,6,5,5,4,8,7,6,1,3,3,6,6,6,5,6,18,7,1,5,3,25,3,4,1,,47,3,1,1,,6,,1,1,213,,
05/16/2020 01:45:51 PM,1412,Taiwan ,ZH,0,2,3,1,3,4,7,6,9,6,6,3,6,5,5,100,0,0,9,7,8,9,5,4,7,6,6,2,5,7,10,4,4,8,6,4,3,3,3,3,6,6,6,7,4,4,8,9,4,5,5,7,6,6,9,8,5,4,6,7,6,6,5,8,5,7,5,9,7,66,78,7,8,2,1,25,3,7,1,,35,1,0,1,,6,,1,1,213,,
05/16/2020 01:46:48 PM,1471,Taiwan ,ZH,10,0,6,5,10,10,10,10,5,10,0,5,0,10,10,0,100,0,8,6,0,10,0,10,10,5,0,0,0,0,10,10,10,0,0,10,0,10,5,5,10,10,8,10,10,10,10,10,3,3,7,8,0,0,0,0,0,0,0,10,10,10,0,10,10,0,5,1,6,20,50,8,6,8,1,25,3,7,2,,26,1,0,1,,4,,1,1,213,,
05/16/2020 01:47:20 AM,1207,Taiwan ,ZH,10,2,10,6,10,10,10,10,8,8,4,6,0,4,10,100,0,0,7,8,5,7,5,10,10,7,7,3,3,9,9,10,10,0,0,7,10,10,10,10,10,10,10,10,10,9,9,10,10,10,2,1,2,5,1,5,10,7,2,10,10,2,1,3,6,1,7,5,7,10,60,5,16,9,3,25,3,7,1,,48,3,1,2,,6,,1,1,213,,
05/16/2020 01:54:40 AM,1174,Taiwan ,ZH,7,5,6,8,8,7,7,8,8,7,4,5,5,6,10,40,40,20,6,5,5,5,5,10,10,5,5,5,5,5,10,10,9,5,5,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,4,6,5,5,7,7,6,5,7,7,7,7,7,8,4,7,7,5,53,51,3,9,6,1,25,3,4,2,,24,1,0,4,,6,,1,1,213,,
05/16/2020 01:54:44 PM,1334,Taiwan ,ZH,10,0,5,10,10,10,10,10,0,10,0,0,0,5,5,100,0,0,10,5,5,5,5,10,10,10,0,0,0,0,10,10,10,0,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,0,0,10,10,10,0,0,10,0,10,10,10,0,10,10,10,10,10,10,0,2,10,1,10,3,25,3,7,1,,47,3,1,1,,1,,1,1,213,,
05/16/2020 02:02:32 PM,1308,Taiwan ,ZH,10,3,6,10,10,10,10,10,5,10,3,5,0,5,5,90,5,5,5,0,1,5,1,8,8,0,0,0,0,8,10,10,10,10,5,5,5,5,5,5,5,5,0,6,5,5,5,8,9,7,5,10,5,5,7,5,8,7,5,10,10,1,3,5,5,3,5,5,8,34,37,5,1,5,3,50,3,8,1,,63,3,3,1,,7,,1,1,213,,
05/16/2020 02:05:21 PM,2108,Taiwan ,ZH,9,8,10,10,10,10,10,8,6,8,0,4,2,7,8,50,30,20,3,5,2,5,5,10,10,0,0,0,0,0,0,6,7,0,5,10,10,10,10,9,8,6,6,6,8,8,9,9,2,3,2,8,0,2,0,6,9,8,8,4,7,7,4,7,2,8,2,7,7,1,5,2,3,7,1,25,300,7,2,,21,1,0,4,,9,,1,1,213,,
05/16/2020 02:11:30 AM,1197,Taiwan ,ZH,10,1,7,10,10,10,10,10,8,10,5,7,5,9,10,30,40,30,2,2,5,7,5,10,5,8,3,2,0,5,10,10,10,0,1,8,9,9,9,5,8,8,5,5,5,8,8,5,5,5,3,3,5,1,6,8,7,9,9,7,9,3,0,6,7,5,2,0,1,60,60,5,7,5,3,25,3,7,2,,44,3,2,3,,9,,1,1,213,,
05/16/2020 02:12:21 PM,2745,Taiwan ,ZH,5,7,6,5,4,6,10,10,10,10,5,5,1,5,10,0,50,50,5,5,1,1,0,10,2,5,7,5,5,5,3,3,5,0,0,6,6,6,6,5,6,7,8,6,5,5,5,10,10,7,4,5,5,4,5,4,5,5,5,10,6,3,1,4,3,2,5,2,10,5,10,5,11,9,2,50,300,4,1,,28,2,0,4,,5,,1,1,213,,
05/16/2020 02:12:41 PM,2218,Taiwan ,ZH,9,1,1,10,10,5,5,5,1,5,5,9,5,9,10,50,50,0,7,7,10,10,5,5,5,0,0,0,0,5,0,10,10,0,0,0,5,10,5,10,5,0,10,5,5,5,5,10,10,10,0,0,5,0,5,0,5,10,5,10,10,5,0,0,7,0,5,5,5,20,10,5,7,7,3,25,3,4,1,,60,3,3,3,,7,,1,1,213,,
05/16/2020 02:14:55 AM,1249,Taiwan ,ZH,10,0,10,10,10,10,10,10,1,10,10,5,0,10,10,50,25,25,5,5,1,10,5,10,5,1,1,1,1,5,10,10,10,0,10,0,0,5,5,5,5,5,5,5,5,5,5,10,10,5,0,0,0,0,0,0,5,5,5,10,10,5,0,10,10,0,5,5,10,52,52,5,9,7,3,25,3,4,2,,64,3,2,5,,6,,1,1,213,,
05/16/2020 02:15:13 PM,1132,Taiwan ,ZH,10,0,10,10,10,10,10,10,10,10,5,10,5,5,5,100,0,0,8,7,0,5,0,10,10,10,10,10,5,5,10,10,10,0,0,5,5,10,5,5,5,5,5,5,5,5,5,10,7,5,0,0,0,0,7,5,5,5,5,5,5,8,0,5,5,5,5,0,0,52,51,5,5,5,3,50,300,8.5,2,,51,3,2,1,,6,,1,1,213,,
05/16/2020 02:15:30 AM,1222,Taiwan ,ZH,9,6,6,10,10,10,10,8,10,10,0,0,0,0,7,50,25,25,7,6,0,7,0,10,10,6,0,0,0,6,6,6,7,0,5,10,5,5,8,5,5,5,7,7,7,7,6,7,6,6,6,4,5,0,5,8,6,5,7,6,6,6,6,6,7,6,5,6,5,48,59,7,10,5,1,25,300,16,1,,23,1,0,4,,6,,1,1,213,,
05/16/2020 02:19:40 AM,1165,Taiwan ,ZH,8,4,6,4,8,8,7,7,3,7,2,5,1,7,8,50,25,25,7,7,7,6,7,8,7,2,3,2,3,2,2,3,6,5,5,5,5,6,4,6,6,6,8,8,7,6,7,7,3,5,7,3,6,4,6,5,5,6,5,6,6,6,5,6,6,5,6,6,6,30,13,5,1,9,3,50,3,4,1,,48,3,2,1,,4,,1,1,213,,
