,RecordDate,Duration_sec,Language,Country,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity_1,national_identity_2,Conspiracy_theories_1,Conspiracy_theories_2,Conspiracy_theories_3,Conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,Self.esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,MORAL_ID_1,MORAL_ID_2,MORAL_ID_3,MORAL_ID_4,MORAL_ID_5,MORAL_ID_6,MORAL_ID_7,MORAL_ID_8,MORAL_ID_9,MORAL_ID_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marital,children,employment_status,employment_status_other,Ladder,urban,tested_positive,know_tested_positive,education_status,education_status_other,region,latest_vote,latest_vote_other,AttCheck_nobots
1,4/28/2020 21:48,629,MK,North Macedonia,10,0,10,10,10,NA,NA,NA,NA,NA,8,8,4,9,89,0,50,50,NA,NA,0,0,0,2,0,0,0,0,0,2,10,8,9,0,0,NA,NA,NA,NA,NA,NA,NA,86,82,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60,7,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
2,5/2/2020 16:33,2638,MK,North Macedonia,10,0,10,10,10,7,9,10,8,10,10,10,0,10,100,50,35,15,5,7,0,0,50,10,8,40,10,10,0,2,10,10,10,0,0,6,10,9,10,9,10,10,NA,80,8,9,10,10,10,10,8,2,9,0,7,0,0,0,3,0,5,10,0,0,3,0,0,5,7,10,50,70,4,15,7,25,3,7,2,,55,3,2,1,,5,1,1,1,7,,7,NA,,
3,4/28/2020 20:31,1463,MK,North Macedonia,7,6,6,6,7,5,6,10,3,7,10,4,0,4,100,0,100,0,3,3,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,10,2,1,10,2,2,0,60,60,7,7,8,8,9,9,1,0,10,0,0,0,0,2,8,0,10,10,8,0,10,6,0,6,7,10,80,80,5,16,8,25,NA,7,1,,45,1,0,3,,9,2,2,2,4,,7,11,ne glasav,213
4,5/1/2020 0:07,2701,MK,North Macedonia,10,0,10,10,2,10,10,10,10,10,10,10,10,10,100,70,20,10,8,8,60,80,100,10,10,100,100,100,100,10,10,10,10,0,2,9,6,10,2,10,10,10,75,74,NA,NA,5,5,8,8,3,3,9,0,3,3,0,0,0,1,10,10,5,1,3,5,0,9,9,5,40,20,10,2,10,25,NA,2,1,,47,3,3,1,,5,2,1,2,7,,4,5,,213
5,4/28/2020 19:33,946,MK,North Macedonia,10,0,10,9,10,10,10,10,10,10,5,5,5,10,100,0,100,0,4,4,0,0,0,0,0,100,30,40,40,8,10,10,10,0,0,10,10,10,10,10,10,10,64,24,7,7,7,9,10,10,2,2,8,0,6,3,2,2,2,1,9,9,1,1,2,2,NA,9,9,1,50,50,2,2,9,50,100,4,1,,35,2,0,6,,6,1,1,2,6,,7,4,,213
6,5/2/2020 14:00,1765,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,0,50,50,7,8,50,80,90,10,10,NA,NA,NA,NA,8,10,9,9,0,1,10,0,9,8,5,5,0,100,100,10,9,10,10,9,8,0,0,NA,5,0,0,0,5,5,5,8,10,5,0,9,9,9,0,0,8,50,80,NA,2,10,25,900,7,1,,64,3,2,1,,6,1,1,1,6,,NA,13,,213
7,5/1/2020 17:54,938,MK,North Macedonia,10,0,10,10,10,10,10,10,5,10,9,9,0,9,100,50,50,0,9,9,70,50,50,8,9,50,50,50,50,5,10,10,10,0,5,10,10,9,10,5,5,5,100,100,8,9,9,10,10,10,5,0,10,0,2,7,0,9,9,3,10,10,10,0,10,8,0,7,7,8,50,50,5,16,10,50,NA,4,2,,43,3,0,1,,3,1,1,1,7,,7,13,,213
8,5/1/2020 14:31,787,MK,North Macedonia,10,5,5,5,10,5,5,10,10,10,5,5,5,10,100,70,20,10,5,5,50,50,50,8,8,100,100,100,100,9,10,10,10,0,0,6,5,9,10,4,5,0,51,100,8,10,10,10,5,5,5,4,7,7,5,9,1,10,9,9,10,10,7,1,5,5,0,0,7,7,50,50,0,16,5,50,100,4,2,,45,3,2,1,,5,1,1,1,6,,4,4,,213
9,4/28/2020 20:07,7355,MK,North Macedonia,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,1,1,0,50,50,50,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,1,1,0,0,0,0,0,5,5,5,5,5,10,1,0,10,NA,10,0,1,3,0,100,40,5,9,0,NA,NA,NA,2,,51,3,2,5,,10,1,2,2,5,,NA,4,,213
10,4/28/2020 21:37,776,MK,North Macedonia,5,0,0,8,10,10,10,10,10,3,4,7,0,7,50,80,10,10,5,2,0,0,0,5,5,0,0,0,0,3,10,8,8,0,0,5,7,10,6,5,5,5,50,50,2,5,5,4,6,10,5,2,6,0,7,6,4,6,5,5,8,8,5,2,8,10,2,7,4,8,20,20,3,8,6,50,300,7,1,,36,2,0,1,,3,1,1,1,8,,8,4,,213
11,4/30/2020 21:24,1045,MK,North Macedonia,0,1,3,3,10,0,1,2,0,0,2,2,0,5,50,80,20,0,5,3,50,70,100,7,7,60,90,90,90,9,10,10,10,0,4,7,10,10,9,0,9,9,50,65,1,1,1,0,1,2,10,6,3,0,1,5,8,7,1,5,5,8,0,0,5,5,NA,1,2,8,50,60,6,16,3,50,3,4,2,,46,1,1,2,,4,1,1,1,6,,7,13,,213
12,5/1/2020 23:35,1450,MK,North Macedonia,10,1,8,9,8,10,10,10,10,10,1,5,0,5,100,0,90,10,8,7,0,0,10,5,5,70,0,0,0,0,10,10,10,0,0,0,5,10,5,5,10,10,100,100,8,5,8,10,8,9,5,7,8,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,2,20,50,5,3,8,50,NA,4,1,,45,3,1,1,,6,1,1,1,5,,7,4,,213
13,5/2/2020 18:22,1659,MK,North Macedonia,10,1,10,10,9,10,10,10,10,10,7,7,7,7,70,90,8,2,3,6,30,30,30,6,2,0,0,0,0,3,10,10,10,1,1,7,5,6,5,5,5,5,90,75,7,8,9,7,3,7,9,3,3,0,2,5,5,5,2,6,10,9,4,0,8,3,0,2,2,9,10,20,5,16,6,50,3,7,1,,27,1,0,3,,2,1,1,1,6,,7,13,,213
14,5/1/2020 17:04,729,MK,North Macedonia,10,0,10,10,10,0,0,10,9,5,10,10,10,10,100,0,100,0,9,8,0,0,0,0,0,0,0,0,0,7,10,10,10,0,0,5,5,5,5,5,5,5,84,50,8,6,8,9,9,9,0,2,9,0,6,0,0,0,0,0,10,10,0,0,7,8,0,0,5,5,50,50,5,16,8,50,3,4,2,,43,2,0,1,,4,1,1,1,8,,7,13,,213
15,5/1/2020 10:13,1464,MK,North Macedonia,10,0,10,10,10,9,9,9,0,9,10,10,0,9,92,50,30,20,5,5,0,0,0,5,7,0,0,0,0,10,10,10,10,0,9,5,5,6,5,8,7,7,29,50,5,5,4,6,7,7,5,1,5,0,7,2,2,5,1,7,8,8,8,0,8,8,0,9,9,10,50,50,3,8,5,50,3,7,1,,67,3,2,5,,6,1,1,2,6,,4,4,,213
16,4/30/2020 19:49,959,MK,North Macedonia,10,0,9,9,10,8,8,8,6,8,10,10,10,10,100,30,35,35,6,5,0,0,0,0,0,20,20,20,20,3,10,10,10,0,0,2,2,2,8,6,8,8,18,30,8,10,10,10,2,6,10,8,2,0,4,2,2,6,2,2,8,8,7,2,8,8,1,1,2,10,60,80,2,16,3,NA,900,4,1,,30,1,0,1,,6,1,2,1,5,,7,4,,213
17,4/28/2020 20:04,8720,MK,North Macedonia,7,7,9,8,9,10,10,10,7,10,10,10,5,5,80,50,40,10,6,6,0,20,50,5,4,50,10,10,10,0,9,9,10,0,0,5,8,5,5,5,8,8,73,80,8,7,8,9,5,8,4,1,10,0,2,8,5,10,7,7,10,10,7,0,5,5,0,5,7,10,50,70,3,13,7,NA,NA,NA,1,,29,1,0,6,,5,1,1,1,5,,7,13,,213
18,4/30/2020 22:18,849,MK,North Macedonia,8,0,9,10,10,10,10,10,10,10,10,10,7,10,100,80,20,0,7,6,50,50,50,7,7,70,30,20,10,6,10,10,10,0,0,10,10,10,10,10,10,10,83,100,7,9,9,10,6,9,4,0,9,0,8,5,2,5,0,0,5,9,2,0,5,5,0,5,5,5,80,80,0,16,6,25,3,4,2,,40,3,1,1,,6,1,1,2,7,,7,13,,213
19,5/2/2020 7:40,2299,MK,North Macedonia,10,0,10,10,10,9,10,10,10,10,6,10,3,9,90,80,0,20,3,3,0,0,0,1,3,20,20,20,20,0,10,10,10,0,0,8,8,10,10,1,0,0,30,60,3,6,8,4,10,10,2,2,8,0,2,2,2,2,1,4,10,10,10,0,10,10,0,10,10,10,10,40,4,12,3,125,300,7,1,,65,3,2,1,,3,1,1,1,6,,7,13,,213
20,4/30/2020 13:06,1345,MK,North Macedonia,10,0,10,10,10,10,10,10,8,10,10,10,8,10,100,0,50,50,7,8,0,50,50,5,5,50,20,50,50,2,9,10,10,0,1,10,10,8,5,2,2,2,70,60,7,5,5,9,8,9,2,3,5,0,2,2,0,0,5,0,10,8,0,0,5,2,0,0,0,5,50,50,7,14,9,25,NA,7,2,,24,1,0,3,,6,1,1,1,6,,7,4,,213
21,4/28/2020 17:37,1149,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,0,20,80,10,8,80,80,40,0,0,50,0,50,20,7,10,10,10,5,8,10,4,10,10,10,7,2,96,100,10,8,10,10,8,9,1,3,10,0,2,7,0,8,4,7,10,10,3,0,9,8,0,4,8,2,50,70,7,16,10,50,3,4,2,,28,2,0,1,,3,1,1,2,6,,7,4,,213
22,4/28/2020 19:56,517,MK,North Macedonia,10,5,10,9,8,9,10,10,10,10,8,9,9,10,82,60,30,10,7,6,100,100,100,10,10,NA,NA,80,NA,NA,10,10,8,9,10,5,3,NA,NA,NA,NA,NA,100,100,9,4,10,10,9,10,10,0,10,8,NA,6,1,10,9,4,10,10,10,0,9,8,0,9,10,10,70,60,4,10,6,50,NA,NA,1,,28,3,0,2,,3,1,1,1,6,,9,4,,213
23,4/29/2020 22:14,1932,MK,North Macedonia,10,0,10,5,10,10,10,10,10,10,10,10,0,10,100,0,50,50,5,8,10,10,100,10,10,100,100,100,100,10,10,10,10,1,1,7,5,5,5,5,5,9,50,NA,10,0,10,10,8,8,8,2,10,0,0,0,0,0,0,0,8,8,9,1,5,7,1,5,5,8,0,50,5,2,8,NA,NA,NA,2,,50,1,2,1,,6,1,1,2,5,,NA,13,,213
24,4/29/2020 10:21,28772,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,8,10,100,50,40,10,5,8,0,0,0,0,0,50,10,50,0,1,10,10,10,0,0,10,10,10,10,10,10,10,87,90,10,10,9,10,9,10,1,2,8,0,0,8,5,10,9,5,10,10,0,0,9,9,0,10,9,5,50,50,3,4,10,NA,NA,NA,1,,60,3,2,1,,3,1,1,2,6,,10,4,,213
25,5/2/2020 14:10,1299,MK,North Macedonia,5,1,10,10,9,10,7,9,9,0,9,10,6,9,99,70,30,0,NA,6,50,50,60,8,9,100,50,50,80,10,10,1,5,5,5,5,5,9,5,5,5,5,82,82,6,7,9,8,5,9,1,1,6,0,5,5,5,2,6,5,5,6,8,6,8,7,1,6,5,7,50,50,NA,2,9,25,3,2,1,,30,3,1,1,,6,1,1,2,6,,7,13,,213
26,4/28/2020 19:56,1657,MK,North Macedonia,10,0,9,10,10,10,10,10,10,8,10,10,8,10,100,0,75,25,7,6,0,0,0,1,1,0,0,0,0,2,10,10,10,0,0,7,9,9,10,2,10,2,100,100,3,3,6,4,7,9,6,2,7,0,0,0,0,0,1,1,10,10,0,0,7,7,1,8,8,10,20,40,4,16,6,25,3,7,1,,45,3,1,1,,3,1,1,2,7,,7,4,,213
27,5/1/2020 11:47,779,MK,North Macedonia,7,7,7,8,8,4,7,8,9,8,0,0,0,1,4,20,50,30,8,8,70,80,70,10,10,0,0,20,40,2,8,9,9,7,7,0,3,6,7,6,6,7,74,86,7,10,8,7,9,8,6,2,8,7,3,5,4,3,3,3,10,8,8,7,7,7,7,7,7,8,10,10,6,10,8,25,3,5,1,,23,1,0,4,,6,1,1,1,5,,8,5,,213
28,4/28/2020 18:28,4877,MK,North Macedonia,9,1,10,9,10,10,9,10,10,9,7,8,1,9,84,50,30,20,6,5,50,60,70,8,8,20,10,20,20,6,1,9,3,1,5,7,5,7,7,5,NA,8,74,73,5,3,6,9,9,9,1,1,8,7,6,7,3,6,6,1,10,7,1,1,8,9,2,5,9,9,30,30,1,3,8,NA,NA,NA,2,,47,1,1,1,,6,1,1,1,7,,7,11,redovno ne glasam,213
29,5/2/2020 12:09,667,MK,North Macedonia,10,3,10,10,10,10,10,10,10,10,2,10,1,10,100,0,50,50,7,9,0,0,0,8,10,0,0,0,0,3,10,10,10,0,0,0,10,10,9,10,10,10,70,100,10,10,10,10,3,10,2,0,8,0,0,1,0,0,0,0,10,10,6,0,10,10,0,10,10,0,50,50,4,16,9,50,3,4,2,,44,1,0,6,,4,1,1,1,7,,7,12,,213
30,5/4/2020 7:51,680,MK,North Macedonia,10,10,10,10,10,6,6,10,9,9,1,0,0,0,100,25,45,30,4,3,0,0,0,1,0,0,0,0,0,4,6,6,7,0,1,10,0,10,10,10,10,10,61,30,6,7,6,6,7,6,8,9,6,7,10,10,9,7,7,9,10,8,8,0,10,6,0,10,10,10,0,30,3,2,4,NA,NA,NA,1,,24,1,0,1,,8,1,2,2,6,,6,13,,213
31,5/3/2020 16:56,4178,MK,North Macedonia,9,3,4,7,1,2,2,7,2,2,10,10,4,10,100,25,50,25,4,4,10,10,80,7,8,90,90,90,80,5,8,8,10,2,2,0,0,4,6,6,5,5,70,70,4,2,4,5,5,2,4,5,2,0,6,2,9,3,1,6,7,7,1,2,2,8,5,2,0,5,40,70,1,14,6,125,3,4,2,,32,3,1,3,,6,1,1,1,6,,7,4,,213
32,5/2/2020 7:24,123641,MK,North Macedonia,8,3,8,10,10,7,7,10,5,8,6,10,4,10,85,90,10,0,7,6,0,0,0,3,2,10,0,10,0,2,10,10,10,0,0,10,10,10,8,2,4,8,50,80,6,8,8,9,2,6,4,10,3,0,6,7,4,9,6,1,9,9,5,0,6,6,0,7,6,8,80,40,1,15,3,25,3,7,1,,30,1,0,6,freelance -невработен со различни ангажмани,5,1,1,1,5,,4,4,,213
33,5/2/2020 14:24,1232,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,5,10,50,40,50,10,8,5,50,50,70,10,10,60,50,50,50,9,10,10,10,6,0,10,7,10,10,5,6,7,100,100,8,0,10,10,5,10,6,0,10,6,0,10,0,6,8,5,10,10,5,0,7,5,7,1,5,5,50,50,5,2,8,25,3,NA,1,,31,3,2,2,,7,1,1,1,6,,1,13,,213
34,4/28/2020 22:49,2459,MK,North Macedonia,10,1,10,9,10,8,8,10,10,4,9,10,9,10,87,10,70,20,8,7,50,60,50,7,6,10,0,0,0,7,10,10,10,1,3,7,9,9,9,8,10,10,87,98,8,9,8,9,9,10,7,0,7,0,3,4,1,8,8,1,6,9,9,0,8,9,1,6,10,9,30,40,5,16,6,NA,NA,NA,2,,45,3,2,1,,4,1,1,1,6,,10,13,,213
35,5/3/2020 22:22,1652,MK,North Macedonia,8,4,7,9,10,8,9,6,0,1,8,10,2,10,100,40,40,20,3,5,10,10,10,1,1,10,0,0,0,2,9,8,7,2,2,6,7,9,8,0,6,8,79,85,2,3,5,5,8,9,5,6,8,0,1,3,8,8,2,4,9,7,2,0,3,2,2,1,3,9,20,30,5,3,8,50,3,7,1,,55,3,3,6,Самовработен / Слободна професија,2,1,1,1,7,,7,4,,213
36,5/1/2020 10:35,1850,MK,North Macedonia,4,0,10,10,10,8,5,10,10,10,10,10,5,10,100,50,50,0,7,7,100,100,100,10,10,80,80,100,NA,6,10,10,10,6,0,6,10,10,10,7,3,10,100,100,10,10,10,10,10,10,8,0,10,0,0,6,0,9,10,0,10,10,0,0,6,6,0,6,6,10,0,10,6,16,10,1,NA,8,2,,43,1,2,1,,1,1,1,1,7,,7,5,,213
37,5/3/2020 12:21,1973,MK,North Macedonia,9,2,10,10,10,8,6,10,10,10,10,10,7,10,100,80,10,10,6,7,0,20,10,0,0,0,0,0,0,0,10,10,10,0,0,10,2,3,3,0,9,5,80,70,5,7,9,8,7,9,0,6,3,0,1,5,6,5,5,5,10,10,3,0,5,5,0,0,3,5,10,70,2,11,6,25,100,4,2,,31,3,2,6,Породилно,3,1,1,1,6,,7,10,,213
38,5/2/2020 18:12,1691,MK,North Macedonia,10,0,10,10,10,7,7,10,8,8,9,9,9,9,90,0,30,70,7,8,50,50,50,7,5,20,10,10,10,2,10,10,10,0,0,7,6,8,7,8,6,8,80,50,8,8,8,8,5,8,6,7,6,0,3,5,2,5,3,2,8,8,2,1,5,5,2,8,5,7,30,80,5,4,9,25,3,7,1,,18,1,0,4,,3,1,1,2,5,,7,11,Не гласав,213
39,4/29/2020 19:24,1157,MK,North Macedonia,0,10,0,8,9,1,5,1,1,1,5,5,0,5,50,100,0,0,2,2,0,0,0,10,5,50,50,50,50,1,10,10,10,0,0,5,5,8,8,2,6,10,70,50,8,8,8,10,3,7,8,3,7,0,2,0,0,7,5,0,7,7,2,0,3,5,0,3,4,5,70,80,5,14,5,25,3,NA,2,,50,3,2,1,,6,1,1,2,6,,7,4,,213
40,4/29/2020 16:39,1020,MK,North Macedonia,4,9,10,5,8,7,7,10,6,9,5,5,2,5,20,50,30,20,9,7,50,70,50,10,7,50,20,40,40,4,8,8,8,2,2,7,7,8,6,5,5,5,100,85,10,9,9,9,4,7,7,5,5,7,6,5,3,3,7,1,10,8,7,0,7,5,5,7,7,5,70,70,6,3,9,25,3,NA,2,,18,2,0,6,"4та година средно, студентка од септември",4,1,1,1,4,,7,11,"Не гласав, не бев полнолетна",213
41,5/1/2020 19:59,1118,MK,North Macedonia,3,5,4,10,10,10,10,10,1,5,0,0,0,5,10,90,10,0,7,5,70,90,100,9,9,60,50,50,50,2,10,10,10,5,3,8,8,10,5,5,5,5,70,70,7,9,9,10,5,9,3,6,8,0,5,5,5,5,6,4,5,6,2,0,6,5,7,0,0,3,70,70,6,4,8,125,3,7,1,,31,3,0,1,,6,1,1,1,6,,10,11,glasanjeto e tajno,213
42,5/1/2020 20:13,2724,MK,North Macedonia,9,3,8,10,10,1,1,10,10,10,7,7,7,7,70,10,45,45,9,9,80,90,90,10,10,70,70,80,80,2,9,10,10,1,2,7,9,7,9,9,9,9,95,95,7,9,9,9,10,10,3,2,9,0,3,3,3,9,9,3,9,9,9,1,9,9,0,9,9,9,20,70,9,16,9,25,NA,8,2,,28,1,0,1,,5,1,1,1,7,,7,5,,213
43,5/1/2020 14:05,2748,MK,North Macedonia,0,9,0,0,0,0,7,7,4,0,7,2,0,10,67,0,60,40,8,7,50,50,50,3,5,100,100,100,100,3,10,10,10,0,1,10,10,10,10,0,10,1,94,95,10,8,8,10,8,10,4,0,8,0,0,0,0,1,8,0,9,10,0,0,8,9,0,0,5,5,10,10,8,12,8,25,NA,NA,1,,48,2,3,1,,5,1,1,2,9,Mnogu brojni visoko kvalifikuvani edukacii vo stranstvo,4,11,VMRO-NP,213
44,5/1/2020 10:25,2831,MK,North Macedonia,10,10,10,10,10,0,0,10,10,10,10,10,0,10,100,20,60,20,7,9,50,NA,NA,10,7,50,50,50,50,5,10,10,10,0,0,10,10,10,10,5,5,5,100,100,10,10,10,10,9,10,1,0,10,0,0,5,0,5,3,5,10,10,0,0,5,0,5,5,0,5,50,50,NA,16,9,25,300,7,2,,54,2,2,1,,2,1,1,1,8,,7,NA,,213
45,5/2/2020 15:53,1226,MK,North Macedonia,10,1,9,9,9,8,8,10,10,NA,8,8,1,9,73,0,100,0,8,7,100,80,100,3,9,100,90,90,100,5,10,10,10,1,NA,8,8,8,8,9,8,9,100,100,1,10,NA,10,9,10,0,1,7,10,1,8,0,9,0,0,10,10,7,1,8,NA,1,10,9,10,0,10,4,8,7,NA,NA,NA,2,,61,3,2,1,,6,1,1,1,5,,7,4,,213
46,5/2/2020 9:59,1527,MK,North Macedonia,10,3,10,10,10,10,10,10,10,10,8,10,0,10,100,60,30,10,10,8,0,0,0,2,0,30,40,30,50,0,10,10,10,0,0,9,8,5,3,5,5,5,50,100,2,2,8,8,2,10,8,6,5,0,6,8,0,10,8,9,10,10,5,0,10,5,0,0,8,10,30,50,2,15,9,0,3,7,1,,38,1,0,1,,6,1,1,1,7,,7,4,,213
47,5/2/2020 14:39,1393,MK,North Macedonia,9,1,10,10,10,9,10,10,9,10,7,7,5,9,100,90,10,0,7,6,80,80,90,10,10,60,60,70,70,6,10,10,9,1,1,7,6,6,5,5,8,8,90,100,4,7,7,8,9,10,6,9,10,0,9,8,1,7,6,1,10,10,9,0,8,8,9,7,7,8,30,40,5,6,9,NA,NA,4,1,,48,3,3,1,,3,1,1,1,6,,7,13,,213
48,4/30/2020 19:23,3158,MK,North Macedonia,6,2,10,10,10,0,0,0,0,0,10,10,2,10,100,50,50,0,8,7,50,50,40,10,10,50,0,NA,NA,3,10,10,10,0,0,6,5,10,10,2,5,9,80,100,10,10,10,10,5,10,2,0,6,0,4,7,0,0,3,0,10,10,0,0,2,2,0,2,0,5,0,50,5,5,10,NA,NA,NA,2,,36,3,1,1,,4,1,1,1,6,,7,5,,213
49,4/29/2020 8:24,1191,MK,North Macedonia,9,7,10,10,10,9,9,10,8,10,7,8,2,10,60,0,100,0,8,8,0,0,0,3,1,0,0,0,0,3,10,10,10,0,0,9,6,9,9,0,8,9,89,88,7,9,9,8,10,8,2,8,8,0,2,2,0,0,6,6,9,10,4,1,7,8,0,8,8,10,60,50,3,15,9,25,NA,7,1,,35,3,0,1,,3,1,1,2,7,,7,11,"Не сум гласал, немам МК пасош",213
50,5/1/2020 15:06,1084,MK,North Macedonia,2,2,3,9,10,5,5,10,5,5,10,10,5,10,95,100,0,0,5,5,0,0,30,2,2,30,20,20,20,2,10,9,10,0,0,8,2,10,10,10,10,10,51,80,9,5,5,5,5,6,8,1,5,5,0,0,0,0,0,0,5,5,1,0,5,5,0,5,2,5,50,50,5,16,8,50,NA,NA,2,,47,1,0,1,,6,1,1,1,6,,4,13,,213
51,5/3/2020 5:43,2036,MK,North Macedonia,10,0,10,10,10,9,10,10,10,10,10,10,7,10,75,95,5,0,3,6,0,0,50,2,3,0,0,0,0,6,10,10,10,0,1,5,10,10,8,8,10,10,25,50,5,6,5,8,3,8,5,3,5,0,7,8,5,8,8,7,8,7,0,0,0,0,1,0,0,7,70,70,2,8,7,25,3,7,1,,41,1,0,1,,5,1,1,1,6,,7,4,,213
52,5/2/2020 12:20,5089,MK,North Macedonia,10,0,10,9,10,10,10,10,9,9,10,10,4,10,97,50,25,25,8,7,50,60,90,8,8,10,0,0,0,2,10,10,9,0,0,8,9,8,10,1,1,1,80,80,6,7,9,10,8,10,2,1,7,0,2,5,1,5,5,1,10,10,0,0,5,5,0,2,5,9,50,50,1,14,7,25,3,4,2,,45,3,0,1,,4,2,1,1,6,,7,4,,213
53,4/30/2020 16:54,2155,MK,North Macedonia,10,0,9,8,8,6,8,10,7,6,8,5,5,10,50,100,0,0,9,8,0,0,0,1,1,10,0,0,0,3,9,10,9,0,2,5,2,6,7,9,9,9,80,90,2,0,2,4,7,7,7,5,7,5,1,1,0,0,0,2,3,0,0,5,0,0,9,0,0,1,50,20,7,2,9,125,NA,NA,1,,24,2,0,4,,5,1,1,1,6,,4,11,ne glasav,213
54,5/1/2020 17:38,1272,MK,North Macedonia,6,0,10,9,10,10,5,10,10,5,6,9,6,5,100,0,51,49,0,0,60,30,30,6,6,60,70,60,60,6,6,6,4,3,1,0,1,0,6,4,5,5,90,51,9,8,7,6,4,9,0,0,9,5,2,8,6,10,7,3,6,6,7,2,6,4,6,6,6,6,20,20,5,9,10,50,300,4,1,,1988,1,0,3,,6,1,1,1,5,,7,5,,213
55,5/1/2020 12:52,1454,MK,North Macedonia,8,3,4,8,10,10,10,10,9,8,10,8,10,10,100,90,0,10,3,4,0,0,0,2,0,0,0,0,0,2,9,10,8,2,2,8,3,9,9,3,8,2,40,35,8,3,4,6,5,7,6,2,4,8,3,5,3,7,3,9,8,9,2,2,3,8,3,3,4,8,50,50,7,5,9,50,NA,4,1,,27,1,0,1,,7,1,1,2,7,,7,4,,213
56,4/28/2020 20:07,1334,MK,North Macedonia,8,8,8,8,0,10,10,10,10,10,10,9,0,10,100,50,50,0,10,8,60,90,100,10,10,100,100,100,100,10,10,10,10,0,0,0,8,6,3,7,4,8,100,100,9,8,9,10,10,10,0,0,10,0,10,10,10,7,8,10,10,10,5,0,10,10,0,9,10,10,100,100,6,8,10,25,3,4,1,,45,3,2,1,,6,1,1,2,5,,4,5,,213
57,4/28/2020 21:03,5667,MK,North Macedonia,10,2,10,10,10,5,7,10,4,7,10,10,10,10,100,60,30,10,8,5,0,0,0,9,1,0,0,0,0,3,10,10,10,0,0,5,4,6,6,4,4,3,100,100,2,9,9,9,10,3,7,8,8,0,0,3,0,2,3,10,10,10,2,0,7,8,5,7,6,4,80,20,NA,16,7,50,3,5,1,,24,2,0,1,,6,1,1,2,5,,4,11,Не гласав.,213
58,5/2/2020 14:00,1320,MK,North Macedonia,9,3,3,10,10,10,9,9,9,9,4,8,8,1,21,0,100,0,9,8,100,100,100,10,10,100,100,100,100,4,10,10,10,10,9,10,10,10,8,9,8,9,100,100,10,10,10,10,10,7,3,3,6,0,3,6,10,10,10,5,10,4,8,9,9,10,10,7,6,10,60,70,6,3,10,NA,NA,NA,2,,23,2,0,1,,6,2,1,1,5,,4,13,,213
59,5/1/2020 23:18,1029,MK,North Macedonia,0,5,10,5,1,10,10,9,0,10,10,10,0,10,74,100,0,0,9,9,0,0,0,9,0,50,0,10,0,5,10,10,10,0,0,10,10,10,10,10,10,10,100,100,5,10,10,7,10,10,10,0,10,0,10,5,1,5,3,5,10,10,5,0,0,0,1,0,0,10,10,10,2,5,9,25,3,7,1,,33,3,1,1,,2,1,1,1,6,,9,4,,213
60,5/1/2020 17:41,1606,MK,North Macedonia,5,2,4,5,8,7,7,7,6,2,3,3,0,4,0,95,5,0,1,3,0,0,0,6,4,0,0,0,0,3,8,8,8,4,1,7,3,7,6,7,6,6,30,70,7,7,8,5,8,9,1,6,8,0,6,6,6,6,5,4,8,7,0,1,1,0,0,6,6,4,80,90,2,15,9,25,3,7,2,,24,2,0,1,,6,1,1,2,6,,7,4,,213
