,RecordDate,Duration_sec,Language,Country,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity_1,national_identity_2,Conspiracy_theories_1,Conspiracy_theories_2,Conspiracy_theories_3,Conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,Self.esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,MORAL_ID_1,MORAL_ID_2,MORAL_ID_3,MORAL_ID_4,MORAL_ID_5,MORAL_ID_6,MORAL_ID_7,MORAL_ID_8,MORAL_ID_9,MORAL_ID_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marital,children,employment_status,employment_status_other,Ladder,urban,tested_positive,know_tested_positive,education_status,education_status_other,region,latest_vote,latest_vote_other,AttCheck_nobots
546,5/2/2020 12:55,596,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,0,0,0,5,50,0,100,0,10,NA,0,0,0,NA,NA,NA,NA,NA,NA,10,10,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,100,100,10,10,10,10,10,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,10,NA,NA,NA,2,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
547,5/2/2020 12:48,1066,MK,North Macedonia,9,0,9,0,10,9,9,10,10,10,9,9,1,9,90,60,30,10,7,7,0,10,0,5,5,10,10,10,10,3,8,8,9,0,0,1,2,2,2,2,1,3,60,60,8,8,8,9,7,8,7,3,7,0,2,2,0,2,2,0,8,8,2,0,2,2,0,3,3,8,0,10,4,4,6,125,3,7,1,,41,3,2,1,,3,1,1,1,8,,7,4,,213
548,5/2/2020 12:42,1736,MK,North Macedonia,10,3,9,4,9,6,6,10,3,8,2,4,1,9,90,80,20,0,7,8,80,90,70,8,8,0,10,60,70,8,10,9,7,1,2,10,8,9,9,5,7,9,80,90,8,6,7,10,8,10,2,1,9,0,6,3,0,4,2,4,10,10,8,0,9,7,2,5,7,5,20,10,5,16,9,50,3,6,1,,32,1,0,1,,3,1,1,1,7,,7,12,,213
549,5/2/2020 12:39,1964,MK,North Macedonia,9,0,10,10,10,9,9,9,7,10,9,9,1,9,91,0,50,50,10,8,50,50,50,9,9,90,50,50,50,10,10,9,9,1,5,9,5,6,9,5,5,5,91,96,7,7,8,10,9,10,2,1,9,0,0,0,0,5,1,0,9,9,9,1,9,9,0,8,5,8,80,80,5,15,7,50,NA,NA,2,,51,3,3,1,,6,1,1,1,6,,7,13,,
550,5/2/2020 12:45,1626,MK,North Macedonia,10,0,10,10,10,8,5,10,1,10,5,5,5,5,50,0,50,50,10,9,100,100,100,10,10,100,100,100,100,8,10,10,10,0,0,9,6,8,6,6,8,0,96,100,9,10,10,8,10,10,0,0,10,0,0,5,10,10,10,0,10,10,5,0,5,5,0,5,5,10,0,0,5,16,10,50,300,NA,2,,44,3,2,1,,6,1,1,1,9,Visa akademija,7,5,,213
551,5/2/2020 12:52,1295,MK,North Macedonia,10,0,3,10,10,5,9,10,5,10,10,10,10,10,100,100,0,0,10,5,50,20,50,5,5,0,0,0,0,5,10,10,10,0,5,5,5,5,5,5,5,5,100,100,10,10,10,10,5,8,2,2,10,5,5,5,5,7,7,2,10,10,10,0,10,10,10,10,10,10,30,30,5,16,8,NA,NA,NA,2,,48,3,3,1,,4,1,1,1,7,,7,4,,213
552,5/2/2020 12:50,1524,MK,North Macedonia,6,2,10,5,5,2,2,10,2,10,5,5,0,8,100,50,50,0,10,7,50,50,50,7,0,70,70,70,70,10,10,10,10,0,0,10,5,10,10,5,0,10,100,100,8,10,10,10,10,10,5,0,10,0,5,0,0,10,0,5,10,10,5,0,5,5,0,5,5,10,100,100,5,16,10,NA,NA,NA,2,,42,3,2,1,,6,1,1,2,6,,7,13,,213
553,5/2/2020 12:59,983,MK,North Macedonia,10,1,3,7,2,1,1,2,0,0,0,0,0,0,0,100,0,0,3,3,0,50,0,1,6,0,0,0,0,2,10,10,10,0,1,3,0,4,4,0,4,4,15,80,2,5,7,8,7,9,5,8,10,0,6,8,1,9,5,7,7,3,3,5,1,1,8,1,1,0,100,90,2,2,4,25,3,7,1,,34,1,0,1,,3,1,1,1,6,,7,12,,213
554,5/2/2020 12:46,1837,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,0,10,100,0,80,20,3,2,70,90,90,10,10,90,90,70,90,2,10,10,10,0,0,6,6,10,10,0,7,0,100,100,9,9,9,10,7,9,8,4,7,0,1,6,0,10,6,0,10,10,10,0,8,10,0,9,9,10,10,50,5,14,7,25,300,4,2,,34,2,0,1,,3,1,1,1,7,,7,12,,213
555,5/2/2020 13:02,993,MK,North Macedonia,10,2,6,8,10,7,8,8,8,8,8,10,3,8,93,0,100,0,2,7,0,0,0,7,8,30,30,20,20,6,9,8,8,0,0,4,3,8,8,5,7,8,NA,50,5,8,9,7,6,7,8,5,6,5,6,10,3,5,5,1,7,9,5,4,6,5,4,5,5,5,60,70,5,9,8,25,3,8,1,,32,3,0,1,,6,1,1,1,6,,7,12,,213
556,5/2/2020 12:40,2776,MK,North Macedonia,8,3,8,9,9,3,2,8,8,8,8,8,3,10,22,50,25,25,8,7,20,20,50,8,5,10,10,20,20,3,10,8,9,1,2,7,7,9,8,8,8,8,79,77,7,7,8,8,8,8,7,2,10,0,2,7,2,8,5,2,8,8,2,2,5,5,7,2,2,8,90,70,2,4,9,25,1,1,1,,33,3,2,1,,3,1,1,1,8,,7,13,,213
557,5/2/2020 12:59,1664,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,8,8,2,8,90,85,10,5,10,9,0,0,0,2,3,50,0,50,50,1,10,10,10,0,0,4,4,10,10,8,9,10,100,100,7,3,8,8,9,10,2,3,7,0,0,0,0,7,8,0,10,8,0,0,8,7,0,0,0,8,50,50,2,9,7,50,3,7,2,,56,1,0,1,,5,1,1,1,6,,7,11,ne glasav,213
558,5/2/2020 13:04,1834,MK,North Macedonia,10,2,10,10,10,5,5,10,5,10,5,8,0,10,100,50,30,20,5,3,0,0,10,5,5,50,50,50,50,2,10,8,7,0,0,9,8,10,10,0,5,0,90,90,5,5,8,9,9,10,5,9,9,0,2,5,0,9,8,5,9,9,0,0,5,1,0,0,1,5,50,50,5,16,7,50,900,8,2,,53,3,1,6,,5,1,1,1,8,,7,13,,213
559,5/2/2020 13:25,838,MK,North Macedonia,10,0,10,10,10,8,9,10,10,10,10,10,1,10,100,55,30,15,5,6,20,20,20,3,4,20,0,0,0,4,8,8,8,1,2,9,7,8,8,7,NA,8,90,77,8,4,7,7,4,8,6,1,5,0,4,NA,6,7,3,4,10,9,6,1,7,8,2,9,8,10,20,80,5,16,8,50,3,4,2,,45,3,2,1,,6,1,1,1,6,,1,4,,213
560,5/2/2020 13:18,1420,MK,North Macedonia,10,0,10,9,10,10,10,10,10,10,10,10,9,10,100,20,40,40,8,7,0,0,0,0,4,0,0,0,0,7,10,10,10,0,1,8,8,8,8,8,8,10,80,75,8,2,8,10,10,10,0,9,7,0,0,0,0,0,0,0,10,10,5,0,8,8,0,8,9,9,70,70,1,16,9,10,NA,4,2,,30,2,0,3,,8,1,1,1,7,,7,4,,213
561,5/2/2020 13:24,1122,MK,North Macedonia,10,1,10,1,10,10,8,10,10,10,10,10,2,10,100,40,40,20,7,10,80,90,60,10,10,10,0,0,0,10,10,10,5,0,0,10,5,10,10,10,10,10,100,100,10,8,8,8,8,10,3,0,8,0,2,6,1,6,3,9,10,10,5,0,10,10,0,4,3,10,90,80,7,16,10,50,900,4,1,,28,2,0,1,,3,1,1,1,7,,7,13,,213
562,5/2/2020 13:03,2456,MK,North Macedonia,7,4,9,10,10,10,10,10,9,7,10,10,3,10,85,50,50,0,8,9,60,100,100,1,5,100,80,100,100,0,10,10,10,0,1,3,5,5,5,5,5,3,97,100,5,8,8,8,5,5,5,2,9,0,2,8,0,9,9,5,10,10,9,0,10,8,1,5,6,7,90,100,5,9,5,50,300,4,2,,49,3,2,1,,6,1,1,2,6,,7,13,,213
563,5/2/2020 13:33,826,MK,North Macedonia,10,0,9,10,10,9,10,10,10,10,10,10,1,10,100,80,10,10,7,8,10,20,40,6,7,20,20,10,10,9,9,10,10,1,1,9,10,10,10,6,8,9,92,100,6,7,7,9,8,9,2,10,8,0,1,5,1,8,8,5,9,9,9,0,9,10,0,0,10,10,40,50,5,16,8,50,3,4,2,,48,2,2,1,,3,1,1,2,6,,7,13,,213
564,5/2/2020 12:59,3076,MK,North Macedonia,3,7,8,9,10,9,9,10,10,8,6,7,3,6,70,70,30,0,5,5,10,80,60,9,10,90,10,10,50,8,10,10,9,0,1,10,10,10,10,7,2,0,85,85,8,8,9,8,9,9,1,7,8,5,9,1,1,1,4,0,10,10,9,0,9,9,0,7,8,10,20,50,5,4,9,50,300,4,2,,19,1,0,4,,6,1,1,1,5,,7,13,,213
565,5/2/2020 13:47,792,MK,North Macedonia,10,2,10,6,10,10,10,10,10,10,8,10,0,8,100,20,40,40,8,5,50,50,50,9,9,50,50,50,50,0,10,10,10,0,0,5,5,5,5,5,5,5,100,100,9,9,9,9,10,10,1,0,10,0,0,8,0,10,6,0,5,10,5,0,7,5,5,5,9,5,50,50,2,16,9,50,3,4,1,,40,3,2,1,,5,1,1,2,6,,7,10,,213
566,5/2/2020 13:34,1601,MK,North Macedonia,10,1,10,10,10,10,10,10,10,10,7,7,7,7,70,0,80,20,6,5,0,0,0,5,9,0,0,0,0,7,10,10,10,0,0,7,9,9,10,6,10,10,100,100,8,8,8,8,10,0,0,0,5,0,0,0,0,2,1,0,10,9,7,0,9,8,0,8,9,5,50,50,5,1,10,NA,NA,4,1,,36,3,0,1,,3,1,1,1,6,,7,12,,213
567,5/2/2020 13:28,1986,MK,North Macedonia,10,0,4,10,10,10,10,10,5,10,10,10,10,10,100,50,30,20,3,3,50,50,50,10,10,100,0,50,0,5,10,10,9,10,5,10,5,5,10,5,5,5,100,100,10,10,10,6,5,10,5,0,10,0,0,10,0,10,5,5,10,10,10,10,10,10,0,10,10,10,50,50,5,16,7,50,300,8,2,,48,3,2,1,,5,1,1,1,5,,7,4,,213
568,5/2/2020 13:52,743,MK,North Macedonia,10,0,10,10,10,10,10,10,5,10,10,7,0,10,100,50,0,50,8,8,50,100,50,10,10,50,50,80,80,5,10,10,10,10,0,10,5,5,5,10,5,5,93,100,10,10,10,9,10,10,5,0,2,0,5,7,0,5,5,5,9,10,10,0,10,7,0,5,10,5,50,30,5,1,9,50,3,4,1,,47,3,2,1,,3,2,1,2,7,,7,5,,213
569,5/2/2020 13:24,2434,MK,North Macedonia,10,1,10,10,10,10,10,10,0,10,10,10,1,10,100,60,20,20,4,3,50,70,50,2,0,50,50,50,50,1,10,10,10,0,0,8,8,9,5,5,8,9,0,0,3,1,2,8,9,10,3,4,2,0,2,3,8,0,0,4,7,10,0,0,4,3,0,8,8,5,50,50,5,14,9,25,300,4,2,,29,2,0,1,,7,1,1,2,6,,7,13,,213
570,5/2/2020 13:59,468,MK,North Macedonia,10,8,1,6,9,8,10,7,8,7,8,7,9,8,62,20,10,70,7,8,90,20,30,9,7,90,80,80,80,8,6,7,7,9,9,8,7,6,9,8,8,7,71,68,7,7,7,6,7,8,7,8,8,7,3,7,7,7,3,8,8,8,7,7,7,7,8,7,10,8,80,70,7,12,9,NA,NA,NA,1,,36,2,0,1,,2,1,1,2,8,,7,6,,213
571,5/2/2020 13:54,759,MK,North Macedonia,10,2,10,8,10,8,8,10,7,10,9,9,8,10,100,80,10,10,5,5,40,50,50,7,7,0,0,0,0,10,9,8,9,9,9,3,3,3,4,4,4,5,53,67,7,8,8,10,7,7,7,3,7,0,4,6,4,6,5,2,10,8,2,0,7,7,2,8,8,8,50,50,5,10,5,25,NA,4,2,,30,3,0,1,,5,1,1,2,7,,5,13,,213
572,5/2/2020 13:50,1179,MK,North Macedonia,10,1,10,8,10,10,10,10,10,10,7,8,10,10,100,80,20,0,NA,8,70,30,50,5,5,50,20,10,20,0,10,10,10,0,0,5,5,5,5,5,5,5,91,90,8,10,10,10,7,7,7,3,9,0,5,3,0,0,0,0,10,10,10,10,5,5,7,8,8,8,50,50,5,11,7,50,3,NA,1,,30,2,0,1,,3,1,1,1,7,,7,13,,213
573,5/2/2020 13:54,1075,MK,North Macedonia,7,3,10,10,10,6,9,10,6,10,7,7,0,10,81,80,10,10,3,4,100,100,100,2,10,100,20,20,100,2,10,10,10,2,2,10,8,10,10,10,10,10,21,60,10,9,10,10,10,10,10,2,2,6,10,10,10,10,2,10,10,10,10,0,10,0,0,4,10,10,70,90,6,13,2,NA,NA,NA,2,,36,1,0,1,,5,1,1,2,6,,7,13,,213
574,5/1/2020 20:52,62441,MK,North Macedonia,10,5,7,8,10,10,10,10,10,10,10,10,10,10,100,50,25,25,4,6,0,0,0,7,5,0,0,0,0,0,10,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,100,80,10,10,8,8,6,9,5,8,7,0,6,0,0,0,0,0,10,10,5,0,10,10,0,0,5,7,50,50,5,16,10,50,NA,NA,2,,29,2,0,1,,6,1,1,2,6,,7,12,,213
575,5/2/2020 14:02,991,MK,North Macedonia,6,2,4,10,10,6,7,8,9,10,9,10,10,10,100,40,30,30,3,4,60,100,100,10,10,0,0,0,0,8,10,10,10,0,2,1,2,0,0,7,1,0,100,66,NA,8,NA,0,7,5,10,0,9,0,8,6,0,10,2,9,8,NA,7,2,8,9,3,NA,2,10,40,70,7,16,6,50,3,2,1,,32,1,0,3,,6,1,1,1,5,,5,4,,213
576,5/2/2020 13:55,1515,MK,North Macedonia,9,1,4,10,10,10,10,10,10,10,10,10,7,10,100,0,100,0,7,7,70,10,90,9,10,100,100,10,100,10,10,10,6,10,6,9,9,6,1,1,9,2,86,100,1,7,10,10,7,10,10,7,8,0,7,9,7,9,7,9,6,9,9,7,7,8,8,10,5,10,10,10,5,1,5,50,900,4,2,,37,1,0,1,,3,1,1,1,6,,7,5,,213
577,5/2/2020 14:09,925,MK,North Macedonia,9,10,9,9,9,9,10,9,5,6,5,7,5,10,88,30,40,30,9,8,50,50,50,9,8,70,70,80,80,3,10,10,10,0,0,5,5,5,5,5,5,5,NA,49,10,10,10,10,5,5,5,5,6,10,5,5,5,5,5,5,10,9,9,0,5,5,0,5,5,7,70,70,1,12,5,25,3,7,1,,36,3,0,1,,4,1,1,1,6,,7,4,,213
578,5/2/2020 13:48,2288,MK,North Macedonia,10,10,10,10,10,9,8,10,10,5,1,10,0,5,20,70,30,0,5,0,50,80,100,7,7,60,80,50,90,5,10,10,10,0,5,10,2,10,9,0,8,5,85,84,10,10,10,10,10,10,5,0,9,0,4,5,0,5,5,7,10,10,9,0,8,10,1,5,5,5,20,70,6,16,9,50,50,NA,2,,68,2,2,1,,4,1,1,1,8,,7,5,,213
579,5/2/2020 12:35,6949,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,20,80,0,9,8,80,90,80,10,10,70,40,0,70,7,10,10,10,0,0,10,10,10,10,10,10,10,100,100,7,10,10,10,7,10,7,0,9,0,2,2,0,8,10,0,10,10,5,0,10,10,0,NA,7,10,10,30,NA,16,9,50,3,4,2,,37,3,0,1,,5,1,1,1,7,,7,4,,213
580,5/2/2020 14:04,1581,MK,North Macedonia,9,0,9,10,10,9,9,10,10,10,9,10,7,10,74,50,40,10,5,8,20,20,30,4,5,30,20,10,0,3,9,7,6,0,1,8,7,9,7,4,4,7,64,67,9,9,10,10,7,8,2,0,7,0,4,3,0,1,3,3,9,10,6,1,7,6,3,5,7,8,20,20,4,5,9,25,300,7,2,,49,3,2,1,,2,1,1,1,6,,7,13,,213
581,5/2/2020 14:02,2114,MK,North Macedonia,10,10,10,10,10,10,10,10,8,9,10,10,3,4,85,50,30,20,10,7,10,50,30,8,4,80,80,60,20,1,10,10,10,2,2,10,8,10,9,3,6,10,100,100,10,10,10,10,10,10,1,0,7,0,1,9,2,8,6,0,10,10,3,0,8,2,0,2,5,8,80,100,NA,4,9,25,3,7,2,,32,2,0,1,,3,1,2,1,7,,7,11,Не гласав,213
582,5/2/2020 14:20,1075,MK,North Macedonia,9,0,1,10,10,0,7,10,1,6,6,8,2,10,100,100,0,0,7,6,0,0,0,0,6,0,0,0,0,0,10,10,10,0,0,0,0,7,5,9,9,9,100,98,2,1,1,9,6,6,6,4,7,0,5,6,6,5,5,9,8,7,0,0,8,8,1,0,0,5,0,10,4,4,9,NA,NA,7,1,,46,1,1,1,,4,1,1,2,7,,7,11,,213
583,5/2/2020 14:18,1228,MK,North Macedonia,10,0,10,8,10,8,8,8,0,10,7,10,4,10,100,90,10,0,5,6,50,20,70,6,1,0,0,0,0,0,10,10,10,0,0,0,9,10,10,1,0,5,100,100,9,10,10,10,9,10,7,0,5,0,0,0,0,8,3,0,10,10,0,0,9,10,0,7,7,10,10,30,5,16,10,25,3,7,1,,31,1,0,1,,5,1,1,1,6,,7,12,,213
584,5/2/2020 14:13,1528,MK,North Macedonia,0,0,9,5,10,8,9,10,10,10,10,10,10,10,100,80,10,10,8,8,0,60,0,5,10,50,50,50,50,5,10,9,9,0,3,10,7,10,7,7,7,7,94,92,8,8,8,9,6,9,0,0,8,9,5,6,0,5,8,2,8,10,6,0,5,10,0,6,6,10,50,50,5,10,9,50,NA,4,2,,30,3,1,1,,6,1,1,1,6,,10,13,,213
585,5/2/2020 13:46,3299,MK,North Macedonia,7,3,6,8,9,5,5,10,5,10,3,7,0,3,70,85,10,5,4,4,20,60,50,10,8,50,50,70,60,2,9,9,9,0,2,5,5,10,0,5,7,7,NA,NA,4,8,7,10,8,8,4,7,9,0,7,8,0,10,5,2,10,8,2,0,8,5,2,5,5,7,10,10,5,3,8,50,3,4,1,,27,2,0,3,,6,1,1,1,5,,7,5,,213
586,5/2/2020 13:56,2682,MK,North Macedonia,10,6,8,6,5,9,10,10,10,10,6,9,8,10,100,0,70,30,10,9,80,50,50,8,8,50,0,0,0,1,10,10,10,0,0,10,5,10,10,6,6,5,85,100,8,10,10,10,7,10,5,0,7,9,0,3,0,3,0,0,10,10,5,5,8,8,0,9,8,8,70,70,5,14,10,NA,300,4,2,,27,1,0,1,,5,1,1,1,6,,7,13,,213
587,5/2/2020 14:20,1385,MK,North Macedonia,9,7,10,10,10,10,10,10,10,10,3,8,0,10,30,85,10,5,7,7,40,70,10,6,6,20,60,60,60,6,10,10,10,0,1,10,2,10,10,8,10,10,82,82,6,6,4,10,10,8,6,1,7,0,8,7,0,8,7,6,10,10,6,0,8,7,0,7,10,10,20,30,1,15,9,25,3,NA,1,,31,1,0,1,,3,1,1,1,5,,7,10,,213
588,5/2/2020 14:19,1558,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,50,40,10,8,6,20,20,50,2,2,50,30,30,50,7,10,10,10,2,1,10,6,10,5,5,5,5,100,100,5,5,8,10,9,9,3,0,9,0,2,10,3,8,5,1,10,10,6,0,8,7,0,2,3,9,50,50,3,4,9,25,3,7,2,,32,3,1,1,,4,1,1,1,6,,7,13,,213
589,5/2/2020 14:15,1852,MK,North Macedonia,5,5,5,5,5,8,10,10,10,10,10,10,8,9,50,0,90,10,4,5,10,10,20,10,10,50,70,70,100,10,10,10,5,0,3,9,9,9,9,5,8,8,90,100,9,9,9,9,4,6,4,3,9,10,3,5,5,9,10,6,10,10,9,0,9,9,1,5,6,10,10,20,NA,10,8,50,300,4,2,,47,1,1,1,,3,1,1,1,7,,7,13,,213
590,5/2/2020 14:34,796,MK,North Macedonia,5,0,8,8,10,2,2,2,2,10,5,8,0,2,80,90,0,10,7,6,0,0,0,2,0,30,70,0,0,0,10,8,8,0,0,3,0,0,7,7,7,7,70,50,8,2,5,7,2,8,8,2,7,0,3,3,0,0,0,2,5,5,0,0,5,5,5,5,5,5,50,50,5,4,8,50,3,4,1,,42,1,2,1,,4,1,1,1,7,,7,13,,213
591,5/2/2020 14:12,2295,MK,North Macedonia,9,5,10,10,10,8,9,10,9,10,10,10,10,10,100,50,40,10,9,8,0,50,100,10,8,50,50,0,50,5,10,10,10,0,7,9,9,10,8,5,7,1,50,81,5,5,8,8,5,10,9,0,5,10,9,5,4,8,9,10,10,10,5,0,8,9,0,5,8,10,50,50,0,16,9,50,300,4,2,,56,3,2,1,,5,1,1,1,5,,7,4,,213
592,5/2/2020 14:35,1128,MK,North Macedonia,1,4,10,7,7,8,10,10,7,7,10,10,10,9,93,0,100,0,7,8,50,20,10,4,10,100,50,50,50,9,9,8,8,1,4,8,9,9,8,2,2,2,69,100,10,5,4,10,5,7,5,5,10,0,9,10,0,6,1,4,9,9,10,0,10,10,1,10,10,4,100,100,5,1,10,50,NA,NA,2,,47,3,2,1,,5,1,1,1,6,,7,13,,213
593,5/2/2020 13:57,3464,MK,North Macedonia,9,3,10,10,10,10,10,10,10,10,8,9,5,10,100,70,20,10,9,9,50,10,30,10,10,0,0,0,0,10,10,10,10,0,1,10,10,10,10,6,10,8,100,100,9,9,10,10,10,9,8,1,6,0,8,2,0,9,1,0,10,7,1,0,7,8,1,7,7,5,60,40,3,16,7,NA,NA,NA,2,,46,3,2,1,,2,1,1,1,6,,7,4,,213
594,5/2/2020 14:09,3099,MK,North Macedonia,9,0,3,7,10,8,8,10,8,5,8,10,5,8,88,85,10,5,7,7,50,50,50,5,9,50,70,50,50,5,9,9,9,1,1,3,4,1,5,5,5,5,71,75,8,8,8,8,9,8,2,8,5,0,5,6,5,5,5,1,8,8,5,1,4,5,1,8,8,10,40,40,5,15,8,25,3,4,2,,52,3,2,1,,4,1,2,1,9,Високо + спецјализација,7,4,,213
595,5/2/2020 14:50,852,MK,North Macedonia,10,0,8,10,10,7,7,10,7,7,10,10,10,10,100,50,35,15,5,5,0,50,0,0,0,30,0,0,0,5,8,8,5,0,2,10,10,10,10,8,10,10,50,50,5,5,5,6,0,5,10,7,5,0,5,5,2,0,0,0,5,5,0,5,0,0,5,5,0,5,0,10,2,16,5,25,3,7,1,,36,3,1,1,,5,1,1,1,6,,8,4,,213
596,5/2/2020 14:41,1709,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,50,30,20,7,5,10,0,0,5,2,50,10,20,10,1,10,10,10,0,1,10,10,10,10,1,10,10,83,100,10,10,10,10,10,10,2,2,9,0,1,1,0,0,1,2,10,10,5,0,10,10,0,10,10,10,70,70,5,16,9,125,300,7,1,,50,3,2,1,,6,1,1,1,6,,7,13,,213
597,5/2/2020 14:51,1224,MK,North Macedonia,10,1,1,10,10,3,3,10,10,2,0,0,0,0,0,80,10,10,8,5,50,50,80,10,10,100,70,100,100,9,10,10,10,0,10,5,5,5,5,5,5,5,100,100,10,10,10,10,10,10,3,3,10,0,8,10,2,10,10,8,5,0,0,0,0,0,9,0,0,2,0,0,5,9,7,NA,NA,NA,1,,31,2,0,1,,10,2,1,2,9,Образованието е неколку века наназад,7,4,,213
598,5/2/2020 15:01,988,MK,North Macedonia,10,0,10,10,10,9,9,10,10,10,10,10,0,10,100,50,30,20,5,6,50,60,60,9,4,10,10,0,10,0,10,10,10,10,10,7,4,5,8,8,9,6,60,72,8,7,3,4,6,8,6,10,5,6,4,0,1,4,1,1,10,10,0,0,6,7,0,1,10,10,10,60,6,15,9,50,300,4,1,,43,1,0,1,,6,1,1,2,8,,7,11,,213
599,5/2/2020 15:15,816,MK,North Macedonia,9,1,2,9,7,3,3,10,7,9,9,10,3,10,100,0,100,0,7,7,10,80,70,7,7,30,30,50,NA,3,10,8,9,1,1,7,3,8,7,9,8,7,81,89,8,9,9,9,7,8,7,3,9,7,1,8,1,9,8,9,9,9,8,1,1,7,1,2,1,7,30,60,3,11,8,50,100,2,1,,43,3,2,1,,3,1,1,2,8,,7,4,,213
600,5/2/2020 15:23,1274,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,9,10,93,0,50,50,5,8,100,100,100,10,10,0,0,30,40,0,10,10,10,0,0,0,6,9,9,0,10,3,100,100,10,10,10,10,10,10,0,0,6,6,5,3,0,5,10,0,10,10,10,0,10,10,0,10,10,10,50,40,5,16,10,50,300,4,2,,45,3,2,1,,6,1,1,1,7,,7,13,,213
601,5/2/2020 15:09,2459,MK,North Macedonia,9,0,1,10,10,10,10,10,10,10,7,10,6,10,99,50,30,20,5,5,10,50,50,5,5,50,50,50,50,5,4,4,3,6,5,2,3,3,5,5,7,8,71,83,5,5,7,6,5,5,2,1,9,5,5,7,1,8,5,4,7,9,0,0,5,5,1,5,3,9,50,50,5,16,7,25,NA,8,2,,43,3,2,1,,6,1,1,2,6,,7,13,,213
602,5/2/2020 15:28,1289,MK,North Macedonia,5,0,1,10,10,10,10,10,6,6,3,10,0,10,90,79.5,20,0.5,5,3,0,0,0,6,0,20,0,0,0,3,10,10,8,0,0,10,6,5,9,2,7,0,100,100,6,4,6,6,3,10,3,6,7,0,1,5,0,3,3,0,10,8,0,0,2,7,7,0,0,4,70,80,3,16,7,50,300,NA,2,,39,2,0,1,,6,1,1,2,7,,7,4,,213
603,5/2/2020 15:21,1907,MK,North Macedonia,10,4,4,10,10,9,9,10,8,10,10,10,10,10,100,30,60,10,10,9,0,50,90,10,10,100,100,100,50,6,10,10,10,0,5,8,10,10,10,3,0,10,100,100,9,10,9,10,10,10,0,10,10,0,7,10,8,10,10,10,10,10,10,0,10,10,0,6,10,10,50,50,5,16,9,NA,NA,NA,1,,60,3,2,2,,4,1,1,1,5,,7,10,,213
604,5/2/2020 15:54,531,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,34,5,5,50,50,50,5,5,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,0,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,16,NA,NA,NA,NA,3,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,213
605,5/2/2020 15:37,1646,MK,North Macedonia,10,5,10,10,10,7,10,10,10,10,10,10,5,10,100,0,50,50,5,7,90,90,90,10,10,30,20,30,30,7,10,10,10,0,2,10,7,5,5,5,9,3,100,100,10,7,4,10,5,10,3,2,9,10,10,5,0,2,5,5,5,10,0,0,5,9,3,8,9,8,60,30,5,16,8,10,1,5,2,,40,3,1,1,,6,1,1,2,6,,7,13,,200+10+3
606,5/2/2020 15:45,2300,MK,North Macedonia,10,0,10,10,10,8,8,10,10,10,10,10,0,10,100,25,50,25,7,9,50,60,80,10,7,10,0,0,10,3,10,9,9,0,1,10,9,10,9,1,1,0,99,100,8,9,9,10,5,7,5,1,8,9,1,8,0,7,5,1,9,10,5,0,9,8,0,9,9,10,50,30,5,10,9,NA,NA,NA,2,,51,3,2,1,,4,1,1,1,6,,7,12,,213
