caseid,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q4_1_1,q4_2_1,q4_3_1,q5_1,q6_1,q7_1,q7_2,q7_3,q8_1,q8_2,q9_1,q9_2,q9_3,q9_4,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12_1,q12_2,q13_1,q13_2,q13_3,q13_4,q14_1,q14_2,q14_3,q14_4,q15_1,q16_1,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q19_1,q19_2,q20_1,q21,q22_1,q23,q24,q25,civilstatus,children,jobsituation,jobsituation_other,q26,q27,q28,q29,q30,gender,age,profile_age1,profile_age2,profile_age3,region,household_income,profile_education,tot_time,endtime
1300153336,50,50,50,50,50,5,5,5,5,5,5,6,6,5,5,25,32,43,5,5,5,5,5,5,5,5,5,6,5,5,6,4,5,5,6,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,7,5,5,6,5,4,5,5,5,5,6,5,5,5,5,5,6,6,50,50,5,6,99,50,30,4,1,0,4,"",8,1,1,1,213,1,19,1,1,1,1,11,4,135.276,2020-04-27 21:52:43
1300113174,90,10,90,100,100,9,10,9,5,10,10,10,5,10,10,60,40,0,3,5,4,4,6,10,9,1,1,1,1,3,10,10,8,1,1,8,9,10,8,5,4,9,8,7,8,8,8,9,7,7,3,2,5,0,10,7,8,6,4,1,8,9,5,1,8,8,1,8,7,9,50,50,5,9,4,25,3,2,3,2,5,"",6,2,1,2,213,2,69,3,11,5,2,6,2,3097.269,2020-04-27 22:20:18
1299908498,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,98,2,0,4,4,5,5,5,5,5,9,8,9,8,6,7,5,6,4,3,5,5,5,3,3,4,5,5,5,3,1,2,1,5,8,6,5,6,6,5,5,5,5,5,5,5,5,6,4,7,5,5,5,5,5,7,8,4,1,5,25,35,5,3,0,5,"",2,1,1,1,213,2,66,3,10,5,2,4,4,697.087,2020-04-27 22:31:41
1299809248,80,10,10,90,100,5,7,5,1,9,2,5,1,1,5,100,0,0,5,7,8,10,10,10,10,1,1,1,1,5,9,8,8,1,5,5,5,5,5,5,5,5,6,5,5,7,8,7,7,5,2,5,5,5,5,5,2,5,5,5,5,5,1,5,5,5,5,5,5,5,20,20,8,1,7,125,3,7,3,2,5,"",7,2,1,1,213,2,75,4,12,6,3,4,5,1555.75,2020-04-27 22:39:44
1300152254,90,10,90,90,100,10,10,10,5,10,7,10,6,10,10,80,10,10,5,5,1,5,1,10,10,0,0,0,0,2,10,10,10,0,1,5,5,7,7,7,1,1,5,7,8,8,8,8,7,8,6,5,5,10,1,1,1,1,1,1,10,10,5,0,8,5,1,8,8,9,10,30,5,16,8,25,3,7,3,2,5,"",5,2,1,2,213,1,63,3,10,5,2,3,4,1077.42,2020-04-27 22:44:56
1300162946,50,0,0,0,0,5,10,5,5,5,10,10,10,10,10,50,25,25,5,6,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,60,50,5,1,10,50,30,4,3,1,5,"",8,1,2,2,213,2,66,3,10,5,3,4,1,1341.797,2020-04-27 22:45:36
1300051618,100,0,90,80,100,10,4,10,10,9,10,10,10,10,10,57,43,0,7,6,10,1,1,5,5,0,2,3,5,6,2,8,3,7,5,6,3,8,7,7,2,7,7,3,1,8,9,4,7,4,7,5,6,6,6,2,7,3,7,4,4,7,3,5,5,7,4,6,7,5,90,70,6,13,6,25,3,6,1,0,1,"",7,2,1,2,213,2,23,1,2,1,2,12,2,533.139,2020-04-27 22:51:19
1300184824,70,60,100,100,100,0,0,10,6,10,10,10,5,10,6,71,29,0,7,6,0,0,0,10,5,0,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,8,10,10,10,10,9,7,7,5,5,5,0,0,0,0,0,0,0,10,8,4,0,4,0,0,5,7,10,70,70,4,5,5,50,300,4,1,0,1,"",4,1,1,2,213,1,32,1,3,2,1,2,4,938.358,2020-04-27 22:51:38
1300125586,100,30,100,100,100,2,2,10,4,10,10,10,10,10,10,40,30,30,5,5,0,0,0,10,9,0,0,0,0,10,9,9,9,0,0,5,5,10,9,10,10,10,5,5,5,7,8,10,9,9,1,2,9,0,7,5,6,5,5,0,10,10,8,0,10,9,0,9,10,10,80,80,3,16,9,0,0,4,1,0,2,"",5,2,1,1,213,1,42,2,5,3,3,4,4,1135.492,2020-04-27 22:52:25
1300075690,50,50,50,50,50,5,5,5,5,5,5,5,5,5,5,84,10,6,5,5,5,5,5,7,6,2,2,2,2,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,7,5,5,5,5,1,5,7,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,20,20,5,8,5,50,1,7,1,0,5,"",5,1,1,1,213,2,70,4,11,6,3,2,4,1017.642,2020-04-27 22:59:48
1300075578,100,100,100,100,100,10,10,10,6,10,10,7,0,9,10,98,2,0,7,5,5,10,10,10,10,5,1,1,1,5,10,10,10,1,5,5,5,5,5,5,5,5,5,10,5,5,10,10,10,10,1,2,10,5,1,5,1,5,5,1,10,10,10,10,10,10,9,10,10,10,50,50,6,2,5,50,300,4,1,0,6,sygemeldt,5,1,1,2,123,2,65,3,10,5,1,2,4,1264.716,2020-04-27 23:05:26
1300206714,100,0,30,70,100,10,10,10,0,10,10,10,10,10,10,80,15,5,8,6,3,0,0,10,5,0,0,0,0,4,1,8,5,0,5,5,5,7,5,3,5,7,7,8,7,7,8,8,4,7,7,7,6,0,4,3,7,6,5,0,10,8,5,0,0,0,0,0,0,8,40,50,6,10,7,50,300,7,1,0,4,"",8,1,1,1,213,2,27,1,2,1,1,2,6,533.694,2020-04-27 23:08:44
1300162472,60,60,30,70,100,10,10,8,5,7,5,5,5,5,5,50,50,0,10,5,0,0,0,5,3,5,0,0,0,2,8,8,10,0,0,10,10,10,8,8,0,0,8,8,7,7,7,10,7,5,3,5,7,5,5,2,0,7,3,0,10,10,7,0,9,5,0,6,8,10,50,50,0,4,10,50,900,64,1,0,3,"",2,1,1,1,213,2,49,2,7,3,5,2,2,768.173,2020-04-27 23:11:13
1300067058,90,95,95,100,100,10,10,10,10,10,8,10,7,8,9,30,60,10,9,8,2,2,5,10,10,4,1,1,1,2,10,10,9,1,2,10,9,10,8,8,6,10,10,9,8,9,9,9,6,8,6,2,8,10,2,5,2,7,5,6,9,10,5,1,8,5,1,1,1,10,1,4,6,6,9,50,3,8,2,3,1,"",8,2,1,1,213,1,53,2,8,4,3,11,6,2456.134,2020-04-27 23:16:22
1300075740,80,80,80,80,100,7,8,8,6,7,10,10,10,10,10,100,0,0,5,4,4,6,6,8,9,0,0,0,0,1,7,7,10,0,0,5,7,6,7,7,8,6,6,7,5,6,6,4,7,7,9,7,4,0,2,3,5,3,5,3,10,9,1,0,3,1,1,0,0,7,60,80,4,8,7,50,300,7,1,0,1,"",7,1,1,1,213,2,36,2,4,2,1,7,5,794.167,2020-04-27 23:18:40
1299928128,100,0,100,100,100,10,10,10,5,4,10,10,5,10,10,50,24,26,10,10,5,5,5,0,0,0,0,0,0,5,8,9,9,0,5,5,5,5,5,5,5,5,10,10,5,5,5,5,8,7,5,6,5,0,5,5,5,5,5,0,10,10,5,5,5,5,5,5,5,5,10,20,1,1,8,50,30,4,3,0,5,"",9,1,1,1,213,2,80,4,13,7,1,3,1,1355.42,2020-04-27 23:34:18
1300037800,90,0,10,100,100,8,8,10,5,9,10,10,8,10,9,80,0,20,8,5,5,6,5,10,10,1,1,1,1,2,8,5,4,2,5,5,5,6,5,5,1,1,1,7,8,7,9,2,4,8,8,8,4,0,2,1,7,1,1,1,9,1,1,1,5,5,7,1,1,5,20,80,6,7,3,50,3,4,3,1,5,"",4,1,1,1,213,2,71,4,11,6,3,5,4,1547.735,2020-04-27 23:47:16
1299916998,30,100,0,50,100,10,10,10,3,10,1,1,1,1,1,100,0,0,2,6,10,10,6,10,10,10,10,1,10,10,10,10,10,1,2,10,3,4,4,6,5,6,10,10,10,10,10,7,1,5,10,10,10,0,0,0,7,10,0,0,10,10,3,1,8,5,7,0,0,9,0,30,10,16,5,50,300,4,2,2,3,"",4,1,1,1,213,2,37,2,4,2,1,4,1,1247.917,2020-04-27 23:47:19
1300237076,50,100,50,50,100,6,7,9,8,6,1,1,1,1,1,0,40,60,8,8,6,6,5,6,4,6,5,5,6,6,6,5,5,5,5,7,7,8,8,7,5,7,6,6,6,10,6,8,8,7,7,7,5,6,10,4,1,5,6,9,6,7,1,1,1,1,5,3,3,4,70,50,7,10,5,50,300,4,3,1,6,Barsel,8,1,1,1,213,1,24,1,2,1,1,6,6,439.747,2020-04-27 23:50:30
1300027456,90,80,70,90,90,10,9,9,7,10,10,10,2,7,8,80,10,10,8,6,0,0,0,10,3,0,0,0,0,4,9,9,8,1,2,7,6,8,6,6,3,8,8,8,8,9,8,7,6,6,4,7,4,0,2,1,2,1,2,1,9,5,3,1,2,5,3,2,2,6,10,20,0,9,6,25,3,7,1,0,4,"",3,1,1,2,213,2,23,1,2,1,4,1,2,657.878,2020-04-27 23:51:31
1300085240,90,50,80,100,100,10,10,10,10,10,8,10,5,10,10,80,10,10,5,5,5,5,0,10,9,5,5,5,5,10,8,7,7,5,0,5,5,5,5,5,5,5,6,7,10,9,10,10,5,5,5,5,5,0,0,0,0,0,0,0,7,8,5,5,5,5,5,5,5,5,50,70,3,10,9,25,300,4,1,0,5,"",7,2,1,1,213,2,66,3,10,5,3,3,7,1612.9,2020-04-28 00:05:10
1300027638,90,0,50,90,100,0,0,0,0,8,5,10,5,10,8,10,45,45,5,5,5,0,0,8,0,0,0,0,0,10,10,10,10,0,0,5,5,5,5,5,8,8,0,0,0,0,0,5,2,0,8,10,4,0,0,0,0,0,0,10,8,1,0,0,1,1,8,0,0,1,80,90,2,9,5,25,3,7,3,1,5,"",5,2,1,1,213,2,67,3,10,5,2,3,5,1167.963,2020-04-28 00:07:27
1300162468,100,20,20,20,20,4,4,4,2,2,1,1,1,2,2,92,8,0,1,1,5,5,1,10,10,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,2,2,5,4,3,4,1,1,4,5,2,2,2,2,1,5,5,5,1,5,4,5,5,2,1,3,50,20,5,12,99,25,300,4,3,5,5,"",5,2,1,1,213,2,65,3,10,5,5,5,4,1048.881,2020-04-28 00:18:30
1300163224,90,0,90,100,100,10,10,10,8,10,10,10,5,10,10,0,50,50,8,8,0,5,0,8,8,0,0,0,0,3,10,10,10,0,0,0,0,8,10,0,10,10,5,5,1,3,10,10,10,10,5,0,10,0,5,5,5,10,5,5,10,10,0,0,10,10,0,5,7,10,30,50,8,16,10,509,3,4,3,2,1,"",8,1,1,1,213,1,65,3,10,5,1,12,7,1827.924,2020-04-28 00:27:46
1300197718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,2,5,7,1,1,1,10,8,0,0,0,0,2,7,8,7,1,1,6,6,6,6,6,6,6,6,6,6,7,7,8,5,6,3,2,6,0,5,3,5,5,3,1,8,6,2,1,7,7,2,5,3,6,20,10,6,5,0,50,3,4,3,3,5,"",9,1,1,1,213,2,69,3,11,5,2,8,7,1018.334,2020-04-29 09:24:52
1300125908,70,60,90,100,100,10,9,10,3,9,10,8,0,6,10,100,0,0,7,6,1,5,1,10,7,2,0,1,1,6,6,7,8,3,7,8,7,7,8,7,7,8,6,6,9,10,8,9,5,6,7,7,7,0,6,6,10,7,6,4,9,7,6,1,6,6,3,7,7,8,100,100,6,5,9,50,3,4,1,0,2,"",6,1,1,2,213,2,30,1,3,2,5,12,7,1201.994,2020-04-28 00:58:05
1300075786,100,100,50,100,100,10,10,10,10,5,10,10,10,10,10,58,42,0,7,6,10,10,7,5,10,6,6,10,7,6,6,6,10,3,3,6,5,6,6,5,5,4,6,6,6,4,4,5,6,6,6,7,6,7,5,6,6,6,6,7,5,4,4,4,8,8,7,6,10,7,60,70,4,8,8,89,89,88,2,89,4,"",5,1,2,2,89,1,28,1,3,1,1,9,4,292.379,2020-04-28 01:47:11
1300051122,80,0,100,100,100,10,10,10,10,10,10,10,10,10,10,75,5,20,7,7,5,7,10,10,10,1,1,1,1,5,10,10,10,0,10,10,10,5,4,5,5,5,10,10,10,10,10,10,5,10,10,1,10,0,1,5,1,1,5,1,10,6,1,1,1,1,5,5,5,10,10,50,5,2,7,50,1,4,1,2,2,"",3,1,1,1,213,1,58,3,9,4,4,3,4,1737.29,2020-04-28 01:52:23
1300075832,100,0,100,100,100,10,10,5,5,8,5,5,5,6,6,75,20,5,8,7,5,1,1,10,10,5,0,0,0,1,9,9,9,1,1,9,7,9,8,8,8,1,7,5,8,8,8,9,1,9,8,1,8,5,1,1,1,1,0,1,10,10,10,0,9,7,0,10,10,9,70,70,5,16,8,50,300,4,2,2,1,"",7,1,1,1,213,1,48,2,7,3,2,10,4,1152.391,2020-04-28 02:44:41
1300125998,100,10,100,100,100,10,10,10,10,10,10,10,10,10,10,50,0,50,5,5,5,10,10,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,0,0,10,0,0,10,5,10,8,0,10,10,10,0,10,10,0,5,10,10,80,80,7,16,9,50,3,0,1,0,2,"",2,2,1,1,213,1,58,3,9,4,2,2,4,1156.464,2020-04-28 02:54:28
1300085144,70,10,100,100,100,1,10,1,1,10,10,10,10,10,10,50,47,3,5,5,5,10,5,10,10,1,1,1,1,10,10,10,10,10,1,1,1,10,1,1,1,1,5,1,1,1,1,1,1,10,10,0,1,0,1,5,1,1,1,1,6,5,1,1,1,1,1,1,1,1,20,80,5,6,6,0,3,0,1,0,5,"",5,1,1,1,213,2,75,4,12,6,2,2,4,970.037,2020-04-28 02:59:02
1300152086,50,10,90,100,100,9,10,10,5,10,8,10,5,10,10,50,50,0,7,9,6,5,7,10,10,7,5,5,6,5,9,5,3,5,5,6,6,9,5,5,7,8,8,8,5,7,9,10,10,9,6,2,6,0,5,1,0,0,0,0,7,6,1,5,6,1,6,0,0,5,50,50,5,1,5,50,900,4,3,5,1,"",7,2,1,1,213,2,51,2,7,4,5,8,4,1161.444,2020-04-28 03:19:09
1300162726,100,100,100,100,100,0,0,10,0,10,0,0,0,10,10,50,25,25,5,7,5,10,5,10,10,5,0,0,0,10,5,10,10,0,0,0,0,5,0,0,0,0,5,5,10,10,10,5,10,10,5,0,8,0,0,0,5,10,0,0,10,10,5,0,0,0,0,0,0,10,7,7,5,3,5,50,12,2,1,0,2,"",3,2,1,1,213,1,66,3,10,5,4,12,4,1126.271,2020-04-28 03:32:43
1300162890,100,10,90,100,100,10,10,10,10,10,10,10,7,10,9,0,100,0,6,5,5,7,2,10,8,0,1,0,0,2,9,10,10,0,1,6,6,8,5,5,5,8,7,5,7,10,10,10,8,10,3,1,5,0,3,2,3,3,5,1,8,8,1,2,5,1,7,5,5,6,20,70,5,16,7,50,300,4,3,2,1,"",6,2,1,1,213,2,57,3,8,4,5,8,4,1388.048,2020-04-28 03:41:26
1300152060,100,0,40,100,100,6,6,10,7,9,9,9,6,10,9,50,25,25,7,8,5,5,5,10,10,1,1,1,1,4,10,10,10,1,2,5,5,10,7,6,7,10,9,8,1,5,5,2,8,9,5,1,9,5,7,6,5,5,5,5,6,9,5,4,5,3,5,2,3,5,30,30,9,7,7,25,3,7,3,2,5,"",7,1,1,2,213,2,72,4,11,6,4,6,7,1995.629,2020-04-28 03:45:13
1300067570,100,0,100,100,100,10,10,10,5,10,10,10,10,10,10,95,5,0,8,7,5,6,5,10,10,5,0,0,0,5,9,10,10,1,6,5,5,7,6,5,6,9,5,7,2,5,5,5,5,7,5,5,6,0,2,3,3,5,1,5,10,9,5,0,5,5,8,5,5,7,50,50,8,11,5,50,3,4,3,3,1,"",5,2,1,1,213,2,51,2,7,4,5,8,4,1297.025,2020-04-28 03:46:30
1300378848,21,0,5,21,21,10,10,10,10,10,10,10,10,10,10,0,100,0,10,8,10,10,5,10,10,4,0,0,0,5,10,10,10,0,0,10,8,10,10,7,3,3,10,10,5,10,10,10,5,6,4,3,9,10,5,0,0,5,0,0,9,9,6,0,7,4,9,5,6,9,0,3,5,16,9,50,300,4,3,2,3,"",4,2,1,1,213,1,57,3,8,4,2,8,4,1489.199,2020-04-28 03:53:40
1300293112,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,50,3,4,2,1,1,"",6,1,1,1,213,1,28,1,3,1,1,4,4,858.927,2020-04-28 09:13:34
1300385188,90,10,90,90,80,5,5,5,9,9,8,9,9,9,9,89,1,10,6,5,3,3,3,8,7,2,2,2,1,3,5,5,4,5,4,4,4,4,4,4,5,2,4,5,5,5,5,5,5,5,1,4,5,7,5,5,2,5,2,3,4,2,6,5,8,7,7,7,6,4,50,40,4,1,5,50,300,4,3,2,1,"",5,1,1,2,213,2,46,2,6,3,3,12,3,585.204,2020-04-28 03:58:13
1300084790,100,100,100,100,100,10,10,10,10,5,10,10,10,10,5,100,0,0,10,10,10,5,10,10,5,10,10,10,10,10,10,10,10,10,10,0,10,10,5,6,10,10,10,10,10,8,5,10,10,10,8,5,10,5,10,10,10,10,10,5,8,9,5,10,5,5,10,6,8,1,10,10,3,16,5,50,3,4,1,0,6,O,0,1,1,1,213,1,47,2,6,3,1,12,6,1113.312,2020-04-28 04:20:03
1300085246,95,2,50,100,100,10,10,8,5,9,7,8,1,8,7,100,0,0,10,10,4,7,5,10,5,5,5,1,1,4,9,9,6,1,3,7,5,5,5,5,5,5,7,9,9,9,9,9,2,6,6,5,8,5,3,2,2,2,4,1,7,7,4,1,8,7,1,1,2,7,80,90,7,6,7,50,300,4,3,2,1,"",6,2,99,2,213,2,34,1,4,2,4,9,7,674.792,2020-04-28 04:17:09
1300137226,10,90,10,10,90,9,9,5,1,5,7,7,7,7,7,50,25,25,7,7,2,5,5,8,7,5,5,6,6,4,8,8,8,5,1,3,5,8,5,5,2,8,7,7,8,8,9,2,7,8,2,2,5,0,1,2,1,5,5,1,9,8,5,1,5,5,1,9,9,9,40,30,3,5,9,50,300,2,2,2,1,"",7,2,1,1,213,2,54,2,8,4,3,5,6,743.479,2020-04-28 04:18:22
1300390644,100,0,100,100,100,3,2,10,0,10,2,10,5,10,10,50,25,25,10,9,5,10,5,10,10,0,0,0,0,3,10,10,10,0,1,5,5,5,5,5,5,5,10,10,5,5,6,3,5,9,6,3,5,0,0,0,0,0,0,5,10,6,5,0,6,3,4,5,5,5,50,50,6,5,8,25,3,7,3,2,1,"",5,2,1,2,213,2,45,2,6,3,4,9,5,866.271,2020-04-28 04:22:52
1300125654,100,99,45,78,99,8,7,10,8,10,10,10,5,5,8,0,50,50,6,6,4,5,3,5,0,5,5,3,7,2,5,9,5,5,2,5,5,6,5,4,2,0,6,6,10,10,9,8,0,2,10,4,10,3,0,0,0,0,0,0,5,5,5,0,5,5,5,5,4,4,8,8,3,1,5,50,100,4,2,0,3,"",7,1,1,1,213,1,37,2,4,2,1,2,7,548.733,2020-04-28 04:25:51
1300125880,100,1,100,100,100,3,3,9,5,10,9,9,7,8,8,100,0,0,8,8,5,5,5,10,9,1,1,1,1,5,9,9,9,1,1,5,7,7,5,7,5,4,4,5,8,8,8,7,1,7,6,8,5,10,1,1,1,5,1,1,8,8,1,1,6,5,2,1,2,4,80,80,3,3,4,50,300,4,2,1,1,"",7,1,1,2,213,1,50,2,7,4,4,6,4,892.858,2020-04-28 04:25:54
1300051646,100,10,100,100,100,10,10,10,1,10,10,10,10,10,10,100,0,0,10,10,5,5,5,10,10,1,1,1,1,1,10,10,10,1,1,5,5,5,5,5,5,5,10,10,5,5,5,5,10,10,0,0,10,0,1,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,10,100,10,16,10,50,300,4,1,0,4,"",10,2,2,1,213,2,28,1,3,1,5,12,6,410.992,2020-04-28 04:36:20
1300067768,10,90,100,100,100,7,8,10,5,10,10,10,8,10,10,80,10,10,9,8,5,5,5,5,5,5,1,1,1,5,10,10,10,1,5,5,5,5,5,5,5,5,9,9,9,9,9,9,2,5,7,5,9,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,10,50,1,16,9,50,300,4,1,2,5,"",4,2,1,1,213,1,67,3,10,5,2,2,6,901.573,2020-04-28 04:37:26
1299614358,90,80,80,90,100,8,8,10,10,10,9,10,8,9,10,53,23,24,7,7,5,5,1,9,8,1,0,5,1,3,8,8,9,1,2,5,5,6,7,6,4,5,8,9,9,9,9,8,6,9,5,3,6,0,5,5,4,4,4,2,9,8,5,0,5,5,3,6,9,7,60,60,7,12,6,50,300,7,2,2,5,"",7,2,1,1,213,1,72,4,11,6,3,5,6,744.608,2020-04-28 04:37:44
1300394408,75,0,4,3,7,9,9,9,0,9,7,10,7,6,10,23,77,0,6,7,7,7,7,9,9,7,5,1,5,8,7,7,7,8,7,7,6,7,7,6,7,7,2,2,7,6,6,8,6,7,9,9,6,0,8,5,5,5,3,4,7,7,3,2,2,1,1,1,2,5,1,10,3,3,2,50,300,4,3,2,1,"",5,1,1,2,213,2,36,2,4,2,4,7,4,520.2,2020-04-28 04:44:47
1300067218,100,10,100,100,100,10,10,10,7,10,10,10,10,10,10,52,31,17,9,7,1,5,5,7,6,5,1,1,1,3,7,7,8,1,1,6,6,7,7,10,6,3,7,8,6,6,7,9,5,10,3,3,7,0,1,3,1,5,1,1,10,10,5,1,10,5,10,7,7,1,50,50,4,3,5,50,3,6,3,0,2,"",3,1,1,1,213,1,50,2,7,4,3,5,6,1024.716,2020-04-28 04:46:56
1300397320,60,10,30,100,100,10,10,10,6,8,10,10,9,10,10,100,0,0,4,2,2,1,1,10,10,1,1,1,2,6,10,8,10,10,6,9,7,8,7,7,8,6,4,5,5,7,7,10,10,7,1,1,7,5,1,9,4,6,3,4,4,6,6,6,5,7,5,7,7,6,30,70,5,15,6,50,3,4,3,2,5,"",3,2,1,1,213,1,64,3,10,5,4,4,4,1442.544,2020-04-28 04:47:03
1300125906,50,40,40,50,40,7,5,5,3,10,6,6,5,6,5,100,0,0,9,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,50,50,10,8,5,50,300,4,2,0,1,"",7,1,2,1,213,2,28,1,3,1,1,12,7,222.543,2020-04-28 04:55:43
1299908488,100,50,100,100,100,10,10,10,5,10,0,0,0,0,0,90,5,5,10,8,0,0,0,10,5,0,0,0,0,5,10,10,10,5,0,5,5,5,5,5,5,5,8,5,5,10,10,5,5,5,2,0,8,0,0,0,0,0,0,0,8,5,0,0,5,0,5,4,7,5,50,50,3,14,5,50,300,7,3,0,5,"",5,2,1,1,213,2,67,3,10,5,2,6,4,2119.926,2020-04-28 05:02:52
1300386808,100,0,100,100,100,10,10,10,2,10,8,10,10,10,10,100,0,0,7,8,4,4,2,10,5,5,5,0,0,7,8,8,8,8,8,6,6,6,6,6,5,5,8,8,8,8,8,8,8,8,2,6,5,8,0,4,0,4,6,0,5,5,5,5,5,5,5,5,5,5,8,8,0,1,0,59,300,4,2,2,1,"",7,1,1,1,123,1,33,1,4,2,1,6,1,900.866,2020-04-28 05:04:07
1300113014,100,0,100,100,100,9,9,10,0,10,10,10,10,10,10,100,0,0,8,7,5,5,5,8,8,5,5,5,5,0,10,10,10,0,0,5,5,10,5,5,9,9,8,10,8,10,8,10,5,9,6,5,7,0,0,5,5,5,5,0,10,9,5,0,8,5,1,0,9,8,50,50,8,10,5,25,3,4,2,2,1,"",7,2,1,1,213,2,44,2,6,3,3,11,7,615.854,2020-04-28 05:06:31
1299731666,90,10,90,100,100,9,9,8,8,10,10,10,10,10,10,95,5,0,8,7,2,2,2,8,8,1,1,1,1,3,10,10,10,0,0,8,8,9,7,9,8,9,7,8,7,9,9,10,4,5,6,3,6,0,2,2,2,2,2,1,7,6,5,2,5,5,5,2,2,5,10,10,6,10,7,50,300,4,3,2,1,"",6,1,1,1,213,1,58,3,9,4,1,8,4,1352.185,2020-04-28 05:08:08
1300051982,100,0,100,0,0,10,10,10,0,10,10,10,10,10,10,80,10,10,3,3,0,0,0,5,5,5,0,5,5,0,10,10,10,0,0,5,5,5,5,5,5,5,7,7,7,5,8,6,5,3,8,8,5,0,2,2,2,5,1,7,10,8,5,0,5,5,1,5,5,7,20,50,2,11,4,25,3,4,3,4,3,"",5,2,1,1,213,1,61,3,9,5,4,7,5,1930.828,2020-04-28 05:09:52
1300162684,80,50,90,100,100,6,6,10,5,0,5,8,1,7,10,60,40,0,10,7,5,4,2,8,5,5,5,5,5,3,8,8,8,0,4,7,7,7,5,4,2,2,7,7,2,8,10,8,7,8,7,2,7,0,5,3,6,5,7,2,7,7,1,2,5,5,4,8,5,6,33,45,7,6,10,25,3,6,3,1,1,"",7,1,1,1,213,1,39,2,5,2,3,11,4,1895.505,2020-04-28 05:11:31
1300125974,100,90,100,100,100,10,10,10,5,10,10,10,10,10,10,100,0,0,7,6,6,5,6,10,0,1,1,1,1,0,0,8,9,0,0,5,5,5,5,5,5,2,10,10,5,3,7,6,5,8,5,5,0,5,1,0,0,0,0,0,9,9,0,0,5,0,9,6,0,9,10,0,5,9,4,50,900,4,3,2,5,"",5,2,1,1,213,2,64,3,10,5,5,5,1,1088.728,2020-04-28 05:11:53
1300051734,5,4,6,8,10,10,9,3,1,9,2,2,1,3,3,100,0,0,7,7,5,3,1,3,3,1,0,0,0,4,10,10,10,1,1,5,5,5,5,5,5,5,9,6,4,4,6,9,10,10,2,7,10,0,1,5,1,2,1,1,2,2,1,5,5,5,1,1,1,1,50,60,8,4,6,25,3,7,3,2,5,"",7,2,1,1,213,2,73,4,12,6,4,12,7,1293.935,2020-04-28 05:12:28
1299993546,100,70,100,100,100,10,10,10,6,10,5,10,10,10,10,100,0,0,2,1,6,10,5,10,10,7,5,5,5,8,5,6,5,10,5,6,1,5,5,5,10,7,1,10,3,4,8,10,10,1,1,5,5,10,5,1,5,1,1,5,1,1,0,1,0,0,10,1,1,1,30,50,8,5,3,50,3,4,1,0,1,"",0,1,1,1,213,2,55,3,8,4,3,5,4,1083.975,2020-04-28 05:12:55
1300037276,90,10,50,100,100,10,10,10,5,10,10,10,8,9,10,75,25,0,7,8,5,5,5,10,10,5,5,4,3,4,10,10,10,1,1,6,6,5,5,6,7,5,8,7,5,8,8,9,4,6,7,4,8,0,5,3,5,5,6,6,8,7,7,1,7,5,2,6,5,6,70,70,8,2,5,50,300,4,3,2,3,"",6,2,1,1,213,1,53,2,8,4,3,11,4,1516.559,2020-04-28 05:13:11
1299908422,80,0,100,100,100,10,10,9,3,6,9,10,9,10,10,46,27,27,7,6,6,5,5,8,8,0,0,0,0,2,10,10,2,0,5,8,8,8,10,5,9,8,8,8,9,5,9,10,6,9,6,7,9,10,0,4,0,8,1,0,10,10,5,0,5,5,9,0,7,10,10,30,1,2,8,50,3,7,3,0,1,"",4,2,1,1,213,2,61,3,9,5,2,7,4,3311.226,2020-04-28 05:17:45
