caseid,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q4_1_1,q4_2_1,q4_3_1,q5_1,q6_1,q7_1,q7_2,q7_3,q8_1,q8_2,q9_1,q9_2,q9_3,q9_4,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12_1,q12_2,q13_1,q13_2,q13_3,q13_4,q14_1,q14_2,q14_3,q14_4,q15_1,q16_1,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q19_1,q19_2,q20_1,q21,q22_1,q23,q24,q25,civilstatus,children,jobsituation,jobsituation_other,q26,q27,q28,q29,q30,gender,age,profile_age1,profile_age2,profile_age3,region,household_income,profile_education,tot_time,endtime
1299665242,100,0,100,100,100,10,10,10,10,10,10,10,5,10,10,10,90,0,7,9,5,10,10,10,10,5,5,5,5,10,10,10,10,1,5,10,10,10,5,5,5,5,8,8,8,8,8,8,5,5,5,5,8,8,1,5,1,10,5,1,10,9,9,1,9,9,1,5,5,5,100,40,5,2,8,25,3,7,3,2,5,"",8,1,1,1,213,2,74,4,12,6,1,12,7,1650.606,2020-04-27 12:51:15
1299769708,9,9,7,7,10,10,10,8,2,10,10,10,8,7,10,50,25,25,3,7,0,5,6,10,10,3,0,0,0,5,10,10,10,0,0,9,0,9,7,3,5,3,2,3,0,8,8,10,5,5,9,2,3,4,0,0,0,0,0,0,7,8,4,0,4,0,3,4,4,6,80,100,3,1,9,25,3,4,2,0,4,"",5,1,1,1,213,2,20,1,1,1,3,2,3,989.247,2020-04-27 12:51:29
1299756776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,30,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,50,1,1,1,0,4,"",5,2,1,1,213,1,22,1,1,1,3,12,3,2556.028,2020-04-27 12:54:44
1299772348,1,6,7,9,5,10,10,10,5,10,2,3,6,6,5,60,40,0,6,7,3,1,1,10,10,1,1,1,1,4,10,10,5,1,1,6,8,8,4,10,7,5,10,8,9,10,10,9,2,2,3,5,7,0,4,4,3,2,2,1,10,7,9,1,10,10,1,3,5,7,50,50,2,9,7,50,1,4,2,0,1,"",7,1,1,1,213,1,29,1,3,1,4,9,7,619.969,2020-04-27 12:56:19
1299716786,100,100,100,100,100,10,10,10,10,10,10,10,5,10,10,80,10,10,5,6,5,5,1,10,10,0,0,0,0,4,10,10,10,1,1,5,5,10,5,1,4,10,10,7,5,5,5,10,6,10,3,1,6,0,5,2,0,5,5,0,10,10,5,1,5,5,1,5,5,10,30,50,4,12,6,50,3,6,3,5,5,"",5,2,1,1,213,2,74,4,12,6,4,4,4,1377.179,2020-04-27 12:57:45
1299716798,90,90,50,100,100,7,8,10,0,10,5,6,0,10,10,100,0,0,9,8,0,6,5,10,10,5,0,10,0,9,10,5,10,1,4,5,7,9,6,9,5,7,10,8,9,5,8,8,9,9,4,1,7,0,5,5,2,5,5,5,9,7,0,0,5,5,1,5,5,10,20,20,8,1,4,50,3,4,3,3,5,"",7,1,1,1,213,2,71,4,11,6,1,3,4,1222.829,2020-04-27 13:04:43
1299705322,90,80,60,50,90,5,6,5,2,5,7,7,3,6,6,50,25,25,7,8,6,6,6,8,8,1,1,0,0,3,9,9,7,3,3,5,5,5,5,5,5,5,8,8,7,6,6,8,7,7,3,5,5,0,5,5,5,5,6,5,6,5,3,3,5,5,5,6,6,5,10,10,7,2,6,25,3,7,3,3,5,"",7,2,1,1,213,2,77,4,12,6,2,5,6,1012.729,2020-04-27 13:21:56
1298945176,100,30,100,100,100,5,7,2,0,10,10,10,5,10,10,50,40,10,6,6,0,4,1,10,7,1,1,1,1,0,10,10,10,0,1,5,5,7,5,6,8,10,5,6,4,6,8,5,4,4,6,6,5,0,6,7,5,6,4,5,10,6,0,0,5,5,2,3,6,8,50,70,3,14,5,125,300,7,2,0,4,"",7,1,1,1,213,2,27,1,2,1,3,2,7,1045.895,2020-04-27 13:29:42
1299798754,100,50,30,60,100,1,1,1,1,10,1,2,1,7,6,100,0,0,7,7,2,2,2,7,6,0,0,0,0,4,10,10,10,0,1,1,1,1,1,1,1,1,5,5,10,8,9,9,9,7,8,5,6,0,5,2,6,2,1,1,10,7,0,0,0,1,1,8,1,5,50,50,8,12,9,50,300,7,2,0,2,"",5,2,1,1,213,2,28,1,3,1,3,3,7,1066.885,2020-04-27 13:31:34
1299647634,50,0,90,90,100,10,10,10,10,5,8,8,7,8,10,90,0,10,4,4,1,1,1,6,4,3,0,0,1,0,10,7,7,0,1,7,7,7,7,4,8,7,5,7,8,5,7,7,7,2,5,5,8,0,6,7,3,5,3,0,7,6,0,0,5,5,3,7,5,6,20,40,5,14,7,25,3,7,3,1,5,"",5,1,1,1,213,2,76,4,12,6,1,4,1,7614.635,2020-04-27 13:34:40
1299533988,100,0,100,100,100,6,7,10,0,6,8,10,5,10,10,100,0,0,7,9,0,5,0,10,5,0,0,0,0,2,10,10,10,0,0,1,6,8,1,1,8,10,8,8,10,10,9,9,5,6,6,2,7,0,3,0,4,0,4,10,10,6,1,0,3,0,0,5,5,10,100,100,1,6,8,50,3,7,3,1,4,"",8,2,1,1,213,1,27,1,2,1,4,4,6,895.117,2020-04-27 13:36:32
1299797436,80,70,40,60,50,5,5,5,5,5,9,10,7,10,10,49,48,3,3,2,5,5,5,10,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,4,6,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,60,60,5,11,5,50,100,4,1,0,4,"",5,1,1,1,213,1,25,1,2,1,5,2,6,1476.332,2020-04-27 13:37:24
1299791120,100,10,100,90,100,9,9,10,5,10,10,10,3,10,10,68,22,10,7,7,5,7,2,10,10,1,1,1,1,3,9,8,8,1,1,1,5,5,5,10,5,6,9,9,9,8,7,9,6,8,8,3,4,0,1,1,1,2,2,2,10,10,5,1,5,5,1,5,5,10,20,30,7,2,8,50,900,4,3,3,2,"",8,2,1,1,213,1,34,1,4,2,4,6,6,1551.387,2020-04-27 13:46:11
1299810692,80,50,70,100,100,9,9,10,7,10,10,10,8,10,10,97,2,1,7,6,6,6,6,5,5,1,0,0,0,2,1,8,9,1,5,10,7,8,7,7,8,8,7,7,7,8,8,10,8,6,2,3,8,5,5,5,4,5,5,7,10,10,10,1,8,8,10,0,2,9,50,50,5,5,9,50,900,9,1,0,1,"",8,1,2,2,213,1,34,1,4,2,1,11,7,758.137,2020-04-27 13:48:56
1299806586,90,0,10,70,100,9,10,7,0,10,8,10,1,9,9,100,0,0,7,7,0,0,0,10,4,0,0,0,0,2,9,8,7,0,6,4,1,6,4,5,5,3,8,9,3,8,9,6,3,7,7,2,7,0,1,0,0,0,3,0,7,8,5,0,4,2,2,0,3,2,90,80,6,4,7,25,3,7,2,0,4,"",4,1,1,1,213,2,23,1,2,1,4,2,4,941.229,2020-04-27 13:48:59
1299505144,100,10,80,100,100,8,8,10,5,8,10,10,3,10,10,40,40,20,6,6,0,0,0,10,5,5,0,0,0,4,10,10,10,0,2,7,7,9,5,5,8,8,1,8,8,6,8,10,3,8,8,5,7,0,5,0,2,5,5,5,10,7,0,0,5,0,0,0,5,8,70,30,2,9,7,25,3,7,2,0,1,"",7,1,1,1,213,1,34,1,4,2,4,10,7,3332.341,2020-04-27 14:30:05
1299529170,10,20,30,10,15,6,10,5,9,3,4,7,8,10,3,10,85,5,5,7,5,5,5,5,5,5,5,6,6,2,7,7,5,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,4,4,7,7,5,9,2,3,8,3,5,5,6,4,5,5,4,10,10,2,5,3,4,7,4,10,30,45,2,2,2,"",5,2,2,99,5,1,41,2,5,3,2,12,6,392.466,2020-04-27 15:03:18
1299712602,6,6,5,8,9,9,9,10,6,9,5,5,3,9,9,80,10,10,6,3,5,5,5,9,6,5,5,5,5,1,9,9,9,1,1,1,1,5,1,1,1,5,7,7,5,7,7,7,5,4,6,4,8,0,3,5,3,5,7,1,5,5,4,3,5,3,4,2,2,3,1,1,7,7,8,25,300,7,1,0,3,"",3,1,1,1,213,2,34,1,4,2,1,13,2,1674,2020-04-27 20:34:35
1299504866,90,20,50,90,100,6,7,10,1,5,10,10,10,10,10,100,0,0,5,6,2,5,1,10,5,0,0,0,0,7,10,10,7,0,0,5,6,10,5,5,6,10,7,9,5,7,9,6,8,10,5,2,10,5,1,4,5,4,5,0,10,9,5,0,3,4,1,0,5,9,10,20,6,10,6,50,3,2,2,0,1,"",6,1,1,1,213,1,29,1,3,1,4,8,6,1419.615,2020-04-27 13:51:25
1299810960,8,7,9,10,10,10,10,6,10,9,10,10,8,10,10,95,5,0,9,9,2,1,1,7,7,1,1,0,0,2,10,10,10,2,1,7,4,6,6,7,4,7,9,9,5,3,8,8,7,8,6,6,7,0,2,1,0,6,2,2,8,9,3,1,8,9,3,4,6,7,3,3,4,3,8,25,3,7,2,0,4,"",7,1,1,1,213,2,24,1,2,1,1,4,5,968.484,2020-04-27 13:56:38
1299819034,70,10,80,80,100,6,7,9,6,10,5,5,4,6,10,30,37,33,7,8,1,1,1,6,5,1,1,1,1,1,9,9,2,1,1,5,5,5,5,6,6,5,3,4,5,5,5,5,4,5,5,4,6,6,2,2,5,2,1,1,7,6,5,3,4,5,5,4,5,5,30,30,1,15,6,50,300,4,2,0,1,"",4,1,1,1,213,2,23,1,2,1,4,6,2,672.307,2020-04-27 13:56:53
1299742404,90,10,80,100,100,0,0,10,7,10,4,8,2,7,10,100,0,0,8,8,7,1,1,10,8,1,1,1,1,1,10,10,10,1,8,9,9,9,6,10,6,10,10,10,10,10,9,10,8,10,10,5,5,0,1,1,2,1,1,1,9,7,1,1,6,1,1,1,5,8,70,70,8,9,8,50,3,7,2,1,1,"",4,1,1,1,213,2,40,2,5,3,3,6,4,577.832,2020-04-27 14:04:12
1299824460,2,2,6,4,7,1,2,2,2,3,10,10,7,1,1,20,50,30,5,4,7,2,3,5,7,4,7,7,7,7,5,2,3,3,3,5,5,2,4,8,6,6,2,5,5,4,1,2,4,3,4,6,5,10,7,6,1,2,2,2,7,7,7,7,7,7,7,7,7,7,3,5,6,12,99,50,300,4,1,0,1,"",10,1,1,2,213,2,21,1,1,1,3,5,2,411.227,2020-04-27 14:08:46
1299828986,7,2,4,4,1,7,9,6,8,8,8,7,6,5,5,100,0,0,8,7,3,7,5,8,6,2,1,1,1,8,7,8,8,2,2,7,7,7,4,5,6,7,5,7,6,6,7,6,6,6,10,2,5,4,6,7,7,4,3,2,6,6,4,4,3,3,3,2,6,5,5,7,3,3,8,50,100,77,2,0,1,"",7,1,1,1,213,2,29,1,3,1,1,6,6,489.527,2020-04-27 14:13:35
1299799884,90,0,80,70,100,10,10,10,3,10,6,7,8,8,9,100,0,0,4,4,0,5,0,6,5,5,5,5,5,5,7,7,8,1,3,5,5,5,5,4,5,5,3,8,2,1,1,3,6,5,5,5,1,0,1,1,8,3,1,5,5,5,3,4,4,4,5,4,2,4,80,80,5,2,6,50,3,7,1,0,3,"",1,1,1,1,213,2,35,2,4,2,1,12,5,991.59,2020-04-27 14:13:47
1299637712,100,0,100,90,100,3,4,10,0,5,5,8,0,8,10,60,40,0,3,5,5,5,5,10,9,2,1,1,1,6,9,9,9,1,3,5,5,9,6,5,7,9,6,6,3,5,9,2,9,2,7,8,5,0,1,0,5,3,1,5,9,9,1,1,5,1,8,2,2,5,30,50,8,7,7,25,3,4,1,0,5,"",7,1,1,1,213,1,73,4,12,6,1,5,6,1860.369,2020-04-27 14:19:18
1299834760,80,30,60,100,100,7,7,10,3,10,9,10,4,9,10,100,0,0,3,4,4,2,0,7,5,0,0,0,0,3,9,10,9,0,1,7,6,8,6,7,5,8,6,6,4,7,8,6,8,7,4,6,7,0,4,3,2,2,2,1,10,9,6,1,7,7,0,5,6,8,40,60,3,5,7,50,1,2,1,0,4,"",6,1,1,1,213,2,25,1,2,1,4,3,6,728.602,2020-04-27 14:22:53
1296705418,80,50,100,100,100,5,7,5,3,10,10,10,10,7,10,100,0,0,8,7,0,1,0,10,10,0,0,0,0,0,10,8,9,0,0,10,3,7,5,0,0,5,10,10,7,6,8,10,1,6,10,7,5,5,0,0,2,1,0,0,10,10,5,0,6,6,0,8,6,10,50,50,7,3,7,25,3,7,2,0,1,"",5,1,1,1,213,1,26,1,2,1,3,4,6,674.156,2020-04-27 14:23:38
1299834860,80,40,60,80,90,5,4,10,1,10,6,9,7,8,10,80,15,5,4,5,0,0,0,9,2,1,0,0,1,3,8,7,9,2,4,8,8,5,6,5,4,5,4,6,2,4,4,8,4,5,7,7,3,0,3,2,5,3,0,5,8,3,5,8,6,7,3,1,5,7,50,50,5,14,7,25,300,4,2,0,3,"",4,1,1,1,213,1,24,1,2,1,5,1,6,706.978,2020-04-27 14:23:47
1299822090,97,80,100,100,80,6,8,10,10,10,7,9,10,10,10,0,65,35,8,7,5,5,5,10,10,2,0,0,0,3,8,10,10,0,0,5,5,10,10,10,6,6,7,8,6,4,8,10,6,5,6,3,7,8,4,2,0,7,5,1,10,10,8,0,5,4,2,3,2,10,30,40,3,14,9,50,300,4,2,0,4,"",4,1,1,1,213,1,22,1,1,1,4,3,2,1421.683,2020-04-27 14:24:44
1299831024,80,20,60,90,90,8,9,4,3,8,5,7,6,7,8,96,3,1,3,4,2,1,0,6,3,1,1,1,2,1,5,8,9,0,1,7,7,5,7,6,6,4,5,3,6,0,2,7,1,4,9,7,2,0,1,1,3,2,1,5,8,7,6,1,2,7,2,2,5,8,10,0,2,10,3,50,3,7,1,0,6,I arbejdsprøvning/praktik,2,1,1,2,213,1,30,1,3,2,3,1,2,1020.596,2020-04-27 14:26:23
1299842820,40,30,50,50,50,4,4,8,4,5,3,4,5,5,6,32,10,58,4,5,3,4,6,4,4,4,7,2,4,4,4,4,4,4,4,4,7,2,7,4,6,4,7,3,4,5,5,5,4,5,5,5,5,5,5,4,4,5,6,3,6,6,5,3,3,2,6,6,5,4,40,40,5,13,99,50,300,4,1,0,1,"",3,1,99,99,213,2,21,1,1,1,3,11,6,391.094,2020-04-27 14:32:43
1299843022,80,30,60,30,100,10,10,5,9,10,8,7,7,9,9,21,6,73,1,3,0,0,0,7,3,0,0,0,0,0,9,10,8,0,0,1,8,5,4,6,10,10,2,1,2,1,1,5,8,7,5,5,0,0,0,0,3,0,0,5,10,8,7,0,5,6,0,0,0,9,30,10,2,11,8,25,300,7,1,0,4,"",1,1,1,1,213,1,27,1,2,1,4,2,2,1238.195,2020-04-27 14:49:52
1299846390,100,0,100,100,100,10,10,10,10,10,10,10,10,10,10,35,29,36,5,5,5,5,5,10,10,1,1,1,1,5,10,10,10,1,1,5,5,5,5,5,5,5,8,5,5,5,5,9,4,5,6,6,3,5,5,6,1,7,3,1,5,5,5,5,5,5,5,5,5,5,50,70,10,2,5,50,300,4,2,0,5,"",4,2,1,1,213,1,34,1,4,2,4,12,1,930.156,2020-04-27 14:50:19
1299845584,75,75,100,60,100,10,10,7,2,10,10,10,10,10,10,100,0,0,10,7,1,1,1,10,10,1,1,1,1,5,10,10,10,1,10,5,5,5,5,5,5,5,10,10,10,10,10,10,1,10,1,1,7,0,0,7,0,7,5,1,10,10,10,1,10,10,1,5,10,10,50,50,5,16,7,50,900,4,2,2,1,"",8,1,1,1,213,1,26,1,2,1,4,8,6,1155.14,2020-04-27 14:53:25
1299851858,70,100,30,100,100,10,10,10,10,10,10,10,0,10,10,19,39,42,7,7,0,0,0,7,5,0,0,0,0,0,10,10,10,0,0,10,8,7,8,7,7,7,7,6,10,10,10,10,4,6,6,3,4,0,2,1,1,3,1,0,10,10,6,0,6,6,0,0,4,10,80,60,1,10,10,50,3,7,1,0,2,"",8,1,1,1,213,1,25,1,2,1,4,4,6,906.783,2020-04-27 14:58:09
1299529612,6,1,1,4,7,8,8,7,2,7,5,5,1,5,5,100,0,0,5,5,5,5,5,9,5,5,2,1,1,5,10,10,10,1,5,5,5,5,5,5,5,6,4,3,6,7,7,8,5,6,7,5,2,0,4,1,8,5,1,6,10,7,2,1,1,5,2,1,1,5,50,50,8,4,6,25,900,1,1,0,2,"",3,2,1,1,213,1,33,1,4,2,4,2,7,959.655,2020-04-27 15:00:53
1299619390,100,80,100,100,100,10,10,10,5,10,10,10,7,10,10,25,38,37,10,10,5,5,5,10,10,0,0,0,0,5,10,10,10,0,5,10,10,10,10,10,5,5,10,10,9,5,10,10,5,8,1,1,10,0,5,5,5,5,5,5,10,10,5,1,10,10,1,10,10,10,20,20,5,16,8,50,3,4,3,3,5,"",7,1,1,1,213,1,76,4,12,6,1,7,6,846.771,2020-04-27 15:13:00
1299862396,60,80,60,60,80,7,5,7,2,0,1,1,1,1,1,70,15,15,8,8,8,4,3,10,9,8,8,1,3,1,9,9,1,1,1,9,7,7,6,8,7,4,8,9,8,6,9,9,7,8,3,4,7,0,3,3,6,6,4,8,9,8,2,1,8,8,1,1,6,9,70,80,8,3,7,25,3,7,1,0,1,"",7,2,1,1,213,2,19,1,1,1,3,5,1,537.501,2020-04-27 15:14:32
1298930100,100,0,50,90,90,5,9,1,1,9,10,10,1,9,9,100,0,0,3,6,3,5,2,10,6,8,1,1,1,9,10,10,5,2,7,5,6,8,6,5,5,6,2,5,2,1,2,2,1,5,9,8,1,0,5,1,8,5,1,7,7,3,2,1,7,7,2,1,1,8,10,70,6,4,4,50,300,4,1,1,1,"",4,1,1,1,213,2,54,2,8,4,3,5,4,871.505,2020-04-27 15:20:43
1299875888,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,50,28,22,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,7,5,50,20,50,1,0,1,"",5,1,1,1,213,1,25,1,2,1,1,12,5,267.475,2020-04-27 15:29:26
1299705364,60,40,50,60,80,6,6,4,5,6,5,6,6,4,5,94,0,6,6,7,7,5,6,10,10,1,3,3,3,4,6,5,5,5,5,5,4,4,5,5,4,4,5,6,6,5,6,7,8,8,3,3,6,5,5,4,4,4,5,5,5,5,6,5,6,4,6,5,5,4,20,10,6,3,7,25,3,7,2,1,1,"",5,1,1,1,213,2,25,1,2,1,1,10,6,379.473,2020-04-27 15:31:04
1299758016,100,5,100,100,100,8,8,7,0,10,5,5,1,9,10,100,0,0,8,8,0,0,0,8,8,0,0,0,0,5,10,10,10,0,1,1,5,3,0,0,0,5,8,9,6,5,8,8,5,9,0,7,9,0,1,5,0,0,7,5,9,7,0,0,0,0,2,0,0,1,70,70,8,5,6,25,300,2,3,1,1,"",6,1,1,1,213,2,34,1,4,2,3,7,6,749.576,2020-04-27 15:37:17
1299885952,12,12,23,50,10,10,10,10,10,10,10,10,10,10,10,50,25,25,10,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,1,1,1,1,1,1,6,5,4,5,10,1,1,1,1,1,2,3,2,1,1,1,1,1,1,5,1,6,10,6,1,7,99,50,60,60,1,2,1,"",5,3,1,99,213,1,29,1,3,1,1,12,4,220.585,2020-04-27 15:41:10
1299879454,100,0,50,100,100,5,5,10,10,5,10,10,10,10,10,100,0,0,10,8,10,10,10,10,4,10,10,10,5,0,10,10,10,0,0,8,7,5,6,4,5,5,7,6,5,5,7,10,10,10,3,5,5,0,0,5,5,5,5,0,10,7,7,0,5,10,5,6,5,10,100,60,7,4,10,50,300,4,2,0,2,"",5,1,1,1,213,1,22,1,1,1,5,4,3,816.337,2020-04-27 15:47:10
1299886006,100,0,50,80,100,5,5,8,5,10,10,10,5,10,10,43,40,17,5,2,1,1,1,9,9,0,0,0,0,1,8,8,9,0,0,1,1,5,5,5,1,1,5,5,5,7,7,7,8,8,5,7,5,0,0,0,0,0,0,0,8,8,5,0,5,5,0,5,1,8,80,70,2,10,7,50,300,7,1,0,3,"",5,1,1,1,213,1,27,1,2,1,1,1,5,661.79,2020-04-27 15:47:41
1299891296,50,40,60,60,40,5,4,6,6,6,5,3,6,6,5,88,7,5,7,7,6,5,6,8,7,7,7,7,6,6,4,6,5,6,4,6,7,6,4,5,6,7,7,7,5,4,5,5,6,4,6,5,5,6,6,4,6,5,4,6,6,6,6,6,4,6,5,5,4,5,30,30,5,5,6,25,3,7,2,1,1,"",4,1,1,1,213,2,24,1,2,1,1,9,6,176.341,2020-04-27 15:53:04
1299885992,100,20,100,70,100,7,7,10,6,10,9,10,1,8,10,100,0,0,7,5,5,5,0,10,9,0,0,0,0,3,7,8,7,0,1,5,5,5,5,5,5,5,5,7,4,6,6,3,7,4,7,9,6,0,6,5,6,5,3,6,9,6,5,0,5,5,3,0,0,7,50,70,8,11,6,25,3,7,1,0,6,Fuldtidsansat + studerende,6,1,1,1,213,1,30,1,3,2,1,5,4,994.177,2020-04-27 15:53:05
1299878998,100,50,100,70,100,10,5,10,8,5,5,10,1,10,8,10,60,30,8,7,5,1,1,10,5,3,1,1,1,1,10,10,10,1,1,8,6,8,8,5,10,10,10,5,9,9,9,10,1,6,5,2,7,0,1,1,1,8,7,1,10,9,1,1,5,5,1,10,2,6,10,10,7,3,8,50,300,4,1,0,1,"",7,1,2,1,213,1,56,3,8,4,1,7,6,1574.412,2020-04-27 16:00:12
1299899672,60,40,60,60,50,3,5,7,6,4,5,6,7,6,8,65,23,12,7,7,7,7,8,7,8,5,7,7,6,4,7,7,6,3,6,4,7,7,6,4,6,7,6,7,6,7,6,6,3,6,7,5,6,6,6,7,8,6,4,7,8,6,7,4,7,7,7,4,7,8,60,70,6,6,6,50,300,16,1,0,4,"",6,1,1,1,213,2,26,1,2,1,3,3,6,200.995,2020-04-27 16:06:28
1299905454,60,60,60,70,70,8,7,8,7,7,8,8,8,8,7,48,38,14,7,8,7,7,7,7,7,7,7,6,7,7,7,5,7,7,6,7,8,7,6,7,7,8,6,7,8,7,7,7,6,7,7,4,8,6,7,6,6,8,4,8,6,7,8,7,7,7,7,7,7,7,70,70,7,10,99,50,300,2,2,0,4,"",8,1,1,1,213,2,22,1,1,1,1,4,7,204.735,2020-04-27 16:11:55
1299903928,90,20,50,60,90,3,4,3,3,10,3,2,1,5,3,86,11,3,8,6,3,5,5,9,3,1,0,0,1,6,5,5,7,4,3,4,3,3,6,6,3,7,5,4,7,6,5,3,2,4,6,6,6,0,2,1,1,2,1,2,2,5,4,4,3,5,5,3,7,5,60,50,4,5,6,25,3,7,1,0,1,"",8,1,1,2,213,2,20,1,1,1,1,7,2,441.041,2020-04-27 16:14:17
1299910310,100,10,50,50,100,10,10,5,2,6,10,10,10,10,10,100,0,0,8,8,6,5,6,10,10,5,6,6,6,9,5,5,6,6,9,6,5,5,5,6,5,6,5,5,5,4,3,1,3,5,10,6,1,5,5,5,10,6,4,10,6,6,6,7,6,5,6,6,5,5,60,50,5,10,5,50,900,4,3,2,5,"",7,2,1,1,213,1,33,1,4,2,5,9,1,361.765,2020-04-27 16:28:57
1299916432,80,30,0,50,90,1,8,6,6,10,10,10,10,10,10,90,0,10,9,8,1,1,1,6,1,2,1,1,1,1,10,10,10,10,4,10,7,10,10,7,10,10,10,10,3,1,1,7,2,7,3,5,7,0,3,1,1,8,1,10,10,10,1,1,4,1,1,7,7,10,80,80,10,10,9,25,300,4,2,0,4,"",4,1,1,1,213,1,22,1,1,1,5,2,2,802.452,2020-04-27 16:40:28
1299916442,10,2,10,10,10,10,10,10,10,10,10,5,5,10,10,74,26,0,8,5,1,1,6,10,10,1,1,1,1,5,3,10,8,5,1,5,4,4,10,7,10,6,5,5,1,1,7,7,5,10,7,3,5,0,9,8,6,1,10,5,10,8,10,1,10,4,3,10,4,3,50,50,5,7,8,50,300,4,1,0,1,"",8,1,1,1,213,1,33,1,4,2,5,4,7,671.791,2020-04-27 16:41:01
1299916464,50,70,10,70,100,7,6,2,2,10,5,10,4,5,5,75,18,7,4,4,1,1,1,7,4,1,1,1,1,4,4,6,5,1,4,5,5,6,3,5,5,5,5,5,7,7,7,7,4,3,7,10,4,0,2,3,1,5,2,8,10,9,1,1,5,5,1,3,5,10,70,50,2,11,7,25,300,7,1,0,4,"",5,1,1,1,213,2,27,1,2,1,1,2,2,819.885,2020-04-27 16:41:55
1299822472,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,25,3,7,3,0,4,"",8,1,1,1,213,2,29,1,3,1,4,4,7,1462.67,2020-04-27 17:55:23
1299928748,100,100,100,100,100,10,10,10,10,10,0,0,0,0,0,90,10,0,7,9,2,0,0,10,8,0,0,0,0,2,10,10,10,10,0,5,3,8,5,3,2,10,10,10,5,10,10,10,2,4,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,9,50,90,4,2,2,1,"",8,2,2,1,213,1,28,1,3,1,2,7,6,432.481,2020-04-27 16:56:02
1299928030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,50,300,4,2,0,1,"",6,1,1,2,213,2,27,1,2,1,1,5,4,963.568,2020-04-27 17:03:44
1299929122,100,10,90,100,100,5,5,10,0,10,10,10,1,8,4,100,0,0,8,8,5,5,5,10,8,5,5,0,0,1,10,10,10,0,0,5,0,5,8,7,9,10,10,10,1,1,1,9,3,5,2,3,8,0,2,5,0,5,7,5,5,5,7,0,10,5,5,5,5,5,30,50,10,3,8,25,3,7,3,1,4,"",5,1,1,1,213,2,34,1,4,2,2,6,6,699.446,2020-04-27 17:09:44
1299940696,50,80,60,80,60,7,6,9,7,5,3,7,5,8,9,39,55,6,1,2,0,5,5,5,7,9,8,7,8,9,7,7,6,4,8,6,7,4,6,8,6,5,6,5,2,5,9,6,3,7,5,6,7,4,1,1,1,1,2,2,4,6,8,9,7,6,7,6,6,7,10,30,3,5,99,50,300,4,1,0,4,"",5,2,1,1,213,2,20,1,1,1,4,3,3,238.909,2020-04-27 17:13:39
1299929942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50,300,4,2,0,1,"",5,1,1,1,213,1,26,1,2,1,1,7,7,1048.051,2020-04-27 17:13:29
1299928322,100,30,50,70,90,5,5,5,1,7,1,4,5,9,5,100,0,0,8,6,9,7,7,10,9,1,1,1,1,7,8,7,6,9,5,10,5,7,6,5,7,8,9,7,6,9,8,9,4,8,8,6,6,4,6,5,5,4,5,5,7,5,5,5,4,3,5,4,5,5,10,10,8,6,7,25,3,128,1,0,1,"",6,1,1,1,213,2,51,2,7,4,1,4,4,1418.992,2020-04-27 17:24:57
