Duration_sec,RecordedDate,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self_control__1,trait_self_control__2,trait_self_control__3,trait_self_control__4,Self_esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,CRT1,CRT2,CRT3,Country
1102,   5/5/2020 5:46,PL,0,10,10,10,10,10,10,10,10,10,0,0,0,2,0,0,0,100,4,7,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,10,10,10,10,0,9,10,10,10,10,10,10,0,0,10,10,0,10,10,0,10,10,0,10,10,10,0,10,10,0,0,0,10,0,70,0,16,9,2,,38,2,0,3,,1,1,1,1,213,50,,,Poland
3430,   5/5/2020 5:48,PL,8,1,10,10,10,10,10,10,10,5,10,10,8,10,10,20,60,20,7,6,8,5,10,10,10,10,1,1,0,5,10,10,10,1,1,9,9,10,7,2,4,2,8,10,8,9,10,10,5,9,8,5,5,5,5,1,1,5,5,1,10,10,5,1,5,9,1,3,5,10,0,30,5,10,9,2,,58,3,1,6,Occasional work,6,4,1,1,213,50,300,8,Poland
1777,   5/5/2020 6:09,PL,10,0,10,10,10,10,10,10,10,10,10,10,6,10,10,50,50,0,3,3,4,7,2,10,10,3,0,0,0,4,10,10,10,0,0,9,7,9,9,10,10,10,2,3,3,7,7,7,8,7,7,2,4,0,4,4,6,6,4,4,9,9,9,0,7,6,1,7,3,7,40,60,5,13,3,2,,38,1,0,3,,10,1,1,1,213,50,90000,4,Poland
909,   5/5/2020 6:22,PL,10,0,10,10,10,10,10,10,6,10,10,10,0,10,10,20,80,0,2,4,0,0,0,5,0,0,0,0,0,0,10,10,10,0,0,9,7,10,9,5,5,8,0,0,0,0,0,7,2,1,10,10,0,0,0,0,10,0,0,10,10,7,0,0,5,6,0,0,0,10,20,80,3,5,7,1,,18,1,0,4,,7,1,1,1,213,25,3,7,Poland
3927,   5/5/2020 6:24,PL,9,7,7,9,8,8,9,8,7,7,9,8,7,8,8,50,40,10,9,6,9,7,9,9,8,8,7,7,9,3,9,8,8,3,1,9,8,7,9,7,8,7,9,7,9,8,7,9,9,8,1,1,8,8,9,8,8,7,7,8,9,9,8,8,8,8,9,8,9,8,60,80,5,13,8,2,,25,2,1,1,,4,1,1,1,213,50,300,4,Poland
2572,   5/5/2020 6:38,PL,10,0,10,9,10,5,5,8,2,0,10,10,10,10,10,0,75,25,6,6,6,7,5,9,9,5,5,5,5,7,10,8,8,0,6,6,5,9,8,7,7,8,8,7,5,5,6,6,8,8,2,6,9,0,5,5,5,6,5,5,8,8,6,0,6,6,1,5,5,7,10,20,5,4,9,1,,38,1,0,1,,7,1,1,1,213,25,1,7,Poland
1347,   5/5/2020 6:39,PL,10,0,10,10,10,3,1,10,0,10,10,10,8,10,10,50,35,15,8,8,5,5,3,10,10,10,10,6,9,0,10,10,10,0,0,5,5,10,7,10,10,10,7,10,10,4,8,10,7,10,7,0,7,0,0,0,0,3,0,0,10,7,0,0,7,7,8,5,7,7,80,90,5,16,8,2,,54,3,0,6,,6,1,1,1,213,50,3,7,Poland
1401,   5/5/2020 7:20,PL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,10,10,10,10,10,10,10,5,10,10,10,0,10,10,10,0,0,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,0,0,10,10,10,5,0,10,5,5,10,10,10,0,10,10,0,0,5,10,0,0,5,10,10,1,,63,1,0,1,,6,1,1,1,213,50,900,4,Poland
1283,   5/5/2020 7:51,PL,9,3,8,8,9,8,8,9,8,3,8,9,8,9,9,50,30,20,9,7,4,7,3,8,6,7,5,5,7,4,8,8,8,2,3,6,6,9,6,8,4,3,8,6,4,4,9,10,9,6,1,1,5,7,4,3,4,7,3,4,7,6,3,4,6,5,5,4,6,4,30,70,8,16,7,2,,50,3,6,6,Farmer,5,4,1,1,213,50,300,4,Poland
1703,   5/5/2020 8:09,PL,10,10,10,10,10,10,10,9,10,10,9,8,8,9,8,40,40,20,2,3,0,0,10,10,10,10,10,0,10,2,10,10,10,10,0,10,10,9,9,10,10,9,9,10,10,10,10,10,10,10,10,0,10,10,10,8,0,10,0,10,10,10,10,1,10,10,10,10,10,9,100,100,10,10,10,2,,51,3,0,1,,7,4,1,1,213,50,300,8,Poland
865,   5/5/2020 8:55,PL,9,9,9,6,10,7,6,7,6,7,7,7,8,6,10,45,30,25,7,7,6,6,6,7,8,7,6,9,7,8,8,7,8,7,8,8,7,8,7,8,7,7,7,8,7,8,9,7,7,8,6,7,7,6,7,8,7,8,6,6,7,6,7,6,7,6,7,6,8,8,70,80,6,9,8,2,,64,2,2,5,,7,1,1,1,213,50,900,4,Poland
503,   5/5/2020 9:14,PL,8,8,9,8,8,9,7,8,9,8,8,7,9,8,9,50,50,0,9,9,8,8,9,7,8,8,9,8,9,8,9,7,9,8,9,8,8,8,8,8,9,9,8,9,9,7,1,8,8,8,1,8,8,8,8,8,9,3,9,8,8,8,9,8,9,8,8,10,1,9,80,80,9,6,8,2,,23,3,1,3,,6,4,1,1,213,50,3000,18,Poland
1659,   5/5/2020 9:27,PL,8,3,9,10,9,9,7,10,7,10,2,3,3,7,4,50,40,10,2,5,3,6,2,3,0,2,2,2,3,5,5,5,2,3,3,6,7,8,5,7,3,4,1,2,3,3,3,4,6,3,8,10,6,0,4,2,2,5,5,6,10,6,2,1,2,2,3,4,3,9,100,90,5,16,2,2,,18,1,0,4,,6,1,1,1,213,50,300,4,Poland
1847,   5/5/2020 9:37,PL,10,2,10,10,10,7,7,10,8,9,9,10,5,5,5,0,100,0,8,5,5,5,5,10,10,9,6,6,6,5,10,10,10,5,5,8,9,9,9,8,8,9,7,8,5,5,6,5,6,5,5,2,2,0,5,2,1,5,2,2,5,7,5,2,5,2,5,2,3,5,50,50,5,16,9,1,,74,2,3,5,,6,1,1,1,213,50,32,4,Poland
1326,   5/5/2020 9:52,PL,0,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,45,45,3,3,0,10,0,10,5,10,10,0,0,0,10,10,10,0,0,10,5,10,10,10,10,10,3,10,5,5,7,2,0,10,10,0,5,0,0,0,0,7,5,0,10,10,0,0,10,5,0,5,5,5,0,100,10,7,1,1,,39,1,0,1,,10,1,1,1,213,50,300,12,Poland
1137,  5/5/2020 10:04,PL,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,50,10,40,2,3,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,0,1,2,1,2,2,2,2,20,10,1,5,2,2,,45,1,2,1,,4,1,1,1,213,6,4,6,Poland
2504,  5/5/2020 10:15,PL,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,60,30,6,7,10,10,10,10,10,10,6,0,4,10,10,10,10,0,0,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,0,0,10,0,0,0,0,10,10,0,10,10,10,0,10,10,0,0,10,10,20,70,10,16,6,1,,64,3,1,1,,6,1,1,2,213,50,3,.,Poland
2401,  5/5/2020 10:25,PL,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,30,40,30,6,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,8,6,6,6,6,6,9,6,60,60,6,6,6,1,,54,3,1,1,,5,1,1,1,213,50,300,0.5,Poland
1242,  5/5/2020 10:29,PL,10,0,10,10,10,10,10,10,10,10,10,8,10,10,10,90,5,5,10,10,10,10,10,10,10,10,10,10,10,5,10,9,0,0,0,8,8,5,8,5,5,0,5,10,0,5,9,10,5,7,5,0,8,10,0,0,0,0,0,0,8,5,0,0,10,5,10,0,5,5,0,50,5,1,9,1,,66,3,0,5,,5,4,1,1,213,50300,300,4,Poland
1406,  5/5/2020 10:30,PL,8,2,7,9,9,8,9,10,5,7,10,10,10,10,10,100,0,0,5,5,1,9,0,9,8,8,6,2,5,5,8,1,7,0,1,6,7,10,10,10,10,10,5,5,7,8,7,8,7,8,5,5,4,5,4,3,5,5,6,5,5,5,5,3,5,5,8,5,5,5,50,50,5,9,7,2,,32,2,0,3,,5,1,1,1,213,25,3,4,Poland
1543,  5/5/2020 10:34,PL,5,3,4,8,10,10,10,10,8,9,7,8,9,8,10,20,80,0,3,1,10,10,10,10,10,10,10,10,10,5,7,7,9,3,3,7,5,5,6,5,4,4,6,8,8,5,5,8,7,10,7,3,3,0,5,1,0,3,0,2,10,10,5,2,7,7,2,4,3,9,60,50,5,1,7,2,,48,3,1,2,,9,4,1,1,213,50,900,4,Poland
1648,  5/5/2020 10:37,PL,8,2,8,8,8,5,6,7,6,4,6,5,5,7,5,50,30,20,6,7,6,6,5,7,8,7,5,7,6,5,7,6,6,4,5,6,4,6,6,6,5,5,6,6,6,6,6,9,5,6,5,2,6,0,7,3,6,6,4,6,6,6,4,3,5,6,3,4,3,4,50,40,5,2,5,1,,71,3,2,5,,4,4,1,1,213,50,900,0.5,Poland
1183,  5/5/2020 10:48,PL,0,10,5,2,8,1,1,4,0,0,0,0,0,0,0,100,0,0,1,4,5,5,0,10,6,1,0,1,1,4,6,6,6,2,5,6,4,6,7,4,6,7,3,3,5,4,4,3,7,5,6,6,4,0,5,0,5,0,0,7,10,4,4,0,0,0,6,0,0,6,20,20,10,9,8,1,,33,1,0,1,,5,1,1,1,213,25,3,.,Poland
1452,  5/5/2020 10:48,PL,10,0,10,10,10,7,7,7,5,7,10,10,5,10,10,100,0,0,1,0,5,7,5,6,6,10,5,6,6,5,7,7,7,0,1,7,5,7,7,5,5,7,0,0,5,1,2,2,5,5,9,7,1,0,2,2,7,2,2,8,10,10,8,0,7,7,2,5,5,7,70,80,5,10,1,2,,58,1,5,5,,11,1,1,1,213,50,900,4,Poland
477,  5/5/2020 10:49,PL,6,6,6,6,6,5,4,5,5,5,5,5,5,5,5,50,0,50,5,5,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,60,60,5,5,4,1,,39,1,0,1,,6,1,1,1,213,50,300,30,Poland
954,  5/5/2020 11:15,PL,8,0,8,8,10,8,0,8,0,10,8,4,0,10,10,50,50,0,8,6,0,0,0,5,3,5,5,5,5,10,10,9,10,0,5,5,5,10,2,10,5,9,6,8,5,7,8,8,7,7,1,4,7,0,0,0,0,8,5,8,8,7,5,0,5,2,0,0,6,8,10,10,5,5,8,2,,19,1,0,4,,6,1,1,1,213,50,300,4,Poland
1326,  5/5/2020 11:15,PL,10,0,10,10,10,9,10,10,7,10,10,10,9,10,10,0,50,50,1,4,1,1,1,5,4,8,5,4,4,1,10,10,10,0,0,5,2,2,6,4,4,4,5,1,10,10,9,10,7,7,10,1,0,0,1,0,5,1,1,5,9,8,1,1,4,4,8,3,5,9,80,80,5,5,5,2,,69,3,0,5,,8,1,1,1,213,50,5,4,Poland
2025,  5/5/2020 11:16,PL,10,0,10,10,10,10,10,10,8,5,10,10,10,10,10,50,50,0,7,7,0,10,5,10,10,5,5,5,5,2,8,9,10,0,0,7,7,10,7,10,0,0,5,5,10,7,7,8,5,10,4,5,0,0,0,0,0,2,1,1,2,10,2,0,8,7,0,0,0,10,40,40,5,12,8,2,,35,3,2,1,,7,4,1,1,213,50,300,4,Poland
2196,  5/5/2020 11:22,PL,10,1,10,10,10,10,10,10,10,10,10,10,8,10,10,50,25,25,7,8,5,7,5,10,10,4,2,2,4,0,10,10,10,0,0,10,5,10,10,9,8,10,10,10,8,5,10,10,8,9,2,1,5,0,0,1,0,4,1,2,10,10,6,0,6,5,1,5,5,8,80,90,5,16,9,2,,38,3,3,1,,6,4,1,1,213,50,300,4,Poland
1351,  5/5/2020 11:30,PL,4,2,8,8,10,8,8,8,8,8,8,8,8,8,8,50,50,0,8,8,5,6,5,10,10,8,8,5,6,5,6,6,6,2,2,8,8,8,6,5,6,2,5,5,5,6,6,6,8,8,10,6,5,0,4,5,2,8,6,5,8,8,6,1,6,6,2,6,4,6,50,50,5,1,6,2,,36,3,3,1,,5,4,1,1,213,50,300,4,Poland
2067,  5/5/2020 11:32,PL,0,2,0,5,1,5,5,10,0,0,0,0,0,0,0,100,0,0,5,5,6,5,5,10,10,5,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,5,2,,47,2,0,3,,9,1,1,1,213,50,1,,Poland
1946,  5/5/2020 11:46,PL,8,1,9,7,9,9,9,9,4,10,8,10,9,9,9,90,10,0,7,7,6,8,7,10,10,8,8,8,5,2,9,8,9,0,1,6,6,8,4,2,4,4,9,8,8,7,8,9,4,7,7,2,7,0,1,1,3,5,3,3,10,9,5,0,7,7,0,8,5,8,40,40,7,16,6,2,,34,3,2,2,,6,4,1,1,213,25,3,4,Poland
1125,  5/5/2020 11:56,PL,6,4,5,7,9,7,7,4,2,4,3,4,1,7,4,100,0,0,3,3,4,7,5,10,7,6,5,2,3,4,7,7,8,1,2,5,7,8,6,3,5,3,7,6,5,6,6,4,7,6,4,0,3,0,7,6,5,6,4,2,8,8,4,0,7,7,7,7,6,5,70,70,4,16,4,1,,46,1,0,1,,9,1,1,1,213,50,3,7,Poland
1058,  5/6/2020 12:03,PL,9,1,10,8,10,8,8,8,8,7,10,10,3,10,10,10,50,40,6,6,6,7,7,10,10,4,4,7,4,3,8,7,8,2,0,7,6,7,10,6,6,6,1,10,8,8,9,7,4,8,3,7,2,0,4,0,3,2,2,2,9,9,3,0,8,7,0,2,3,3,80,70,7,1,6,1,,40,3,3,1,,6,4,1,1,213,50,3000,16,Poland
1569,  5/6/2020 12:05,PL,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,3,5,5,5,5,5,5,10,10,10,10,5,5,5,5,5,5,10,10,10,10,2,2,0,0,2,5,0,0,3,5,10,9,3,0,3,5,5,5,5,5,5,10,10,10,0,10,10,2,4,5,10,0,10,5,16,5,2,,35,3,2,3,,9,4,1,1,213,50,5,16,Poland
2564,  5/6/2020 12:20,PL,2,7,3,2,0,4,6,4,0,1,6,4,1,8,4,90,6,4,6,7,6,8,8,10,10,10,10,10,10,2,10,10,10,0,1,7,10,10,9,9,10,10,6,7,8,4,7,8,3,7,9,0,3,0,2,4,1,4,6,7,9,10,2,2,8,4,2,6,6,7,10,80,10,14,9,1,,64,3,2,5,,7,4,1,1,213,50,3,4,Poland
1418,  5/6/2020 12:26,PL,6,8,7,9,10,10,10,10,9,9,9,8,7,9,9,80,20,0,8,8,7,7,8,7,8,8,7,8,8,7,8,8,7,6,4,7,7,7,7,7,7,8,7,8,7,7,7,7,7,7,7,3,6,0,7,7,6,9,7,3,8,8,7,4,7,8,8,7,7,9,10,10,7,6,7,1,,43,2,0,1,,5,1,1,1,213,50,300,16,Poland
1238,  5/6/2020 12:27,PL,10,8,10,10,10,10,10,10,8,10,10,10,10,10,10,50,50,0,7,5,5,5,6,10,10,5,2,0,0,0,10,10,10,0,0,10,8,10,8,5,10,10,7,9,9,10,10,10,7,10,1,0,8,0,0,5,0,5,2,3,10,10,5,0,8,5,0,5,5,10,90,80,7,16,4,2,,76,1,2,5,,9,1,1,1,213,25,5,4,Poland
1416,  5/6/2020 12:27,PL,10,2,7,7,10,8,3,10,3,8,10,8,10,8,8,100,0,0,8,8,5,8,5,10,10,6,3,5,5,3,8,9,10,1,1,6,5,5,5,5,5,5,8,10,7,5,6,4,3,6,4,6,5,0,5,2,5,5,4,1,9,8,3,5,5,3,5,5,5,6,50,50,5,16,5,2,,33,3,3,6,,4,4,1,1,213,50,300,,Poland
1201,  5/6/2020 12:36,PL,6,3,10,8,10,10,10,9,5,7,10,10,8,10,10,100,0,0,5,3,2,5,2,10,10,1,0,0,1,1,7,7,8,1,5,8,7,8,9,5,5,4,2,3,5,5,6,5,3,3,8,7,2,0,9,3,5,6,3,4,6,3,1,0,3,0,5,5,4,5,20,50,1,3,3,2,,18,1,0,4,,7,4,1,1,213,50,300,4,Poland
1373,  5/6/2020 12:39,PL,9,0,8,9,10,10,10,10,7,10,1,1,1,9,3,0,50,50,10,9,10,8,6,10,10,4,10,10,9,5,7,4,5,1,1,9,5,9,9,1,1,1,5,10,1,1,9,10,8,9,9,6,5,5,1,0,0,3,1,1,10,9,2,0,5,5,2,8,8,1,30,30,7,6,9,2,,22,3,1,6,Leave for taking care of a child,6,4,1,1,213,50,300,4,Poland
1714,  5/6/2020 12:39,PL,10,1,3,2,1,10,10,10,10,9,10,10,8,10,8,50,30,20,9,8,8,10,8,10,10,10,3,4,10,10,7,8,9,3,1,10,8,8,8,3,3,3,9,8,8,8,7,10,8,10,2,2,7,8,8,9,1,8,7,8,9,9,6,2,9,7,10,7,6,8,50,50,10,10,6,1,,64,3,7,5,,7,1,1,1,213,50,300,,Poland
703,  5/6/2020 12:41,PL,9,7,8,7,7,9,9,9,7,9,10,10,10,10,10,90,10,0,6,6,8,9,9,10,10,6,8,8,7,1,9,9,9,2,6,8,7,7,8,8,7,8,7,7,5,8,7,6,9,7,9,7,8,6,4,5,5,6,7,6,9,9,9,0,9,9,1,8,8,7,50,50,8,5,7,2,,65,1,1,5,,8,1,1,1,213,50,1,2,Poland
2278,  5/6/2020 12:43,PL,10,0,10,10,10,5,5,5,5,5,5,8,2,10,10,50,50,0,2,3,5,5,5,10,8,2,0,2,0,2,10,10,10,0,0,8,8,8,8,5,5,10,5,5,10,10,10,10,9,5,2,5,5,0,2,2,5,2,2,5,10,8,5,0,8,5,8,8,8,10,0,50,5,14,0,2,,50,2,0,5,,8,1,1,1,213,50,100,4,Poland
1559,  5/6/2020 12:45,PL,5,0,5,10,10,10,3,10,3,10,10,7,7,10,7,50,30,20,10,5,5,5,5,10,10,5,2,0,0,5,7,7,7,0,5,5,5,5,5,5,5,5,5,8,5,6,6,6,5,4,5,5,3,5,5,3,3,5,5,2,7,5,4,0,5,3,2,2,5,5,50,50,5,1,8,2,,28,3,2,1,,6,1,1,1,213,50,100,2,Poland
1133,  5/6/2020 12:45,PL,7,8,8,8,8,10,10,8,10,10,10,10,10,10,10,25,50,25,2,7,9,9,10,9,9,10,10,7,10,8,7,8,7,7,7,9,9,10,9,9,10,9,10,10,9,9,9,9,9,9,9,0,4,0,8,8,8,8,9,8,10,10,10,10,10,10,10,10,10,8,80,90,9,5,8,1,,34,2,1,3,,7,4,1,2,213,50,900,4,Poland
2801,  5/6/2020 12:46,PL,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,100,0,0,8,9,0,5,5,10,10,10,9,5,5,0,9,6,10,0,0,9,9,9,9,8,9,5,9,10,5,8,9,10,10,9,9,0,10,10,5,6,8,0,0,0,9,9,9,9,9,9,9,0,9,8,0,50,8,1,9,1,,45,1,0,1,,9,1,1,1,213,120,300,4,Poland
985,  5/6/2020 12:51,PL,3,2,7,8,8,8,8,8,8,8,9,8,9,9,9,50,50,0,10,10,9,9,9,9,9,3,7,7,7,3,7,8,8,9,9,9,9,9,9,9,9,9,7,7,8,9,9,9,10,9,9,0,6,5,8,8,9,9,9,9,2,2,8,7,7,3,7,8,8,7,10,30,10,16,9,2,,28,2,0,2,,6,1,1,1,213,50,,,Poland
663,   5/6/2020 1:00,PL,6,6,7,8,6,10,10,10,7,10,8,8,2,7,7,50,50,0,8,8,7,9,6,10,10,6,0,0,6,6,7,7,7,0,0,7,8,4,7,8,3,3,4,4,8,6,9,10,6,10,0,4,6,3,8,2,4,7,7,0,10,8,5,0,6,3,6,6,7,8,10,40,5,7,10,1,,18,1,0,4,,6,4,1,1,213,50,300,4,Poland
1596,   5/6/2020 1:02,PL,8,4,3,6,6,6,6,6,6,6,6,10,6,4,10,50,20,30,6,6,7,6,7,10,8,10,10,7,10,3,10,7,7,7,4,6,7,7,6,6,7,7,7,7,7,6,6,7,4,7,4,4,9,6,8,6,5,7,6,4,7,7,10,8,7,7,7,7,6,6,70,80,9,1,6,2,,43,2,2,3,,4,4,1,1,213,50,900,16,Poland
1663,   5/6/2020 1:14,PL,8,6,6,6,4,4,4,2,1,2,2,2,0,2,4,50,25,25,8,5,3,5,4,7,5,7,8,7,7,2,3,8,9,1,0,6,5,6,6,4,4,5,8,5,6,6,6,7,5,6,3,9,1,0,7,2,5,6,5,4,4,4,4,4,4,5,5,5,5,5,30,60,4,1,5,2,,19,2,0,4,,8,4,1,1,213,50,3,4,Poland
2064,   5/6/2020 1:23,PL,10,1,10,10,10,1,1,10,0,10,9,10,1,10,10,50,50,0,2,2,5,9,4,9,9,10,5,1,1,7,7,7,10,1,1,5,3,10,7,2,6,1,2,2,2,5,3,3,5,5,8,7,5,4,5,5,8,8,9,10,9,9,0,0,6,1,8,1,8,4,50,90,5,7,5,2,,30,2,1,3,,9,4,1,1,213,25,3,12,Poland
523,   5/6/2020 1:25,PL,7,5,5,5,5,6,6,6,8,6,6,6,6,6,6,50,25,25,6,5,5,5,6,7,7,6,6,5,6,6,6,5,5,5,5,6,8,6,7,7,6,6,7,8,6,5,6,6,6,6,6,5,8,4,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,40,50,8,5,10,1,,18,1,0,4,,4,1,1,1,213,50,300,4,Poland
670,   5/6/2020 1:26,PL,8,2,8,6,10,7,7,10,7,7,7,7,7,7,7,80,20,0,8,8,5,7,5,10,10,10,9,9,9,0,10,10,8,1,1,5,6,8,5,3,5,6,9,9,9,8,8,8,4,9,6,1,7,0,4,5,2,2,2,0,9,9,5,0,5,5,7,6,4,8,50,50,9,16,8,1,,40,3,2,1,,5,4,1,1,213,25,3,4,Poland
658,   5/6/2020 1:26,PL,7,3,2,7,2,7,7,8,8,8,7,8,7,7,7,30,60,10,8,6,8,6,7,6,7,7,3,7,6,7,7,7,3,3,6,7,3,7,2,7,2,7,7,7,7,7,7,7,7,6,4,6,7,7,7,4,6,6,2,3,7,8,5,7,4,3,3,3,3,2,70,70,6,1,7,2,,23,2,2,1,,6,1,1,1,213,50,3,8,Poland
1322,   5/6/2020 1:31,PL,2,8,3,8,5,7,3,7,8,7,8,9,6,8,8,100,0,0,10,6,7,3,8,10,7,9,8,10,9,4,7,4,5,5,5,5,5,5,5,5,5,5,7,10,2,8,3,7,2,8,2,7,3,2,5,5,5,5,5,5,7,6,3,4,6,3,2,8,3,3,0,60,7,6,7,2,,22,2,2,3,,6,4,1,1,213,50,3,8,Poland
1024,   5/6/2020 1:36,PL,10,2,10,9,10,8,8,10,6,10,10,10,0,10,10,10,90,0,4,4,5,10,7,10,10,2,10,9,10,0,10,10,10,0,0,7,8,10,8,10,4,3,7,9,10,8,10,10,0,7,6,0,5,7,0,0,0,2,7,0,10,10,1,0,10,10,0,2,10,10,10,10,10,6,5,1,,46,2,1,6,,6,1,1,1,213,50,3,1,Poland
961,   5/6/2020 1:37,PL,10,0,10,10,10,10,10,10,10,10,10,10,2,10,10,0,100,0,6,6,5,6,4,10,10,10,10,10,10,3,10,10,10,0,0,6,7,10,10,8,4,7,7,7,7,7,8,10,7,10,8,0,10,0,2,0,6,6,0,3,10,10,6,0,6,7,0,5,7,10,60,30,6,14,3,2,,65,3,2,5,,4,4,1,1,213,50,30000,12,Poland
1305,   5/6/2020 1:39,PL,10,5,10,10,10,10,10,10,10,8,10,10,7,10,10,50,50,0,8,8,10,10,10,10,10,10,7,7,8,8,10,10,10,0,0,8,7,5,5,5,6,5,8,7,10,10,10,10,9,8,8,10,10,0,2,5,0,8,7,2,7,7,7,6,8,7,7,6,7,8,90,100,10,1,7,2,,50,3,1,2,,5,4,1,1,213,50,300,4,Poland
1763,   5/6/2020 1:40,PL,10,1,0,4,0,7,7,10,8,5,10,10,10,10,10,0,70,30,7,8,5,7,5,10,10,5,5,5,5,6,7,7,7,3,4,7,7,8,7,7,8,7,7,8,7,5,7,7,5,8,4,3,7,2,7,5,5,7,5,5,10,10,4,0,7,7,2,5,5,7,50,50,5,14,9,1,,38,2,0,2,,8,4,1,1,213,50,300,4,Poland
3208,   5/6/2020 1:41,PL,8,9,5,10,10,10,10,9,9,7,10,10,10,10,10,90,5,5,9,8,7,8,8,10,10,8,6,3,5,3,9,9,8,1,1,7,8,8,8,7,7,5,8,8,9,7,10,10,8,9,5,1,9,4,10,3,4,8,5,2,10,8,7,0,9,7,2,4,6,9,20,70,8,16,10,2,,27,2,1,1,,4,4,1,1,213,50,300,26,Poland
2148,   5/6/2020 1:41,PL,8,3,8,3,3,3,8,2,1,3,7,7,3,8,8,50,40,10,7,7,10,7,4,10,10,10,10,10,10,7,8,8,4,7,3,7,7,8,8,3,4,6,10,10,7,8,6,5,3,7,4,4,6,0,6,4,3,3,3,3,9,8,2,2,6,3,8,2,3,6,50,80,6,6,10,2,,18,2,0,4,,8,1,1,1,213,50,900,,Poland
6977,   5/6/2020 1:49,PL,10,5,10,10,10,10,5,10,5,10,5,9,0,7,10,0,100,0,8,8,10,10,10,10,10,8,0,0,1,10,10,10,8,0,0,10,10,10,10,10,5,10,5,10,10,10,10,10,0,10,5,0,9,0,10,5,7,10,7,5,10,10,5,0,10,5,10,0,0,10,100,100,5,3,10,2,,34,1,3,3,,10,4,1,2,213,50,1,4,Poland
2322,   5/6/2020 1:52,PL,10,0,10,9,10,10,10,10,8,10,10,10,10,10,10,25,60,15,3,4,8,10,9,10,10,1,0,0,0,1,10,10,10,0,0,9,9,10,10,6,3,0,3,7,9,10,8,10,7,8,6,0,2,0,8,2,2,2,1,1,10,9,1,0,6,7,0,8,7,10,30,30,8,6,2,1,,60,3,5,5,,6,4,1,1,213,50,3,2,Poland
982,   5/6/2020 1:53,PL,8,2,3,8,10,6,6,6,8,3,10,10,6,10,10,50,50,0,4,5,7,10,10,10,10,10,0,0,0,10,10,10,10,0,4,7,7,7,7,7,7,7,4,7,5,5,5,5,1,8,1,3,4,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,10,10,9,1,9,2,,30,3,4,6,,6,1,1,1,213,50,300,4,Poland
4049,   5/6/2020 1:54,PL,10,0,3,10,10,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,10,10,5,5,5,5,4,6,6,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,10,5,0,5,5,10,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,50,50,5,2,10,2,,35,1,2,3,,8,4,1,1,213,50,900,4,Poland
