Duration_sec,RecordedDate,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self_control__1,trait_self_control__2,trait_self_control__3,trait_self_control__4,Self_esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,CRT1,CRT2,CRT3,Country
1567,   5/7/2020 9:53,PL,8,3,8,8,9,9,9,10,4,10,10,9,5,10,9,0,100,0,8,8,5,5,1,10,10,5,2,1,1,0,8,8,8,1,1,8,9,9,10,0,0,0,8,8,5,5,5,9,5,7,2,5,5,0,5,0,5,1,1,0,9,9,5,1,8,8,9,5,5,8,50,50,8,10,5,1,,58,3,2,1,,6,1,1,1,213,25,1,4,Poland
5629,   5/7/2020 9:56,PL,8,4,10,10,10,9,9,9,9,10,10,10,8,10,9,0,100,0,7,7,5,5,2,8,8,4,3,3,3,3,10,9,10,0,1,7,4,9,6,9,8,9,6,6,9,7,8,10,3,8,8,7,7,0,3,4,3,3,3,3,7,7,2,1,6,4,3,6,6,6,80,80,5,12,7,2,,49,2,2,1,,6,4,1,1,213,50,300,4,Poland
2070,  5/7/2020 10:00,PL,9,1,8,9,10,10,9,7,9,10,10,10,1,10,10,0,60,40,7,7,7,5,5,10,10,1,1,0,2,8,8,8,7,3,4,7,6,5,4,6,7,3,7,6,7,7,7,9,5,8,4,0,9,0,8,5,5,7,7,6,6,7,6,1,7,7,2,7,5,8,40,60,5,7,7,2,,68,3,3,5,,6,1,1,1,213,501,1,4,Poland
2034,  5/7/2020 10:01,PL,10,0,10,10,10,10,10,10,8,10,5,9,5,10,10,20,70,10,9,9,10,10,10,10,10,5,5,5,5,6,10,8,6,0,0,8,9,10,9,0,5,0,9,9,6,9,9,9,3,10,4,1,4,0,8,5,5,6,5,3,10,10,5,0,9,10,0,9,10,10,60,60,7,16,9,2,,71,1,0,5,,6,4,1,1,213,25,5,4,Poland
1544,  5/7/2020 10:03,PL,10,8,10,10,10,7,7,6,4,6,9,8,2,9,6,50,40,10,7,6,1,6,2,10,9,6,1,0,1,8,8,9,10,0,1,7,6,8,7,9,6,8,6,5,7,4,6,4,4,4,8,8,6,0,3,1,6,4,1,7,9,8,3,1,4,6,2,4,5,7,40,40,3,16,6,1,,57,3,2,1,,5,4,1,1,213,25,3,4,Poland
798,  5/7/2020 10:06,PL,10,0,10,7,10,10,10,10,10,10,10,10,10,10,10,0,100,0,9,8,10,10,10,10,10,10,7,0,1,3,9,8,8,2,2,9,8,8,8,8,8,8,10,9,10,10,9,10,8,10,4,0,8,0,4,8,5,8,7,5,10,10,10,10,10,10,10,9,9,9,50,50,9,1,8,2,,77,1,2,5,,9,1,1,1,213,50,3001,12,Poland
2287,  5/7/2020 10:09,PL,10,0,10,10,10,10,10,9,2,10,10,10,10,10,10,0,100,0,8,8,10,10,10,10,10,8,9,2,2,2,10,10,10,10,0,9,9,10,10,1,1,0,10,10,7,9,9,10,9,9,1,1,10,0,9,6,8,8,7,5,9,9,2,1,9,7,6,7,2,2,0,20,8,16,7,1,,70,3,2,5,,7,4,1,1,213,50,100,4,Poland
6089,  5/7/2020 10:09,PL,7,1,10,9,9,7,7,10,5,5,9,8,0,8,7,0,70,30,8,8,5,5,5,10,10,3,2,0,1,0,10,9,10,0,0,0,3,6,6,6,7,8,8,9,10,5,10,10,5,8,4,6,7,0,5,5,0,0,0,0,9,8,0,0,5,5,2,0,0,0,20,30,5,14,9,2,,47,3,0,1,,4,4,1,1,213,25,300,7,Poland
1286,  5/7/2020 10:10,PL,10,1,9,10,10,9,9,10,8,10,9,9,1,0,5,20,40,40,7,7,2,5,5,10,9,0,0,1,1,5,8,8,8,1,2,8,10,9,9,0,5,0,8,9,8,9,9,10,5,5,8,8,5,8,4,4,8,4,3,8,9,9,3,0,8,5,1,5,5,9,10,10,2,16,8,1,,66,3,2,5,,5,1,1,1,213,50,300,4,Poland
3190,  5/7/2020 10:14,PL,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,8,9,10,10,10,10,10,10,5,10,10,10,10,7,4,9,5,10,5,9,10,6,6,2,10,10,8,8,10,10,5,10,7,10,5,5,5,7,5,5,8,3,10,8,9,6,5,3,5,4,2,5,50,50,10,16,10,2,,83,1,0,5,,8,1,1,1,213,50,900,,Poland
1754,  5/7/2020 10:16,PL,0,5,5,10,5,5,8,10,5,5,5,0,0,0,0,100,0,0,9,7,5,10,5,10,10,5,10,10,5,1,10,10,10,0,0,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,0,0,4,0,0,0,0,5,0,5,10,10,5,0,10,10,0,10,10,10,100,100,5,6,9,1,,60,2,3,5,,6,1,1,1,213,50,34,4,Poland
2240,  5/7/2020 10:17,PL,4,1,4,9,10,7,7,9,7,9,6,6,4,8,8,70,20,10,6,7,9,8,10,10,6,8,6,1,5,7,9,9,9,3,3,4,4,5,5,3,6,7,5,6,7,7,7,7,2,5,6,4,5,0,5,2,6,5,3,6,8,8,6,2,3,4,5,5,5,5,70,70,4,5,5,1,,78,3,2,5,,5,4,1,1,213,25,3,4,Poland
2740,  5/7/2020 10:17,PL,6,3,7,9,10,9,9,8,3,6,5,7,7,9,8,80,20,0,8,7,9,8,8,10,10,6,4,1,0,3,8,9,9,1,0,7,6,9,8,4,3,7,8,9,9,8,9,10,6,8,6,1,8,0,2,4,1,6,2,2,10,8,3,0,8,8,9,5,4,7,70,70,9,14,5,1,,69,3,2,5,,6,4,1,1,213,50,3,4,Poland
2087,  5/7/2020 10:19,PL,10,0,10,10,10,10,9,7,4,3,10,10,9,10,10,40,40,20,2,2,4,6,4,9,9,8,4,0,5,4,9,9,9,1,3,9,7,8,7,6,7,9,3,3,8,8,8,9,6,3,7,2,5,4,7,4,4,4,4,6,8,8,3,3,7,7,2,7,7,6,20,70,7,14,2,1,,65,1,3,5,,8,4,1,1,213,50,300,4,Poland
4953,  5/7/2020 10:20,PL,9,8,10,8,10,8,9,9,7,9,5,5,5,5,5,50,40,10,7,6,7,6,7,9,9,5,5,5,5,5,7,6,5,6,4,6,5,5,5,5,5,5,6,6,6,5,8,8,7,5,5,4,5,0,5,5,7,5,5,5,5,5,6,5,5,6,5,5,5,7,20,10,8,2,4,1,,63,2,2,5,,4,4,1,1,213,27,3,7,Poland
744,  5/7/2020 10:31,PL,6,4,7,3,5,6,6,6,6,6,5,5,5,5,5,70,20,10,5,5,5,5,5,6,4,6,6,4,4,6,6,4,4,6,5,4,6,5,7,3,8,2,5,5,5,4,6,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,2,3,5,1,,50,3,1,1,,6,1,1,1,213,50,100,8,Poland
2687,  5/7/2020 10:34,PL,10,1,10,10,10,9,9,10,9,10,8,10,6,10,10,50,25,25,3,5,5,5,5,10,8,5,5,0,0,5,10,10,10,0,0,9,9,10,9,8,10,10,9,9,9,9,9,10,5,3,7,2,8,0,1,0,0,1,1,5,10,10,5,0,10,5,0,5,6,5,50,70,5,16,3,1,,65,3,3,5,,8,1,1,1,213,50,3,4,Poland
1847,  5/7/2020 10:35,PL,3,3,1,8,10,5,3,3,3,8,8,8,0,2,3,50,30,20,1,2,1,1,1,10,10,0,0,0,0,2,1,9,9,0,0,8,5,10,5,9,9,10,0,0,2,1,1,2,8,8,3,3,0,0,2,0,6,0,0,7,9,6,5,0,5,5,1,0,5,6,50,50,2,10,5,2,,58,1,0,2,,7,4,1,1,213,50,300,4,Poland
923,  5/7/2020 10:46,PL,10,10,7,10,10,10,10,10,10,10,1,10,9,10,10,50,30,20,4,3,10,9,3,10,10,10,2,7,5,5,10,10,10,0,1,10,9,7,7,7,7,7,5,5,10,7,8,8,10,9,4,2,9,0,8,8,6,7,8,3,10,10,10,10,10,9,9,10,10,10,50,70,3,5,5,2,,53,1,0,2,,6,4,1,1,213,50,9000,16,Poland
2888,  5/7/2020 10:46,PL,8,3,6,3,1,7,7,6,6,6,7,7,2,8,8,50,25,25,7,3,7,6,4,10,9,6,7,7,8,4,8,8,8,4,3,8,7,8,8,8,9,9,6,8,10,3,6,9,6,6,6,7,3,3,3,2,3,3,3,4,9,9,4,8,3,3,4,1,1,6,60,70,6,10,4,2,,69,2,2,5,,6,1,1,1,213,50,1,4,Poland
581,  5/7/2020 10:47,PL,0,8,5,5,7,5,5,8,0,5,10,10,0,10,10,100,0,0,5,5,5,5,5,10,10,10,10,10,5,5,5,5,5,5,5,5,5,7,7,8,5,5,5,7,5,7,9,5,10,10,0,0,5,0,5,5,10,5,7,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,5,1,,33,3,2,1,,6,4,1,1,213,50,300,4,Poland
2080,  5/7/2020 10:47,PL,5,4,2,4,10,6,6,9,4,6,10,10,5,10,10,50,50,0,7,5,10,10,10,10,10,10,10,10,10,8,9,10,10,1,7,5,5,5,6,4,5,5,6,6,5,7,8,8,6,4,6,2,6,0,2,1,10,3,1,5,8,8,1,1,9,9,2,2,6,5,100,100,10,5,4,1,,55,3,1,6,Pensioner due to health reasons,5,4,1,1,213,50,300,4,Poland
2141,  5/7/2020 10:48,PL,10,0,10,10,0,5,10,10,0,10,10,10,0,10,10,40,50,10,8,8,0,5,0,10,8,0,0,0,0,0,10,10,10,0,10,0,4,10,10,10,10,10,7,10,9,6,9,10,6,10,6,6,5,0,4,0,0,6,6,0,10,10,0,0,6,7,0,0,0,10,30,30,5,6,4,2,,67,3,4,5,,5,1,1,1,213,50,300,4,Poland
3947,  5/7/2020 10:49,PL,10,0,9,8,8,10,10,10,3,1,9,9,0,10,10,50,25,25,8,6,5,7,0,10,3,10,0,9,0,9,9,9,9,0,0,9,9,10,9,4,5,0,10,10,8,0,8,6,1,6,10,2,5,0,5,10,0,10,8,0,10,10,9,0,10,10,0,0,7,0,0,10,5,16,7,2,,30,2,0,1,,3,4,1,1,213,50,18000,4,Poland
1922,  5/7/2020 11:03,PL,8,7,7,8,10,6,7,6,5,6,9,9,4,10,9,70,20,10,5,7,6,6,5,9,8,6,5,6,3,4,8,9,8,0,9,6,6,6,6,6,4,4,6,8,4,6,6,7,3,7,7,5,3,0,6,4,4,6,4,4,9,8,5,0,5,5,2,5,4,9,30,50,4,4,4,1,,56,3,2,1,,5,1,1,1,213,50,3,6,Poland
1531,  5/7/2020 11:04,PL,6,1,9,9,8,9,9,8,3,8,2,2,2,7,2,0,80,20,3,6,7,3,9,8,9,4,8,8,9,6,3,6,8,2,4,9,7,8,8,2,4,2,6,9,8,7,8,8,4,7,3,6,3,4,7,2,5,6,5,3,9,8,3,1,8,7,2,7,7,7,20,40,2,1,3,1,,31,1,1,1,,10,4,1,1,213,50,100,16,Poland
2034,  5/7/2020 11:09,PL,9,1,0,8,10,6,6,6,6,6,5,5,5,5,5,10,80,10,6,6,5,5,5,8,8,4,4,3,3,5,3,7,6,3,3,6,7,7,8,3,3,2,7,8,7,7,7,7,6,8,4,5,8,0,5,1,5,3,2,5,8,8,4,3,7,6,9,8,8,10,60,40,5,2,6,1,,77,1,3,5,,8,1,1,1,213,50,100,1,Poland
1726,  5/7/2020 11:14,PL,6,4,6,8,9,7,7,8,8,6,8,9,6,10,7,100,0,0,5,5,6,6,8,7,8,6,5,5,4,5,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,40,7,16,6,1,,63,3,4,5,,6,4,1,1,213,50,1,7,Poland
1921,  5/7/2020 11:16,PL,10,0,10,10,10,10,10,10,0,8,8,8,0,10,9,0,100,0,8,6,8,2,8,10,10,7,8,8,8,10,10,10,10,0,0,10,10,10,10,10,10,10,9,10,10,10,10,10,9,9,1,10,10,0,6,7,9,10,7,9,10,10,5,0,9,9,10,0,5,10,30,30,2,3,8,2,,68,3,2,5,,6,4,1,1,213,50,300,4,Poland
1840,  5/7/2020 11:19,PL,8,9,8,8,8,9,8,10,9,10,9,9,7,7,7,98,2,0,6,5,7,7,8,8,8,8,9,9,10,5,5,8,8,5,5,9,5,5,8,5,3,8,5,9,6,6,7,7,9,9,8,0,6,0,9,8,5,7,7,4,8,5,7,7,7,7,5,5,8,8,30,40,5,1,8,2,,44,3,1,1,,5,4,1,1,213,50,900,4,Poland
1379,  5/7/2020 11:20,PL,4,5,3,6,9,8,7,7,4,5,6,6,2,6,5,34,33,33,6,6,5,6,4,9,6,3,2,4,4,4,7,6,5,3,3,5,5,3,6,5,5,5,7,7,3,5,7,5,6,4,3,6,4,0,3,2,4,3,2,3,6,5,5,5,4,4,6,4,3,4,0,50,5,12,4,1,,37,1,0,1,,4,4,1,1,213,50,3,7,Poland
1631,  5/7/2020 11:31,PL,8,1,8,9,9,8,8,8,5,8,8,7,4,9,10,30,60,10,7,7,7,8,5,10,10,7,7,7,7,4,7,7,7,3,3,6,7,9,6,4,8,1,6,6,6,6,6,6,6,6,6,6,6,0,6,3,3,3,3,6,8,8,8,0,7,5,2,5,6,7,40,70,7,1,6,2,,61,3,3,5,,7,4,1,1,213,50,1,4,Poland
3491,  5/7/2020 11:38,PL,8,2,9,9,7,10,10,10,10,8,10,8,8,10,10,0,70,30,7,8,6,8,6,10,10,8,8,2,2,8,8,8,10,2,8,8,8,10,8,8,8,8,8,6,6,6,5,6,3,6,3,6,6,0,9,1,5,5,2,5,7,8,6,2,7,7,3,4,6,6,10,30,9,9,5,1,,66,3,0,5,,6,4,1,1,213,50,3,1,Poland
5700,  5/7/2020 11:39,PL,10,4,10,10,4,4,4,10,0,10,10,10,8,10,10,60,30,10,6,7,5,5,5,10,10,5,5,5,5,6,10,10,10,0,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,5,0,5,5,5,5,5,5,10,10,5,0,5,5,0,5,5,10,50,50,5,10,6,1,,75,3,2,5,,6,1,1,1,213,50,300,4,Poland
1761,  5/7/2020 11:42,PL,9,2,9,9,9,9,8,10,10,10,9,9,9,9,9,50,40,10,8,7,5,6,6,9,9,10,3,3,3,3,7,7,7,3,2,8,7,8,9,2,2,2,9,10,5,4,6,7,5,7,2,0,5,0,1,1,1,2,4,1,7,7,2,1,7,6,6,3,4,5,10,30,8,12,7,2,,67,3,2,5,,2,1,1,1,213,25,300,,Poland
1850,  5/7/2020 11:48,PL,10,0,7,10,0,8,8,10,6,10,10,10,3,10,10,70,30,0,5,6,5,5,5,10,10,10,6,6,5,6,9,8,8,3,3,8,6,9,9,5,6,9,6,5,6,6,4,5,3,8,2,5,6,7,4,0,8,7,4,7,10,8,7,0,6,4,1,5,4,9,40,70,5,2,4,2,,37,3,2,6,I take care of the household,7,4,1,1,213,50,300,4,Poland
979,  5/7/2020 11:51,PL,10,0,10,10,10,8,8,10,10,10,2,7,3,6,10,50,40,10,8,8,5,7,5,10,9,9,9,10,10,1,9,10,10,0,0,8,9,10,10,10,10,10,6,10,10,6,10,10,6,10,6,0,10,0,4,5,0,9,5,8,10,10,5,0,10,10,7,10,7,7,10,80,5,5,7,1,,45,2,0,6,,6,4,1,1,213,50,300,4,Poland
703,  5/7/2020 11:54,PL,10,0,10,10,10,10,10,10,10,10,8,9,0,10,7,50,40,10,7,8,10,10,8,10,10,10,10,10,10,3,10,10,10,10,0,8,8,7,6,2,4,0,10,10,6,6,7,6,10,10,4,0,7,7,3,3,2,7,6,4,9,10,6,0,7,7,1,7,7,8,90,80,0,1,10,2,,61,3,1,1,,3,1,1,1,213,50,300,4,Poland
911,  5/7/2020 11:55,PL,8,1,7,9,9,7,7,7,7,7,8,9,9,10,10,100,0,0,6,7,3,5,3,8,8,5,1,1,1,7,7,7,7,2,2,7,2,7,7,2,2,2,6,6,7,7,7,9,4,7,7,3,7,0,4,2,7,5,5,7,7,7,5,2,5,6,6,2,5,6,50,50,5,1,6,1,,49,3,3,1,,5,1,1,1,213,50,300,4,Poland
1347,  5/7/2020 11:56,PL,10,0,10,10,10,8,10,10,1,4,10,3,5,10,5,50,50,0,3,3,0,2,0,10,10,1,0,0,0,5,9,10,10,0,1,9,5,7,8,6,7,9,8,8,6,8,9,10,7,8,6,4,3,7,5,2,0,6,6,7,10,10,3,0,10,6,8,7,6,8,50,60,2,5,8,1,,30,1,0,1,,5,1,1,1,213,50,3,4,Poland
12022,  5/7/2020 12:06,PL,7,5,5,9,9,8,8,10,9,10,9,9,0,9,9,0,50,50,8,5,5,5,8,9,9,5,5,5,5,9,9,9,5,5,7,3,5,8,5,2,5,5,7,7,5,5,5,5,7,10,0,0,8,5,4,7,1,9,9,5,9,9,5,5,9,2,5,8,8,9,50,50,0,2,9,1,,77,3,0,5,,8,1,1,1,213,50,300,4,Poland
3349,  5/7/2020 12:06,PL,0,0,0,0,0,1,2,10,0,10,6,2,0,0,8,10,90,0,6,6,10,10,10,10,10,10,2,10,3,8,9,10,10,0,0,2,7,7,5,1,3,3,8,7,7,8,7,10,3,8,7,10,5,7,8,3,5,8,4,7,10,8,1,1,8,7,1,8,8,10,10,40,10,1,10,1,,35,3,4,1,,8,4,1,1,213,50,900,16,Poland
2328,  5/7/2020 12:07,PL,10,0,10,10,10,10,10,10,8,10,10,10,8,10,10,0,90,10,6,6,0,5,5,10,10,4,0,0,0,0,10,10,10,0,0,0,0,9,9,0,2,8,6,5,10,10,10,10,9,9,1,6,7,0,0,0,0,0,1,5,10,10,2,1,6,10,7,1,1,8,50,50,2,16,4,2,,65,2,2,5,,7,1,1,1,213,50,3,4,Poland
1598,  5/7/2020 12:16,PL,10,0,8,8,10,6,6,8,8,5,10,10,5,10,8,75,25,0,6,7,5,5,5,10,10,0,0,0,0,5,7,7,6,5,3,5,6,6,8,5,4,4,5,6,6,5,5,7,6,5,6,5,7,6,5,5,5,4,5,5,9,9,5,3,5,8,5,2,5,8,50,50,5,16,2,1,,65,3,1,5,,6,1,1,1,213,50,300,4,Poland
2448,  5/7/2020 12:22,PL,6,9,6,10,10,7,7,7,6,10,4,5,2,8,9,80,20,0,7,7,1,0,1,7,7,0,0,0,0,2,8,8,8,0,1,6,7,8,8,2,5,1,7,7,7,7,7,7,3,5,6,5,6,6,2,5,6,6,6,5,10,6,5,0,6,5,5,5,5,8,70,70,3,3,3,1,,59,3,2,2,,4,1,1,1,213,45,3,7,Poland
2085,  5/7/2020 12:23,PL,8,0,9,9,9,3,4,4,2,7,4,7,1,9,8,100,0,0,7,7,0,7,0,7,4,1,0,0,0,9,10,10,8,1,7,8,3,10,8,6,7,2,7,7,1,2,6,6,9,9,2,0,9,0,0,2,9,8,3,9,1,1,0,3,3,1,8,3,1,2,30,50,1,1,7,2,,70,3,2,5,,6,1,1,1,213,50,300,,Poland
8020,  5/7/2020 12:25,PL,4,6,3,8,10,6,4,10,0,8,2,1,0,4,3,90,10,0,3,6,0,0,0,6,6,8,2,2,0,3,10,8,10,0,0,10,7,10,7,6,7,7,3,7,6,6,4,9,7,10,4,0,1,0,6,5,4,4,3,4,10,9,1,0,8,6,7,0,3,9,10,30,0,14,2,1,,37,1,0,3,,8,1,1,1,213,50,300,4,Poland
3452,  5/7/2020 12:36,PL,5,2,7,9,10,10,10,10,6,6,7,7,5,10,9,0,100,0,8,8,10,10,10,10,10,8,7,2,5,5,7,7,7,2,2,10,5,10,8,5,10,10,9,9,8,7,8,9,8,8,5,0,8,0,3,5,5,5,3,3,10,10,6,0,6,6,0,7,7,10,50,50,9,10,8,2,,70,3,1,5,,6,1,1,1,213,100,300,4,Poland
1551,  5/7/2020 12:41,PL,10,0,10,10,9,7,9,10,0,10,10,10,4,9,9,40,50,10,9,7,5,9,6,10,10,5,5,5,5,2,10,10,10,0,0,5,6,10,8,7,10,10,6,8,9,9,9,10,9,10,3,0,6,0,3,7,5,8,6,5,10,9,5,0,7,1,1,4,4,10,50,50,4,5,8,2,,38,3,2,1,,6,4,1,1,213,50,100,4,Poland
8966,  5/7/2020 12:41,PL,7,1,7,8,9,5,5,5,5,5,8,9,7,9,10,30,50,20,7,6,5,5,4,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,8,5,8,5,6,5,5,5,5,5,5,5,5,9,8,5,1,5,5,2,5,3,7,50,50,5,3,5,1,,57,3,4,5,,7,4,1,1,213,25,3,7,Poland
2572,  5/7/2020 12:46,PL,10,0,10,10,10,9,9,10,10,10,10,10,8,10,10,10,45,45,7,7,10,3,9,10,10,8,5,5,6,2,9,10,10,0,0,5,6,8,8,9,9,9,8,7,10,9,9,9,9,8,2,7,8,5,0,1,0,1,1,5,10,10,5,0,10,10,0,5,5,8,20,40,5,16,9,2,,67,1,1,5,,5,1,1,2,213,25,300,2,Poland
1983,  5/7/2020 12:46,PL,9,0,8,8,10,7,6,6,5,7,7,7,5,7,7,0,60,40,8,6,2,2,1,7,7,6,7,4,4,3,7,7,8,2,2,3,5,6,6,7,3,2,5,4,7,6,7,8,5,6,5,3,5,0,2,1,2,1,2,4,6,6,2,3,5,5,5,4,4,5,10,80,3,7,6,1,,73,3,2,5,,8,1,1,1,213,50,300,4,Poland
1202,  5/7/2020 12:46,PL,8,1,9,8,10,7,7,8,0,0,10,10,4,10,10,0,100,0,7,8,5,5,3,10,10,4,6,6,6,6,10,10,9,2,1,9,10,8,10,9,7,10,4,5,6,5,5,5,4,6,7,8,5,0,5,4,4,3,2,2,10,10,0,0,3,4,0,4,6,10,50,60,3,15,6,1,,55,3,2,5,,5,4,1,1,213,50,300,7,Poland
845,  5/7/2020 12:48,PL,7,8,7,7,8,7,8,5,8,8,7,7,9,9,6,50,10,40,8,7,7,8,6,8,7,8,7,9,7,9,7,8,8,8,8,8,9,6,6,8,7,8,8,7,9,7,8,7,8,7,7,8,7,8,9,7,8,6,8,8,8,8,7,8,7,7,7,7,7,7,70,70,7,8,8,1,,34,3,1,1,,9,4,1,1,213,50,300,4,Poland
5470,  5/7/2020 12:48,PL,5,5,5,6,5,6,6,6,1,3,2,2,0,2,1,25,50,25,7,8,5,6,5,7,7,9,10,10,9,3,8,9,7,1,2,6,6,9,8,9,9,9,10,7,9,8,8,7,6,6,5,4,5,0,5,2,5,3,5,6,8,8,6,2,5,7,7,8,8,9,10,20,5,13,7,1,,67,3,0,5,,7,1,1,1,213,50,3,4,Poland
1975,  5/7/2020 12:49,PL,10,0,10,9,10,10,9,10,10,10,10,10,10,10,10,80,15,5,1,1,10,5,5,10,10,3,2,2,2,5,10,10,9,0,0,5,8,7,7,2,7,5,0,0,10,10,10,10,5,9,1,5,10,4,7,7,1,5,7,5,7,6,6,1,7,8,9,8,10,8,20,30,5,1,1,2,,74,1,1,5,,6,1,1,1,213,125,300,4,Poland
1229,  5/7/2020 12:49,PL,8,2,7,8,9,9,9,9,5,9,5,5,5,5,5,98,2,0,3,5,5,5,5,8,8,5,5,5,5,7,7,7,7,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,5,5,5,6,5,5,6,5,4,5,5,2,5,4,3,5,10,30,5,1,2,1,,48,3,5,1,,9,1,1,1,213,50,3,4,Poland
2235,  5/7/2020 12:49,PL,0,5,0,5,5,7,6,0,0,0,3,2,0,0,0,100,0,0,0,5,0,2,0,5,0,1,0,8,1,9,9,8,7,0,0,7,3,7,8,8,8,7,2,4,0,6,5,7,5,10,5,0,5,0,0,0,3,5,0,6,3,2,0,6,6,1,6,8,8,0,30,30,8,2,5,2,,44,3,2,1,,9,4,1,1,213,50,3,4,Poland
2364,  5/7/2020 12:51,PL,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,70,30,6,4,9,9,9,10,10,0,0,0,0,0,9,9,9,0,0,9,9,9,9,0,3,10,9,7,8,8,8,10,9,9,0,0,7,0,0,10,7,9,8,10,10,10,9,10,9,9,0,9,9,10,70,60,5,16,3,1,,64,3,1,5,,9,4,1,1,213,50,300,4,Poland
4209,  5/7/2020 12:51,PL,7,1,8,9,10,4,7,10,4,6,9,10,10,10,9,40,30,30,7,7,5,3,7,10,10,5,1,7,6,1,10,7,9,0,0,8,8,10,8,7,8,10,6,9,10,10,9,10,8,10,3,6,7,0,5,0,5,4,3,0,10,10,1,0,6,3,0,2,6,9,50,50,7,16,5,1,,40,3,2,1,,5,4,1,1,213,50,3,7,Poland
1395,  5/7/2020 12:56,PL,7,6,9,8,7,10,10,10,6,10,3,3,0,3,6,80,20,0,7,8,4,4,4,10,10,4,4,4,4,3,10,7,8,0,0,6,4,7,7,4,5,7,10,9,7,7,8,10,5,6,4,3,10,0,3,5,2,6,8,0,8,8,3,3,6,3,6,4,3,5,50,10,5,4,10,1,,50,3,1,1,,3,4,1,1,213,50,100,4,Poland
1675,  5/7/2020 12:58,PL,10,0,0,0,0,9,9,9,3,7,9,10,0,10,10,50,25,25,4,2,0,5,0,9,9,5,0,7,1,5,9,7,8,0,0,6,5,8,7,1,5,3,5,5,5,7,7,5,3,5,8,5,6,5,5,0,5,5,5,8,5,5,3,5,5,2,3,4,5,5,70,90,4,14,4,2,,70,3,2,5,,6,4,1,1,213,50,3,4,Poland
3140,   5/7/2020 1:05,PL,10,0,10,10,10,7,7,10,5,2,10,10,0,10,10,50,40,10,6,6,0,5,0,10,10,6,0,1,2,10,10,10,8,0,0,10,10,10,10,10,0,10,6,6,10,6,8,10,10,8,0,0,10,0,0,0,0,0,0,0,10,10,5,0,6,10,0,0,0,5,70,70,5,12,0,1,,63,3,2,6,Pensioner due to health reasons,6,4,1,1,213,50,300,4,Poland
2617,   5/7/2020 1:06,PL,7,6,4,9,9,6,6,9,8,9,7,7,5,8,7,80,10,10,6,7,2,3,2,7,4,5,8,4,7,4,8,9,7,2,6,6,6,9,5,7,7,8,7,7,5,8,7,8,1,2,9,8,8,0,3,7,8,7,7,8,7,3,3,3,5,5,3,3,3,5,20,20,1,14,7,1,,36,1,0,1,,8,4,1,1,213,50,900,4,Poland
1696,   5/7/2020 1:11,PL,5,5,5,6,10,6,6,10,6,5,6,6,6,8,8,70,30,0,9,9,3,6,3,7,5,5,0,1,0,0,8,8,8,1,1,8,5,5,7,5,5,1,9,9,10,7,8,9,5,7,4,4,8,0,5,5,9,8,6,2,8,8,5,3,7,7,1,7,7,5,10,10,9,16,9,1,,55,3,1,1,,3,4,1,1,213,25,3,7,Poland
1896,   5/7/2020 1:15,PL,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,50,50,0,4,7,5,5,5,10,10,8,8,8,8,8,10,8,10,1,1,10,8,10,8,0,0,0,2,5,7,9,9,10,5,7,5,7,7,0,5,5,8,6,5,8,9,9,2,0,9,5,0,10,7,10,80,100,3,10,5,2,,69,3,1,5,,7,1,1,1,213,50,300,4,Poland
