RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2,"live_in_kurdistan(1=no,2=yes)"
30/04/20 1:17,1502,KURDISTAN,KU,5,10,0,10,0,0,9,10,0,8,0,10,0,0,8,50,30,20,0,6,5,0,10,1,1,5,2,1,10,10,2,10,10,10,10,0,5,0,0,0,8,10,10,10,9,0,6,4,5,10,10,5,10,5,10,0,10,0,5,10,0,0,1,0,10,6,10,10,1,0,0,0,4,5,250,300,12,3,Male,26,1,0,1,,11,1,1,2,213,5,2
30/04/20 3:23,36065,KURDISTAN,KU,10,5,5,1,1,9,5,10,7,9,3,2,9,6,3,15,70,15,10,5,5,10,6,10,10,9,5,5,7,2,9,10,8,5,2,6,7,10,5,0,10,5,10,9,5,5,4,2,8,10,5,6,10,8,6,5,7,9,5,7,10,7,1,5,10,2,7,5,6,0,10,5,1,10,50,300,16,1,,22,1,0,4,,6,1,1,2,213,5,2
30/04/20 3:29,3220,KURDISTAN,KU,7,10,10,8,9,10,10,10,10,10,3,10,10,10,10,0,100,0,0,0,8,8,9,10,10,10,10,10,10,1,10,10,10,0,0,7,8,3,6,3,10,8,0,0,8,2,7,8,8,6,0,0,8,7,8,5,6,7,2,9,9,0,0,1,5,1,0,5,8,10,70,5,7,8,1.5,300,4,1,,35,3,3,2,,5,1,1,1,214,5,2
30/04/20 3:44,1370,KURDISTAN,KU,9,9,8,9,9,7,9,10,7,9,10,10,10,10,10,10,70,20,6,7,8,9,10,10,10,9,3,3,0,8,9,8,6,0,1,8,9,10,10,7,7,1,10,9,9,10,9,9,8,10,1,0,10,6,9,0,10,10,0,10,9,8,0,10,8,1,7,10,8,20,10,2,14,8,50,100,4,1,,50,3,5,1,,5,1,1,1,213,9,2
30/04/20 4:19,1464,KURDISTAN,KU,9,7,5,1,1,5,7,5,5,1,8,8,5,8,8,50,25,25,5,1,5,5,5,5,5,7,6,8,8,5,5,9,9,1,,9,9,10,9,5,9,9,5,5,2,2,2,5,7,9,5,3,4,5,5,5,5,5,5,5,6,4,3,3,3,7,2,5,3,50,50,5,7,5,1,1,1,1,,23,1,0,3,,11,3,1,1,213,2,2
30/04/20 5:26,1814,KURDISTAN,KU,10,10,10,10,10,8,9,9,9,10,10,10,10,10,10,100,0,0,10,9,0,0,0,9,10,10,9,10,10,2,1,3,6,9,10,9,8,4,2,7,9,3,10,9,0,10,10,10,3,6,7,1,7,8,9,8,9,10,10,10,10,10,0,9,1,0,0,8,8,100,100,0,15,10,15,900,12,1,,60,3,8,5,,6,2,1,1,213,10,2
30/04/20 5:26,3831,KURDISTAN,KU,7,8,9,10,8,7,7,9,7,6,3,1,1,2,0,70,10,20,10,10,10,10,10,10,10,10,10,10,10,0,4,3,2,9,10,7,9,6,8,3,7,9,10,1,1,9,10,4,7,8,9,3,10,1,7,1,8,9,2,8,9,8,0,8,2,10,0,8,10,80,20,10,16,10,15,900,12,1,,46,3,6,2,,4,1,1,1,213,10,2
30/04/20 5:26,3303,KURDISTAN,KU,10,10,0,0,1,8,9,10,9,8,9,10,8,10,10,95,5,0,10,10,9,10,10,10,10,9,9,9,10,0,4,4,3,6,9,10,10,8,9,6,7,4,9,10,0,10,10,9,10,10,6,0,8,1,1,0,9,5,4,6,7,8,0,7,9,7,0,8,10,0,100,0,1,10,15,900,12,2,,33,3,5,5,,10,2,1,2,213,9,2
30/04/20 5:28,180053,KURDISTAN,KU,10,4,9,7,8,7,9,9,8,10,3,9,3,9,6,35,40,25,6,6,9,8,6,8,8,1,1,2,2,3,10,9,10,0,1,9,9,10,9,5,3,2,7,7,4,3,5,7,7,8,7,6,8,3,4,1,8,6,3,9,9,7,0,5,7,0,7,8,9,0,70,5,6,5,50,3,,1,,19,1,0,4,,7,1,1,1,213,0,2
30/04/20 5:30,46773,KURDISTAN,KU,10,6,6,6,6,7,10,5,0,10,10,10,10,10,10,50,30,20,0,,7,6,0,5,7,7,3,4,8,0,10,10,10,0,0,,6,10,10,10,10,10,7,0,8,8,7,8,4,10,10,6,10,10,10,7,10,10,10,10,0,7,0,9,10,0,2,10,10,0,70,,5,,50,300,,1,,22,1,0,4,,5,1,1,1,213,5,2
30/04/20 5:48,1289,KURDISTAN,KU,8,10,10,8,8,10,10,10,10,9,9,6,9,10,10,100,0,0,10,9,9,8,10,10,8,9,10,10,10,0,8,9,8,7,0,9,8,7,6,8,6,6,9,10,0,10,10,10,10,9,8,0,8,5,6,3,6,10,10,9,10,10,0,10,2,0,0,8,10,0,0,10,2,10,15,900,12,1,,30,3,1,1,,2,2,1,1,213,10,2
30/04/20 5:48,4643,KURDISTAN,KU,3,2,0,2,0,9,10,10,10,9,0,0,0,0,0,85,10,5,10,10,10,9,10,10,10,1,0,0,0,0,0,1,2,8,10,6,5,7,4,6,7,6,10,10,0,10,10,0,10,10,10,0,10,0,0,0,0,0,0,10,10,10,0,10,8,0,0,10,10,100,80,0,1,9,15,900,12,2,,32,2,0,1,,6,1,1,1,213,10,2
30/04/20 5:52,1515,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,95,5,0,9,6,10,9,9,10,10,10,10,9,4,0,8,7,7,9,4,1,2,4,0,0,3,1,10,10,0,10,10,4,4,6,8,6,10,10,8,10,9,8,9,10,10,8,10,0,9,0,0,10,10,0,0,10,1,8,15,900,12,1,,50,3,5,2,,4,2,1,1,213,10,2
30/04/20 6:03,1103,KURDISTAN,KU,10,0,0,10,9,10,10,10,8,8,5,,,,5,5,90,5,5,5,9,5,3,10,10,5,5,5,5,9,9,9,9,0,9,7,6,9,9,5,6,10,8,5,3,2,6,5,8,9,1,0,5,0,0,0,10,5,0,8,8,6,1,9,7,0,0,1,10,50,50,9,1,5,250,600,8,2,,29,3,1,1,,5,2,1,1,213,0,2
30/04/20 6:03,1927,KURDISTAN,KU,4,5,4,5,4,7,6,5,2,5,10,10,10,9,10,50,50,0,10,7,10,4,9,5,6,4,9,7,6,7,10,10,10,5,3,4,6,6,6,4,7,6,7,4,2,5,6,9,7,5,3,1,9,4,7,7,10,10,0,9,9,8,0,8,2,0,10,10,10,10,10,5,15,9,50,300,,2,,23,1,0,3,,8,1,1,1,213,7,2
30/04/20 6:05,1021,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,10,10,10,10,10,10,10,0,0,0,0,0,2,6,5,0,6,8,8,9,8,8,7,8,10,5,0,7,10,4,4,10,10,0,10,4,4,0,3,8,0,10,9,8,0,8,9,0,0,9,10,0,0,10,15,10,15,900,24,2,,24,3,1,1,,8,1,1,1,213,10,2
30/04/20 6:09,1208,KURDISTAN,KU,10,10,10,10,8,10,10,9,9,10,10,10,10,10,10,99,1,0,10,10,10,10,10,10,10,0,1,1,0,2,6,7,8,9,4,0,0,0,0,1,0,0,9,10,3,5,6,4,3,6,3,0,9,9,10,10,10,9,10,3,9,8,0,8,7,0,0,9,10,100,40,0,1,10,15,900,12,1,,19,1,0,4,,11,1,1,1,213,10,2
30/04/20 6:13,4869,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,9,8,9,8,10,75,20,5,10,10,10,10,10,10,10,0,0,0,0,10,10,10,2,0,0,4,3,3,3,1,0,4,10,10,5,7,10,1,10,9,9,0,10,3,10,6,10,10,10,2,9,10,0,3,2,0,0,8,4,100,80,10,2,9,15,900,12,2,,20,1,0,4,,9,1,1,1,213,10,2
30/04/20 6:23,848,KURDISTAN,KU,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,85,10,5,10,10,10,10,10,10,10,0,0,0,0,6,1,2,2,0,0,6,4,5,5,5,4,6,10,5,0,10,10,0,2,9,9,0,10,3,7,5,8,8,10,9,10,8,0,8,6,0,1,7,9,100,100,0,2,10,15,900,12,2,,22,2,0,4,,6,1,1,1,213,9,2
30/04/20 6:36,2303,KURDISTAN,KU,5,5,5,5,5,9,10,8,8,9,5,5,5,5,5,10,80,10,10,10,7,10,5,10,10,5,5,5,5,6,10,10,10,5,5,5,5,5,5,5,5,5,10,10,5,5,4,6,10,8,10,9,10,5,5,5,5,5,5,10,10,8,8,8,7,6,5,5,5,0,10,5,2,10,50,300,16,2,,26,2,0,3,,2,1,1,1,213,10,2
30/04/20 6:41,1661,KURDISTAN,KU,10,10,10,10,10,8,10,10,10,10,10,4,3,10,3,100,0,0,10,10,10,10,10,10,10,1,1,1,0,4,5,4,6,10,0,10,10,10,10,10,7,9,9,9,0,8,9,9,8,9,7,1,10,4,8,8,8,9,10,9,10,10,0,8,8,0,2,5,5,100,100,10,1,10,15,900,12,2,,25,1,0,2,,5,1,1,1,213,10,2
30/04/20 6:44,2221,KURDISTAN,KU,10,10,9,9,9,9,9,9,4,8,10,10,10,10,10,95,5,0,10,10,10,10,10,10,10,0,0,0,0,0,5,3,5,4,10,8,7,8,7,7,6,8,10,10,0,10,9,7,3,6,3,0,8,3,7,4,9,9,9,9,8,9,0,8,8,10,2,4,9,100,60,10,2,10,15,900,16,2,,27,2,0,3,,10,1,1,1,213,10,2
30/04/20 6:59,3909,KURDISTAN,KU,10,8,5,8,10,7,8,10,9,0,5,5,7,7,9,10,75,15,6,7,8,8,5,9,9,5,5,6,7,8,10,10,10,1,0,5,4,5,5,4,5,5,8,5,3,2,8,10,9,10,5,1,8,3,5,5,10,9,5,8,9,10,0,7,8,10,2,4,10,10,10,5,14,8,25,300,,2,,24,1,0,4,,6,1,1,1,213,0,2
30/04/20 7:18,2274,KURDISTAN,KU,7,6,8,8,8,10,10,10,10,5,5,4,6,4,8,70,20,10,7,6,8,7,8,6,8,5,6,6,8,5,10,10,10,1,8,6,6,4,5,5,5,5,5,3,7,6,9,9,8,8,7,8,8,8,7,3,8,7,4,10,8,9,1,9,9,0,7,9,10,70,60,5,9,6,,,,2,,24,1,0,3,,7,1,1,2,213,10,2
30/04/20 7:25,2819,KURDISTAN,KU,10,2,9,9,10,10,9,10,7,7,6,10,8,9,10,50,30,20,2,2,6,8,8,10,9,8,9,9,8,6,8,9,9,2,6,7,2,8,9,10,9,8,3,4,9,7,7,7,6,7,8,1,7,3,8,3,9,9,2,10,9,9,1,8,7,1,1,9,10,30,40,4,16,8,0,300,16,2,,21,1,0,4,,5,1,1,1,213,6,2
30/04/20 7:38,670,KURDISTAN,KU,4,7,8,7,7,6,5,7,5,5,6,5,3,6,8,100,0,0,3,3,7,5,7,7,7,4,4,6,7,7,8,8,6,2,6,8,6,5,10,7,4,5,4,3,7,8,9,9,8,7,6,3,8,9,8,6,9,7,3,9,8,9,2,9,1,1,5,5,9,50,50,5,1,3,,,,2,,38,3,4,6,,7,1,1,2,213,8,2
30/04/20 7:45,3663,KURDISTAN,KU,8,7,10,10,10,8,10,9,7,8,10,8,8,9,3,90,10,0,9,8,10,10,10,10,10,0,0,0,0,0,8,8,7,3,2,7,7,5,8,6,5,5,10,7,0,9,10,8,10,9,9,0,9,5,8,2,7,8,2,10,10,7,0,7,4,1,3,4,10,70,60,7,1,8,15,900,12,2,,28,2,0,1,,3,1,1,1,213,7,2
30/04/20 7:48,5110,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,9,4,3,10,0,99,1,0,9,9,10,10,10,10,10,1,0,0,0,2,0,6,3,5,2,6,7,5,5,5,5,5,10,9,1,9,10,5,3,2,4,2,10,4,5,0,6,5,0,9,8,8,1,7,6,0,1,7,8,90,70,7,1,10,15,600,12,2,,24,1,0,2,,6,1,1,1,213,9,2
30/04/20 7:53,1942,KURDISTAN,KU,8,1,1,6,6,8,6,8,7,7,5,9,8,6,5,30,50,20,6,5,6,6,5,7,8,5,5,5,5,1,9,8,8,2,5,8,8,8,8,8,8,7,5,7,5,7,7,5,7,6,5,1,7,5,7,2,4,5,2,6,7,5,6,6,6,1,6,5,5,20,50,5,1,8,50,300,16,2,,23,2,0,3,,6,1,1,1,213,5,2
30/04/20 7:53,532,KURDISTAN,KU,5,5,4,4,6,9,8,8,7,9,8,9,9,10,9,100,0,0,0,5,6,6,7,7,10,8,9,8,7,4,10,7,4,3,4,5,4,4,4,3,2,4,3,3,1,8,8,9,7,8,7,0,9,7,8,5,5,5,5,9,8,8,1,5,5,8,7,4,6,40,10,5,10,8,,,,2,,23,1,0,3,,4,1,2,1,213,9,2
30/04/20 7:54,1136,KURDISTAN,KU,1,10,0,0,0,8,10,10,10,2,3,10,0,0,0,50,10,40,0,0,10,0,10,10,10,9,6,10,10,2,10,6,8,10,2,0,0,6,6,0,9,2,1,10,3,8,2,9,0,10,8,0,0,7,8,10,9,9,0,10,9,1,1,8,9,0,4,0,6,70,10,2,3,7,,,,2,,23,1,0,3,,3,1,1,1,213,2,2
30/04/20 7:55,4489,KURDISTAN,KU,8,9,10,10,10,10,10,10,10,10,10,10,10,10,0,95,5,0,9,9,10,10,10,10,10,0,0,0,0,0,5,5,5,6,0,8,9,7,5,6,6,7,7,8,7,10,10,0,5,5,6,4,8,3,5,6,5,5,3,8,7,5,0,6,7,0,2,2,10,50,50,3,15,8,15,900,12,2,,23,1,0,4,,5,1,1,1,213,9,2
30/04/20 7:59,3130,KURDISTAN,KU,10,5,10,5,5,8,10,10,6,10,10,10,10,10,10,20,70,10,7,7,,,,10,9,10,10,10,10,5,10,10,10,0,0,10,5,10,5,5,3,0,5,8,5,0,5,9,10,10,5,0,8,8,8,3,10,5,6,9,10,5,0,7,6,0,9,9,10,0,90,5,12,5,,2,,2,,23,1,0,4,,6,1,1,2,,8,2
30/04/20 8:06,1091,KURDISTAN,KU,10,2,10,4,10,10,10,10,10,10,10,10,10,10,10,15,50,35,10,7,10,10,10,8,10,1,2,2,2,2,10,10,10,4,1,8,1,1,1,9,8,8,5,5,1,10,8,10,7,8,7,,8,1,2,1,8,7,5,10,10,10,0,10,6,0,0,0,10,50,50,10,10,9,50,300,,2,,23,1,,4,,11,1,1,1,213,7,2
30/04/20 8:07,675,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,8,0,100,0,0,9,10,10,10,10,10,10,2,1,1,1,0,0,7,8,7,0,5,5,5,5,5,5,5,9,9,0,7,10,8,5,8,9,1,8,3,6,9,7,9,0,10,10,8,0,7,8,0,0,9,10,50,50,10,1,10,15,900,12,2,,20,1,0,4,,5,1,1,1,213,9,2
30/04/20 8:15,3818,KURDISTAN,KU,9,0,1,1,0,10,10,10,10,10,1,1,1,1,1,50,25,25,3,5,6,8,8,9,9,8,10,5,5,1,10,10,10,8,1,8,9,10,10,10,5,0,8,8,9,5,9,10,9,7,9,1,8,10,10,5,5,10,5,9,9,,0,9,6,0,5,5,10,0,0,4,9,9,50,300,8,2,,35,3,3,6,Housewife,7,1,1,1,213,4,2
30/04/20 8:15,1800,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,9,8,10,10,10,10,10,0,0,0,0,2,4,7,4,3,1,4,4,4,3,3,3,5,10,10,1,10,10,0,5,6,9,1,9,3,8,9,10,10,0,10,10,10,0,10,7,10,0,7,10,60,70,0,1,6,15,900,12,2,,19,1,0,4,,10,2,1,1,213,10,2
30/04/20 8:20,7895,KURDISTAN,KU,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,85,15,0,10,10,10,10,10,10,10,1,0,0,0,0,5,4,5,5,0,6,7,7,6,7,8,6,8,10,0,10,9,8,5,8,9,0,9,5,6,7,7,7,10,10,10,10,8,9,8,0,0,6,10,70,90,0,2,10,15,900,12,2,,19,1,0,4,,5,1,1,1,213,10,2
30/04/20 8:29,792,KURDISTAN,KU,10,10,9,9,8,10,10,10,10,10,10,10,10,10,10,60,30,10,10,10,10,10,10,10,10,8,9,10,10,5,7,8,6,8,0,5,5,5,4,6,4,7,10,10,5,7,8,5,4,8,10,0,10,3,7,3,8,8,10,9,10,8,10,8,9,0,1,6,10,100,100,10,6,10,15,900,12,1,,19,1,0,4,,4,1,1,1,213,10,2
30/04/20 8:32,9806,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,100,0,0,10,10,9,10,10,10,10,10,10,10,10,2,7,8,7,8,0,5,5,5,6,3,3,3,10,10,0,6,10,7,5,8,6,1,10,4,8,6,6,8,1,10,9,10,0,9,9,1,7,8,10,40,40,0,1,10,15,900,12,2,,19,1,0,4,,3,1,1,1,213,10,2
30/04/20 8:34,862,KURDISTAN,KU,7,4,8,2,7,0,2,3,2,8,5,10,10,10,10,0,100,0,6,7,10,10,10,9,7,5,9,8,8,6,10,6,10,10,0,0,0,0,1,4,2,3,10,9,7,8,9,7,8,8,7,6,9,6,7,10,8,10,5,10,7,10,7,8,10,1,7,7,9,40,10,7,1,10,,,,2,,19,1,0,4,,7,1,1,1,213,9,2
30/04/20 8:39,1029,KURDISTAN,KU,5,5,5,5,5,6,6,5,2,5,2,10,7,7,8,40,30,30,7,7,7,8,8,5,5,5,5,5,5,10,10,9,9,1,9,7,7,7,7,7,7,8,7,5,5,6,8,7,7,10,7,4,8,5,7,1,8,8,2,9,9,5,1,7,8,4,5,5,10,0,0,5,15,9,0,300,4,1,,29,3,0,2,,6,1,1,1,213,7,2
30/04/20 8:53,3271,KURDISTAN,KU,10,1,1,10,10,6,6,4,7,10,9,10,9,9,10,0,100,0,9,8,10,4,10,10,10,0,0,0,0,4,10,10,10,2,1,0,8,4,7,7,5,0,10,9,10,9,9,9,10,10,8,1,10,9,9,1,10,10,9,9,10,4,0,8,0,0,0,10,10,10,20,9,7,6,25,3,7,1,,21,1,0,1,,4,1,1,2,213,10,2
30/04/20 8:58,1781,KURDISTAN,KU,8,7,9,8,9,10,10,10,10,10,10,10,10,10,10,100,0,0,10,10,10,10,10,10,10,0,1,1,0,5,9,9,8,2,0,5,6,4,8,7,6,4,10,9,3,8,7,0,7,8,7,0,10,4,8,8,8,9,10,7,9,8,0,8,6,0,0,7,10,80,90,0,1,8,15,900,120,2,,19,1,0,3,,7,1,1,1,213,9,2
30/04/20 9:01,1730,KURDISTAN,KU,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,100,0,0,9,8,10,10,10,10,10,0,0,0,0,2,7,8,7,4,0,3,2,1,3,1,1,0,9,10,1,8,8,1,5,7,9,0,10,5,10,10,10,8,10,10,9,10,2,6,8,0,0,6,0,60,60,10,1,9,15,900,12,2,,19,1,0,4,,5,1,1,1,213,9,2
30/04/20 9:04,2253,KURDISTAN,KU,8,3,8,6,8,8,8,7,4,7,1,0,0,1,2,10,50,40,5,7,4,8,5,7,4,8,7,6,8,8,8,7,6,9,2,8,7,7,4,4,3,6,7,6,7,5,8,5,9,4,7,4,8,6,8,5,6,8,9,9,7,9,1,5,8,1,5,9,8,10,20,4,6,6,,600,16,2,,23,1,,3,,6,1,1,1,213,9,2
30/04/20 9:09,2652,KURDISTAN,KU,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,10,10,10,10,10,10,10,0,0,0,0,1,4,7,3,10,8,8,9,8,9,6,8,9,10,10,4,8,9,3,1,9,8,1,9,4,8,7,8,9,10,7,6,9,10,7,7,0,7,8,10,50,50,0,1,9,15,900,12,2,,20,1,0,4,,6,2,1,1,213,8,2
30/04/20 9:18,408,KURDISTAN,KU,9,10,10,10,7,7,9,9,9,8,3,8,8,10,7,25,25,50,9,9,10,7,9,8,9,10,10,10,8,8,3,8,8,10,9,8,10,10,4,9,9,8,8,9,9,1,9,3,7,4,7,0,3,9,10,10,1,2,5,8,5,8,10,10,10,0,9,10,9,90,20,9,6,10,55,900,23,2,,42,3,3,1,,6,,1,2,213,9,2
30/04/20 9:19,234,KURDISTAN,KU,8,7,7,7,6,7,9,10,6,9,10,9,7,8,6,25,25,50,7,7,8,7,9,10,10,8,6,8,6,7,9,9,9,7,6,6,,,,,,,8,9,7,8,7,7,7,8,7,6,7,8,7,7,7,,8,6,6,8,9,6,7,7,4,4,4,80,60,9,3,9,50,900,16,2,,29,3,1,2,,7,1,1,2,213,9,2
30/04/20 9:21,560,KURDISTAN,KU,6,4,6,5,8,10,9,5,5,7,1,8,10,10,10,40,50,10,5,3,8,6,8,8,10,8,8,10,10,2,7,5,1,9,6,5,7,5,5,7,7,6,7,10,5,6,8,10,9,9,5,5,5,5,8,8,9,10,9,10,7,3,3,7,4,3,2,5,5,60,20,7,11,7,50,900,8,1,,21,2,0,4,,7,1,1,1,213,5,2
30/04/20 9:26,1269,KURDISTAN,KU,7,7,6,5,6,8,7,7,7,7,8,8,4,8,7,50,20,30,5,5,8,7,9,8,8,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,8,8,5,5,5,5,7,7,7,3,10,5,10,0,9,8,6,5,5,5,5,5,5,5,5,5,5,,50,6,7,8,,,,2,,25,3,1,3,,6,1,1,1,213,6,2
30/04/20 9:26,1159,KURDISTAN,KU,8,8,8,8,10,8,8,8,9,10,10,10,10,10,10,90,10,0,10,9,10,10,10,10,10,0,0,0,0,0,8,7,8,3,7,6,7,6,6,5,6,5,9,8,2,7,8,6,5,7,9,2,8,2,8,9,7,7,10,7,8,6,5,7,7,10,2,6,10,50,50,10,1,8,15,900,12,2,,19,1,0,4,,7,1,1,1,213,9,2
30/04/20 9:29,1692,KURDISTAN,KU,10,10,10,10,10,9,7,8,8,9,10,10,10,10,10,90,10,0,9,10,10,10,10,10,10,1,0,0,0,10,8,9,10,8,9,5,6,4,6,3,7,7,9,10,3,8,6,5,5,8,9,1,9,6,8,7,8,8,10,5,9,10,0,8,6,10,7,8,10,50,50,0,1,10,15,900,16,2,,21,1,0,4,,6,1,1,1,213,9,2
30/04/20 9:33,2443,KURDISTAN,KU,,8,8,10,10,9,8,10,2,10,1,10,0,10,9,40,30,30,2,3,10,10,10,10,10,10,10,10,10,5,10,10,10,3,5,7,10,8,10,0,10,0,2,2,8,9,9,10,9,8,10,8,10,,10,3,10,10,4,10,10,10,0,10,10,0,0,10,10,0,10,8,16,10,50,300,16,1,,24,1,0,3,,11,1,2,2,213,10,2
30/04/20 9:40,1508,KURDISTAN,KU,5,7,6,2,2,4,4,6,2,7,2,2,2,2,5,80,0,20,6,7,6,6,6,6,6,6,7,8,8,3,2,8,9,2,3,7,7,7,7,5,8,8,8,8,4,4,8,7,7,7,3,5,8,4,7,7,7,7,5,7,8,6,2,8,5,2,5,6,9,10,10,6,3,8,50,3,16,2,,27,1,0,6,,7,1,1,1,213,8,2
30/04/20 9:43,810,KURDISTAN,KU,8,9,9,7,4,6,6,9,2,6,5,10,10,10,10,100,0,0,2,2,6,2,3,9,9,6,9,8,8,10,5,7,6,4,8,9,9,8,10,10,2,0,4,3,8,4,9,9,9,8,7,3,9,6,10,4,8,6,6,10,9,9,0,9,0,0,0,0,10,30,50,1,5,5,50,3,1,1,,58,3,7,6,,6,1,1,1,213,6,2
30/04/20 9:44,4960,KURDISTAN,KU,3,8,10,4,8,7,10,8,2,10,8,9,7,10,10,20,60,20,5,6,10,8,10,10,10,8,7,6,8,3,10,8,10,7,3,6,7,10,7,8,7,8,10,7,6,8,7,8,6,7,9,7,8,3,6,8,7,6,7,10,8,2,1,8,8,1,3,10,10,40,30,2,16,6,50,180000,16,1,,20,1,0,4,,7,1,1,1,213,8,2
30/04/20 9:51,894,KURDISTAN,KU,0,10,10,0,0,0,0,4,7,8,0,0,0,0,0,100,0,0,1,8,3,3,3,7,8,8,2,7,3,3,2,2,2,2,2,8,8,7,8,2,2,7,7,2,7,2,7,2,1,10,0,0,7,7,2,7,8,1,8,7,6,7,7,3,7,2,7,2,7,0,10,9,7,10,,,,3,Transgender,18,3,10,1,,1,3,1,2,213,10,2
30/04/20 10:27,1084,KURDISTAN,KU,8,5,10,8,10,8,8,2,5,5,10,10,10,10,10,40,40,20,0,8,10,7,2,10,10,10,5,10,5,6,0,5,9,0,5,6,5,7,6,6,6,4,10,0,5,6,10,10,10,10,1,2,9,5,8,0,10,10,0,8,10,1,0,7,8,0,5,5,5,0,0,5,1,10,50,900,16,1,,21,1,0,4,,7,1,1,1,213,0,2
30/04/20 10:28,355,KURDISTAN,KU,7,9,6,7,7,10,10,6,5,8,3,9,10,10,10,30,65,5,6,8,7,8,10,9,10,8,8,9,10,3,5,5,2,8,9,6,7,3,4,5,7,8,7,9,8,8,10,7,8,7,10,7,7,7,3,6,8,10,7,10,6,6,2,8,5,1,5,7,6,70,10,8,3,8,100,900,24,1,,23,1,0,2,,7,1,1,1,213,6,2
30/04/20 10:31,4884,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,9,10,9,9,10,10,10,2,1,0,0,3,7,7,9,6,9,0,0,0,0,0,0,0,10,10,0,9,9,5,9,8,6,1,10,2,8,10,8,8,3,2,9,8,0,8,8,0,9,9,10,50,50,10,14,10,15,900,12,1,,19,1,0,4,,6,1,1,1,213,10,2
30/04/20 10:35,425,KURDISTAN,KU,6,0,5,6,0,6,8,7,6,6,5,5,5,4,5,80,10,10,5,7,6,5,5,8,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,5,5,5,6,5,0,5,8,2,5,5,5,5,0,6,7,6,5,6,5,6,6,7,7,0,0,5,1,10,50,900,800,1,,,1,0,4,,8,1,1,1,213,0,2
30/04/20 10:35,3936,KURDISTAN,KU,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,10,8,10,10,10,10,10,0,0,0,0,0,7,9,6,10,10,6,7,5,4,7,6,7,10,10,0,7,8,9,1,7,8,0,8,7,9,8,7,8,10,5,10,10,0,10,10,0,8,10,10,60,50,10,1,9,15,900,12,1,,23,3,1,1,,4,1,1,1,213,10,2
30/04/20 10:38,1604,KURDISTAN,KU,10,5,10,8,7,7,9,6,4,10,10,10,10,10,10,20,40,40,7,6,9,8,10,10,10,1,1,1,1,9,10,10,10,0,7,6,4,2,7,4,7,7,10,9,7,4,8,10,8,10,2,0,10,10,10,2,10,10,0,10,10,6,0,4,5,0,0,9,10,30,20,6,16,7,50,900,4,2,,22,1,0,4,,5,2,1,1,13,1,2
30/04/20 10:40,3020,KURDISTAN,KU,0,10,0,0,0,3,3,0,0,0,10,10,10,10,10,100,0,0,10,9,8,10,10,10,10,10,0,0,0,10,10,10,10,0,10,10,10,10,10,0,6,10,10,10,10,10,8,10,10,10,6,0,10,9,8,10,10,10,7,10,10,0,0,10,0,0,0,0,10,0,20,0,15,10,50,3,,1,,30,1,0,1,,5,1,1,1,213,0,2
