condition,labID,exclude,BL_adhere_1,BL_avoid_1,BL_avoid_2,BL_avoid_3,motiv_1,motiv_2,motiv_3,motiv_4,motiv_5,motiv_6,motiv_7,motiv_8,defy_1,defy_2,defy_3,defy_4,intention_1w,avoid_1w_1,avoid_1w_2,avoid_1w_3,intention_6m,avoid_6m_1,avoid_6m_2,avoid_6m_3,avoid_6m_4,avoid_6m_5,avoid_6m_6,avoid_6m_7,manip_1,r_manip_2,r_manip_3,age,gender,educ,essen_job,COUNID,month
3,2,0,7,7,7,7,6,5,6,4,6,4,7,7,2,2,2,2,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,7,1,3,1,6,6,6,6,5,6,6,6,5,5,6,5,6,7,7,6,24,20,20,20,20,24,12,12,5,3,4,18,1,3,1,GBR,April
2,2,0,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,6,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,5,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,6,6,7,7,7,6,6,7,7,1,2,1,1,7,7,7,7,24,24,20,24,24,20,24,24,5,3,6,21,2,4,2,GBR,April
3,2,0,7,1,2,1,7,5,6,6,5,2,4,6,3,2,2,5,6,1,4,2,12,20,15,24,12,15,24,21,2,3,6,19,1,3,2,GBR,April
2,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,6,1,7,7,7,1,1,7,7,2,2,6,5,7,7,7,6,24,24,24,24,24,24,24,24,6,2,3,19,1,3,2,GBR,April
1,2,0,7,1,1,1,6,7,6,7,2,6,7,7,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,7,7,7,5,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,6,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,6,7,7,7,4,6,7,7,4,4,7,7,2,3,1,1,7,7,7,7,24,24,24,24,24,24,24,24,4,7,6,19,2,3,2,GBR,April
1,2,0,7,7,7,6,6,6,6,6,5,6,6,6,4,5,4,4,7,7,7,6,6,12,6,18,18,6,6,6,4,2,3,21,1,4,2,GBR,April
2,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,7,5,6,6,7,4,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,4,3,3,28,1,5,2,GBR,April
3,2,0,7,7,7,6,7,7,7,7,7,7,7,7,1,3,1,1,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,1,1,1,1,2,1,3,2,2,7,1,4,7,7,7,7,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,35,4,5,2,GBR,April
1,2,0,7,7,7,6,2,6,7,5,2,2,6,6,2,3,2,5,7,7,7,6,24,24,24,24,24,24,8,24,5,5,5,31,1,5,2,GBR,April
2,2,0,7,7,6,7,5,7,6,6,3,1,2,7,4,7,7,7,7,7,7,7,24,24,24,24,24,24,24,24,2,1,1,24,2,5,2,GBR,April
1,2,0,7,7,7,6,3,5,3,5,3,3,7,7,2,2,2,2,7,7,7,7,24,24,24,24,24,24,24,24,4,2,5,32,1,5,2,GBR,April
1,2,0,7,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,6,1,1,3,5,4,1,4,6,4,6,7,1,6,6,1,7,1,1,2,24,NA,24,NA,20,6,24,24,6,2,2,29,1,5,2,GBR,April
3,2,0,7,7,7,6,7,7,7,7,7,7,7,7,1,2,1,1,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,7,7,7,7,1,4,1,7,1,1,6,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,6,6,39,1,5,2,GBR,April
3,2,0,7,1,1,1,6,6,6,6,5,6,4,6,1,3,2,2,7,7,7,7,NA,24,24,24,24,24,24,24,5,6,4,38,2,5,2,GBR,April
3,2,0,7,7,7,7,7,7,7,7,6,6,6,7,2,5,3,6,7,7,7,7,20,12,4,24,12,12,12,24,6,3,5,20,1,3,2,GBR,April
2,2,0,7,1,1,2,6,6,5,7,2,3,6,6,2,2,1,2,7,1,1,2,24,24,NA,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,6,7,7,7,7,6,6,5,2,6,6,6,2,5,4,3,7,7,7,6,6,24,24,10,24,24,24,24,6,2,2,49,1,3,2,GBR,April
3,2,0,7,1,1,1,7,7,7,7,1,7,7,7,1,1,1,4,7,1,1,1,24,24,24,24,24,24,24,24,7,7,6,48,2,3,1,GBR,April
3,2,0,7,7,7,7,4,5,5,4,4,4,5,6,2,3,2,3,7,7,7,7,24,24,24,12,24,24,24,24,6,3,5,55,1,3,2,GBR,April
3,2,0,7,7,7,7,6,7,7,7,1,7,7,7,1,1,1,7,7,1,1,1,24,24,24,24,24,24,24,24,2,7,7,49,2,3,2,GBR,April
1,2,0,7,7,7,7,4,6,6,6,4,4,7,7,1,1,1,1,1,1,1,1,24,24,24,24,24,24,24,24,4,7,6,43,2,4,1,GBR,April
3,2,0,7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,7,7,7,7,7,24,24,24,24,24,24,24,24,7,7,7,45,1,4,1,GBR,April
3,2,0,7,7,7,6,4,7,7,7,4,4,7,7,1,2,2,7,7,7,7,7,24,24,24,18,24,24,12,24,4,4,4,62,1,4,2,GBR,April
3,2,0,7,7,7,7,2,7,7,7,3,5,7,7,2,6,5,2,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,7,7,6,7,7,4,4,6,7,1,2,3,2,7,7,7,7,24,24,24,24,24,24,24,24,4,6,4,35,1,2,2,GBR,April
1,2,0,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,6,2,7,7,7,2,2,7,7,1,2,1,1,7,7,7,6,24,24,24,24,24,24,24,24,6,6,6,38,1,5,2,GBR,April
1,2,0,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,7,6,6,6,6,5,5,7,7,2,2,2,5,7,7,7,7,24,24,24,24,24,24,24,24,3,5,5,45,2,4,2,GBR,April
1,2,0,6,7,7,7,4,5,6,6,2,4,6,7,1,1,2,1,7,7,7,7,24,24,24,24,24,24,21,24,1,4,4,36,1,5,2,GBR,April
1,2,0,6,7,7,7,4,6,6,7,4,5,7,7,2,2,1,2,7,7,7,7,24,24,24,24,24,24,24,24,2,7,7,59,2,3,2,GBR,April
3,2,0,7,7,6,7,2,7,6,7,2,3,3,7,3,5,5,2,7,7,7,7,24,24,24,24,24,24,24,24,5,5,3,21,1,3,2,GBR,April
2,2,0,7,7,7,7,4,5,5,5,6,4,1,7,2,5,5,3,7,7,7,7,24,24,24,24,24,24,24,24,3,2,1,46,2,5,2,GBR,April
3,2,0,7,7,7,6,5,4,6,4,6,5,6,6,1,1,2,1,7,7,7,7,24,24,24,12,24,24,24,24,6,1,2,27,2,5,2,GBR,April
1,2,0,7,7,7,7,5,7,7,7,1,6,7,7,1,4,2,4,7,7,7,7,24,24,24,24,24,24,24,24,5,4,6,44,1,4,2,GBR,April
3,2,0,6,7,7,6,5,2,6,5,7,5,4,5,4,5,5,7,5,7,7,6,6,24,8,4,24,8,6,12,3,2,3,53,1,5,2,GBR,April
3,2,0,7,7,7,7,4,7,7,7,3,3,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,7,7,7,45,2,4,2,GBR,April
1,2,0,7,7,7,7,6,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,3,7,25,2,4,2,GBR,April
1,2,0,7,7,7,7,5,6,5,5,5,4,6,7,1,4,2,1,7,7,7,7,24,24,24,24,24,24,24,24,2,4,5,27,1,4,2,GBR,April
1,2,0,7,7,7,7,7,7,6,7,5,7,6,7,1,2,2,1,7,7,7,7,24,24,24,24,24,24,24,24,3,5,6,51,2,4,2,GBR,April
3,2,0,6,6,7,7,3,6,5,6,3,3,6,7,3,5,2,3,7,6,7,7,24,24,24,24,24,24,24,24,5,5,5,47,2,5,2,GBR,April
1,2,0,6,6,7,7,6,4,4,7,1,4,7,7,1,7,3,1,7,7,7,7,24,24,24,24,24,24,24,24,5,6,4,49,1,4,2,GBR,April
1,2,0,7,1,7,1,6,7,6,7,2,3,6,7,2,2,2,6,7,1,1,1,24,24,24,24,24,24,24,24,6,5,2,26,1,4,1,GBR,April
1,2,0,7,7,7,7,4,7,7,7,2,4,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,4,6,4,63,2,4,2,GBR,April
1,2,0,6,7,7,5,5,5,6,5,7,6,5,7,3,5,3,3,7,7,7,6,24,24,20,24,24,0,24,24,3,2,3,35,2,5,2,GBR,April
1,2,0,6,7,7,7,4,7,7,7,4,4,7,7,1,5,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,4,7,47,2,2,2,GBR,April
2,2,0,7,7,7,6,4,6,5,7,5,4,6,7,2,4,4,1,7,7,7,6,24,24,24,24,24,24,24,24,6,4,4,40,1,3,1,GBR,April
1,2,0,7,7,7,7,6,7,7,7,6,6,7,7,1,1,2,1,7,7,7,7,24,24,24,12,24,24,24,24,6,5,3,30,2,4,2,GBR,April
1,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,1,2,1,2,2,1,2,1,1,2,2,1,7,7,7,7,1,2,2,1,0,1,0,0,1,0,0,0,1,1,1,30,4,5,2,GBR,April
2,2,0,7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,1,7,7,7,7,24,24,8,18,24,24,18,24,1,2,3,45,2,4,2,GBR,April
2,2,0,6,7,7,6,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,6,24,24,24,24,24,24,24,24,4,7,7,44,2,5,2,GBR,April
3,2,0,6,7,7,7,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,7,NA,12,12,6,10,12,6,6,6,2,2,56,2,3,2,GBR,April
3,2,0,6,7,7,7,5,6,6,6,5,5,5,6,3,5,3,4,6,7,7,7,24,24,15,24,24,12,15,12,6,2,3,54,2,5,2,GBR,April
1,2,0,7,7,7,7,2,4,6,7,2,2,7,7,1,2,3,2,7,7,7,7,24,24,24,24,24,24,24,24,2,3,7,35,2,5,2,GBR,April
3,2,0,7,7,6,6,6,6,7,5,6,7,5,7,1,2,3,1,7,7,6,6,24,24,12,12,24,12,24,24,3,3,6,31,2,4,2,GBR,April
1,2,0,7,7,7,6,7,6,7,6,7,6,7,7,2,3,3,3,7,7,7,6,24,24,24,24,24,2,24,24,5,5,3,39,1,5,2,GBR,April
3,2,0,6,7,7,6,6,5,5,5,7,7,6,6,5,7,6,5,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,74,2,4,2,GBR,April
2,2,0,7,7,7,7,3,7,6,7,5,5,7,7,2,5,5,3,7,7,7,7,24,24,20,24,24,20,24,24,6,2,4,42,2,5,2,GBR,April
3,2,0,6,7,7,7,5,7,5,6,6,5,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,12,24,24,3,4,2,47,1,4,2,GBR,April
1,2,0,6,1,6,4,6,7,7,7,2,4,7,7,1,4,3,4,7,7,7,7,24,24,24,24,24,12,24,24,6,6,4,73,1,5,2,GBR,April
3,2,0,6,7,7,6,4,7,6,7,2,4,6,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,4,6,52,2,4,2,GBR,April
2,2,0,6,7,7,6,6,6,7,7,6,6,6,7,5,5,6,6,7,7,7,6,24,24,24,24,24,12,24,24,3,3,4,45,2,4,2,GBR,April
1,2,0,7,7,7,7,7,7,7,7,2,5,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,2,6,6,44,2,5,2,GBR,April
2,2,0,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,2,7,7,7,7,24,22,22,24,22,24,24,24,5,1,3,19,2,3,2,GBR,April
1,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,6,7,6,6,6,6,6,5,6,1,2,2,2,7,7,7,6,12,24,12,24,24,24,24,12,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,6,6,6,7,7,6,6,7,7,2,2,2,7,7,7,7,6,12,24,12,10,8,2,24,24,2,2,6,23,2,5,2,GBR,April
3,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
2,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
3,2,0,3,6,1,1,2,1,1,1,7,7,1,1,6,7,7,7,2,6,1,1,0,0,0,0,0,0,0,0,1,1,1,29,2,5,2,GBR,April
1,2,0,6,7,7,7,5,6,7,7,5,6,6,7,2,2,2,2,7,7,7,7,24,24,24,24,24,24,24,24,5,4,6,36,2,5,2,GBR,April
3,2,0,6,1,1,1,4,7,1,7,4,1,7,7,1,1,1,1,7,7,7,7,NA,24,24,24,24,24,24,24,4,1,7,47,2,2,2,GBR,April
2,2,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,April
1,2,0,7,7,7,7,5,4,5,5,5,5,3,7,2,2,2,2,7,7,7,6,24,24,24,24,24,24,24,24,6,6,6,23,2,4,2,GBR,April
2,2,0,7,7,7,7,4,4,4,6,2,4,6,6,2,5,2,2,6,4,4,6,24,12,6,8,24,24,8,8,2,1,1,59,2,4,2,GBR,May
3,2,0,7,1,1,2,6,4,6,4,4,6,5,2,1,5,3,3,7,6,7,7,24,24,12,24,24,20,20,24,2,5,3,28,1,5,2,GBR,May
2,2,0,7,5,7,7,6,6,4,7,1,4,7,7,1,1,1,1,7,6,7,7,24,24,10,24,24,24,24,24,7,1,4,47,2,2,2,GBR,June
2,2,0,7,7,7,7,6,5,6,6,6,5,3,5,4,6,3,5,6,6,7,6,18,4,4,8,18,4,18,24,5,2,3,25,2,4,2,GBR,June
2,3,0,5,5,7,4,5,3,3,4,5,4,5,5,1,2,4,6,3,5,7,6,24,8,4,20,24,1,4,24,5,3,4,40,1,5,2,GBR,June
1,3,0,6,5,7,6,5,6,6,6,6,6,6,6,2,5,5,2,6,6,7,6,10,12,4,10,24,4,6,24,5,4,3,55,2,5,2,GBR,June
2,3,0,7,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,June
2,3,0,7,7,7,7,4,7,7,7,6,5,7,6,2,2,2,3,7,7,7,7,24,24,24,24,24,24,20,24,2,2,4,35,1,5,1,GBR,June
3,3,0,5,6,7,7,1,6,1,7,1,1,6,7,1,1,1,1,6,6,7,7,24,24,0,0,24,24,24,24,2,7,7,39,2,5,1,GBR,June
3,3,0,6,6,6,7,1,2,3,5,2,2,2,6,4,5,5,2,6,6,7,6,10,4,4,24,10,4,4,24,2,3,3,33,1,5,2,GBR,July
2,3,0,7,1,1,1,7,7,7,7,3,7,7,7,1,2,1,1,7,7,7,7,12,12,12,24,24,24,24,24,2,2,4,25,2,4,2,GBR,July
3,3,0,5,6,5,5,3,6,6,6,2,6,6,7,1,2,1,1,7,7,7,7,24,24,12,24,24,24,12,24,6,6,6,59,2,4,2,GBR,July
1,4,0,6,7,6,6,6,6,6,6,3,6,6,6,3,3,3,3,6,6,5,6,0,NA,NA,NA,NA,NA,NA,NA,4,4,4,25,2,5,2,CAN,April
2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,5,2,CAN,April
1,4,0,7,7,7,6,4,7,6,7,3,3,7,7,1,1,1,1,7,7,7,6,24,16,24,24,24,12,12,24,6,6,6,29,1,5,1,CAN,April
3,4,0,7,1,1,1,4,7,7,7,5,3,7,7,5,6,6,5,7,7,7,7,6,6,4,8,10,6,10,6,2,7,7,25,1,4,2,CAN,April
2,4,0,7,NA,1,2,7,7,7,7,6,7,7,7,1,1,1,1,6,7,7,6,24,24,21,22,24,21,24,24,4,6,6,22,2,3,2,CAN,April
1,4,0,7,7,7,6,7,7,7,7,7,7,7,7,1,2,1,1,7,7,7,6,24,24,24,24,24,24,24,24,5,7,7,28,2,4,2,CAN,April
1,4,0,7,7,6,7,6,5,2,6,5,2,6,6,4,5,2,5,7,7,7,6,20,24,10,20,24,10,20,10,5,1,5,22,1,3,2,CAN,April
1,4,0,7,7,7,7,7,6,6,6,5,5,6,6,2,3,6,3,7,1,1,2,24,24,24,24,24,24,19,24,6,5,6,31,2,2,2,CAN,April
1,4,0,7,7,7,6,5,7,7,7,5,5,7,7,1,5,2,1,7,7,7,7,24,24,24,24,24,24,24,24,6,6,7,25,2,5,2,CAN,April
1,4,0,7,7,7,7,6,7,7,6,6,6,7,7,1,1,1,1,7,7,7,7,24,24,20,10,24,20,18,24,3,3,3,20,2,3,2,CAN,April
1,4,0,7,7,7,7,5,6,6,7,2,4,7,7,1,3,2,4,7,7,7,7,24,24,24,24,24,24,24,24,5,6,6,NA,2,4,2,CAN,April
1,4,0,7,7,7,7,7,7,7,7,2,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,12,24,7,7,7,57,2,2,2,CAN,April
1,4,0,7,7,7,7,5,6,6,6,5,4,6,7,2,4,2,2,7,7,7,7,24,24,24,24,24,24,24,24,3,2,5,20,2,3,2,CAN,April
3,4,0,7,7,7,7,3,7,4,7,5,3,7,7,4,4,6,5,7,7,7,7,18,24,21,8,20,18,24,24,2,3,6,20,2,3,2,CAN,April
1,4,0,7,7,7,7,6,7,7,7,5,5,6,7,1,3,2,6,7,7,7,7,24,24,6,24,20,24,24,24,6,5,6,20,2,3,2,CAN,April
1,4,0,7,7,7,7,2,7,6,7,3,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,7,3,25,2,2,2,CAN,April
3,4,0,6,7,7,7,6,6,5,7,2,2,7,7,2,2,1,6,7,7,7,7,24,24,22,24,24,24,24,24,2,6,3,23,2,3,2,CAN,April
3,4,0,7,4,7,7,7,6,7,5,7,4,6,5,3,3,3,3,7,2,7,7,24,24,0,24,24,0,24,24,2,7,4,21,2,3,2,CAN,April
3,4,0,6,7,7,6,6,7,7,7,5,7,7,7,1,1,1,1,7,7,7,6,24,24,24,24,24,24,24,24,1,7,5,23,2,4,2,CAN,April
1,4,0,6,7,6,5,7,6,7,5,1,6,7,7,1,1,1,4,7,7,7,7,24,24,6,24,24,24,24,24,6,7,7,21,2,2,2,CAN,April
2,4,0,5,7,7,7,7,7,7,7,7,7,7,7,2,5,5,2,7,7,7,7,24,24,24,24,24,24,12,24,1,1,5,59,2,4,2,CAN,April
2,4,0,6,7,6,7,6,6,7,7,4,6,7,7,1,1,1,1,7,7,6,7,24,24,20,12,24,24,10,24,2,7,4,25,2,4,2,CAN,April
1,4,0,6,6,6,6,1,7,1,7,1,1,7,7,1,1,1,1,7,7,7,7,NA,24,24,24,24,24,NA,24,7,6,6,62,2,4,1,CAN,April
1,4,0,7,7,7,7,6,6,5,4,5,5,6,7,1,2,1,1,7,7,7,7,15,15,15,24,20,20,15,24,4,7,6,21,2,4,2,CAN,April
3,4,0,7,7,7,7,6,7,7,7,6,6,7,7,1,2,1,1,7,7,7,7,24,24,24,24,24,24,24,24,4,3,5,18,2,3,2,CAN,April
1,4,0,7,6,7,7,7,6,3,5,7,6,5,6,5,5,7,2,7,6,7,7,24,24,4,24,24,24,24,8,2,2,3,18,1,3,2,CAN,April
2,4,0,7,7,7,7,6,7,7,7,6,6,7,7,1,2,2,1,7,7,7,7,24,24,15,24,24,24,24,24,2,2,5,18,1,3,2,CAN,April
2,4,0,6,7,7,7,6,6,6,6,5,7,6,6,1,3,3,2,7,7,7,7,24,24,24,12,24,8,24,24,4,3,5,29,2,5,2,CAN,April
1,4,0,7,7,7,7,6,7,6,4,6,5,7,7,1,1,1,1,7,7,7,7,24,24,20,24,24,24,24,20,7,3,6,18,1,2,2,CAN,April
2,4,0,7,7,7,6,7,6,7,7,7,6,7,7,2,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,2,5,18,1,2,1,CAN,April
1,4,0,6,7,6,7,4,7,6,7,1,1,7,7,1,1,1,1,7,7,7,7,24,23,24,24,24,24,24,24,6,3,7,20,2,4,2,CAN,April
1,4,0,7,7,6,6,2,6,2,5,5,2,5,6,2,2,2,5,7,7,7,6,24,24,24,20,24,20,24,24,6,6,6,29,1,5,2,CAN,April
3,4,0,6,3,1,1,5,4,5,2,6,7,2,7,5,7,4,5,6,6,7,7,10,24,4,24,20,10,10,24,5,3,2,19,1,3,2,CAN,April
1,4,0,7,7,7,7,7,7,4,5,4,7,7,7,6,4,4,4,7,1,1,1,24,24,24,24,24,24,24,24,7,3,4,19,1,3,2,CAN,April
2,4,0,7,7,7,7,5,6,5,6,5,5,6,7,4,4,4,4,6,6,6,6,23,24,23,24,24,23,24,23,6,4,4,18,1,3,2,CAN,April
1,4,0,7,7,7,7,7,6,6,7,6,7,7,7,1,6,2,7,7,6,7,7,6,24,6,6,24,24,24,24,7,1,6,20,2,3,2,CAN,April
2,4,0,7,7,7,7,7,7,6,7,1,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,5,2,7,27,2,5,2,CAN,April
3,4,0,6,5,5,5,4,4,5,4,6,5,5,5,2,4,4,4,5,2,2,2,21,20,21,24,20,24,24,24,4,5,5,40,2,4,2,CAN,April
3,4,0,7,7,7,6,6,6,6,5,7,5,6,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,2,7,5,27,2,5,2,CAN,April
1,4,0,7,7,7,7,6,7,7,7,2,2,7,7,2,2,2,2,7,7,7,7,24,24,24,24,24,24,12,24,3,4,6,57,2,4,2,CAN,April
3,4,0,7,7,7,7,6,7,7,7,4,5,7,7,1,2,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,7,7,45,2,5,1,CAN,April
3,4,0,6,7,6,6,6,6,7,6,6,5,6,7,5,5,4,5,7,7,6,7,24,20,20,12,20,20,24,8,5,2,3,20,2,3,2,CAN,April
1,4,0,6,7,6,7,7,6,7,7,7,2,7,7,1,2,2,7,7,7,7,7,24,24,12,24,24,22,24,2,1,1,2,20,2,4,1,CAN,April
3,4,0,4,5,5,4,6,4,6,4,5,6,6,5,6,4,5,5,6,2,2,4,7,4,6,6,7,5,10,1,4,3,2,22,2,4,2,CAN,April
2,4,0,7,7,7,7,6,6,6,7,5,5,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,10,24,2,2,6,23,1,3,2,CAN,April
2,4,0,7,7,7,7,5,7,5,6,4,3,7,7,2,2,2,5,7,7,7,7,24,24,24,24,24,24,24,24,7,2,6,49,1,5,2,CAN,April
2,4,0,7,7,7,6,4,6,5,6,3,4,6,6,2,2,2,3,4,4,4,4,24,24,24,24,24,24,24,24,4,6,2,36,2,3,2,CAN,April
1,4,0,6,7,7,7,6,7,6,7,6,7,7,7,1,2,2,1,7,7,7,7,24,6,8,12,24,4,4,24,5,6,6,32,2,5,2,CAN,April
3,4,0,7,7,7,6,5,6,6,6,5,5,6,7,1,2,4,5,7,7,7,6,NA,20,24,24,24,15,24,24,6,6,4,NA,2,4,2,CAN,April
2,4,0,6,7,6,6,6,5,5,5,5,6,5,6,2,6,6,2,7,6,6,6,24,24,8,24,24,24,NA,24,4,4,4,45,2,4,2,CAN,April
2,4,0,6,2,1,3,7,5,4,3,6,7,3,6,2,4,4,4,7,6,7,5,7,7,7,15,7,7,5,7,1,1,2,18,2,3,2,CAN,April
