CONSENT FORM_0;CONSENT FORM_2;CONSENT FORM_3;QCONSENT FORM_4;physical_contact_0;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_hygiene_0;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;policy_support_0;policy_support_1;policy_support_2;policy_support_3;policy_support_4;Generosity_1;Generosity_2;Generosity_3;psych_wellbeing0;psych_wellbeing1;collective_narcis_0;collective_narcis_1;collective_narcis_2;national_identity_0;national_identity_1;conspiracy_theories_0;conspiracy_theories_1;conspiracy_theories_2;conspiracy_theories_3;Open_mind_0;Open_mind_1;Open_mind_2;Open_mind_3;Open_mind_4;Open_mind_5;Morality_cooper_0;Morality_cooper_1;Morality_cooper_2;Morality_cooper_3;Morality_cooper_4;Morality_cooper_5;Morality_cooper_6;trait_optimism_0;trait_optimism_1;social_belonging_0;social_belonging_1;social_belonging_2;social_belonging_3;trait_self-control_0;trait_self-control_1;trait_self-control_2;trait_self-control_3;self-esteem;Attention check_0;narcissism_0;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;moral_identity_0;moral_identity_1;moral_identity_2;moral_identity_3;moral_identity_4;moral_identity_5;moral_identity_6;moral_identity_7;moral_identity_8;moral_identity_9;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health;CRT1;CRT2 ;CRT3;sex;sex_other;age;marital;children;employment;employment_other;ladder;urban ;tested_positive;know_tested_positive;no_bots
0;0;0;0;10;0;10;8;10;5;8;10;8;10;10;8;0;10;8;100;0;0;3;3;0;0;0;10;0;5;5;9;9;5;10;10;10;0;0;8;5;8;5;5;5;9;5;5;5;3;5;10;5;6;6;7;5;0;5;2;5;5;0;2;7;5;0;5;3;5;5;5;6;5;1;7;5;16;2;25;3;7;2;-2;52;1;1;3;-2;7;1;1;1;213
0;0;0;0;4;2;9;9;10;9;9;10;5;9;8;10;5;10;5;50;50;0;7;4;5;5;5;10;10;8;5;5;6;4;10;10;9;1;4;8;6;10;8;8;9;9;7;8;8;6;7;9;6;7;6;2;7;0;2;5;5;7;7;8;5;7;4;3;7;6;5;2;3;7;50;60;3;14;6;50;300;4;2;-2;52;3;2;5;-2;5;2;1;1;213
0;0;0;0;9;9;9;10;10;9;10;10;6;9;10;10;7;10;10;50;40;10;7;8;5;8;7;10;10;1;0;0;1;8;10;10;10;2;3;10;8;10;10;10;10;10;9;10;5;5;5;10;7;9;5;5;8;0;8;6;5;5;5;3;8;6;1;5;3;0;8;5;5;3;10;50;8;16;5;50;3;8;2;-2;52;3;2;3;-2;5;1;1;1;213
0;0;0;0;9;0;9;10;10;10;10;10;10;10;2;2;0;8;7;100;0;0;7;4;3;3;3;10;2;6;7;4;9;8;10;10;10;0;4;3;8;10;8;8;6;4;7;8;3;3;5;3;8;6;3;10;4;0;6;6;3;4;6;2;3;3;6;1;3;4;8;1;0;1;50;20;1;16;8;25;3;7;2;-2;52;1;0;2;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;10;5;5;10;5;10;9;5;0;10;5;100;0;0;4;4;0;0;0;10;2;0;0;0;0;10;10;10;10;0;0;5;5;10;0;5;5;9;10;10;5;5;8;8;5;8;0;10;10;0;0;5;0;10;8;6;5;5;5;5;5;5;10;0;0;5;100;87;10;15;9;25;3;4;2;-2;52;2;1;3;-2;6;1;1;1;213
0;0;0;0;5;10;10;10;10;10;10;10;5;10;10;10;10;10;10;80;20;0;7;6;5;5;2;10;10;5;5;5;5;5;10;5;5;5;5;5;5;5;5;5;5;5;7;8;5;5;5;5;10;5;5;5;5;5;0;5;5;5;5;0;8;9;5;1;5;5;2;5;5;9;0;50;5;16;5;25;3;7;2;-2;52;2;1;1;-2;5;1;1;1;213
0;0;0;0;8;1;9;8;9;4;6;9;8;9;10;10;2;10;10;40;50;10;5;8;7;5;5;9;8;5;1;1;1;1;10;10;10;1;0;8;9;9;10;7;8;10;6;7;7;7;6;5;9;8;5;2;5;0;1;0;2;0;1;0;5;5;1;6;6;6;9;6;6;1;99;93;3;14;7;25;3;7;1;-2;52;1;0;3;-2;5;2;1;1;213
0;0;0;0;5;0;10;5;10;0;0;10;10;10;10;10;0;10;5;0;0;100;7;4;10;10;5;10;10;7;7;0;7;10;10;10;10;0;0;10;0;10;5;10;5;10;5;5;5;5;5;10;5;10;5;5;5;5;0;0;10;0;0;5;5;4;5;5;4;8;10;0;0;0;0;20;0;1;5;50;1;4;1;-2;52;1;0;3;-2;7;1;1;1;213
0;0;0;0;5;5;10;5;5;5;5;10;5;10;5;10;5;10;10;0;100;0;5;5;5;5;5;10;10;8;8;5;5;5;10;10;10;0;5;8;3;8;8;2;2;8;5;7;3;3;3;5;5;3;3;3;3;0;5;0;0;0;0;0;5;3;0;0;0;0;3;0;0;5;50;50;3;6;5;50;3;4;1;-2;52;3;1;5;-2;5;2;1;1;213
0;0;0;0;7;7;10;8;10;10;10;10;10;10;10;10;10;10;10;50;50;0;5;7;5;7;8;10;10;8;8;8;8;6;10;10;10;0;0;10;10;10;10;10;10;8;9;9;10;10;10;10;7;10;8;8;7;0;0;5;5;10;5;5;10;9;8;10;8;8;8;8;8;8;50;50;5;7;7;25;3;2;2;-2;53;1;2;1;-2;5;1;1;1;213
0;0;0;0;5;0;8;7;10;5;5;10;2;10;10;10;5;4;10;50;50;0;6;6;4;5;5;9;8;8;8;5;5;10;10;9;10;0;5;6;5;7;7;5;8;8;5;5;9;10;10;10;5;7;5;5;5;0;4;5;5;3;3;0;5;5;4;1;3;3;2;2;2;5;50;30;5;14;4;50;300;4;2;-2;53;1;1;1;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;8;5;5;8;1;5;5;5;5;5;5;100;0;0;7;8;5;5;5;10;10;5;0;5;5;0;10;10;10;0;0;10;8;10;10;10;10;10;7;7;8;8;8;10;5;8;2;10;7;0;5;5;3;0;5;0;8;6;4;0;7;7;5;0;7;7;40;40;2;5;8;25;3;7;2;-2;53;3;6;5;-2;7;2;1;1;213
0;0;0;0;10;0;10;10;10;8;8;10;8;10;10;10;10;10;10;0;50;50;7;3;5;5;5;10;0;0;0;0;0;0;10;10;10;0;0;10;0;10;10;10;10;10;10;10;1;10;10;10;10;10;10;10;8;10;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;10;0;50;0;9;8;50;3;4;2;-2;53;3;1;3;-2;7;1;1;1;213
0;0;0;0;10;0;10;10;10;8;8;10;9;10;10;10;10;10;10;0;100;0;8;7;9;7;8;10;10;2;0;0;0;2;10;10;8;0;0;8;8;9;9;9;10;10;8;8;8;8;8;9;10;10;0;3;5;0;0;0;0;0;0;0;10;9;6;0;5;2;9;1;5;7;50;50;5;3;8;50;3;7;2;-2;53;2;1;1;-2;5;1;1;2;213
0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;2;0;100;0;0;3;3;0;0;0;10;10;8;10;10;9;5;10;10;10;0;0;1;2;0;0;0;0;0;2;2;3;5;8;7;5;5;10;10;5;0;0;0;0;0;0;0;5;2;0;2;0;0;2;0;0;2;0;0;5;2;6;25;3;4;1;-2;53;3;1;1;-2;8;1;1;1;213
0;0;0;0;10;0;10;10;10;10;10;10;5;10;10;10;10;10;10;40;30;30;5;4;5;10;10;10;10;7;5;7;7;0;10;10;10;0;0;10;10;10;10;10;0;0;5;10;10;10;10;10;10;10;5;0;0;5;0;0;0;0;3;0;10;10;5;0;10;10;0;5;10;10;50;50;0;16;5;50;3;8;1;-2;53;3;2;1;-2;8;1;1;1;213
0;0;0;0;10;0;10;5;5;10;10;10;10;10;10;10;0;10;10;50;50;0;5;5;5;5;5;10;5;10;0;0;5;5;10;10;10;5;0;5;5;5;5;5;5;5;1;9;10;10;10;10;0;10;10;5;5;5;0;0;0;0;0;0;5;5;5;0;5;0;5;0;0;5;50;50;5;6;8;50;3;8;1;-2;53;3;1;2;-2;5;1;1;1;213
0;0;0;0;10;5;10;10;10;10;10;10;10;10;10;10;0;10;5;50;50;0;4;4;0;0;0;10;0;0;0;0;0;6;10;8;10;0;0;10;5;9;9;9;1;0;5;5;5;5;5;9;5;3;8;9;5;0;2;0;0;0;0;5;8;7;0;2;0;5;5;5;0;5;0;70;7;5;4;25;3;2;2;-2;54;1;1;2;-2;4;1;1;1;213
0;0;0;0;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;70;20;10;5;5;0;0;0;10;10;8;0;0;0;10;10;10;10;0;0;10;5;10;10;0;0;10;5;5;5;6;5;10;0;5;10;5;6;0;0;0;0;0;0;0;10;10;0;0;0;0;8;0;0;10;0;100;5;16;7;50;3;4;2;-2;54;3;1;2;-2;5;2;1;1;213
0;0;0;0;10;0;10;7;10;10;10;10;10;10;5;5;0;10;0;100;0;0;0;1;0;0;0;0;0;0;3;5;2;4;10;10;10;0;0;10;0;10;8;5;5;10;0;0;0;0;0;5;3;7;5;0;3;0;0;0;0;0;0;0;10;10;0;0;8;8;10;0;0;10;90;90;9;10;3;25;3;4;2;-2;54;2;1;2;-2;10;1;1;1;213
0;0;0;0;10;0;10;10;10;10;10;10;10;10;0;0;0;0;0;80;20;0;4;5;5;5;5;10;5;7;5;2;7;5;10;10;10;0;0;10;5;10;10;5;5;10;4;10;10;10;10;10;4;10;4;4;5;0;0;0;0;0;0;0;10;10;5;0;6;5;10;5;5;10;0;30;4;14;7;25;3;4;2;-2;54;3;1;2;-2;6;1;1;1;213
0;0;0;0;10;10;10;10;10;10;10;10;10;10;5;10;5;10;10;80;20;0;7;7;5;5;5;10;5;10;5;7;5;5;10;10;10;0;5;10;5;10;10;5;10;10;8;8;10;10;10;10;10;7;2;7;5;0;0;5;0;5;0;2;10;10;5;0;0;7;0;0;0;10;50;90;1;6;5;25;300;7;2;-2;54;3;1;3;-2;6;1;1;1;213
0;0;0;0;8;6;10;3;6;2;7;10;0;8;3;10;3;10;10;10;90;0;4;5;5;7;3;10;10;4;4;0;1;5;0;10;10;0;0;7;0;10;7;6;7;10;5;7;8;6;7;9;4;8;8;8;6;0;3;5;8;0;0;5;10;7;0;0;0;5;7;1;1;7;65;60;0;10;6;25;3;7;1;-2;54;2;2;2;-2;6;1;1;1;213
0;0;0;0;9;0;9;9;9;9;9;9;9;9;8;8;3;9;9;50;25;25;4;3;5;5;5;9;5;5;5;5;5;8;8;8;8;1;1;10;10;10;10;10;10;9;8;8;4;9;9;5;3;6;7;7;3;0;2;2;2;2;2;2;9;9;5;1;2;5;1;1;1;9;50;50;5;3;5;25;1;2;2;-2;54;1;0;2;-2;5;1;1;1;213
0;0;0;0;0;0;1;0;0;3;3;8;5;8;5;10;10;10;10;100;0;0;5;3;10;7;10;10;10;0;8;10;1;8;10;10;10;0;0;10;5;10;10;8;5;8;4;7;5;5;5;10;9;10;3;0;10;0;0;5;0;5;5;0;8;10;5;0;8;5;0;5;3;10;25;50;4;1;5;50;1;9;1;-2;54;3;2;1;-2;8;1;1;1;213
0;0;0;0;8;3;7;6;6;6;6;9;6;9;9;9;9;9;9;90;5;5;9;8;9;9;9;10;10;1;1;1;4;1;10;10;10;0;8;9;8;9;9;2;2;2;9;9;7;7;7;9;7;8;0;2;8;0;1;1;9;2;2;3;8;8;8;2;8;8;8;8;8;8;0;10;5;3;9;25;3;4;1;-2;54;3;2;1;-2;4;1;1;1;213
0;0;0;0;10;0;10;10;10;5;5;5;0;10;10;10;5;10;10;80;10;10;4;3;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;6;10;5;8;10;10;5;5;0;7;10;10;5;0;0;3;5;0;0;0;10;10;0;0;0;7;0;10;3;10;1;3;6;7;5;25;3;4;1;-2;54;1;1;2;-2;6;1;1;1;213
0;0;0;0;10;0;10;5;10;9;9;10;5;10;10;10;5;10;10;50;25;25;7;8;8;7;8;10;10;5;5;5;5;3;8;7;6;7;5;8;8;5;5;5;5;5;8;8;5;5;5;5;5;5;5;5;5;0;5;5;5;5;5;5;7;7;5;5;5;5;5;2;5;5;0;20;5;3;5;50;3;4;2;-2;55;1;2;5;-2;7;1;1;1;213
0;0;0;0;8;1;9;7;10;8;8;10;8;9;8;9;0;7;8;30;40;30;7;6;5;5;7;10;8;7;6;6;5;3;8;10;10;0;0;7;5;10;8;6;10;10;7;7;8;5;5;8;6;7;6;7;7;0;5;7;6;5;5;2;8;6;5;0;5;5;7;5;5;6;50;50;5;5;8;25;3;7;2;-2;55;3;2;1;-2;5;1;1;2;213
0;0;0;0;10;0;10;7;10;5;5;10;5;5;10;10;10;10;10;80;15;5;3;1;8;8;5;10;10;5;5;5;5;5;10;10;10;0;5;5;5;10;10;10;10;10;9;9;5;5;5;7;5;9;9;8;8;0;8;8;8;8;5;1;10;8;5;0;5;5;8;0;0;10;50;70;5;6;9;25;3;7;2;-2;55;1;0;3;-2;5;1;1;1;213
0;0;0;0;10;0;9;2;10;7;10;10;10;10;10;10;5;10;10;85;10;5;2;3;8;6;8;5;5;2;0;7;7;4;10;10;10;0;0;9;5;9;10;9;5;10;3;5;9;9;5;5;7;7;7;2;2;0;1;2;5;1;0;4;5;5;0;5;5;5;5;1;0;5;10;10;4;11;3;25;3;7;2;-2;55;3;1;3;-2;9;1;1;1;213
0;0;0;0;10;0;10;8;10;10;10;10;0;0;10;10;0;10;10;100;0;0;2;2;6;5;0;10;5;5;0;0;0;10;10;10;8;0;1;8;5;10;10;0;10;10;5;5;10;5;10;7;5;5;10;5;5;0;0;0;0;0;0;0;10;8;0;0;0;0;5;0;0;8;0;30;3;1;5;50;3;8;2;-2;55;3;2;3;-2;6;2;1;1;213
0;0;0;0;6;2;7;8;9;10;10;10;9;9;6;6;4;8;8;50;40;10;6;6;5;5;5;8;8;5;4;5;5;5;9;9;9;1;2;9;8;10;8;5;6;6;4;4;7;7;7;9;5;7;7;4;5;0;5;5;2;5;3;5;8;7;6;1;7;7;3;5;4;7;70;70;3;6;5;25;3;4;2;-2;55;3;1;5;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;10;10;10;10;4;10;10;10;10;10;10;0;100;0;6;4;10;10;10;10;10;10;9;8;7;7;10;10;10;0;0;10;9;10;10;10;0;10;6;8;7;7;8;9;6;10;7;0;8;0;3;10;5;10;10;6;10;10;7;0;7;7;0;10;5;10;60;100;0;2;8;50;100;4;1;-2;55;3;3;3;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;10;9;9;10;1;10;10;10;10;10;10;50;50;0;5;5;5;5;5;10;10;1;0;0;0;5;10;10;10;0;0;9;7;10;9;9;9;10;6;8;8;8;8;8;6;6;5;5;5;0;0;0;0;0;0;0;10;10;5;0;5;5;5;0;0;10;50;50;5;16;4;125;3;4;1;-2;55;3;1;3;-2;6;1;1;1;213
0;0;0;0;9;0;9;6;1;5;5;4;4;10;10;10;9;10;10;0;100;0;4;6;5;8;7;10;10;1;0;0;0;0;6;7;6;2;0;8;6;8;9;0;0;0;6;5;6;1;6;7;7;4;8;8;7;0;0;0;0;0;0;0;4;2;0;1;0;5;8;0;0;8;0;20;7;16;6;50;3;4;1;-2;55;1;3;3;-2;7;2;1;1;213
0;0;0;0;10;5;10;10;10;0;0;10;8;10;10;10;10;10;10;50;25;25;5;4;10;10;10;10;10;7;10;6;3;8;9;10;10;10;2;8;7;10;10;8;5;8;9;8;7;9;3;9;8;9;9;8;3;0;7;0;0;0;0;1;9;8;1;2;8;9;10;5;0;2;3;5;5;1;7;25;3;4;1;-2;55;1;0;1;-2;7;1;1;1;213
0;0;0;0;7;2;8;9;9;10;10;10;10;10;10;10;10;10;10;80;20;0;6;6;8;2;5;10;10;1;1;1;1;9;9;9;9;2;2;7;7;8;8;5;7;8;7;7;7;5;5;8;6;7;7;3;6;0;2;2;6;5;6;2;8;8;5;2;5;5;2;2;2;8;20;20;5;2;7;50;3;7;1;-2;55;1;0;3;-2;6;1;1;1;213
0;0;0;0;0;10;0;1;5;10;10;10;0;10;10;9;0;10;4;100;0;0;6;4;0;0;0;3;2;0;0;0;0;0;10;10;7;0;0;6;8;10;10;9;9;10;5;5;7;6;8;10;6;7;4;5;6;0;0;1;10;0;0;0;8;9;1;1;2;7;1;0;0;9;30;30;4;3;5;50;3;4;1;-2;55;1;1;5;-2;5;1;1;2;213
0;0;0;0;5;10;5;5;10;0;0;10;5;10;10;10;0;10;10;0;0;0;5;5;5;0;0;5;5;10;5;10;10;5;10;10;10;0;5;10;0;5;5;0;10;0;10;10;5;5;10;5;10;10;10;10;5;0;0;5;5;10;5;10;5;10;5;0;10;0;5;0;5;5;0;10;0;1;5;50;3;4;2;-2;55;3;2;1;-2;5;2;1;1;213
0;0;0;0;9;0;10;9;10;9;10;10;10;10;9;10;10;10;10;30;50;20;3;4;5;9;7;10;10;1;0;1;1;3;10;10;9;0;0;6;6;8;9;4;5;3;6;7;7;7;7;9;4;8;5;1;3;0;1;1;1;2;1;1;10;8;5;1;9;8;1;5;1;10;10;30;5;3;7;50;3;4;2;-2;56;3;2;1;-2;7;1;1;1;213
0;0;0;0;10;10;10;10;10;10;10;10;9;10;5;5;5;5;5;50;50;0;7;8;10;10;5;10;10;7;5;5;5;5;10;10;10;0;0;7;8;8;8;5;5;5;6;10;7;5;10;10;10;8;0;0;5;0;5;0;0;0;5;0;10;10;0;0;8;5;3;0;9;10;80;80;5;1;8;50;100;4;2;-2;56;3;2;5;-2;6;1;1;1;213
0;0;0;0;9;1;10;9;10;9;9;10;8;10;9;10;7;10;10;50;50;0;4;5;5;10;8;10;10;2;1;3;2;5;10;10;10;0;1;9;6;9;9;6;6;10;3;5;6;5;6;8;8;9;3;3;5;0;0;0;5;5;1;5;6;6;5;0;5;6;3;1;1;6;50;80;5;5;5;25;3;7;2;-2;56;3;1;3;-2;7;1;1;1;213
0;0;0;0;9;0;10;10;10;10;10;10;7;10;10;10;9;10;10;0;80;20;7;7;6;8;4;10;10;2;0;0;0;3;10;10;10;0;8;10;10;10;10;8;5;0;9;9;8;6;9;9;7;10;2;8;9;0;4;5;0;5;5;0;9;9;5;0;8;7;1;5;7;10;50;50;2;6;9;25;3;7;2;-2;56;3;3;5;-2;5;1;1;2;213
0;0;0;0;2;2;3;3;8;5;5;5;1;5;4;4;4;7;7;0;50;50;7;7;5;5;5;8;5;7;7;7;7;2;10;10;10;0;8;5;5;10;6;7;10;10;5;6;7;5;5;6;4;6;4;6;7;0;1;1;1;1;1;1;5;5;5;1;1;1;8;1;1;5;50;50;5;5;5;25;3;4;2;-2;56;3;2;5;-2;8;2;1;1;213
0;0;0;0;8;9;9;7;9;9;9;9;6;0;8;9;6;8;10;10;90;0;8;8;7;5;5;10;8;5;2;1;3;5;9;10;10;1;2;9;7;10;8;8;7;9;8;9;9;8;9;10;6;9;8;9;8;0;5;4;7;5;6;5;9;10;7;2;7;5;2;5;5;9;0;50;4;3;10;50;3;6;2;-2;56;2;1;2;-2;3;1;1;1;213
0;0;0;0;2;0;2;7;10;10;10;9;0;10;5;5;0;7;0;100;0;0;6;4;0;10;0;10;6;0;0;0;0;3;9;9;7;0;0;2;2;7;8;7;9;6;9;9;6;6;0;2;2;8;8;5;8;0;5;5;6;6;4;7;3;0;0;2;0;0;9;0;0;2;70;80;7;5;7;25;3;7;2;-2;56;3;1;5;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;60;20;20;6;7;10;10;8;10;10;5;0;0;0;0;10;10;10;0;0;10;10;10;10;8;8;10;10;10;8;8;8;10;8;8;4;8;8;0;0;0;5;0;3;0;10;10;9;0;9;9;0;9;9;10;0;20%;7;3;9;50;300;4;2;-2;56;1;2;1;-2;5;1;1;1;213
0;0;0;0;0;10;10;8;10;7;8;10;10;10;0;0;0;0;0;25;50;25;8;5;0;5;6;10;7;0;0;0;0;5;10;10;10;0;0;7;7;10;10;6;5;5;6;8;10;10;9;10;5;6;8;5;5;0;0;5;5;4;4;0;10;10;5;0;8;7;0;6;5;10;0;100;3;10;5;50;300;4;1;-2;56;3;1;5;-2;9;1;1;1;213
0;0;0;0;5;0;10;10;10;10;10;10;10;10;10;10;10;10;10;75;25;0;3;2;0;0;0;10;5;10;5;0;5;10;10;10;10;0;0;0;0;0;0;0;0;0;2;5;1;0;0;7;5;10;8;5;5;0;5;0;0;5;0;5;10;10;5;0;5;10;10;5;0;10;50;50;5;1;5;50;3;7;1;-2;56;3;1;3;-2;7;1;1;1;213
0;0;0;0;10;0;10;9;10;10;10;10;4;10;10;10;10;10;10;70;30;0;7;7;7;7;7;10;10;0;0;0;0;7;10;10;10;1;1;10;10;10;8;8;8;10;10;7;7;7;7;10;10;10;0;8;7;0;0;3;10;6;6;9;7;7;7;0;7;7;7;2;0;7;50;50;4;10;7;25;3;6;2;-2;57;3;2;5;-2;3;1;1;1;213
0;0;0;0;10;0;10;10;10;7;7;10;7;10;10;10;0;10;10;60;20;20;5;4;10;10;10;10;5;5;5;1;5;5;10;9;9;2;3;8;5;9;8;4;5;6;6;6;5;5;7;7;5;3;6;7;4;0;4;1;1;1;2;1;10;10;5;0;5;5;1;5;1;10;5;20;2;11;5;50;100;4;2;-2;57;2;1;5;-2;7;1;1;1;213
0;0;0;0;0;10;0;10;10;1;1;10;0;10;0;10;0;10;4;20;40;40;7;5;5;10;10;10;10;5;8;10;8;5;10;10;10;0;0;7;0;10;10;10;5;5;10;10;8;3;9;3;3;9;9;5;9;0;5;5;10;5;7;5;10;5;10;0;5;5;8;1;0;5;1;1;5;10;7;25;3;4;1;-2;57;1;2;2;-2;6;2;1;1;213
0;0;0;0;10;0;0;2;10;3;3;6;0;4;0;0;0;5;5;100;0;0;4;3;10;10;10;6;6;9;10;10;10;10;10;10;9;4;8;1;1;10;10;10;10;10;6;7;5;5;7;4;6;7;2;5;8;0;5;3;5;5;3;8;0;0;0;9;1;0;0;1;0;0;50;50;5;10;5;25;3;7;2;-2;57;1;2;5;-2;6;1;1;1;213
0;0;0;0;8;1;9;8;9;10;10;10;10;6;10;10;2;10;6;50;40;10;7;6;5;6;6;10;10;2;0;6;0;3;10;9;10;0;1;9;5;8;6;7;6;8;8;10;6;7;8;8;4;7;7;7;8;0;5;6;5;5;7;3;10;9;5;0;6;6;1;7;6;10;10;30;4;10;8;25;3;7;1;-2;57;3;2;2;-2;4;1;1;1;213
0;0;0;0;6;1;9;5;9;7;7;9;10;9;10;10;2;10;5;80;10;10;7;7;0;5;0;10;7;0;0;0;0;5;9;8;7;1;5;7;5;8;8;5;8;5;6;7;2;5;5;7;3;2;8;9;5;0;0;4;7;2;2;7;7;5;0;5;5;0;8;0;0;2;0;0;7;3;7;25;3;7;1;-2;57;3;2;2;-2;3;1;1;1;213
0;0;0;0;7;3;7;3;4;2;2;2;1;1;2;0;0;1;1;100;0;0;6;6;2;2;2;3;3;1;5;5;2;7;8;8;7;2;3;5;5;7;5;5;5;7;6;6;3;3;3;3;7;6;7;8;7;0;3;8;2;5;2;5;6;2;2;5;2;2;7;5;2;2;60;60;5;3;6;25;3;7;1;-2;57;1;1;5;-2;5;1;1;1;213
0;0;0;0;10;0;10;10;10;1;1;10;0;10;10;10;5;10;10;0;90;10;7;6;0;5;5;10;10;1;1;1;1;5;10;10;10;0;2;5;5;10;8;5;4;7;10;10;10;10;10;10;7;6;9;10;8;0;0;0;10;5;0;0;10;8;2;0;6;5;2;2;0;6;20;20;5;14;5;25;3;7;2;-2;58;2;1;5;-2;7;2;1;1;213
0;0;0;0;2;2;10;0;3;10;10;10;8;10;0;0;0;0;0;70;30;0;8;7;0;5;8;10;6;0;0;5;5;2;10;10;8;0;10;8;5;10;8;8;10;8;9;9;10;10;10;8;8;10;1;8;8;0;0;8;5;6;8;2;10;10;8;0;3;7;0;0;5;10;0;0;3;5;8;25;3;7;1;-2;58;3;1;1;-2;3;1;1;1;213
0;0;0;0;8;0;9;7;9;9;10;9;10;5;5;9;4;5;1;90;10;0;3;2;5;5;2;8;9;1;4;4;1;3;7;9;7;2;3;3;0;7;6;4;7;6;2;2;5;4;3;4;4;3;9;8;3;0;3;3;6;5;1;2;7;6;5;1;0;2;4;5;3;3;37;65;1;3;4;50;1;4;2;-2;58;1;1;5;-2;7;1;1;1;213
0;0;0;0;8;1;9;6;1;10;10;10;1;9;10;10;5;10;10;0;100;0;9;6;10;6;5;10;10;2;2;5;5;9;1;9;9;1;2;8;5;8;8;5;5;8;9;9;5;6;9;6;7;9;8;5;8;0;3;2;8;8;8;4;8;5;3;1;2;2;5;2;5;5;10;55;7;3;9;0;300;4;1;-2;58;3;0;1;-2;5;1;1;1;213
0;0;0;0;9;7;10;10;8;10;10;10;5;10;10;10;10;10;10;65;30;5;2;3;8;9;7;10;9;9;3;1;3;4;10;10;10;0;1;9;4;10;9;7;10;10;8;8;5;6;8;10;8;9;7;1;5;0;1;0;1;2;0;3;9;9;2;0;6;3;9;6;5;9;1;2;2;6;8;25;3;4;1;-2;58;1;1;3;-2;6;1;1;1;213
0;0;0;0;10;0;10;10;10;5;5;10;10;9;10;10;10;10;10;50;30;20;3;1;0;5;10;10;7;5;0;0;0;0;10;10;8;0;5;9;5;10;8;5;2;5;2;5;5;8;8;8;5;10;5;5;0;0;2;8;5;0;8;2;5;8;0;0;0;0;5;0;0;5;50;50;5;10;6;25;3;7;2;-2;58;1;1;5;-2;4;1;1;1;213
0;0;0;0;3;3;8;9;2;8;8;8;2;10;10;10;0;10;10;0;100;0;4;4;5;3;5;10;6;10;5;7;10;3;10;10;7;0;3;10;5;8;7;8;8;10;4;6;10;7;5;10;8;6;5;4;4;0;2;4;2;5;2;5;7;8;2;4;7;7;2;5;3;8;30;25;2;6;6;25;3;4;1;-2;58;2;0;3;-2;6;1;2;1;213
0;0;0;0;10;0;10;10;10;10;10;10;10;10;10;10;0;10;10;50;50;0;7;4;10;10;10;10;10;0;5;0;5;5;10;10;10;0;0;0;0;10;5;0;5;10;5;10;5;5;5;10;5;10;0;5;5;0;5;0;0;0;5;0;5;5;0;0;0;10;10;0;0;10;50;50;1;1;5;50;300;4;1;-2;58;3;2;3;-2;5;1;1;1;213
0;0;0;0;0;0;0;5;10;10;10;10;5;10;1;9;0;8;9;80;10;10;8;6;10;10;5;10;8;5;5;8;8;1;0;10;7;0;0;7;5;10;9;10;10;8;9;9;10;10;10;8;8;8;2;7;5;0;0;0;2;2;1;0;10;10;0;0;6;3;2;2;1;10;0;25;5;16;5;50;3;4;2;-2;59;1;2;5;-2;5;1;1;1;213
0;0;0;0;9;1;9;9;10;3;3;10;7;10;7;5;7;7;8;50;25;25;3;4;9;9;9;10;6;10;4;4;5;7;10;10;5;0;0;5;6;7;8;5;8;2;4;8;4;5;6;7;5;8;9;2;3;0;0;3;0;5;5;0;6;6;5;3;4;5;3;3;3;5;100;100;0;1;5;50;3;4;2;-2;59;1;2;5;-2;7;1;1;1;213
0;0;0;0;5;1;0;0;0;4;5;10;0;2;0;0;0;0;0;0;50;50;8;7;0;0;0;10;0;5;9;10;1;8;10;5;10;0;0;3;2;6;7;2;5;8;6;7;5;5;5;8;9;10;2;4;4;0;0;3;1;2;4;0;3;4;2;1;0;2;3;3;0;0;50;50;5;5;9;25;3;7;1;-2;59;3;0;5;-2;7;1;1;1;213
0;0;0;0;10;0;9;9;10;10;10;10;5;8;10;10;5;10;9;90;5;5;5;6;0;0;0;10;10;9;9;5;9;8;10;9;8;10;8;9;9;10;9;9;9;9;1;7;9;7;7;10;7;8;8;9;9;0;0;0;0;0;0;7;10;7;0;0;1;0;2;1;2;9;90;90;5;3;7;25;3;7;1;-2;59;3;2;3;-2;6;1;1;1;213
