RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
27-May-20,1717,UKRAINE,EN,8,8,8,10,10,5,5,10,8,10,10,10,10,10,10,50,49,1,5,5,1,5,5,9,5,10,5,9,9,0,10,10,10,0,0,8,5,10,9,9,10,10,5,9,5,5,9,9,0,9,1,5,2,0,5,0,5,0,6,10,9,5,0,5,1,1,5,5,10,10,25,5,14,8,50,3,4,2,NA,43,2,2,2,NA,8,1,1,1,213,0
27-May-20,1490,UKRAINE,EN,10,1,10,10,10,10,10,10,3,8,9,9,2,8,8,20,40,40,6,3,5,5,5,10,10,0,0,0,0,5,10,10,10,0,0,8,5,9,5,8,9,10,5,8,5,5,5,9,4,6,8,10,0,0,5,0,0,0,0,10,7,0,0,5,0,0,0,0,10,70,70,5,1,6,50,3,7,2,NA,31,3,2,3,NA,8,1,1,1,213,0
27-May-20,957,UKRAINE,EN,4,5,4,4,5,8,7,10,10,10,7,10,1,5,6,80,10,10,6,6,4,5,7,9,9,4,4,5,7,6,6,7,6,5,2,5,6,5,4,4,5,6,7,6,5,6,5,7,7,7,4,5,4,5,6,3,5,5,2,6,5,5,5,4,5,6,6,5,5,60,70,8,7,6,50,3,4,1,NA,35,3,0,1,NA,6,1,1,1,213,0
27-May-20,4005,UKRAINE,EN,4,6,10,8,10,2,2,10,0,10,9,7,4,9,4,100,0,0,6,5,0,0,0,7,2,3,5,10,10,4,7,9,9,0,0,6,3,8,8,8,8,10,10,10,4,3,8,8,3,8,10,10,8,0,7,7,1,6,0,10,7,0,0,0,6,2,0,0,7,15,30,5,10,7,25,3,7,2,NA,27,3,0,1,NA,6,1,1,1,213,0
27-May-20,1353,UKRAINE,EN,0,10,10,10,10,0,0,10,8,10,10,10,0,10,0,90,9,1,7,7,5,7,10,10,10,10,7,0,0,5,10,10,9,0,0,10,10,10,10,10,10,10,10,10,5,7,7,5,10,10,0,5,10,10,8,8,10,10,10,10,8,4,0,8,4,0,8,4,8,0,70,5,14,5,50,3,4,1,NA,39,1,0,1,NA,3,1,1,1,213,0
27-May-20,1333,UKRAINE,EN,10,0,10,9,10,9,9,10,9,9,9,10,10,10,10,85,0,15,9,7,5,3,3,7,6,4,1,0,2,8,9,8,7,1,6,7,4,10,10,8,9,10,8,9,4,5,5,6,10,9,5,1,7,7,8,5,10,8,8,8,8,6,5,7,5,4,0,3,6,10,15,4,16,8,50,300,7,2,NA,23,1,0,6,Freelance,4,1,1,1,213,0
27-May-20,1891,UKRAINE,EN,8,0,8,10,9,8,8,10,2,10,10,10,2,10,10,30,35,35,5,5,10,5,10,10,10,5,5,10,10,0,10,10,10,0,0,8,10,10,10,10,10,10,7,10,5,7,9,10,5,10,5,5,5,5,7,10,7,5,5,10,10,5,0,10,5,0,5,5,10,1,50,5,16,5,25,3,7,1,NA,29,1,0,3,NA,6,1,1,1,213,0
27-May-20,978,UKRAINE,EN,7,6,6,6,6,10,9,10,10,10,10,10,7,10,10,49,49,2,5,7,9,9,9,10,10,8,7,7,7,10,10,10,10,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,5,4,5,5,8,0,5,0,10,6,0,9,8,8,8,8,8,8,8,7,10,50,50,6,16,8,50,300,16,2,NA,28,3,0,2,NA,3,1,1,1,213,0
27-May-20,1624,UKRAINE,EN,10,0,10,10,10,10,10,10,6,5,5,10,0,10,10,100,0,0,3,4,10,10,7,10,10,10,10,10,10,5,8,8,8,0,0,0,0,10,5,5,10,10,5,10,3,3,2,10,0,3,8,9,0,0,10,5,8,0,0,10,8,5,0,0,0,0,0,6,10,10,20,5,1,5,50,300,4,2,NA,33,3,1,3,NA,8,1,1,1,213,0
27-May-20,1570,UKRAINE,EN,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,80,10,10,2,3,10,10,10,10,10,7,1,5,5,0,10,10,10,0,5,2,2,10,5,0,0,0,0,5,0,0,0,10,3,10,5,1,0,0,3,0,0,0,0,10,0,0,0,5,0,0,0,0,8,90,100,5,1,5,25,3,4,2,NA,33,3,1,1,NA,6,1,1,1,213,0
