RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;k1w_tested_positive;AttCheck_1bots;AttCheck2
4/05/20 20:55;Not available;Costa Rica;SPA;9;0;10;10;10;10;10;10;10;10;10;7;10;10;10;0,00;50,00;50,00;9;9;10;10;8;10;10;0;0;0;0;0;10;10;10;0;0;10;10;9;10;5;5;5;10;9;9;9;10;10;10;10;2;1;8;2;9;1;10;9;1;10;10;8;0;9;8;0;9;9;9;5;5;5;16;9;0,10;5;24;1;;39;3;3;1;Not available;8;1;1;2;213;0
4/05/20 21:21;Not available;Argentina;SPA;8;0;0;10;10;7;10;10;10;10;7;9;9;10;10;28,57;57,14;14,29;9;9;5;5;5;8;7;10;8;5;7;9;10;10;10;0;7;9;9;10;10;5;5;5;10;10;9;10;10;10;5;10;8;1;9;6;5;1;9;7;4;10;9;5;0;9;8;6;5;5;6;5;80;8;3;9;0,10;20;24;2;;69;3;3;2;Not available;9;1;1;2;213;0
4/05/20 21:56;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;9;10;10;10;10;10;0,00;42,86;57,14;9;9;5;8;5;7;0;0;0;0;0;7;10;10;10;0;4;8;8;6;7;5;5;5;7;3;7;7;7;8;7;7;8;6;5;2;1;0;0;0;5;10;9;5;0;8;8;1;1;0;10;40;40;0;9;8;0,00;5;47;1;;38;2;0;1;Not available;7;1;1;1;213;0
4/05/20 22:13;Not available;Argentina;SPA;9;2;9;3;10;8;8;10;9;10;10;10;10;10;9;100,00;0,00;0,00;2;6;9;9;5;8;5;2;0;0;0;2;10;0;10;0;2;6;3;7;5;2;7;7;3;3;9;7;7;7;5;10;9;0;3;6;7;1;6;1;5;10;9;8;0;0;0;2;0;7;10;90;80;8;6;6;0,05;1;7;2;;36;2;0;6;Not available;7;1;1;2;213;0
4/05/20 22:36;Not available;Argentina;SPA;10;0;10;10;10;10;10;5;5;10;10;7;10;10;10;100,00;0,00;0,00;6;8;6;6;6;9;10;10;10;5;6;5;10;10;10;5;8;10;10;10;10;8;7;0;10;10;6;8;8;10;8;10;5;8;8;7;10;0;8;7;0;10;10;5;8;3;10;0;5;3;5;70;70;5;2;5;10,00;1;24;1;;48;3;2;1;Not available;5;1;1;1;213;0
4/05/20 22:49;Not available;Guatemala;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;65,04;16,26;18,70;5;5;1;1;0;10;10;0;0;2;2;0;10;10;5;0;0;10;10;10;10;8;5;0;5;5;2;6;8;8;4;5;0;5;0;4;0;0;1;0;0;10;10;10;0;10;10;2;2;5;8;15;50;5;16;8;10,00;100;96;2;;27;2;0;6;Not available;9;1;1;1;213;0
4/05/20 23:49;Not available;Argentina;SPA;10;3;10;10;10;10;10;10;10;10;10;10;10;10;10;90,00;5,00;2,50;6;9;8;10;8;10;7;0;0;0;0;10;10;0;10;0;0;10;10;10;10;0;0;0;10;10;6;4;3;8;10;10;3;0;6;4;6;0;5;5;0;10;9;9;0;9;7;0;5;0;8;70;90;3;3;9;1,00;100;24;2;;29;2;1;2;Not available;7;1;1;1;213;0
5/05/20 0:07;Not available;Colombia;SPA;10;0;10;10;10;5;5;10;4;10;10;10;10;10;10;91,84;8,16;8,16;3;3;1;2;2;10;2;0;0;0;0;10;10;10;10;0;2;5;5;8;5;9;10;10;3;3;5;2;2;2;7;3;3;10;0;0;2;0;0;4;10;3;3;0;0;6;3;2;10;5;4;100;100;5;12;10;0,10;5;47;2;;21;1;0;4;Not available;5;1;1;1;213;0
5/05/20 0:57;Not available;Colombia;SPA;9;0;8;9;10;10;10;10;10;10;10;10;10;10;10;77,78;22,22;11,11;8;8;7;3;7;10;10;4;1;2;2;2;10;10;10;0;0;9;9;8;8;8;2;1;8;9;8;9;9;10;7;8;8;7;10;2;8;1;9;4;1;9;9;4;0;6;5;1;1;1;2;10;20;6;5;8;1,00;1;27;1;;61;3;1;5;Not available;6;1;1;1;213;0
5/05/20 1:11;Not available;Venezuela;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;53,39;46,61;0,00;8;8;10;8;10;9;10;0;0;0;0;0;10;9;10;0;0;9;9;9;9;9;1;1;10;10;10;9;10;10;8;10;8;6;10;2;9;7;10;8;0;9;9;8;0;9;8;0;2;7;8;0;70;5;5;8;10,00;100;24;2;;51;1;0;1;Not available;7;1;1;2;213;0
5/05/20 2:54;Not available;Argentina;SPA;10;0;10;10;10;9;10;9;10;10;10;10;10;10;10;50,00;50,00;0,00;3;6;5;5;5;8;8;7;0;0;0;1;10;10;10;0;1;10;10;10;10;10;10;10;8;10;7;7;7;10;2;8;8;9;6;9;6;1;5;7;0;10;7;0;0;5;5;0;5;5;8;90;80;4;11;8;0,10;100;24;2;;35;2;0;1;Not available;7;1;1;1;213;0
5/05/20 2:56;Not available;Argentina;SPA;10;0;5;10;10;10;10;10;7;10;10;3;5;10;10;58,82;41,18;0,00;2;5;10;7;0;8;0;0;0;0;0;4;10;10;10;0;5;10;4;10;3;10;8;3;0;3;3;7;7;5;9;7;9;3;0;7;4;8;0;0;4;7;9;0;6;9;10;3;0;0;0;70;80;4;10;4;10,00;100;24;2;;23;1;0;4;Not available;7;1;1;1;213;0
5/05/20 3:08;Not available;Colombia;SPA;10;0;10;10;0;0;0;10;10;10;10;10;10;10;10;77,22;11,39;11,39;5;7;5;10;0;10;10;0;0;0;0;0;10;10;10;0;0;0;10;5;10;5;10;5;7;10;5;3;4;5;4;2;10;10;8;8;10;0;2;2;2;10;10;5;0;10;10;10;5;10;7;40;70;5;16;2;11,00;100;24;2;;27;1;0;1;Not available;4;1;1;1;213;0
5/05/20 5:46;Not available;Argentina;SPA;10;10;10;10;10;10;10;10;10;10;10;8;2;10;10;100,00;100,00;100,00;5;5;5;5;5;7;7;5;5;5;5;7;10;10;10;0;5;10;10;10;10;10;10;10;5;7;0;0;0;2;5;5;10;5;5;10;10;10;10;10;0;10;10;10;0;5;10;0;10;0;10;70;70;5;16;4;10,00;100;24;2;;40;3;1;6;Not available;3;1;1;1;213;0
5/05/20 6:46;Not available;Chile;SPA;10;0;10;10;10;2;2;8;1;10;9;9;6;9;9;0,00;56,24;56,24;8;6;5;7;5;8;2;10;3;5;10;2;10;10;10;0;1;5;8;7;8;6;2;0;10;10;10;10;10;10;10;10;2;5;10;5;9;0;9;10;0;10;10;5;0;5;6;0;10;10;8;3;5;3;14;10;0,10;5;24;2;;20;1;0;4;Not available;6;1;1;1;213;0
5/05/20 7:31;Not available;Argentina;SPA;7;8;9;10;10;5;5;10;2;9;10;10;8;10;10;0,00;100,00;0,00;3;9;0;0;0;10;0;0;0;0;0;0;10;10;10;0;0;5;5;5;5;5;5;5;7;7;3;8;7;9;7;10;7;0;7;3;2;2;3;0;8;9;5;0;0;2;2;2;3;1;4;0;3;3;4;10;0,05;5;47;2;;41;2;2;1;Not available;7;1;1;1;213;0
5/05/20 8:40;Not available;Argentina;SPA;10;10;10;10;10;10;10;10;8;9;10;10;10;10;10;0,00;100,00;0,00;3;3;8;10;10;10;10;0;0;0;0;5;8;7;7;10;1;10;10;10;10;10;10;0;3;4;5;9;8;10;1;5;8;9;3;8;7;0;8;10;7;10;10;8;0;7;8;0;8;8;10;30;60;4;16;7;0,05;5;12;1;;65;3;3;3;Not available;8;1;1;2;213;10
5/05/20 8:42;Not available;Ecuador;SPA;7;10;10;9;10;10;10;10;6;10;10;10;10;10;10;50,00;50,00;50,00;5;5;7;10;5;10;6;0;0;0;0;1;10;10;10;0;0;5;6;5;7;7;2;1;6;8;6;7;8;9;5;8;9;9;8;5;2;9;8;2;2;8;10;7;0;9;7;2;0;3;5;60;60;5;10;5;10,00;100;24;2;;33;3;2;4;Not available;4;1;1;2;213;0
5/05/20 9:40;Not available;Argentina;SPA;9;0;6;6;1;10;10;10;8;10;10;10;5;10;10;0,00;51,43;48,57;5;8;0;5;0;6;5;0;5;5;7;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;5;0;10;1;5;5;5;1;0;10;10;5;0;5;5;5;8;8;5;50;50;5;16;5;5,00;5;47;1;;48;3;2;1;Not available;7;2;1;1;213;0
5/05/20 9:46;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;5,56;5,56;8;10;0;0;0;10;10;0;0;0;0;3;10;10;10;0;0;10;10;7;7;4;7;0;10;10;8;8;8;10;10;10;6;8;8;2;6;8;7;6;6;10;9;0;0;6;8;0;6;7;10;20;50;4;12;8;0,10;100;24;1;;68;3;3;6;Not available;7;1;1;2;213;0
5/05/20 10:23;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;59,26;22,96;17,78;3;5;8;9;8;10;5;0;0;0;0;5;10;10;10;0;5;8;8;10;10;10;0;0;5;5;5;5;5;5;9;5;5;5;8;0;5;0;5;2;0;10;5;0;0;8;10;0;5;5;9;0;90;4;14;5;10,00;100;24;2;;36;2;0;4;Not available;5;1;1;1;213;0
5/05/20 11:20;Not available;Cuba;SPA;10;10;9;10;10;8;8;10;9;9;7;8;8;10;7;100,00;10,00;10,00;5;3;6;7;10;10;10;8;8;8;10;6;10;7;4;3;3;10;10;10;10;10;3;3;8;10;7;8;9;8;1;9;10;1;3;3;9;4;9;9;3;10;9;8;2;8;8;9;9;8;10;2;2;8;9;9;54,50;1;96;2;;53;2;1;1;Not available;6;1;1;1;213;0
5/05/20 12:04;Not available;Peru;SPA;5;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;5;5;0;0;10;10;10;10;10;0;0;0;10;10;10;0;10;0;0;0;0;0;5;5;10;10;5;10;10;10;0;10;5;5;10;0;5;5;5;5;5;10;10;10;0;10;10;0;5;10;5;100;100;10;3;8;0,10;100;24;2;;35;1;0;1;Not available;3;1;1;2;213;0
5/05/20 12:10;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;100,00;100,00;5;5;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;1;1;5;5;10;5;5;10;9;10;7;0;5;0;0;0;0;0;0;10;10;10;0;10;10;0;10;10;10;50;50;3;16;7;10,00;5;24;1;;45;3;3;1;Not available;5;1;1;1;213;0
5/05/20 12:15;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;100,00;0,00;8;8;10;3;10;10;10;0;0;0;0;0;10;0;10;0;0;2;10;10;10;0;10;10;10;10;10;10;10;10;8;10;9;0;10;8;5;0;5;5;1;10;10;0;0;10;10;0;5;5;10;50;50;4;16;10;10,00;100;24;2;;63;3;2;1;Not available;8;1;1;2;213;0
5/05/20 12:19;Not available;Argentina;SPA;8;5;8;10;10;8;9;10;10;8;10;10;10;10;10;53,33;20,59;20,15;7;7;5;10;6;10;7;7;0;0;6;0;10;0;10;0;0;10;8;10;8;6;0;0;8;8;7;7;9;10;4;7;6;7;8;5;8;8;8;7;6;10;10;8;0;6;7;0;0;8;10;40;70;5;16;9;0,10;100;243;2;;23;2;0;4;Not available;8;1;1;1;213;0
5/05/20 12:21;Not available;Uruguay;SPA;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;61,35;38,65;5;6;7;7;8;10;10;5;5;5;5;2;10;10;10;1;0;10;10;10;10;9;0;0;9;9;10;10;10;10;9;10;9;10;8;8;5;3;8;8;0;10;9;7;0;9;9;0;9;9;9;50;50;1;16;7;10,00;5;47;2;;62;3;4;2;Not available;5;1;1;1;213;10
5/05/20 12:37;Not available;Argentina;SPA;9;0;10;10;10;9;9;10;10;7;10;10;7;10;10;0,00;0,00;0,00;7;7;5;5;5;10;10;2;2;1;1;0;10;10;10;0;0;10;10;10;10;10;2;2;9;9;10;10;10;10;9;7;5;1;8;5;5;4;5;5;6;6;6;6;5;6;8;6;5;7;6;25;75;6;16;6;10,00;100;24;1;;65;1;2;5;Not available;7;1;1;1;213;0
5/05/20 13:20;Not available;Argentina;SPA;10;0;8;10;10;10;7;7;9;9;10;10;6;10;10;83,33;16,67;0,00;4;7;5;7;6;8;8;0;0;0;0;2;10;8;8;0;5;7;3;9;7;0;8;0;8;9;5;5;8;9;9;10;3;0;10;8;2;4;8;9;1;7;5;5;1;1;5;8;3;3;1;80;80;8;5;7;0,10;100;12;1;;59;3;3;6;Not available;9;1;1;2;213;0
5/05/20 13:32;Not available;Argentina;SPA;10;0;8;8;10;8;8;10;5;10;8;10;8;10;8;8,89;46,07;45,04;2;4;3;5;5;8;4;0;0;0;0;2;8;7;7;2;2;8;8;8;8;6;7;8;3;7;6;3;3;5;8;6;8;7;5;8;6;3;7;7;2;10;8;5;1;5;8;2;7;7;10;75;65;3;9;8;0,05;5;47;2;;18;1;0;4;Not available;6;1;1;1;213;0
5/05/20 13:48;Not available;Argentina;SPA;10;0;10;9;10;8;8;10;9;9;10;10;9;10;10;100,00;0,00;0,00;4;8;0;6;0;8;7;8;5;6;3;2;10;3;9;0;2;7;9;10;8;8;9;8;4;5;7;7;8;9;5;9;9;3;5;1;3;1;2;0;1;8;7;0;4;3;4;3;2;0;8;50;50;7;5;8;0,10;100;47;2;;27;1;0;3;Not available;5;2;1;1;213;0
5/05/20 14:23;Not available;Argentina;SPA;10;0;10;10;10;9;10;10;9;10;10;10;10;10;10;62,50;18,75;18,75;5;6;5;5;5;6;7;5;0;0;5;0;10;0;7;0;0;10;10;10;10;10;10;10;5;7;7;7;8;9;5;8;9;6;5;5;7;0;5;3;5;10;9;9;0;7;5;0;5;5;6;50;50;4;12;8;0,50;5;4;2;;28;1;0;6;Not available;9;1;1;1;213;0
5/05/20 14:49;Not available;Peru;SPA;10;0;10;9;10;9;10;10;10;9;10;10;9;10;10;50,00;39,25;10,75;7;7;7;7;5;10;5;0;0;0;0;5;10;10;10;0;9;8;8;7;7;7;5;5;7;10;7;6;6;9;7;8;8;8;6;9;10;5;8;5;5;10;9;5;0;7;5;0;8;8;5;100;90;5;5;9;0,05;5;47;2;;38;1;0;1;Not available;9;1;1;2;213;0
5/05/20 15:00;Not available;Argentina;SPA;10;0;10;10;10;10;0;10;5;10;10;10;10;10;10;54,29;28,57;17,14;5;5;7;10;3;5;1;0;0;0;0;0;10;0;10;0;0;10;5;10;10;0;0;0;0;0;0;3;3;5;10;10;10;0;0;0;0;0;0;0;5;10;10;10;0;10;10;0;10;10;5;80;100;5;14;5;10,00;1;1;2;;26;2;0;1;Not available;5;1;1;1;213;10
5/05/20 15:04;Not available;Argentina;SPA;1;10;10;10;10;10;10;9;2;10;10;10;10;10;10;0,00;99,99;0,01;8;8;10;4;7;10;8;7;0;0;0;0;10;0;10;0;7;1;6;3;10;4;0;0;8;8;10;10;10;8;6;10;0;3;6;0;0;0;0;0;7;10;10;0;0;10;10;0;10;10;10;70;30;3;16;7;10,00;100;5;1;;81;2;5;6;Not available;6;1;1;1;213;0
5/05/20 15:04;Not available;Brazil;SPA;8;0;10;10;10;10;10;10;8;10;10;10;10;10;10;0,00;0,00;100,00;5;8;10;10;10;10;10;0;0;0;0;5;10;0;10;10;0;10;10;10;10;5;10;10;8;8;8;8;8;10;8;9;2;2;9;0;5;0;8;5;2;10;10;0;0;5;3;0;10;8;10;75;75;3;16;8;10,00;100;7;2;;57;3;0;1;Not available;8;1;1;2;213;0
5/05/20 15:04;Not available;Mexico;SPA;9;1;10;10;10;5;5;8;4;10;10;7;8;8;10;0,00;81,16;18,84;7;6;1;5;0;8;8;6;3;7;6;1;8;9;10;0;2;3;9;8;8;10;9;10;5;2;7;8;8;8;7;9;3;5;8;7;5;4;9;8;0;9;10;5;0;7;6;1;6;7;9;7;10;2;14;8;10,05;5;47;2;;25;1;0;4;Not available;7;1;1;1;213;0
5/05/20 15:09;Not available;Argentina;SPA;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;5;5;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;5;10;10;10;5;10;10;5;10;8;8;8;10;10;10;0;0;5;2;8;0;5;5;5;10;10;5;0;5;10;0;10;10;10;60;60;0;15;9;0,10;5;24;2;;64;1;3;1;Not available;6;1;1;1;213;0
5/05/20 15:51;Not available;Honduras;SPA;10;0;10;9;10;10;10;10;7;10;10;10;10;10;10;71,43;14,29;7,14;9;10;10;10;10;10;10;0;0;0;0;2;10;10;10;0;0;5;9;8;9;9;9;7;10;7;10;10;10;10;7;10;7;0;8;6;6;0;10;8;0;10;10;5;0;10;8;0;8;9;10;10;60;5;16;7;56,00;500;24;2;;29;1;0;1;Not available;8;1;1;1;213;10
5/05/20 16:01;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;9;9;10;8;8;8;10;100,00;5,00;5,00;0;0;5;5;5;0;5;10;10;0;0;5;10;10;10;0;0;10;10;10;10;10;0;0;0;5;5;5;5;7;5;10;0;0;5;0;10;5;5;0;0;5;6;5;0;10;8;10;7;8;8;60;80;5;5;7;0,10;100;1;2;;36;1;0;6;Not available;4;1;1;1;213;0
5/05/20 16:07;Not available;Mexico;SPA;7;0;10;10;10;10;10;10;8;10;10;10;10;10;10;0,00;73,17;2,44;4;8;7;8;8;10;10;0;0;0;0;5;10;10;10;0;0;10;10;10;10;10;0;0;10;10;9;10;10;10;10;10;0;0;10;0;5;0;10;5;0;10;10;10;0;8;8;0;5;5;9;50;50;4;16;8;0,10;5;24;2;;37;2;0;1;Not available;4;1;1;1;213;0
5/05/20 16:32;Not available;Argentina;SPA;10;0;10;10;10;5;10;10;10;10;10;10;10;10;10;64,44;35,56;0,00;8;7;6;6;6;7;0;0;0;0;0;0;10;10;6;0;0;0;6;5;8;0;0;0;10;10;8;7;7;8;4;10;5;3;9;8;9;0;10;10;7;10;8;1;5;7;8;2;7;6;7;75;50;5;10;9;10,05;5;47;2;;23;2;0;1;Not available;6;1;1;2;213;0
5/05/20 16:55;Not available;Argentina;SPA;8;2;8;7;8;10;10;10;8;10;10;9;7;7;8;75,00;12,50;12,50;8;4;0;0;0;8;5;2;2;2;2;2;10;10;10;0;0;5;8;7;7;5;5;5;8;8;8;7;7;7;5;8;3;4;7;2;5;2;2;2;2;8;5;5;2;3;3;5;5;7;5;10;35;3;6;7;10,00;100;24;2;;33;3;0;3;Not available;5;1;1;1;213;0
5/05/20 16:59;Not available;Argentina;SPA;9;0;8;9;10;8;10;10;8;8;10;10;3;10;10;100,00;0,00;0,00;8;7;0;0;5;5;1;0;0;0;0;0;10;10;10;0;5;5;9;9;5;8;0;3;8;8;5;5;5;8;10;9;8;10;8;1;6;1;6;1;7;10;9;5;0;0;1;0;0;0;5;10;10;1;11;6;0,05;5;47;1;;27;2;0;1;Not available;5;1;1;1;213;0
5/05/20 17:07;Not available;Peru;SPA;10;0;10;10;10;5;5;10;5;7;10;10;10;10;10;85,71;12,86;1,43;7;7;0;0;0;10;0;0;0;0;0;0;10;10;10;0;0;10;7;10;8;9;1;0;8;10;8;6;7;6;4;7;7;7;7;6;7;4;5;5;0;10;7;5;0;5;5;0;2;3;7;80;80;5;7;7;0,05;5;47;1;;24;1;0;4;Not available;8;1;1;1;213;0
5/05/20 17:26;Not available;Mexico;SPA;5;8;8;10;10;10;10;10;10;10;10;10;10;10;10;40,58;28,40;30,84;5;7;0;10;0;10;10;0;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;5;0;0;0;0;0;0;10;10;10;0;10;10;0;10;10;10;100;100;5;16;10;0,10;1;24;2;;31;3;1;1;Not available;8;1;1;1;213;0
5/05/20 17:32;Not available;Argentina;SPA;8;8;10;10;10;10;10;10;10;10;8;10;8;10;10;52,17;47,83;0,00;6;6;7;5;5;10;7;5;5;0;0;0;10;10;10;0;0;2;10;10;10;10;10;10;8;8;9;7;7;10;7;7;5;5;5;4;5;3;5;4;2;10;10;8;0;7;8;0;4;3;7;50;20;5;5;8;0,05;5;47;2;;49;1;1;2;Not available;5;1;1;1;213;0
5/05/20 17:58;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;7;7;0;4;4;10;5;8;0;0;7;10;10;10;10;0;0;4;7;5;7;7;5;0;7;8;8;7;8;10;8;10;7;10;8;2;7;0;7;5;0;10;8;7;0;7;7;2;5;7;8;20;20;4;14;7;0,10;5;47;2;;75;3;1;6;Not available;8;1;1;1;213;0
5/05/20 17:58;Not available;Argentina;SPA;10;0;10;10;10;5;10;10;10;10;10;10;10;10;10;64,44;35,56;0,00;8;7;6;6;6;7;0;0;0;0;0;0;10;10;6;0;0;0;6;5;8;0;0;0;10;10;8;7;7;8;4;10;5;3;9;8;9;0;10;10;7;10;8;1;5;7;8;2;7;6;7;75;50;5;10;9;10,05;5;47;2;;23;2;0;1;Not available;6;1;1;2;213;0
5/05/20 18:14;Not available;Argentina;SPA;10;0;9;7;10;8;10;10;10;9;10;10;10;10;10;100,00;100,00;100,00;7;7;5;6;5;7;2;1;0;2;0;5;10;0;10;0;0;7;7;10;5;5;10;10;8;8;9;6;7;10;9;10;2;0;4;1;5;0;5;2;0;10;7;3;0;4;5;0;5;7;9;90;60;5;4;9;0,05;5;24;2;;30;2;0;1;Not available;6;1;1;1;213;0
5/05/20 18:35;Not available;Argentina;SPA;4;9;10;10;10;5;5;3;0;10;10;10;4;10;10;100,00;0,00;0,00;9;9;4;5;5;9;7;10;0;10;10;0;10;0;10;0;0;10;10;10;10;0;0;0;10;10;8;10;10;10;7;10;4;1;10;7;10;0;10;10;4;10;8;4;0;8;0;0;2;0;10;0;20;5;5;9;0,10;100;24;2;;23;1;0;4;Not available;7;1;1;1;213;0
5/05/20 18:37;Not available;Argentina;SPA;8;1;4;7;10;10;10;10;10;10;10;10;10;10;10;0,00;100,00;0,00;4;4;10;10;10;10;10;5;0;0;0;5;10;10;10;0;0;10;10;10;10;5;5;5;8;8;7;7;0;8;5;10;7;7;8;0;0;0;10;5;0;5;10;5;0;7;5;0;0;8;5;50;70;5;7;7;0,10;20;24;2;;48;2;0;1;Not available;8;1;1;1;213;0
5/05/20 18:55;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;9;10;10;10;10;10;29,63;35,19;35,19;5;3;0;10;5;10;10;5;5;5;5;1;10;10;10;0;0;5;5;6;4;5;5;5;7;5;5;5;5;7;10;10;0;0;3;1;4;0;3;0;0;10;10;0;0;0;0;6;5;5;9;50;90;5;2;5;0,10;1;11;2;;46;3;4;1;Not available;3;1;1;1;213;0
5/05/20 18:57;Not available;El Salvador;SPA;10;5;10;8;10;10;10;8;8;10;8;2;5;8;8;100,00;0,00;0,00;8;7;4;8;8;2;8;5;0;0;5;7;10;10;8;0;5;8;8;8;8;9;9;8;6;8;5;5;7;9;9;9;7;0;8;8;8;0;7;4;5;10;10;0;0;0;0;0;0;0;10;100;80;5;16;9;0,10;20;24;1;;44;3;2;1;Not available;5;1;1;1;213;0
5/05/20 18:58;Not available;Bolivia;SPA;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;0,00;0,87;2,17;9;8;8;5;5;10;9;10;10;10;10;9;10;10;10;10;8;10;10;10;10;9;9;5;10;10;10;10;10;10;9;10;3;0;1;5;7;0;6;6;2;8;8;8;9;6;7;8;8;8;8;0;10;6;10;10;1,90;100;0;2;;66;3;2;1;Not available;5;1;1;1;213;0
5/05/20 19:07;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;4;10;10;100,00;0,00;0,00;8;7;0;10;10;10;10;10;10;0;0;0;10;10;10;0;0;10;10;10;10;5;0;0;5;10;10;10;10;10;5;10;2;5;5;0;5;0;10;5;0;5;10;5;0;10;5;0;0;8;8;0;70;5;14;7;0,10;5;24;2;;23;1;0;4;Not available;7;1;1;1;213;0
5/05/20 19:12;Not available;Argentina;SPA;5;5;8;8;9;8;8;9;9;9;9;10;10;10;9;100,00;6,67;3,33;4;5;6;6;7;6;5;2;1;0;0;0;10;10;9;1;0;8;8;8;9;8;6;5;6;6;7;5;4;7;6;7;5;5;4;5;7;4;6;6;4;7;8;7;2;6;4;3;7;7;7;50;60;4;14;4;0,10;100;1;2;;55;1;0;1;Not available;5;1;1;1;213;10
5/05/20 19:54;Not available;Argentina;SPA;10;5;9;9;10;10;10;10;10;10;10;10;10;10;10;100,00;1,50;20,00;7;7;9;10;7;10;9;7;0;0;0;2;9;9;9;9;0;9;9;9;9;5;7;5;9;3;9;7;9;10;9;9;3;2;7;0;0;0;5;3;2;0;0;3;0;0;0;9;2;2;0;80;95;6;6;9;0,10;100;24;1;;50;3;2;1;Not available;7;1;1;1;213;0
5/05/20 19:54;Not available;Argentina;SPA;10;0;5;10;10;10;10;10;8;10;9;10;10;10;8;0,00;50,00;50,00;5;5;6;5;5;9;5;4;3;3;3;5;9;9;9;2;2;7;8;8;8;5;6;4;8;9;7;8;8;9;9;9;5;2;8;3;3;3;6;3;3;8;8;5;2;6;5;2;5;5;5;50;50;6;16;8;0,10;100;47;1;;59;3;2;6;Not available;7;1;1;2;213;0
5/05/20 19:54;Not available;Argentina;SPA;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;3;7;0;0;5;10;10;7;7;0;0;0;10;10;10;0;0;10;10;10;10;0;0;0;6;10;10;10;10;10;4;10;0;0;6;0;5;0;5;5;5;10;10;10;0;10;8;10;8;0;9;25;25;8;16;7;0,10;1;24;1;;68;3;3;6;Not available;8;1;1;1;213;0
5/05/20 19:57;Not available;Argentina;SPA;10;6;10;10;9;8;9;6;7;6;8;8;8;9;8;75,00;6,25;6,25;2;7;4;7;6;10;10;0;0;0;0;3;8;8;2;2;10;9;9;9;9;8;1;1;4;10;8;8;9;9;0;4;4;6;7;6;5;5;8;5;3;7;8;6;0;9;7;5;6;5;5;0;40;5;6;6;0,10;100;24;1;;35;1;0;4;Not available;3;2;1;1;213;0
5/05/20 19:58;Not available;Argentina;SPA;7;7;10;10;9;10;10;9;10;10;10;10;10;10;10;75,00;20,00;5,00;7;8;0;0;0;10;10;0;0;0;0;0;8;10;8;0;7;5;10;6;6;5;0;5;5;10;10;10;10;8;6;10;5;0;7;10;6;6;7;7;0;9;7;2;0;0;2;7;10;10;4;5;10;6;1;8;0,10;5;24;2;;28;2;0;6;Not available;7;1;1;1;213;0
