RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;k1w_tested_positive;AttCheck_1bots;AttCheck2
11/05/20 13:22;Not available;Mexico;SPA;9;1;8;10;10;9;9;9;9;9;10;10;10;10;10;0,00;100,00;0,00;6;8;10;10;9;10;10;1;0;0;1;5;10;9;10;0;0;9;9;10;10;2;0;0;10;9;9;9;9;10;8;10;2;0;9;0;10;0;9;8;0;10;10;10;0;8;9;0;10;10;10;5;40;5;4;6;0,10;5;24;1;;66;3;3;1;Not available;5;1;1;1;213;0
11/05/20 13:30;Not available;Argentina;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0,00;59,26;40,74;8;8;10;10;8;10;8;0;0;0;0;5;10;0;10;0;0;10;10;10;10;5;0;0;8;8;8;8;8;10;8;10;8;2;8;5;5;0;5;5;0;10;10;10;0;8;8;0;8;8;8;50;80;3;16;7;0,05;100;8;2;;31;3;1;6;Not available;8;2;1;2;213;0
11/05/20 13:38;Not available;Venezuela;SPA;6;0;7;9;8;6;6;5;5;5;5;5;5;5;5;0,00;0,00;0,00;5;5;10;10;10;10;10;0;0;0;0;5;8;8;8;5;5;5;6;5;6;6;6;6;5;8;5;7;6;6;5;6;6;5;6;3;5;0;0;0;5;10;10;5;5;5;5;5;5;5;8;0;15;5;5;8;0,10;1;24;1;;59;3;3;1;Not available;0;1;1;1;213;0
11/05/20 13:42;Not available;El Salvador;SPA;9;0;10;10;10;10;10;10;10;10;10;10;10;10;10;28,57;0,00;0,00;6;5;10;10;10;10;10;0;2;1;3;10;10;10;10;0;2;10;7;6;6;9;8;6;8;8;3;8;5;8;9;10;10;2;10;0;10;0;10;10;1;10;10;10;0;10;10;1;10;10;7;75;50;5;6;5;0,90;1;24;2;;57;3;2;1;Not available;8;1;1;2;213;10
11/05/20 13:46;Not available;Argentina;SPA;10;0;5;10;10;10;10;10;10;10;10;10;10;10;10;93,33;6,67;6,67;8;8;8;8;9;10;10;10;5;5;5;10;10;10;10;0;0;7;10;9;10;9;10;1;10;10;8;10;10;1;10;10;10;0;10;1;6;0;10;1;1;10;10;10;5;10;10;10;10;10;10;5;5;5;1;9;10,00;50;22;1;;37;1;2;1;Not available;6;1;1;1;213;10
11/05/20 13:46;Not available;Argentina;SPA;10;8;10;10;10;10;10;10;10;9;10;10;10;10;10;0,00;50,00;50,00;8;7;5;5;5;10;10;2;2;3;2;3;10;10;10;3;8;10;10;10;10;10;4;1;6;7;7;7;9;9;7;9;10;8;9;4;7;2;5;5;3;10;8;10;0;10;10;7;7;7;10;5;35;5;14;7;0,10;100;24;1;;68;3;1;2;Not available;7;1;1;1;213;0
11/05/20 13:49;Not available;Colombia;SPA;10;1;10;10;10;10;9;10;10;10;10;10;10;10;10;62,50;25,00;12,50;5;7;6;6;7;10;10;5;0;5;0;0;10;10;10;0;0;7;7;8;10;10;3;0;10;10;8;10;10;10;5;9;6;3;10;5;10;0;10;7;2;10;10;9;0;9;9;0;10;10;10;50;80;4;1;9;1,05;5;47;2;;32;1;0;4;Not available;5;1;1;2;213;0
11/05/20 13:54;Not available;Ecuador;SPA;6;1;5;6;10;10;10;10;10;5;10;10;10;10;10;95,00;2,50;2,50;8;7;9;9;9;9;9;5;5;5;5;5;10;10;10;10;10;10;8;8;7;8;8;8;9;9;8;8;9;10;7;9;8;6;7;8;5;5;5;5;5;9;8;8;8;8;8;5;9;9;8;80;80;5;16;8;10,00;100;24;1;;38;3;2;1;Not available;5;1;1;2;213;0
11/05/20 13:55;Not available;Chile;SPA;8;2;9;9;10;10;10;10;4;9;1;3;4;4;5;100,00;0,00;0,00;5;5;0;0;0;5;0;1;8;7;5;1;10;10;10;0;0;7;8;5;5;5;4;1;7;7;7;7;6;8;7;7;3;1;7;3;5;0;5;1;9;10;7;2;0;5;5;1;0;1;7;10;70;4;16;9;0,10;5;4;1;;71;3;4;6;Not available;8;1;1;1;213;0
11/05/20 13:56;Not available;Uruguay;SPA;9;5;10;10;10;10;10;10;10;8;10;10;10;10;10;0,00;100,00;0,00;5;6;0;0;8;9;9;9;0;0;0;0;10;10;10;0;0;8;8;8;9;8;10;10;6;4;10;9;10;10;8;10;5;0;7;2;7;0;7;8;0;7;9;0;0;5;5;1;5;9;8;80;60;5;14;7;0,10;5;12;2;;45;1;1;1;Not available;5;1;1;1;213;0
11/05/20 14:05;Not available;Argentina;SPA;9;0;10;9;9;10;10;10;10;10;9;9;7;9;9;35,57;41,49;22,94;3;4;8;8;8;9;8;4;2;1;3;5;9;9;9;1;0;8;9;9;9;9;0;0;8;8;8;9;9;9;8;9;3;2;7;2;7;0;3;4;0;10;9;5;1;6;8;0;5;5;8;50;80;2;14;8;0,10;100;24;2;;28;2;0;1;Not available;5;1;1;1;213;0
11/05/20 14:07;Not available;Colombia;SPA;10;0;10;10;10;6;10;10;8;8;10;10;10;10;10;0,00;68,35;31,65;2;8;5;5;9;10;9;9;1;1;1;8;10;9;10;0;10;0;3;2;5;5;2;8;8;10;8;7;7;10;9;10;6;2;8;9;9;2;8;7;0;9;9;8;0;7;7;2;0;8;9;0;10;5;6;9;0,10;5;47;2;;61;3;1;5;Not available;3;1;1;1;213;0
11/05/20 14:13;Not available;Guatemala;SPA;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;7;7;10;10;10;10;10;5;5;0;0;5;10;10;10;0;5;8;8;5;5;5;7;5;10;5;5;10;7;8;8;10;8;0;10;5;5;2;5;7;3;10;10;5;0;7;7;2;8;8;10;100;100;5;6;6;0,09;5;47;1;;61;3;4;1;Not available;5;1;1;1;213;10
11/05/20 14:15;Not available;Mexico;SPA;9;0;9;10;10;10;10;10;8;10;9;10;9;10;10;91,89;5,41;2,70;5;5;8;9;9;9;9;0;0;0;0;5;10;10;10;0;1;10;10;10;9;5;0;0;8;9;8;9;9;10;7;9;2;2;9;5;5;1;9;5;2;10;8;5;0;8;8;1;9;9;9;50;50;5;7;8;0,10;100;24;1;;65;3;2;5;Not available;5;1;1;1;213;10
11/05/20 14:24;Not available;Argentina;SPA;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;100,00;20,00;4,00;2;3;9;3;8;10;10;2;2;0;1;0;10;10;10;10;0;10;9;9;9;0;9;2;8;8;9;9;10;10;8;10;0;0;8;2;2;0;8;0;8;10;10;6;9;9;9;0;6;8;10;80;80;5;2;8;0,10;10020;24;1;;71;3;3;6;Not available;7;1;1;1;213;0
11/05/20 14:25;Not available;Argentina;SPA;8;8;9;9;9;10;10;10;4;10;10;10;5;8;10;70,59;14,71;14,71;4;6;6;4;4;9;9;5;7;5;6;4;10;9;10;7;5;8;5;7;9;7;3;8;7;7;7;8;8;10;4;8;9;8;4;3;5;0;8;2;0;10;10;3;0;9;8;10;5;8;10;70;80;5;16;5;0,10;1;24;2;;29;3;0;2;Not available;4;1;1;1;213;10
11/05/20 14:32;Not available;Cuba;SPA;9;3;9;9;9;9;9;8;4;9;9;10;9;9;9;100,00;100,00;100,00;5;5;9;9;9;10;8;7;5;6;5;1;9;9;9;9;1;9;9;6;6;7;6;5;9;9;9;9;9;9;9;9;1;1;1;4;5;5;5;5;6;9;9;6;1;8;7;3;4;5;5;5;5;5;16;9;0,10;5;24;1;;59;1;1;1;Not available;8;1;1;1;213;0
11/05/20 14:32;Not available;Argentina;SPA;10;0;0;10;0;10;10;10;7;0;10;10;10;10;10;50,00;41,67;8,33;6;6;10;10;10;10;10;1;1;1;1;6;10;10;10;0;0;5;7;6;9;9;3;1;7;7;9;10;10;10;7;10;5;1;10;9;10;0;10;10;5;10;10;7;0;1;1;0;10;10;10;0;50;6;16;9;0,10;5;24;2;;72;1;2;5;Not available;6;1;1;1;213;0
11/05/20 14:41;Not available;Mexico;SPA;8;0;10;10;10;10;10;9;10;10;10;10;10;10;10;0,00;48,69;51,13;8;5;5;5;0;10;10;0;0;0;0;0;10;10;10;0;0;8;8;8;10;0;8;8;6;10;8;8;9;10;8;10;9;5;8;0;10;0;10;10;0;10;10;0;0;0;0;0;0;10;10;100;100;5;12;8;0,10;100;47;1;;50;2;3;1;Not available;4;1;1;2;213;0
11/05/20 14:43;Not available;Ecuador;SPA;8;0;9;2;10;10;10;10;5;10;10;10;10;10;10;100,00;0,00;0,00;7;7;8;9;10;10;10;10;10;10;9;5;10;10;10;0;9;10;10;5;5;5;8;8;8;10;8;10;10;10;7;10;8;0;9;0;0;0;8;8;2;10;9;9;0;9;8;8;8;2;9;10;60;5;4;6;0,10;500;24;1;;60;2;2;6;Not available;5;1;1;2;213;10
11/05/20 20:06;Not available;Chile;SPA;10;10;8;10;8;8;8;8;0;8;10;10;7;10;10;56,16;75,04;0,00;4;5;5;5;8;10;8;7;7;0;0;6;10;10;10;0;0;5;10;10;10;8;0;0;10;10;10;10;10;10;8;10;7;2;10;5;7;0;5;8;0;10;10;5;0;10;10;0;10;10;10;5;12;5;16;6;0,10;1;24;1;;31;2;1;6;Not available;6;1;1;1;213;0
11/05/20 20:08;Not available;Colombia;SPA;9;7;10;8;10;9;9;9;0;9;9;9;3;3;9;5,93;94,07;0,00;2;2;0;5;5;9;7;0;0;0;0;0;10;10;10;0;0;9;7;8;7;5;9;10;3;8;9;8;8;9;9;9;6;5;6;5;5;0;0;1;0;10;10;5;0;5;7;0;0;0;10;95;70;3;14;8;0,10;5;47;2;;36;2;0;1;Not available;8;1;1;1;213;0
11/05/20 20:37;Not available;Ecuador;SPA;10;0;10;10;10;10;9;9;2;10;10;10;10;10;10;50,00;37,50;12,50;6;7;0;0;0;5;5;0;0;0;0;0;10;10;10;0;0;2;8;8;10;10;8;10;6;9;8;10;10;10;8;9;4;1;7;1;8;0;9;8;0;10;10;9;0;5;5;2;5;5;5;60;80;2;11;8;0,50;5;24;2;;30;1;0;2;Not available;8;1;1;2;213;0
11/05/20 20:38;Not available;Colombia;SPA;0;5;10;10;10;10;10;10;10;10;10;5;10;10;10;23,53;100,00;100,00;5;4;10;10;10;10;10;5;3;9;1;0;10;10;10;0;0;10;8;0;9;5;7;6;10;10;8;10;10;10;10;10;2;0;8;5;10;0;5;10;8;10;10;10;0;10;5;10;10;10;5;11;50;5;9;4;1,10;5;47;2;;28;3;2;2;Not available;6;1;1;1;213;0
11/05/20 20:39;Not available;Colombia;SPA;10;0;10;10;10;10;10;10;8;10;10;10;10;10;10;40,74;29,63;29,63;4;3;5;5;5;1;1;0;0;0;0;2;10;10;10;0;2;10;9;10;8;5;3;0;6;7;2;6;5;8;7;3;8;7;3;2;5;7;6;5;1;10;7;5;0;5;5;2;5;5;5;15;30;4;16;7;0,50;1;47;2;;20;1;0;4;Not available;6;1;1;1;213;0
11/05/20 20:42;Not available;Mexico;SPA;9;7;10;9;10;8;10;9;5;7;7;7;7;10;10;18,84;40,58;40,58;2;4;1;8;5;8;5;5;3;2;0;5;10;10;10;3;7;5;9;9;4;3;7;7;4;10;3;3;5;4;9;8;7;9;5;5;4;6;8;5;7;7;4;2;5;7;4;8;6;2;2;15;40;5;4;9;0,10;5;47;2;;29;1;0;1;Not available;5;1;1;1;213;0
11/05/20 20:55;Not available;Mexico;SPA;9;0;9;9;10;10;10;9;9;10;10;10;10;10;10;80,00;6,67;6,67;2;7;5;10;10;10;10;8;0;0;0;2;9;1;9;0;1;10;10;10;10;5;1;1;8;8;8;8;8;9;7;8;8;7;8;8;6;3;9;7;1;10;9;5;1;1;4;1;9;9;10;50;50;5;10;7;0,10;1;24;2;;39;1;1;2;Not available;8;1;1;2;213;5
11/05/20 20:56;Not available;Cuba;SPA;9;0;10;10;10;10;10;10;9;10;10;10;10;10;10;0,00;66,67;33,33;8;8;9;8;10;10;9;0;0;0;0;0;10;10;10;0;1;9;10;9;10;10;0;0;10;10;10;10;10;10;9;10;0;0;10;1;5;0;6;1;5;10;10;0;0;8;8;0;10;9;10;15;20;1;11;9;0,05;5;47;1;;77;2;5;5;Not available;7;1;1;1;213;0
11/05/20 21:11;Not available;Colombia;SPA;10;0;10;9;10;9;9;10;10;9;10;10;10;10;10;0,00;71,43;28,57;5;5;5;6;8;5;5;0;0;0;0;0;10;10;9;0;1;9;9;9;9;8;1;0;5;5;7;7;4;8;5;7;5;1;3;2;3;0;2;3;0;9;9;5;0;5;5;0;5;3;5;75;50;5;3;8;0,50;100;36;2;;38;3;1;2;Not available;7;1;1;1;213;0
11/05/20 21:23;Not available;Colombia;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;10;7;0;0;0;10;5;10;10;10;10;0;10;10;10;0;5;10;10;10;10;10;0;0;10;10;3;7;10;10;10;10;0;3;5;1;5;10;10;10;10;10;10;0;0;0;5;0;0;10;10;50;40;9;14;8;0,10;5;24;2;;24;2;0;2;Not available;5;1;1;2;213;0
11/05/20 21:46;Not available;Chile;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;93,60;6,40;0,00;4;4;4;10;4;10;6;4;0;0;0;0;10;10;10;0;0;7;7;2;2;2;10;10;5;7;6;6;6;6;10;6;10;4;5;0;5;2;5;2;5;8;8;8;0;5;5;0;5;5;5;50;50;5;16;5;0,10;5;1;2;;55;1;2;1;Not available;7;1;1;1;213;5
11/05/20 21:48;Not available;Mexico;SPA;10;10;10;10;10;9;9;10;0;10;3;3;1;10;10;0,00;50,00;50,00;9;9;0;5;3;10;10;0;0;0;0;0;10;10;10;0;4;10;9;8;8;8;4;1;9;10;7;8;8;8;7;8;2;0;8;5;5;5;7;9;0;10;10;5;0;5;7;2;7;2;0;50;50;2;14;9;0,10;100;24;1;;61;3;2;5;Not available;8;1;1;1;213;0
11/05/20 22:19;Not available;Peru;SPA;10;3;10;8;10;10;10;10;8;5;10;10;10;10;10;100,00;20,00;20,00;5;6;5;5;5;10;10;0;0;0;0;3;10;10;8;0;8;2;4;5;4;7;7;7;10;10;8;6;7;6;6;10;8;0;8;5;7;0;7;5;0;10;10;7;0;8;8;0;10;8;6;80;40;5;3;6;0,05;5;47;1;;45;3;5;1;Not available;5;1;1;2;213;0
11/05/20 22:30;Not available;Ecuador;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;25,00;25,00;9;9;5;5;5;10;10;5;5;0;1;0;10;10;10;0;0;10;10;10;10;5;0;0;8;8;9;8;8;10;4;8;8;8;8;0;5;0;6;0;0;10;10;10;0;2;8;0;0;7;5;90;90;5;16;7;0,10;5;1;2;;45;1;1;1;Not available;5;1;1;1;213;0
11/05/20 22:41;Not available;Honduras;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;17,46;82,54;0,00;8;6;10;8;8;9;8;2;2;2;2;5;9;9;9;0;0;9;9;9;9;5;5;5;7;7;8;8;8;10;8;10;3;1;7;6;8;1;9;8;1;9;9;6;0;9;9;1;8;8;9;60;70;3;15;5;0,55;20;24;2;;38;3;0;1;Not available;7;1;1;1;213;0
11/05/20 22:54;Not available;Chile;SPA;7;2;9;9;5;6;7;10;10;10;5;10;0;0;5;0,00;0,00;100,00;8;7;0;0;0;0;0;5;5;0;0;0;10;10;10;0;0;5;10;10;10;5;0;0;7;10;8;9;9;6;9;10;3;3;5;2;5;0;0;1;0;5;10;0;0;5;10;0;6;8;8;50;50;4;14;9;0,10;5;24;1;;53;1;3;6;Not available;3;1;1;1;213;0
11/05/20 22:56;Not available;Colombia;SPA;10;0;10;10;10;10;10;10;0;10;10;5;10;10;10;0,00;50,00;50,00;7;7;0;5;0;10;5;0;0;0;0;0;10;10;10;0;0;10;10;10;5;0;10;10;0;0;10;10;10;10;5;10;0;0;5;0;5;0;5;10;0;10;10;0;0;10;10;0;10;10;10;30;30;5;10;5;0,10;100;24;2;;20;1;0;4;Not available;6;1;1;1;213;0
11/05/20 23:12;Not available;Ecuador;SPA;5;1;9;10;10;9;9;10;10;9;10;9;9;10;10;48,98;25,51;25,51;6;4;5;5;5;10;5;0;0;0;0;1;10;9;9;0;1;1;9;6;9;5;9;10;7;7;5;8;8;8;7;7;5;4;7;6;6;1;5;5;0;7;6;1;1;2;6;1;2;8;6;100;90;5;14;7;0,10;5;24;2;;32;2;1;4;Not available;4;1;1;2;213;0
11/05/20 23:21;Not available;Chile;SPA;10;0;10;10;10;6;6;10;10;8;10;8;8;9;10;100,00;0,00;0,00;10;9;9;10;8;9;9;9;9;9;5;4;10;10;9;2;4;5;7;10;9;5;10;10;6;7;5;8;9;8;4;10;8;8;8;6;9;5;10;9;5;8;9;5;3;8;6;4;9;9;5;100;100;4;16;7;0,05;500;47;2;;47;1;0;1;Not available;4;1;1;1;213;0
11/05/20 23:49;Not available;Colombia;SPA;10;0;10;10;10;10;10;10;8;10;8;10;10;10;10;58,82;29,41;11,76;8;7;5;5;5;8;6;0;0;0;0;0;10;10;10;0;0;7;9;10;10;8;0;0;10;10;8;9;10;9;10;10;5;0;8;5;5;0;5;5;0;10;10;5;0;8;8;0;0;5;10;100;40;5;7;7;0,10;5;47;1;;35;3;2;1;Not available;8;1;1;1;213;0
11/05/20 23:53;Not available;Mexico;SPA;6;7;5;9;9;10;10;10;7;10;9;9;5;5;9;42,86;57,14;57,14;7;5;10;10;10;10;10;4;4;4;4;7;2;10;10;0;6;9;9;9;9;10;5;5;9;9;9;9;9;9;1;9;9;2;9;5;9;9;9;10;5;9;9;9;0;9;5;0;5;9;2;0;0,5;6;6;9;0,10;100;24;1;;32;2;1;1;Not available;5;1;2;2;213;0
12/05/20 0:01;Not available;Cuba;SPA;10;8;10;10;10;8;8;10;7;10;10;10;10;10;10;33,33;33,33;33,33;3;3;0;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;8;8;8;8;8;10;7;9;3;3;7;2;7;3;0;0;0;10;10;5;0;5;5;5;5;5;5;50;50;3;16;5;0,10;1;24;1;;51;2;1;1;Not available;5;1;1;2;213;0
12/05/20 0:11;Not available;Chile;SPA;8;2;8;7;8;6;7;8;2;8;10;10;7;10;10;80,00;14,00;6,00;7;7;2;2;2;5;3;0;0;0;0;0;10;10;10;0;0;8;7;7;8;3;3;3;7;7;7;8;8;8;9;9;2;2;7;2;2;4;4;3;3;8;8;7;0;7;7;2;8;8;6;80;70;4;16;9;0,10;100;36;2;;30;1;0;2;Not available;6;1;1;1;213;0
12/05/20 0:21;Not available;Colombia;SPA;10;1;10;10;10;10;10;10;8;10;10;10;10;10;10;50,00;50,00;0,00;5;8;5;5;5;2;2;0;0;0;0;7;10;0;8;0;5;2;10;10;10;1;5;5;8;9;5;10;8;10;8;10;7;0;8;8;9;0;10;7;0;10;10;7;0;7;10;0;7;5;9;50;50;5;7;8;0,10;20000;24;2;;39;1;1;6;Not available;8;1;1;1;213;0
12/05/20 1:33;Not available;Nicaragua;SPA;10;2;9;9;9;9;9;9;9;9;8;8;8;9;9;66,67;20,00;13,33;4;6;7;8;9;7;7;0;0;0;0;3;9;9;9;2;2;7;8;8;8;6;6;3;9;9;9;9;9;9;9;9;2;1;6;3;7;2;5;5;2;9;9;7;2;7;7;2;6;6;9;45;85;5;8;10;0,10;100;24;2;;35;3;3;3;Not available;7;1;1;1;213;0
12/05/20 1:49;Not available;Mexico;SPA;8;2;9;9;10;10;10;10;10;10;10;10;10;10;10;0,00;50,00;50,00;2;3;8;10;7;10;9;0;0;0;0;3;10;10;10;0;0;10;10;9;9;5;1;1;10;10;8;9;8;10;9;10;9;1;10;5;8;0;9;8;1;9;10;8;1;8;9;1;8;8;7;60;40;3;9;7;0,10;124;24;2;;62;1;0;6;Not available;5;1;1;2;213;0
12/05/20 3:16;Not available;Mexico;SPA;8;1;9;10;10;10;10;10;10;10;10;7;9;10;10;0,00;83,33;83,33;3;4;8;8;8;10;8;5;0;0;0;7;10;10;10;0;5;8;8;5;7;6;8;7;8;9;6;7;8;9;8;8;8;3;9;3;8;0;8;6;2;10;8;5;0;5;5;2;2;3;5;50;50;8;16;8;0,05;5;47;2;;50;2;3;6;Not available;8;1;1;2;213;0
12/05/20 4:41;Not available;Colombia;SPA;10;0;9;10;10;9;9;9;5;8;10;10;10;10;10;0,00;50,00;50,00;5;8;0;0;0;0;0;5;2;2;0;0;10;10;10;0;2;0;7;6;7;7;1;1;8;5;5;5;8;9;4;9;8;2;8;5;5;0;7;7;1;9;8;5;0;5;5;1;7;3;9;30;60;2;9;7;0,05;5;47;1;;62;3;2;6;Not available;7;1;1;2;213;0
12/05/20 4:42;Not available;Venezuela;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;0,00;0,00;2;2;0;0;0;10;0;10;10;10;10;10;10;10;10;0;0;0;0;0;0;10;10;10;5;5;3;2;6;10;10;10;10;0;5;0;0;0;10;0;0;10;10;0;0;10;10;0;10;5;10;50;50;7;16;7;1,00;100;24;1;;51;3;3;1;Not available;3;1;1;2;213;0
12/05/20 4:45;Not available;Colombia;SPA;9;2;10;10;10;8;9;8;7;10;7;6;5;8;7;97,78;2,22;0,00;6;7;5;6;4;7;4;3;2;4;1;2;9;9;9;0;4;7;7;8;8;5;2;0;8;9;8;6;6;8;8;8;6;9;6;2;2;0;2;2;0;8;7;5;0;2;5;3;5;1;2;95;99;7;3;8;0,10;5;47;2;;38;2;0;1;Not available;7;1;1;1;213;0
12/05/20 5:31;Not available;Colombia;SPA;9;9;9;9;10;8;9;9;9;9;10;10;9;9;9;100,00;0,33;0,33;5;5;9;9;9;9;9;10;10;10;10;9;9;10;9;3;3;9;10;10;5;5;5;6;5;9;9;9;9;9;4;10;3;1;8;1;7;0;9;9;5;9;9;6;2;8;8;1;7;8;8;60;90;5;4;7;10,00;500;486;2;;55;3;3;1;Not available;5;2;1;1;213;8
12/05/20 6:15;Not available;Chile;SPA;3;0;9;10;10;8;10;10;6;10;10;10;5;10;10;100,00;0,00;0,00;8;10;10;10;10;7;0;8;8;8;5;0;10;10;10;0;0;8;8;8;9;10;0;0;8;10;8;9;9;8;8;8;3;2;8;6;5;0;5;5;0;10;10;5;0;10;10;0;5;5;10;80;80;2;16;9;0,05;5;47;2;;29;2;0;2;Not available;4;2;1;1;213;0
12/05/20 6:31;Not available;Colombia;SPA;7;9;9;7;9;10;10;10;10;10;10;10;10;10;10;50,00;0,01;10,00;8;8;7;7;7;10;10;0;0;0;0;0;10;10;10;0;1;10;10;10;10;10;10;10;10;10;8;9;10;10;7;10;5;0;10;0;7;2;9;1;2;10;1;0;0;7;5;7;6;6;5;70;80;4;16;9;10,00;100;24;1;;49;3;3;1;Not available;5;1;1;1;213;0
12/05/20 6:40;Not available;Colombia;SPA;10;0;10;0;10;10;10;10;10;10;10;10;10;10;10;50,00;50,00;0,00;3;4;10;10;10;10;10;5;5;5;5;5;10;10;10;0;2;10;10;7;10;7;7;5;10;10;10;8;7;10;10;10;8;5;8;8;10;5;10;8;5;10;10;5;0;5;5;0;5;5;5;8;8;5;16;5;0,10;20;24;1;;58;2;4;2;Not available;8;1;1;1;213;0
12/05/20 7:02;Not available;Ecuador;SPA;10;0;10;10;10;10;10;10;10;7;10;10;10;10;10;78,95;21,05;21,05;8;7;9;8;8;10;9;0;0;0;0;7;10;10;10;0;0;10;10;10;10;10;6;6;10;10;7;8;8;8;7;7;8;8;8;6;6;0;0;7;0;10;10;10;0;10;10;0;10;10;10;30;30;0;10;6;0,10;5;24;1;;37;3;1;6;Not available;8;1;1;2;213;0
12/05/20 7:29;Not available;Colombia;SPA;2;0;5;9;10;10;6;8;3;10;9;10;10;10;10;66,67;25,00;8,33;4;5;5;5;5;9;9;0;0;0;5;5;7;6;5;4;4;7;7;6;7;5;5;6;6;7;7;7;7;9;8;8;9;7;9;8;8;8;8;5;3;6;8;6;1;3;4;6;6;6;6;50;50;5;5;7;0,10;100;24;2;;49;2;2;1;Not available;5;1;1;1;213;0
12/05/20 7:31;Not available;Mexico;SPA;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;47,07;0,00;8,12;10;8;10;10;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;5;0;0;10;10;5;10;8;10;10;10;7;0;10;0;10;0;10;8;0;10;10;10;0;10;10;10;10;10;5;0;0;5;16;10;0,10;5;24;2;;42;1;0;6;Not available;5;1;1;2;213;0
12/05/20 7:33;Not available;Colombia;SPA;8;0;10;9;0;9;9;10;9;10;10;10;10;10;10;0,00;80,00;20,00;8;8;0;0;0;7;6;0;0;0;0;5;10;10;10;0;3;8;8;8;8;8;2;2;3;5;2;5;8;8;8;10;5;2;9;2;2;2;2;5;0;8;8;5;5;7;8;2;7;6;7;70;70;3;16;7;0,10;10048;47;1;;64;3;2;1;Not available;8;1;1;2;213;0
12/05/20 7:48;Not available;Mexico;SPA;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100,00;100,00;100,00;8;7;10;10;9;10;10;10;0;0;10;0;10;10;10;0;0;10;10;10;10;10;10;0;10;10;5;0;10;10;0;10;10;0;10;0;0;0;10;0;0;0;10;10;0;0;0;5;0;10;10;50;60;5;16;10;0,10;20;24;1;;45;3;3;1;Not available;5;1;1;2;213;0
12/05/20 7:48;Not available;Colombia;SPA;10;10;7;10;10;7;7;4;3;9;5;5;5;10;10;66,67;20,00;13,33;1;1;0;8;3;3;3;1;1;1;1;5;5;8;2;9;2;7;7;7;7;7;7;7;5;7;2;7;2;9;9;7;4;2;7;5;9;1;7;7;7;9;9;9;1;5;7;9;5;7;9;0;10;5;4;7;10,00;100;502;1;;70;1;0;5;Not available;7;1;1;1;213;7
12/05/20 7:53;Not available;Bolivia;SPA;9;7;9;10;10;10;10;10;9;10;10;10;10;10;10;14,29;4,76;4,76;7;7;8;8;7;4;0;5;0;3;5;5;10;0;10;0;0;10;9;9;9;8;1;0;9;9;8;7;8;10;9;10;2;0;6;1;8;0;8;8;0;10;9;8;0;8;8;0;8;9;10;80;80;5;6;8;0,10;100;24;2;;37;3;0;1;Not available;8;1;1;2;213;0
12/05/20 8:00;Not available;Colombia;SPA;10;5;10;10;10;10;10;10;10;10;10;10;10;5;10;100,00;12,50;2,50;4;7;9;5;5;10;5;10;0;5;0;5;10;10;10;0;0;0;10;8;10;5;0;0;10;10;8;10;10;10;5;10;0;0;8;0;5;0;5;10;5;10;10;10;0;5;5;0;10;10;10;1;30;5;14;8;0,10;524;24;1;;47;3;2;6;Not available;8;1;1;1;213;0
