;RecordedDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1;psych_wellbeing2;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;Conspiracy_theories_1;Conspiracy_theories_2;Conspiracy_theories_3;Conspiracy_theories_4;open_mindedness_1;open_mindedness_2;open_mindedness_3;open_mindedness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self.control_1;trait_self.control_2;trait_self.control_3;trait_self.control_4;self.esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;Moral_ID_1;Moral_ID_2;Moral_ID_3;Moral_ID_4;Moral_ID_5;Moral_ID_6;Moral_ID_7;Moral_ID_8;Moral_ID_9;Moral_ID_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2
11;27/04/2020 04:17;2202;SENEGAL;FRENCH;10;0;0;9;10;9;7;10;3;9;10;10;10;10;10;50;30;20;6;9;NA;NA;NA;10;10;6;6;0;0;8;9;10;9;1;0;7;7;6;6;6;6;4;8;7;8;6;7;10;9;9;2;0;9;0;7;0;1;9;7;10;9;8;0;10;8;0;9;9;10;20;40;7;14;6;50;90000;4;1;;50;3;5;1;;3;1;1;1;213;0
12;27/04/2020 06:04;2865;SENEGAL;FRENCH;10;2;8;10;10;10;10;10;10;10;8;9;9;10;10;50;25;25;4;4;5;0;0;10;5;0;0;0;0;0;10;10;10;0;0;5;5;5;5;5;5;5;10;9;10;5;5;9;6;10;0;0;2;0;0;0;0;0;0;10;7;0;5;0;0;0;0;0;8;10;20;1;1;6;50;;;1;;44;3;1;1;;6;1;1;1;213;0
13;27/04/2020 07:56;1592;SENEGAL;FRENCH;8;0;8;9;10;10;10;10;8;8;10;10;10;10;10;0;25;75;3;4;1;1;1;10;6;3;6;0;0;10;10;10;10;0;0;8;9;9;9;9;9;9;8;8;9;7;8;8;9;8;6;8;0;0;6;0;3;2;0;8;6;6;0;7;7;10;7;2;10;30;60;5;16;8;50;;4;1;;47;2;0;1;;6;2;1;1;213;7
14;27/04/2020 09:10;1904;SENEGAL;FRENCH;9;6;9;6;10;6;7;9;6;5;9;8;8;10;10;75;25;0;6;6;7;7;5;9;9;1;2;2;2;5;8;8;8;8;3;7;7;7;6;5;3;1;7;8;8;8;8;9;7;9;5;5;7;6;6;4;7;8;5;8;7;5;5;5;6;6;6;5;6;50;40;5;9;6;50;300;4;1;;42;3;2;1;;4;1;1;1;213;0
15;27/04/2020 10:22;2668;SENEGAL;FRENCH;7;6;8;8;9;10;10;10;7;7;10;10;10;10;10;0;20;80;8;8;1;1;8;9;9;3;1;2;2;1;9;10;10;0;0;10;9;9;9;9;1;1;9;9;8;8;9;9;9;10;7;3;9;6;6;1;6;5;0;9;8;3;0;8;10;1;8;8;8;50;10;2;16;8;50;900;4;1;;29;1;0;1;;7;1;1;1;213;7
16;27/04/2020 10:42;2498;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;9;10;10;10;10;10;0;60;40;5;5;0;0;0;10;10;5;5;0;5;0;10;10;10;0;0;5;10;10;10;0;0;0;10;5;10;10;10;10;5;10;10;0;10;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;10;50;50;0;16;10;25;300;4;1;;56;3;3;1;;1;1;1;1;213;0
17;27/04/2020 13:01;1227;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;7;8;10;10;10;10;10;0;100;0;8;8;2;2;10;10;10;10;2;0;0;9;10;10;10;1;1;8;7;9;7;2;2;2;9;9;10;9;7;10;8;9;2;2;8;8;9;9;7;6;2;8;8;7;2;8;8;1;8;9;9;30;60;6;4;7;50;100;4;1;;41;3;5;1;;6;1;1;1;213;0
18;27/04/2020 13:07;2396;SENEGAL;FRENCH;3;2;7;7;9;7;8;8;8;8;9;9;9;9;8;0;100;0;4;4;4;4;6;8;8;1;2;1;2;7;7;7;6;2;2;6;8;7;7;5;3;2;6;5;7;6;7;8;8;8;2;0;6;3;4;2;5;4;3;8;7;6;3;5;6;6;6;6;7;40;50;3;14;7;;90000;8;1;;66;2;3;1;;4;1;1;1;213;0
19;27/04/2020 13:25;2159;SENEGAL;FRENCH;9;0;2;2;10;10;10;10;9;10;10;10;10;10;10;0;100;0;5;5;5;8;5;9;10;6;8;8;7;2;6;2;8;6;1;2;9;5;1;2;6;9;10;8;1;10;9;10;10;8;5;0;3;2;1;0;1;6;1;8;8;8;6;2;2;1;0;1;8;0;70;0;5;7;50;300;4;2;;25;3;0;4;;6;1;1;2;213;0
20;27/04/2020 13:47;2834;SENEGAL;FRENCH;10;0;10;10;10;7;7;5;10;0;10;10;10;10;10;75;25;0;2;5;0;5;5;10;10;0;0;0;0;0;0;0;0;0;0;8;9;10;10;7;3;0;10;10;8;7;3;10;8;8;6;2;10;0;5;0;0;0;0;10;9;9;0;9;10;0;0;0;10;50;10;2;8;10;50;300;4;1;;44;3;2;1;;5;1;1;2;213;2
21;27/04/2020 13:54;4221;SENEGAL;FRENCH;8;5;8;9;10;9;9;10;8;5;9;9;8;8;10;0;60;40;5;5;5;6;8;10;10;5;5;2;2;2;8;10;10;2;2;5;8;5;5;5;2;2;9;6;8;8;8;9;5;9;8;2;8;2;5;0;5;5;0;8;8;8;5;5;5;8;5;8;9;10;20;5;2;8;25;300;4;1;;50;3;1;1;;4;1;1;1;213;0
22;27/04/2020 13:55;2733;SENEGAL;FRENCH;8;0;1;7;10;5;7;9;8;8;5;8;7;9;10;0;100;0;7;7;5;5;5;10;10;2;2;2;2;1;8;9;9;1;1;8;8;8;8;6;3;1;7;7;7;8;8;7;9;8;5;1;8;2;4;1;0;0;0;8;7;0;2;3;2;5;2;2;7;10;30;3;14;7;25;3;7;1;;57;3;5;1;;3;1;1;1;213;0
23;27/04/2020 13:56;2684;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;20;7;7;10;10;10;10;10;NA;NA;NA;NA;0;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;6;0;0;0;0;3;0;10;10;10;0;10;10;0;4;10;10;80;80;3;9;7;25;3;2;2;;36;3;0;1;;3;1;1;1;213;8
