;RecordedDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1;psych_wellbeing2;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;Conspiracy_theories_1;Conspiracy_theories_2;Conspiracy_theories_3;Conspiracy_theories_4;open_mindedness_1;open_mindedness_2;open_mindedness_3;open_mindedness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self.control_1;trait_self.control_2;trait_self.control_3;trait_self.control_4;self.esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;Moral_ID_1;Moral_ID_2;Moral_ID_3;Moral_ID_4;Moral_ID_5;Moral_ID_6;Moral_ID_7;Moral_ID_8;Moral_ID_9;Moral_ID_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2
24;27/04/2020 14:21;2577;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;8;10;8;9;10;10;10;15;45;40;5;5;10;9;10;10;10;0;0;0;0;1;10;10;10;0;0;6;10;10;10;5;2;1;10;9;10;10;10;10;8;10;0;0;3;7;5;1;7;5;5;10;10;1;0;10;8;10;10;10;4;20;30;0;14;8;25;300;4;1;;23;1;0;4;;9;1;1;1;213;2
25;27/04/2020 14:28;3281;SENEGAL;FRENCH;10;0;10;10;10;10;9;10;1;10;10;10;10;10;10;85;10;5;4;5;10;10;10;10;9;6;6;6;3;1;10;10;10;0;0;7;7;7;7;6;8;9;8;9;7;7;8;8;6;8;2;1;8;5;8;2;7;9;5;10;10;8;0;8;8;0;8;9;10;0;30;8;14;8;25;300;7;1;;30;3;1;1;;5;1;1;1;213;6
26;27/04/2020 14:31;8142;SENEGAL;FRENCH;8;1;8;8;8;8;8;8;6;8;10;10;8;10;10;50;50;0;9;8;6;4;7;6;6;4;0;0;0;2;10;10;10;0;0;9;9;9;9;8;8;8;9;9;8;8;8;8;7;9;7;1;8;3;8;1;4;5;1;9;8;NA;0;8;5;0;8;7;10;30;50;4;11;6;25;3;7;1;;55;3;5;1;;3;1;1;1;213;0
27;27/04/2020 14:49;1825;SENEGAL;FRENCH;10;1;8;8;10;7;7;10;7;8;7;9;8;9;8;30;50;20;6;3;8;8;10;10;10;3;3;2;2;7;8;8;9;2;1;NA;7;9;7;5;8;4;9;8;7;7;8;9;7;7;7;10;6;4;4;0;8;3;1;8;8;5;4;8;7;2;8;8;9;20;30;2;1;3;50;900;4;2;;35;2;1;1;;6;1;1;1;213;0
28;27/04/2020 14:50;1288;SENEGAL;FRENCH;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;75;25;8;4;10;10;10;10;10;5;5;5;5;0;10;10;10;0;0;10;10;5;5;5;0;0;10;5;8;9;10;10;10;10;10;8;10;0;10;0;8;8;0;10;10;0;0;8;8;0;0;0;10;0;10;5;16;3;50;300;;2;;24;1;0;4;;6;1;1;1;213;2
29;27/04/2020 15:11;11247;SENEGAL;FRENCH;9;1;2;9;10;0;0;10;0;7;10;9;10;10;10;50;25;25;3;3;0;1;8;8;7;4;1;1;1;2;2;3;8;1;1;9;9;10;10;8;9;10;9;9;9;2;2;9;9;9;2;1;4;6;7;6;4;6;6;10;7;9;0;7;8;0;8;7;10;10;30;8;16;7;25;3;7;1;;41;1;0;1;;4;1;1;1;213;0
30;27/04/2020 15:47;2554;SENEGAL;FRENCH;10;0;10;10;10;8;10;10;10;5;0;10;10;10;10;90;10;0;8;8;5;5;5;10;10;10;5;10;0;5;10;10;10;0;5;5;10;10;10;10;5;10;10;10;7;5;5;5;10;10;5;5;10;5;10;0;5;5;5;10;10;5;0;10;0;0;0;10;10;50;20;5;9;5;25;300;4;1;;56;3;8;1;;1;1;1;1;213;10
31;27/04/2020 16:56;2341;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;2;10;10;0;75;25;10;6;5;5;5;10;10;5;5;5;5;0;10;10;10;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;0;0;8;0;2;0;8;5;0;5;5;5;5;5;5;5;5;5;5;0;50;5;16;10;125;100;8;1;;36;3;1;1;;6;1;1;1;213;5
32;27/04/2020 18:15;18080;SENEGAL;FRENCH;8;2;9;9;10;5;5;10;8;8;8;8;8;8;9;70;20;10;7;8;5;5;9;10;10;5;3;1;5;3;10;10;10;1;1;8;9;10;7;8;10;10;7;8;6;6;8;10;9;9;5;4;8;4;2;1;1;6;1;10;9;5;1;5;9;1;8;8;10;10;10;6;16;6;25;3;7;2;;36;3;0;1;;6;1;1;1;213;5
33;27/04/2020 18:33;12968;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;30;20;2;1;0;0;7;10;10;6;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;10;10;6;7;7;7;7;8;1;0;8;0;0;0;7;0;5;10;7;0;10;0;0;0;0;0;10;30;90;7;15;10;50;100;8;1;;46;3;4;1;;4;1;1;1;213;8
34;27/04/2020 18:35;1651;SENEGAL;FRENCH;8;0;10;10;10;7;8;10;7;7;10;10;10;10;10;0;30;70;5;5;8;10;10;10;0;0;0;0;1;7;10;10;10;0;1;5;8;7;5;9;2;10;9;10;8;8;6;5;8;10;7;1;0;0;0;0;0;0;3;8;8;0;0;8;0;2;7;6;7;40;60;5;9;8;;;;1;;33;3;2;1;;6;1;1;1;213;8
35;27/04/2020 20:19;6604;SENEGAL;FRENCH;10;0;10;10;10;9;9;1;5;9;9;9;9;9;10;10;90;0;5;6;5;5;9;10;8;5;5;5;5;1;10;10;10;3;0;10;9;9;8;5;9;9;8;8;8;8;8;9;8;8;5;7;8;0;5;1;5;0;1;5;9;5;0;8;5;0;5;5;5;20;50;3;16;5;25;50;4;2;;50;3;2;1;;4;1;1;2;213;0
36;27/04/2020 20:29;5510;SENEGAL;FRENCH;9;1;10;10;10;1;8;10;8;7;6;9;4;8;8;95;5;0;8;5;1;1;0;8;6;4;0;0;1;0;9;9;9;1;0;8;8;8;8;4;6;8;9;8;9;9;7;10;4;9;6;0;6;1;1;0;4;4;0;4;5;1;0;2;4;6;4;6;6;10;20;9;14;6;50;;;1;;41;3;0;1;;6;1;1;2;213;9
37;27/04/2020 21:47;14306;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;49;1;7;5;10;10;10;10;10;5;0;0;5;0;10;10;10;0;0;0;0;0;5;5;0;0;10;10;8;10;10;10;9;10;0;0;10;0;5;0;0;5;5;10;10;0;0;10;0;0;0;0;10;0;0;6;16;9;50;100;4;1;;26;1;0;6;Coach;10;1;1;1;213;0
38;27/04/2020 23:46;6131;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;9;9;9;9;9;60;35;5;9;9;8;5;9;10;10;5;1;1;1;5;10;10;10;5;0;9;9;10;10;10;0;0;9;9;9;8;8;10;8;8;5;0;10;5;5;0;7;8;0;10;10;10;0;10;10;0;9;9;10;0;50;5;13;9;25;3;4;1;;57;3;3;1;;2;1;1;1;213;5
39;27/04/2020 23:57;1705;SENEGAL;FRENCH;8;8;1;10;10;10;10;10;10;1;3;10;10;10;10;50;40;10;8;7;9;1;1;10;10;0;0;0;0;1;10;9;9;0;0;9;9;2;2;2;3;10;9;9;8;9;9;10;1;9;9;7;10;3;1;0;7;7;0;9;7;1;1;9;1;1;3;7;8;90;80;2;10;10;;3;7;2;;50;2;4;1;;3;1;1;1;213;0
40;28/04/2020 00:05;1903;SENEGAL;FRENCH;10;0;10;9;10;7;7;10;10;10;9;9;5;9;9;30;70;0;4;6;6;5;4;9;7;5;3;1;2;3;10;10;10;3;1;7;10;10;10;5;10;10;7;7;7;7;7;7;9;9;8;3;7;6;5;1;5;2;0;9;9;7;2;9;4;0;7;4;9;20;80;4;8;7;50;100;4;2;;42;1;0;1;;6;1;1;1;213;7
41;28/04/2020 00:19;3808;SENEGAL;FRENCH;9;1;1;9;10;10;10;10;10;10;10;10;9;10;10;50;50;0;10;10;10;5;10;10;10;2;1;1;1;1;10;10;10;1;1;10;8;9;10;10;10;2;10;10;8;10;10;10;10;10;1;2;10;7;10;10;8;8;5;10;10;10;1;10;10;1;9;9;10;0;20;9;9;9;50;3;4;1;;56;3;4;1;;9;1;1;1;213;10
42;28/04/2020 00:45;1426;SENEGAL;FRENCH;9;0;10;9;10;10;10;10;2;2;10;10;10;10;10;100;0;0;9;6;0;0;7;10;10;1;0;0;0;2;10;10;9;0;1;1;9;8;9;6;0;10;9;8;4;2;4;7;5;2;8;9;9;5;5;1;5;7;1;7;5;0;2;6;8;10;10;10;0;80;70;2;16;6;50;3;7;1;;32;1;0;1;;4;1;1;1;213;0
43;28/04/2020 00:52;3072;SENEGAL;FRENCH;9;0;10;9;9;10;8;0;10;10;10;10;9;10;10;100;0;0;2;4;5;5;5;10;10;0;0;0;0;3;10;10;10;0;0;7;8;10;9;7;10;10;5;5;6;5;7;7;9;7;5;4;9;0;7;1;7;3;0;10;10;5;0;9;5;0;4;8;10;30;30;3;16;4;50;300;4;2;;28;1;0;4;;5;1;1;1;213;0
44;28/04/2020 01:20;1463;SENEGAL;FRENCH;8;0;10;8;10;4;7;10;0;8;10;10;10;10;10;100;0;0;4;6;2;3;1;9;9;3;0;0;0;4;8;8;6;1;3;4;6;1;8;5;6;8;6;5;4;4;6;4;7;6;9;8;7;1;1;1;8;1;0;7;8;8;0;0;6;0;0;0;8;10;50;2;9;9;25;3;7;1;;30;2;1;1;;6;1;1;2;213;0
45;28/04/2020 01:25;1050;SENEGAL;FRENCH;8;2;9;8;9;7;7;8;2;9;3;3;9;8;3;0;100;0;8;8;1;0;0;6;7;0;0;0;0;2;8;9;9;2;2;6;8;8;7;4;6;8;6;6;3;3;3;9;4;6;8;7;7;6;3;4;4;4;3;5;5;3;3;3;3;7;3;3;6;10;10;5;10;8;50;3;7;1;;49;3;2;1;;3;1;1;1;213;0
46;28/04/2020 01:40;1835;SENEGAL;FRENCH;10;0;9;10;10;9;10;10;8;10;10;10;8;10;10;85;15;0;7;6;4;5;5;10;10;3;3;5;3;8;10;10;10;0;0;6;7;9;7;5;0;0;10;10;7;5;6;8;5;7;6;5;10;0;3;0;5;5;0;5;5;5;0;5;5;7;0;3;5;50;50;3;5;5;50;;;2;;38;1;0;1;;6;1;1;2;213;4
47;28/04/2020 02:11;600;SENEGAL;FRENCH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;1;;44;3;2;2;;6;1;1;1;deux-cent-treize ;NA
48;28/04/2020 07:54;2980;SENEGAL;FRENCH;10;7;10;10;10;10;10;10;8;10;10;10;10;10;10;80;5;15;8;8;3;1;6;2;2;2;2;7;7;3;10;10;10;1;1;7;10;7;10;1;7;6;10;8;7;8;8;9;7;10;8;8;10;0;0;0;10;9;1;10;10;2;1;4;4;3;3;3;5;20;20;5;16;8;50;300;16;1;;43;3;2;1;;3;1;1;2;213;0
49;28/04/2020 09:07;1693;SENEGAL;FRENCH;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;100;0;5;5;5;5;NA;5;5;5;NA;NA;NA;NA;5;5;5;5;NA;5;5;5;5;NA;NA;NA;5;5;5;5;5;5;5;5;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;NA;5;NA;NA;NA;NA;NA;NA;50;50;5;16;5;;;;1;;59;3;3;6;lecturer;1;1;1;1;213;5
50;28/04/2020 13:41;1590;SENEGAL;FRENCH;10;8;10;10;10;8;9;10;9;10;7;10;10;10;10;50;40;10;5;5;1;0;5;7;5;0;0;0;0;0;10;10;10;0;6;5;8;10;9;9;5;0;5;5;5;7;8;6;7;5;5;5;8;4;4;0;0;0;0;7;7;5;0;0;0;1;1;1;9;50;50;5;9;8;50;90000;4;2;;49;1;1;3;;6;1;1;1;213;5
51;28/04/2020 15:09;3134;SENEGAL;FRENCH;8;0;8;9;10;10;10;10;7;0;10;10;10;10;10;75;25;0;8;8;0;1;1;10;8;0;0;0;0;2;8;10;10;1;0;8;10;7;7;5;8;9;8;8;7;8;8;8;8;7;7;2;8;1;5;1;3;5;1;8;5;3;0;3;0;7;0;3;9;30;50;3;15;7;50;300;4;1;;46;3;5;1;;3;1;1;1;213;0
52;28/04/2020 23:06;1957;SENEGAL;FRENCH;10;1;9;10;10;8;8;10;8;8;10;10;10;10;10;50;30;20;2;3;0;0;0;10;4;0;0;0;0;0;10;10;10;4;0;10;10;6;10;NA;6;10;10;10;7;4;NA;NA;2;6;10;0;4;7;7;3;10;10;0;10;10;NA;0;NA;NA;0;10;10;10;60;40;0;9;7;50;900;4;1;;29;1;0;4;;5;1;1;2;213;NA
53;29/04/2020 04:10;3265;SENEGAL;FRENCH;9;1;9;9;10;9;9;9;0;8;10;10;10;10;10;70;20;10;5;5;5;5;5;5;4;0;0;0;0;0;10;10;10;0;0;5;10;10;10;4;0;0;10;9;9;9;9;9;9;9;9;1;9;3;4;2;2;3;4;10;10;9;0;7;7;0;0;2;10;10;20;4;16;9;50;;;1;;25;1;0;4;;7;1;1;1;213;0
54;29/04/2020 05:37;1748;SENEGAL;FRENCH;8;2;6;8;6;6;8;7;1;0;7;3;2;7;7;0;100;0;6;4;8;6;2;1;0;0;0;0;0;2;3;10;9;2;1;7;6;9;6;1;7;5;7;7;7;4;4;4;2;9;8;3;5;7;7;9;7;7;2;6;4;1;4;1;1;6;0;1;6;10;10;2;15;7;25;3;7;1;;57;3;2;1;;3;1;1;1;213;5
55;29/04/2020 13:03;77867;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;7;10;10;10;10;10;10;0;70;30;8;7;5;7;10;10;10;5;2;1;1;1;10;10;10;0;0;5;8;8;7;2;8;8;8;8;8;9;9;8;8;8;2;2;8;1;5;5;3;3;2;8;9;5;0;7;5;0;6;7;5;10;30;3;14;8;50;300;7;1;;47;3;1;1;;4;1;1;1;213;8
56;29/04/2020 14:37;2302;SENEGAL;FRENCH;5;2;8;1;1;8;8;8;6;8;3;9;9;8;9;50;40;10;3;4;9;5;9;9;9;6;6;8;7;5;7;7;8;8;3;5;8;8;7;5;3;8;6;7;7;8;9;9;5;8;5;2;8;5;9;1;5;5;3;8;8;8;2;5;2;2;7;5;10;10;30;2;2;7;50;900;4;1;;39;3;1;1;;4;1;1;1;213;0
57;29/04/2020 14:44;1885;SENEGAL;FRENCH;10;0;10;9;10;8;9;9;0;9;10;10;10;10;10;75;25;0;9;5;10;0;0;10;6;8;7;0;0;0;10;10;10;5;0;NA;10;NA;NA;NA;NA;9;10;8;5;7;7;10;8;10;10;0;10;0;8;0;5;5;0;10;10;0;0;0;0;0;0;10;10;NA;NA;5;9;8;;;;1;;39;3;3;1;;6;1;1;1;213;0
58;29/04/2020 14:45;177723;SENEGAL;FRENCH;9;0;9;8;10;9;9;9;9;7;9;9;6;9;10;50;40;10;4;4;5;5;5;9;9;0;1;5;0;5;7;7;7;8;7;9;9;5;5;5;9;9;9;9;7;8;8;7;7;8;8;2;7;1;6;1;1;5;9;9;9;9;0;9;9;0;0;1;9;30;30;8;16;7;50;116;16;1;;48;2;4;1;;2;1;1;1;213;0
59;29/04/2020 14:56;2205;SENEGAL;FRENCH;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;6;5;5;7;10;10;10;10;10;10;7;1;10;10;10;0;0;0;10;5;5;5;0;0;10;10;9;9;9;10;5;9;2;0;9;0;5;0;0;5;10;9;9;5;1;6;4;0;0;5;10;20;50;5;16;8;50;300;4;1;;35;1;0;1;;5;1;1;1;213;0
60;29/04/2020 15:01;1810;SENEGAL;FRENCH;5;5;5;2;2;10;10;8;10;10;10;10;10;10;10;25;50;25;5;8;8;0;10;9;10;0;5;5;10;0;0;10;0;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;0;10;5;0;5;1;5;5;5;5;5;10;10;9;0;10;10;10;10;10;10;0;80;5;16;9;50;;16;2;;37;1;0;1;;6;1;1;1;213;7
61;29/04/2020 15:14;3468;SENEGAL;FRENCH;9;1;10;10;10;10;10;10;10;5;9;8;9;10;10;65;25;10;6;6;1;0;0;9;9;6;0;0;0;0;10;10;10;0;0;9;9;9;8;6;2;4;8;8;6;8;8;10;9;8;1;2;6;5;3;0;0;2;1;10;10;0;0;5;0;0;5;5;5;30;30;6;16;5;50;300;4;1;;45;3;0;1;;6;1;1;1;213;10
62;29/04/2020 15:17;3794;SENEGAL;FRENCH;9;1;8;8;10;8;8;10;8;9;10;10;7;10;8;50;30;20;7;8;NA;6;2;10;10;8;3;8;3;4;8;9;9;2;3;2;8;8;8;3;3;0;8;8;7;7;7;8;NA;7;6;6;7;3;3;3;3;NA;3;9;9;7;0;8;3;0;7;7;9;70;60;6;9;8;50;900;8;1;;36;3;4;1;;6;1;1;1;213;0
63;29/04/2020 15:17;3791;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;25;25;5;5;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;5;5;10;5;10;10;5;5;10;5;10;5;0;5;5;5;0;5;5;5;10;10;5;0;5;5;5;5;5;10;30;NA;0;16;7;50;300;;1;;28;1;0;1;;6;2;1;1;213;0
64;29/04/2020 15:19;1592;SENEGAL;FRENCH;10;0;10;0;10;10;10;10;10;10;10;10;10;10;10;0;60;40;9;9;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;9;8;9;9;9;1;10;10;10;10;2;10;10;10;0;0;10;6;10;0;10;10;1;10;10;10;NA;9;9;NA;NA;10;NA;0;80;5;16;8;250;300;30;1;;30;3;0;1;;11;1;1;1;213;10
65;29/04/2020 15:22;4057;SENEGAL;FRENCH;8;2;2;5;10;1;9;9;10;5;10;10;10;10;10;50;50;0;8;7;3;3;1;10;7;1;1;1;1;3;9;10;9;1;2;7;8;9;9;5;3;1;8;8;6;6;8;8;4;8;2;9;7;2;3;1;7;5;3;8;8;2;1;7;5;1;7;6;10;10;50;2;9;8;50;3;4;2;;44;1;3;2;;7;1;1;2;213;6
66;29/04/2020 15:29;1750;SENEGAL;FRENCH;10;4;10;10;10;10;10;10;10;10;6;10;10;10;10;50;25;25;9;8;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;9;9;10;10;10;10;8;8;1;3;8;0;0;0;0;5;0;8;8;NA;0;8;8;0;10;10;5;50;50;2;14;10;50;3;;1;;65;3;5;1;;2;1;1;1;213;2
67;29/04/2020 15:43;1137;SENEGAL;FRENCH;9;2;4;10;10;10;8;10;10;10;10;10;10;10;10;75;23;2;9;8;9;NA;NA;NA;NA;0;0;0;0;NA;NA;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;9;9;10;10;9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;;;;1;;51;3;3;1;;4;1;1;1;213;9
68;29/04/2020 15:56;1041;SENEGAL;FRENCH;10;0;10;10;10;8;7;7;8;7;10;10;10;10;10;50;50;0;NA;7;6;10;7;10;10;0;0;0;0;0;10;10;0;1;2;10;10;10;10;8;0;1;10;6;9;9;8;9;6;8;2;2;9;3;3;0;0;4;3;4;4;3;3;2;3;3;3;2;3;60;70;5;16;2;;;;1;;28;3;1;4;;11;1;1;1;213;5
69;29/04/2020 16:02;3204;SENEGAL;FRENCH;10;2;5;10;10;10;10;10;0;5;10;10;10;10;10;50;30;20;4;7;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;5;9;1;5;5;10;0;10;10;10;10;10;10;10;10;0;0;8;10;10;0;10;10;10;10;10;10;0;10;10;0;8;10;10;0;20;5;2;5;50;300;24;1;;20;1;0;4;;6;1;1;1;213;0
70;29/04/2020 16:15;1929;SENEGAL;FRENCH;8;0;0;7;8;9;9;6;5;9;10;9;8;9;8;50;35;15;5;5;6;6;9;10;10;6;6;6;6;6;6;9;8;5;10;8;8;0;8;6;3;0;7;8;7;9;8;9;8;10;4;0;7;5;5;0;1;NA;0;5;7;3;9;8;5;4;5;5;5;30;60;3;15;7;50;100;4;1;;68;3;3;2;;3;1;1;2;213;7
71;29/04/2020 16:15;3229;SENEGAL;FRENCH;9;0;9;9;10;10;10;10;10;10;9;9;10;10;10;90;10;0;8;9;1;1;5;10;9;5;1;3;2;1;9;9;9;8;1;1;1;8;8;6;3;1;9;9;8;6;9;7;8;9;7;9;8;6;5;3;5;3;5;8;9;5;0;7;7;1;8;6;9;40;40;2;9;7;25;5;30;1;;46;2;4;1;;5;1;1;1;213;5
72;29/04/2020 16:15;2931;SENEGAL;FRENCH;8;1;9;9;10;8;5;5;9;5;8;9;9;9;8;0;70;30;8;8;8;8;8;9;9;9;8;1;7;2;8;9;9;5;8;8;9;8;9;9;2;2;9;9;8;8;8;8;9;9;5;2;8;5;5;2;1;7;5;9;7;8;1;8;7;1;7;6;9;50;70;5;16;8;25;900;;1;;43;1;0;1;;5;1;1;1;213;0
73;29/04/2020 16:28;2720;SENEGAL;FRENCH;9;5;10;5;10;10;5;10;9;10;10;5;5;10;5;10;60;30;3;2;5;5;5;10;10;5;5;5;5;0;10;10;10;0;0;5;5;5;5;5;5;5;10;10;8;5;5;10;9;10;7;1;10;0;5;0;5;5;5;10;9;0;0;7;NA;NA;0;0;10;50;50;5;14;8;50;300;8;1;;32;1;0;1;;6;3;1;1;213;0
74;29/04/2020 16:37;3388;SENEGAL;FRENCH;8;1;1;9;9;8;8;9;8;5;9;9;9;9;10;50;35;15;8;9;5;5;5;10;8;8;7;6;6;4;9;9;9;5;6;1;9;9;7;2;1;1;9;8;8;7;7;9;7;9;2;1;8;5;8;2;1;8;1;8;7;7;8;7;5;7;9;9;8;30;20;5;4;7;50;100;16;1;;32;2;0;4;;11;1;1;1;213;8
75;29/04/2020 16:38;5741;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;50;50;6;6;4;8;9;10;10;9;2;1;8;0;10;10;10;0;0;0;10;10;10;6;0;0;9;9;8;8;6;9;8;10;4;1;4;1;2;1;4;0;0;10;9;0;0;9;6;1;5;5;10;0;10;5;16;4;25;300;4;1;;43;3;6;1;;5;1;1;1;213;3
76;29/04/2020 16:40;4883;SENEGAL;FRENCH;10;0;10;9;10;9;10;10;3;9;10;10;10;10;10;50;30;20;4;6;7;2;9;10;10;0;0;0;0;1;10;10;10;0;1;8;8;9;5;9;4;0;10;10;6;7;9;9;9;10;9;10;10;7;10;7;7;6;7;10;10;10;0;9;8;0;7;7;5;60;10;6;16;8;25;300;8;1;;29;1;0;1;;6;1;1;1;213;0
77;29/04/2020 16:45;4811;SENEGAL;FRENCH;9;9;9;9;10;7;7;9;7;8;2;10;10;10;9;50;40;10;8;8;5;8;5;10;8;9;8;8;1;0;9;9;1;1;0;4;4;4;4;4;3;4;10;10;8;7;5;7;9;9;1;1;9;1;7;0;5;5;0;9;9;1;1;8;8;1;8;8;10;0;10;3;16;7;175;300;7;1;;61;3;5;1;;5;1;1;1;213;6
78;29/04/2020 16:49;2962;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;9;10;10;10;10;10;75;25;0;7;3;5;5;8;10;10;5;5;5;5;0;10;10;10;0;0;10;10;10;5;5;5;5;10;7;8;8;8;8;5;8;5;8;0;3;5;2;5;5;2;10;8;8;0;8;8;0;8;8;10;50;50;3;9;3;50;9000;4;1;;30;3;1;1;;7;1;1;1;213;0
79;29/04/2020 16:53;3519;SENEGAL;FRENCH;7;0;8;8;0;9;8;10;8;8;8;8;7;9;9;50;40;10;8;8;NA;NA;NA;10;10;8;1;1;3;2;7;9;9;0;0;9;9;9;8;6;2;1;8;8;6;NA;NA;9;7;9;2;4;8;4;8;1;4;4;1;9;9;2;2;NA;NA;1;4;4;NA;50;90;3;16;7;25;300;7;2;;42;3;4;6;employer;4;1;1;1;213;0
80;29/04/2020 16:54;5520;SENEGAL;FRENCH;8;2;5;5;10;10;10;10;7;10;10;9;8;10;10;50;30;20;6;5;5;0;0;10;10;5;0;0;0;0;10;10;10;0;0;10;8;10;0;5;10;10;10;10;8;8;8;10;8;8;1;0;5;1;5;1;5;5;0;10;8;5;0;7;5;0;0;0;10;30;20;5;9;6;50;300;4;1;;30;1;0;1;;5;1;1;1;213;5
81;29/04/2020 16:54;7275;SENEGAL;FRENCH;10;0;9;5;10;10;9;10;9;9;10;10;10;10;10;60;20;20;5;5;9;5;5;10;9;9;2;2;5;2;1;10;10;5;0;9;9;9;9;5;9;8;9;8;5;5;5;8;9;8;5;2;7;5;6;2;5;5;2;9;9;5;1;5;5;2;9;5;9;10;10;5;16;5;25;900;8;1;;46;3;3;1;;6;1;1;1;213;0
82;29/04/2020 17:00;4908;SENEGAL;FRENCH;10;0;10;10;8;10;10;10;10;10;10;10;10;10;10;75;25;0;8;8;0;1;0;10;10;10;0;1;0;0;10;10;10;0;0;10;9;10;10;9;8;8;10;10;10;10;10;10;10;10;0;0;10;1;10;0;0;0;0;10;9;0;0;10;0;10;10;1;10;0;10;8;16;10;50;145;4;1;;69;3;4;5;;4;1;1;1;213;10
83;29/04/2020 17:02;2635;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;40;50;10;5;5;0;5;5;10;10;9;5;5;8;0;10;10;10;0;0;9;5;9;5;0;0;0;10;5;5;5;5;10;10;10;5;0;0;10;0;0;10;1;5;10;5;0;0;9;5;1;5;5;9;50;80;0;5;5;25;300;4;1;;29;1;0;4;;6;1;1;1;213;0
84;29/04/2020 17:03;1285;SENEGAL;FRENCH;10;0;10;10;10;10;10;10;7;7;10;10;10;10;10;50;30;20;6;8;7;3;8;0;0;0;0;0;0;0;10;10;10;10;0;0;0;10;7;2;2;0;10;10;10;10;8;10;10;10;2;0;7;0;7;0;10;7;0;10;10;0;0;0;0;10;0;0;10;80;70;0;16;6;250;;16;1;;37;3;2;1;;5;1;1;1;213;6
85;29/04/2020 17:06;1399;SENEGAL;FRENCH;10;1;1;1;1;10;10;10;10;10;10;10;10;10;10;0;100;0;8;6;9;1;10;10;10;1;1;1;1;1;9;9;9;1;1;9;9;9;9;9;9;9;10;10;10;10;10;10;5;9;9;1;9;0;9;0;5;0;0;9;9;9;9;9;9;1;1;1;9;50;60;5;7;9;50;300;8;2;;29;1;1;3;;5;1;1;1;213;10
86;29/04/2020 17:17;4425;SENEGAL;FRENCH;10;6;0;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;10;10;7;7;6;10;10;0;0;0;0;0;10;10;10;7;0;10;10;6;10;7;0;0;10;10;7;10;10;10;10;10;10;0;10;10;10;10;6;10;6;10;10;10;0;7;6;0;10;10;10;0;100;10;4;10;25;52;2;1;;48;3;3;1;;6;1;1;1;213;10
