RecordDate;Duration_sec;Country;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2
2/05/2020 15:59;1557;COLOMBIA;ES;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;0;5;5;0;10;10;10;10;0;0;0;0;0;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;1;10;0;0;0;10;10;0;10;10;0;10;10;10;0;0;10;10;0;0;0;2;6;130;300;4;2;;62;3;3;5;;7;2;1;1;213;5
2/05/2020 16:00;2371;COLOMBIA;ES;100;0;100;100;100;100;70;100;30;75;100;100;100;100;100;30;50;20;8;9;10;10;10;5;5;8;8;8;8;5;10;10;10;0;0;5;5;8;10;4;5;10;10;8;10;10;10;10;7;9;0;3;10;4;7;0;5;10;2;10;8;3;0;2;2;2;0;3;10;0;100;5;10;7;25;3;6;1;;23;1;0;4;;6;1;1;1;213;0
2/05/2020 16:03;1951;COLOMBIA;ES;60;52;16;37;93;16;69;90;13;93;14;11;42;26;80;100;0;0;2;4;8;4;6;8;8;8;9;7;9;4;8;8;7;7;;8;6;6;8;5;5;3;4;9;4;4;7;7;6;5;8;6;5;;8;4;8;6;;8;4;3;9;2;1;8;6;4;9;0;30;;5;4;75;1;0.25;2;;40;3;2;3;;7;3;1;1;213;6
2/05/2020 16:03;3906;COLOMBIA;ES;100;89;95;95;93;89;93;93;95;100;80;87;90;100;100;0;100;0;8;7;10;10;10;10;10;9;9;0;0;5;10;10;10;0;2;8;9;8;8;2;8;0;10;10;10;10;10;10;8;10;5;5;8;6;7;0;10;7;10;10;9;10;1;8;8;3;7;10;8;50;70;5;16;7;125;;;2;;21;2;0;4;;5;1;1;1;213;8
2/05/2020 16:04;3631;COLOMBIA;ES;70;70;100;100;100;92;93;83;100;86;91;100;100;100;100;0;100;0;8;10;5;5;7;9;9;10;;;;2;10;10;10;0;0;10;10;7;8;7;9;10;0;2;8;8;8;10;5;6;10;5;8;8;7;5;10;10;2;10;10;10;0;4;4;0;7;3;10;30;100;0;4;2;200;;4;2;;21;1;0;4;;3;1;1;1;213;10
2/05/2020 16:06;1854;COLOMBIA;ES;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;50;50;0;8;8;7;5;7;10;10;0;0;0;0;3;10;10;8;0;7;2;;6;;;;10;10;10;9;10;10;10;6;10;7;2;8;1;8;0;8;2;3;6;6;5;0;6;5;0;0;5;10;50;80;5;16;5;25;900;4;2;;47;3;4;1;;6;1;1;1;213;0
2/05/2020 16:07;1109;COLOMBIA;ES;100;0;100;100;100;81;81;100;28;100;100;100;19;100;100;100;0;0;8;7;0;5;0;10;10;7;0;0;0;1;10;10;10;0;;7;7;10;10;10;7;10;8;10;8;9;10;10;2;7;7;6;8;7;8;7;9;10;4;8;8;6;0;10;7;2;8;0;7;40;80;5;3;9;130;;;1;;20;2;0;4;;5;1;1;1;213;4
2/05/2020 16:07;3821;COLOMBIA;ES;85;10;90;90;95;100;100;100;70;70;100;100;50;100;100;0;50;50;2;4;0;1;1;6;3;0;0;0;0;6;4;8;4;3;2;3;6;6;5;4;8;10;10;10;7;7;8;8;6;8;6;7;10;6;8;6;6;8;10;9;7;7;2;6;3;6;8;9;7;10;10;10;3;4;130;300;2;1;;23;1;0;4;;6;1;1;2;213;6
2/05/2020 16:07;1853;COLOMBIA;ES;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;0;8;8;1;1;1;9;9;8;3;3;2;1;10;10;10;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;0;8;0;0;0;0;0;0;10;10;5;0;10;9;1;1;1;7;20;10;5;15;9;130;300;8;1;;52;3;2;3;;3;1;1;1;213;8
2/05/2020 16:07;1315;COLOMBIA;ES;0;0;100;100;100;100;100;100;100;100;100;100;100;100;100;90;10;0;9;10;;5;;8;8;0;0;0;0;10;10;10;10;0;0;10;10;10;10;;10;10;9;9;;;6;10;7;8;8;1;7;0;0;0;5;5;0;10;9;2;0;7;7;0;1;3;10;10;30;6;3;8;25;3;7;1;;45;3;2;1;;2;1;1;1;213;0
2/05/2020 16:13;1610;COLOMBIA;ES;86;0;90;90;100;84;89;90;79;82;100;90;100;100;100;100;0;0;6;6;8;1;7;9;9;0;0;0;0;2;10;10;10;0;8;7;5;9;8;4;9;10;7;8;8;8;9;9;8;5;7;4;8;4;7;3;4;3;3;8;6;2;2;2;4;3;1;2;7;20;20;3;5;8;125;300;4;1;;34;2;1;1;;7;1;1;1;213;0
2/05/2020 16:14;1439;COLOMBIA;ES;100;0;51;100;100;90;100;90;50;30;100;100;100;100;100;100;0;0;7;7;;3;2;10;8;8;2;0;2;0;10;10;10;0;0;8;8;10;10;7;3;0;9;10;5;8;10;10;7;7;10;8;9;2;0;0;10;10;7;10;9;4;0;9;9;9;9;9;10;20;60;1;14;8;25;3;2;1;;20;1;0;4;;7;2;1;1;213;9
2/05/2020 16:17;1760;COLOMBIA;ES;80;100;58;70;70;80;100;70;30;70;80;100;100;90;70;0;50;50;2;7;0;0;0;6;2;1;0;0;0;1;9;9;9;0;0;7;9;8;8;9;4;4;7;9;7;9;9;9;0;4;4;4;2;1;0;0;1;1;0;9;6;1;1;2;2;2;1;1;7;60;30;4;4;6;25;300;;2;;23;1;0;1;;5;2;1;1;213;0
