RecordDate;Duration_sec;ISO-3;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;SUM_GEN;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2
19/05/2020 10:52;723;ARE;EN;10;1;10;10;10;10;10;10;2;3;10;10;10;10;10;80;10;10;;10;8;5;5;5;10;10;5;5;5;5;8;10;10;10;0;3;8;8;9;7;7;7;5;10;8;8;9;8;9;8;10;10;8;8;5;5;0;5;5;0;10;10;3;0;8;8;0;8;8;10;40;20;5;16;9;;;4;2;;23;1;0;4;;4;1;1;1;213;8
19/05/2020 11:05;1265;ARE;EN;9;0;5;10;10;8;8;10;9;10;9;9;3;10;7;95;2;3;;8;8;0;5;1;8;7;0;2;2;0;0;10;9;10;0;0;9;10;8;7;3;7;0;9;8;9;9;9;10;8;10;6;4;9;6;5;1;5;6;0;8;9;5;0;7;9;2;6;7;6;10;30;6;6;9;25;3;7;1;;30;3;2;1;;3;1;1;2;213;0
19/05/2020 11:06;3743;ARE;EN;10;0;10;10;10;1;1;10;5;9;7;9;2;9;10;60;30;10;;7;8;7;9;10;10;8;10;10;10;10;5;10;9;10;0;2;10;9;8;9;2;8;2;10;10;10;5;9;10;8;10;2;1;9;1;5;0;8;9;8;10;10;9;0;10;10;0;10;10;10;20;70;3;9;9;50;3 minutes;4hrs;3;Female;26;1;0;6;Unemployed;5;1;1;2;213;10
19/05/2020 11:11;1288;ARE;EN;4;6;3;2;7;4;7;7;3;10;3;7;1;7;1;70;15;15;;2;7;2;3;2;7;6;0;0;0;0;2;8;6;8;3;1;7;6;9;9;2;6;2;8;8;7;8;8;9;5;8;7;3;7;7;7;2;6;3;0;6;3;1;2;3;7;3;1;5;3;10;10;4;3;2;25 cents;300 minutes (guess this is wrong, but really... no idea haha);7 hours;2;;22;1;0;4;;6;1;1;1;213;0
19/05/2020 11:27;1073;ARE;EN;1;0;10;10;10;6;7;6;8;10;6;8;2;6;7;90;5;5;;7;7;0;7;4;10;10;6;6;4;7;1;9;10;10;0;1;8;7;2;7;6;5;10;8;10;10;7;8;9;2;6;9;10;8;7;8;0;10;7;0;10;10;6;0;9;9;0;5;7;8;40;70;2;12;7;50;3 minutes;8;2;;25;1;0;4;;5;1;1;1;213;0
19/05/2020 11:44;2045;ARE;EN;7;6;1;10;10;7;4;5;1;6;10;10;10;10;10;100;0;0;;7;8;1;1;1;3;1;5;0;5;0;7;9;6;6;1;1;2;6;9;9;5;3;2;3;3;2;1;2;3;3;6;4;7;7;7;6;10;6;6;8;7;5;4;3;7;6;4;5;3;6;0;10;7;3;7;25;3 minutes;7 hours;1;;28;2;0;1;;6;1;1;1;213;7
19/05/2020 11:48;1252;ARE;EN;10;1;10;9;10;10;10;10;10;10;10;10;10;10;10;90;8;2;;4;8;3;5;5;5;5;1;0;0;0;3;10;10;10;0;6;8;9;10;10;10;10;10;8;9;3;1;1;8;8;8;3;0;2;6;4;5;7;5;4;10;10;5;0;10;9;0;9;9;10;50;80;3;14;9;50;300;8;2;;37;1;0;4;;3;1;1;1;213;0
19/05/2020 12:24;1712;ARE;EN;3;7;7;7;7;10;10;10;10;10;8;9;2;10;7;70;30;0;;6;8;2;2;2;9;9;7;2;7;10;2;10;10;10;0;2;7;7;8;8;8;8;9;8;9;8;8;8;9;6;9;7;6;6;7;4;4;8;6;0;7;8;4;0;2;3;0;7;1;8;80;90;6;4;5;50;300 minutes;4;2;;27;1;0;4;;4;1;1;1;213;0
19/05/2020 13:36;1082;ARE;EN;0;9;6;6;9;7;7;2;0;7;2;10;4;9;10;70;25;5;;8;8;5;1;0;9;4;0;0;0;0;0;9;10;10;0;1;8;7;10;10;8;2;0;9;9;6;10;10;9;8;10;3;4;8;3;5;3;7;4;1;9;9;0;0;7;8;2;4;5;5;90;70;6;14;9;25;3 minutes;7 hours;1;;23;2;0;4;;3;1;1;1;213;0
19/05/2020 14:28;11424;ARE;EN;10;2;4;6;10;4;7;10;8;8;7;9;4;10;10;20;45;35;;7;8;5;6;5;3;3;3;3;3;4;3;10;8;10;0;1;7;9;7;9;5;9;3;3;4;4;2;3;5;9;8;3;4;1;5;7;2;7;3;1;8;9;3;1;7;6;0;2;4;8;20;40;4;14;9;50;300;4;1;;22;1;0;6;Student and employed full-time;7;1;1;1;213;10
19/05/2020 14:31;1207;ARE;EN;9;3;5;8;9;9;8;7;5;10;8;10;10;10;10;50;30;20;;8;6;1;4;0;9;9;5;0;0;0;0;10;10;8;0;0;7;7;7;8;5;10;10;9;8;9;8;8;9;7;8;3;2;8;2;7;1;5;1;0;10;10;7;0;8;8;0;7;7;10;70;70;5;9;9;50;300;4;2;;24;1;0;4;;3;1;1;1;213;0
19/05/2020 14:48;837;ARE;EN;8;2;9;8;10;7;7;10;8;10;10;10;0;10;10;95;5;0;;10;8;1;4;1;1;1;2;2;2;2;1;10;10;10;0;0;6;6;6;7;7;7;7;9;9;9;8;8;10;8;8;4;2;7;7;10;2;10;8;5;10;10;10;0;6;4;2;6;4;2;90;90;2;11;9;50;30;2;2;;38;1;0;1;;4;1;1;2;213;0
19/05/2020 15:48;1987;ARE;EN;6;0;9;6;8;8;8;6;6;7;3;3;1;7;7;70;10;20;;3;4;2;2;2;4;4;6;6;4;6;4;4;4;8;3;4;2;2;2;3;2;1;3;8;8;7;8;8;8;6;6;4;2;8;3;5;5;6;5;5;7;7;6;2;4;4;3;5;6;7;70;80;6;4;7;;;;1;;42;2;0;1;;3;1;1;2;213;0
19/05/2020 16:37;1717;ARE;EN;10;0;10;10;10;8;8;10;10;2;10;10;10;10;10;60;20;20;;10;7;0;0;0;10;10;NA;NA;NA;NA;0;10;10;10;10;10;2;6;10;10;10;7;10;10;10;6;6;6;6;9;10;0;0;3;5;10;0;5;NA;0;10;10;5;0;9;10;0;9;9;9;0;0;6;9;10;147.058.824;3;0.5;2;;NA;1;0;4;;4;1;1;1;213;5
20/05/2020 00:58;811;ARE;EN;0;10;0;0;0;6;6;3;0;10;2;2;2;2;2;100;0;0;;5;7;0;0;0;8;2;6;7;4;0;0;10;10;10;0;0;10;4;10;7;6;4;7;7;6;3;8;8;8;0;4;10;6;8;3;3;3;3;2;10;6;4;0;4;4;4;6;4;4;3;100;80;6;1;7;25;3;7;1;;21;1;0;4;;4;1;1;2;213;0
20/05/2020 04:43;1943;ARE;EN;9;0;9;8;10;9;9;10;9;9;7;8;3;8;5;90;8;2;;4;4;4;5;7;9;8;0;0;0;0;2;9;10;9;0;1;8;7;9;7;5;1;1;5;8;9;7;8;7;6;4;7;6;5;7;4;2;8;2;3;10;9;5;0;5;5;2;2;2;9;80;70;NA;4;5;25;3 min;7 hrs;2;;23;2;0;4;;8;1;1;1;213;0
20/05/2020 07:20;851;ARE;EN;9;6;10;9;9;9;9;9;4;1;10;10;3;8;9;90;10;0;;10;7;1;9;3;3;5;10;10;1;2;1;10;10;10;0;0;6;8;9;8;8;8;8;10;10;8;8;9;10;7;9;3;9;10;1;3;0;7;1;0;9;9;2;1;8;8;1;8;9;8;10;0;6;16;10;50g;300;4;2;;41;1;1;6;Business Owner;4;1;1;1;213;0
20/05/2020 07:35;454;ARE;EN;10;0;10;10;10;6;6;10;10;6;7;9;2;8;8;96;2;2;;3;2;9;8;8;0;10;8;8;8;10;9;5;9;8;8;8;7;7;9;10;10;9;8;8;8;7;7;7;4;7;8;7;8;7;4;4;0;4;6;0;8;4;8;7;8;7;4;7;7;7;80;80;8;10;7;;;;1;;NA;3;NA;1;;6;2;2;1;213;4
20/05/2020 07:58;1625;ARE;EN;10;1;10;9;10;8;10;10;6;9;8;9;8;10;10;80;20;0;;3;4;3;2;3;2;2;0;0;1;1;7;10;10;10;0;1;9;7;10;7;3;6;10;6;7;8;9;9;10;9;10;1;0;8;6;6;2;8;1;2;10;9;3;0;7;1;0;2;6;8;90;90;5;5;9;50;3 minutes;7;1;;39;3;1;1;;5;1;1;1;213;8
20/05/2020 07:59;2089;ARE;EN;10;0;5;10;10;10;10;10;5;10;10;10;10;10;10;20;50;30;;1;10;10;10;10;1;0;10;10;10;10;1;10;10;10;10;5;5;5;5;10;4;10;5;10;10;5;5;0;10;5;10;7;1;10;5;5;0;10;10;5;10;10;5;0;10;10;10;10;10;10;0;70;5;16;7;50;900;4;2;;36;1;0;3;;10;1;1;1;213;0
20/05/2020 08:14;921;ARE;EN;2;2;6;6;6;6;6;6;4;6;8;4;3;8;3;70;30;0;;6;6;NA;NA;0;2;6;3;3;3;3;2;8;8;8;0;0;6;4;6;8;7;2;4;6;8;6;7;3;8;4;2;4;4;6;3;3;0;3;3;0;9;8;0;3;0;0;0;7;0;8;30;30;8;NA;4;50;3 minutes;4;1;;39;3;2;1;;6;1;2;2;213;10
20/05/2020 08:21;1104;ARE;EN;9;0;9;10;10;7;10;10;10;8;10;10;10;10;10;40;35;25;;6;8;0;5;5;8;7;6;1;0;5;3;9;9;9;0;5;9;5;10;9;8;7;8;8;9;8;9;10;10;6;8;3;2;8;1;9;5;6;7;5;10;10;8;0;10;5;0;1;0;6;50;50;5;16;9;50;1;4;2;;25;2;0;4;;4;1;1;2;213;0
20/05/2020 08:42;1042;ARE;EN;10;0;10;8;10;10;10;10;4;7;5;7;3;4;8;90;5;5;;6;7;3;3;3;8;8;0;0;0;0;2;9;9;9;2;3;6;4;8;7;4;6;4;8;8;8;10;10;10;5;9;3;6;10;4;8;6;7;8;10;4;4;3;5;3;3;6;4;4;4;30;60;5;6;10;25;300;6;1;;26;2;0;4;;4;1;1;2;213;5
20/05/2020 08:46;1800;ARE;EN;9;0;10;10;10;6;8;9;9;9;10;10;10;10;10;75;20;5;;6;6;3;3;3;6;6;4;4;4;4;1;8;9;10;0;0;10;8;8;9;9;8;8;7;8;7;7;8;8;8;8;3;3;8;4;8;2;8;8;1;9;9;9;0;7;9;0;9;9;9;60;60;9;14;8;50;300 minutes;4;1;;43;3;2;1;;5;1;1;1;213;0
20/05/2020 09:30;4461;ARE;EN;5;5;6;5;5;8;8;10;8;10;8;8;8;8;8;94;5;1;;5;5;5;5;5;5;5;5;8;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;5;10;9;6;5;6;5;6;5;5;5;5;5;5;5;5;5;50;50;7;15;6;25;300;;1;;46;3;2;1;;5;2;2;2;213;5
20/05/2020 09:34;1329;ARE;EN;10;0;10;10;10;10;10;10;10;5;10;10;2;7;10;30;60;10;;8;9;5;5;5;8;3;5;5;5;5;5;10;10;10;0;0;10;9;8;8;0;8;0;10;9;10;8;9;10;4;7;7;0;10;0;5;0;8;8;0;10;10;5;0;7;7;0;5;3;10;0;70;5;16;10;50;300;4;2;;35;2;0;1;;2;1;1;1;213;3
20/05/2020 09:56;1997;ARE;EN;8;0;8;7;10;7;7;10;7;10;8;5;7;8;10;80;10;10;;6;6;5;5;5;7;5;0;0;0;0;2;10;10;10;0;2;5;8;10;10;6;7;6;7;7;5;6;6;7;7;5;4;5;7;5;5;6;5;3;3;8;7;5;0;5;8;3;3;3;7;10;20;2;11;7;25;3 minutes;7;1;;29;3;0;1;;5;1;1;1;213;5
20/05/2020 10:06;3154;ARE;EN;9;0;7;9;10;10;10;10;7;10;10;10;10;10;10;50;50;0;;7;7;1;2;2;6;3;2;3;0;2;4;10;10;10;0;0;2;2;2;2;2;2;2;8;7;6;8;8;8;8;5;8;3;7;3;5;0;1;1;0;10;8;0;0;8;5;0;1;0;8;50;50;5;12;8;25 cents;3 minutes;7 hours;1;;43;3;2;1;;4;1;1;1;213;0
20/05/2020 11:04;2403;ARE;EN;2;7;4;6;5;6;6;7;2;8;7;4;3;6;8;70;20;10;;NA;9;3;7;2;3;3;2;6;4;4;3;8;8;8;0;2;4;6;9;9;3;2;1;9;9;8;6;7;3;9;9;2;3;9;4;6;4;8;9;1;9;8;5;1;7;1;3;6;7;7;10;30;5;11;8;25;100;7;1;;43;1;0;1;;2;1;1;1;213;0
20/05/2020 19:56;2413;ARE;EN;9;0;9;9;9;8;8;7;5;9;10;9;7;10;8;90;5;5;;4;5;3;5;5;5;5;7;7;1;5;8;9;9;9;1;1;5;5;6;5;5;5;7;5;8;8;9;9;9;6;5;7;5;7;5;5;3;5;5;2;10;9;5;2;7;7;8;5;5;9;70;80;5;14;8;503;300;64;2;;57;1;1;1;;7;2;1;2;213;0
21/05/2020 02:26;1532;ARE;EN;7;6;10;4;10;7;9;10;4;10;7;8;3;6;6;60;30;10;;6;7;4;6;4;6;4;8;5;2;6;2;8;8;10;0;0;8;8;7;7;7;4;4;7;10;10;9;8;10;6;7;4;6;4;4;6;4;5;4;4;10;10;8;0;7;8;0;8;8;10;100;80;3;9;6;25;300 minutes;4;2;;24;2;0;4;;4;1;1;1;213;0
21/05/2020 03:14;57;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
21/05/2020 05:47;1888;ARE;EN;7;7;3;8;10;7;7;7;7;9;10;9;10;10;9;90;10;0;;5;7;3;2;2;5;2;0;0;0;0;1;7;8;7;0;6;6;6;3;6;2;2;7;6;6;5;8;4;4;6;8;6;4;5;7;6;6;4;5;1;7;5;3;2;6;2;1;4;4;3;70;50;3;3;4;25;3;7;1;;36;2;0;1;;1;1;1;2;213;3
21/05/2020 05:58;583326;ARE;EN;2;0;10;10;10;10;10;10;10;10;NA;10;NA;10;10;40;30;30;;6;3;NA;NA;NA;10;10;10;10;10;10;10;10;10;10;NA;NA;10;9;9;9;NA;NA;NA;10;NA;1;10;9;10;2;10;0;0;8;NA;10;0;10;9;8;10;10;3;0;9;2;5;10;9;5;NA;NA;6;NA;8;50;300;16;1;;30;3;1;3;;NA;1;1;1;213;NA
21/05/2020 06:01;1960;ARE;EN;10;1;8;10;10;9;10;7;10;10;7;6;6;10;10;75;12;13;;10;2;7;9;3;10;10;7;7;2;6;1;8;10;10;0;0;10;10;10;10;10;10;10;10;10;7;7;3;8;10;10;9;0;8;8;10;1;10;10;7;10;10;10;0;10;10;0;10;8;10;10;70;10;16;10;50 cents.;300 minutes;4 hours;1;;35;3;0;4;;1;1;1;1;213;9
21/05/2020 06:22;1495;ARE;EN;2;6;9;7;10;2;2;2;7;7;1;3;0;6;3;90;10;0;;9;4;4;5;4;8;9;4;3;1;1;4;8;8;6;0;4;10;6;7;9;5;4;7;7;8;7;9;8;10;3;6;7;6;7;7;5;4;7;8;8;7;4;3;0;6;3;4;7;6;4;80;90;9;4;8;25;3 minutes;7 hours;2;;21;2;0;4;;2;1;1;1;213;0
21/05/2020 06:37;4624;ARE;EN;9;0;10;9;10;2;2;10;5;5;10;10;10;10;10;20;50;30;;7;5;3;2;2;7;7;9;9;9;9;0;10;9;9;7;0;6;8;8;8;10;10;8;9;9;7;7;8;6;7;9;7;1;6;0;5;0;6;5;3;8;9;1;0;2;1;0;0;4;10;20;60;5;11;7;25;300;5;2;;35;1;2;1;;7;1;1;1;213;0
21/05/2020 08:01;5848;ARE;EN;9;9;9;9;9;8;6;8;8;8;2;10;7;9;9;30;60;10;;8;7;5;7;5;5;5;9;5;5;9;4;10;8;9;1;3;3;3;5;5;3;7;3;8;8;8;8;8;10;8;7;5;4;8;2;5;2;5;4;1;9;9;6;1;4;3;8;4;4;4;10;10;2;1;9;50;1min or less;24;2;;27;1;0;4;;4;1;1;1;213;0
21/05/2020 10:59;1692;ARE;EN;9;1;3;3;2;6;6;4;1;2;2;2;0;5;5;90;5;5;;7;7;2;3;1;7;5;2;3;1;1;2;10;10;9;0;0;5;5;5;5;5;5;5;9;8;7;7;7;9;8;8;6;1;7;2;2;0;5;1;1;8;8;3;0;6;9;1;1;7;8;10;10;6;14;8;25;3 minutes;7;1;;46;3;2;1;;2;1;1;1;213;0
21/05/2020 11:30;964;ARE;EN;7;0;3;3;10;0;0;3;5;0;3;3;3;5;5;80;15;5;;8;7;5;5;5;10;8;8;5;7;7;3;0;0;0;10;10;10;10;5;10;5;4;10;9;10;9;9;9;9;10;9;2;1;1;0;10;0;9;6;6;10;10;5;0;9;9;0;9;9;9;80;100;5;16;6;50;300;4;2;;32;1;0;1;;6;1;1;2;213;6
21/05/2020 12:28;1356;ARE;EN;7;6;3;6;10;8;8;8;3;9;3;7;7;7;8;90;8;2;;7;6;0;0;0;7;7;1;0;1;0;2;10;10;9;0;1;7;6;2;6;5;2;1;8;8;8;9;9;9;7;7;5;3;8;7;7;6;6;5;1;9;8;5;0;7;6;3;7;7;7;10;10;7;4;8;25;3 minutes;7;1;;23;1;0;4;;4;1;1;1;213;0
21/05/2020 22:01;2241;ARE;EN;9;7;10;10;10;10;10;4;0;6;9;8;8;8;8;60;30;10;;7;8;5;5;5;9;8;10;0;10;8;2;10;10;10;8;9;0;0;8;7;9;7;0;10;10;10;10;10;10;10;10;10;0;10;10;10;0;0;9;3;10;10;10;0;10;10;0;10;10;10;30;20;10;3;10;50;300minutes;4hours;1;;34;3;2;1;;6;2;1;2;213;0
22/05/2020 00:02;4170;ARE;EN;7;6;7;8;9;9;8;9;8;9;4;2;3;3;3;40;35;25;;2;4;9;9;9;8;9;10;10;9;7;10;0;10;10;7;6;6;6;6;7;7;7;7;10;9;7;7;8;9;8;9;4;7;8;4;3;0;7;3;2;10;9;9;1;9;9;0;8;9;10;20;90;6;1;7;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;9
22/05/2020 00:29;730;ARE;EN;10;0;9;10;10;10;10;10;10;10;0;0;0;10;10;60;30;10;;8;6;5;7;8;9;9;0;0;0;0;10;10;10;10;0;8;10;10;7;10;8;6;6;10;10;9;9;8;10;10;10;0;0;10;2;3;0;5;5;0;10;10;10;0;10;5;0;10;7;10;NA;NA;5;NA;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
22/05/2020 01:23;87;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;10;5;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
22/05/2020 02:22;1304;ARE;EN;10;0;10;10;10;10;10;10;10;10;9;10;10;10;10;90;5;5;;7;7;5;6;5;8;9;8;7;9;9;5;7;6;5;5;5;7;7;7;7;8;7;7;7;7;6;6;5;9;7;7;4;3;5;4;5;5;6;4;3;5;6;5;3;5;4;5;5;6;5;60;70;5;16;7;25;5h;4h;2;;26;3;0;1;;4;1;1;1;213;8
22/05/2020 03:30;14373;ARE;EN;NA;NA;NA;NA;NA;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;9;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
22/05/2020 03:39;1033;ARE;EN;8;4;10;9;9;10;10;6;4;4;9;8;9;5;4;70;10;20;;6;6;4;4;4;10;7;0;0;0;0;5;7;8;8;0;0;6;5;5;8;8;8;6;6;9;7;8;9;9;4;7;5;4;8;6;6;6;5;7;2;8;8;7;3;6;2;3;6;6;5;100;100;5;9;6;50;3;4;1;;46;3;1;1;;3;1;1;1;213;0
22/05/2020 05:28;2013;ARE;EN;8;1;9;9;10;10;10;10;9;9;6;9;5;7;7;70;20;10;;3;5;5;5;5;7;5;8;8;8;8;5;10;9;9;0;2;6;6;9;9;3;2;9;8;8;8;7;8;10;5;5;4;1;7;5;5;2;5;4;0;10;9;8;10;7;5;1;5;5;0;0;10;5;9;10;50 cents;3 minutes;4 hours;1;;47;3;5;1;;1;1;1;2;213;9
22/05/2020 05:28;3648;ARE;EN;6;8;9;9;7;8;8;10;2;5;8;8;6;8;8;0;50;50;;5;7;2;2;2;2;2;6;5;8;5;3;10;10;10;1;2;7;4;9;8;7;2;1;7;7;8;7;9;9;5;4;5;5;5;2;3;2;4;3;1;7;8;1;1;2;2;2;2;2;8;50;70;2;14;5;25;3 min;4;1;;23;2;0;6;Free lancer;6;1;1;2;213;0
22/05/2020 08:50;2901;ARE;EN;6;4;8;10;9;9;10;10;7;10;9;4;3;8;9;75;15;10;;2;5;5;4;6;4;3;10;8;8;9;0;8;9;4;6;0;8;6;10;9;4;8;5;9;10;8;9;10;9;8;7;6;7;8;7;10;6;10;9;7;8;7;3;1;5;6;5;2;3;6;20;60;5;6;8;25;3 min;4;2;;21;1;0;6;Employed remotely;6;1;1;1;213;9
22/05/2020 10:35;25;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
22/05/2020 11:19;599;ARE;EN;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;NA;NA;NA;;8;7;5;5;5;5;5;5;5;5;5;3;10;7;10;1;1;7;2;9;8;5;5;3;5;5;8;8;8;8;5;6;8;5;5;8;5;3;8;1;0;5;5;5;5;5;5;5;5;5;5;10;10;5;9;7;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;5
22/05/2020 11:46;15318;ARE;EN;10;2;9;9;9;9;9;10;9;10;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;8;9;9;10;9;NA;NA;NA;NA;9;10;9;9;10;2;NA;NA;NA;NA;NA;NA;NA;10;6;9;9;9;9;NA;NA;NA;NA;NA;7;8;1;8;7;2;9;9;10;9;9;8;9;9;9;9;NA;NA;10;2;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;6
22/05/2020 20:50;12;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
23/05/2020 00:43;3379;ARE;EN;10;2;2;9;7;6;6;10;6;7;8;9;6;8;10;90;5;5;;6;7;8;6;7;7;6;4;4;6;8;4;7;7;4;3;7;8;6;8;7;6;6;6;6;7;4;6;7;6;8;7;4;4;6;7;7;4;6;7;4;10;9;6;1;6;7;9;7;3;10;20;20;4;7;10;25;1;7;1;;40;3;1;1;;4;1;1;2;213;8
23/05/2020 00:59;144;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;9;9;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
23/05/2020 11:22;1150;ARE;EN;6;6;7;5;5;5;5;5;5;5;10;10;9;10;10;80;20;0;;6;10;5;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;5;5;6;7;5;6;7;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;50;7;1;6;50;300;8;1;;30;3;0;1;;6;1;1;1;213;6
23/05/2020 13:39;1998;ARE;EN;9;1;9;9;10;7;8;10;2;10;9;10;10;10;10;100;0;0;;8;7;0;0;0;9;8;8;0;8;0;2;10;9;9;1;6;8;2;10;8;2;7;9;10;10;3;6;7;9;6;8;3;5;5;2;3;1;5;2;4;8;8;1;1;7;8;2;8;2;8;60;80;0;16;9;25 cents;3 minutes;7 hours;2;;27;1;0;6;Working full time and studying part time;3;1;1;1;213;0
23/05/2020 15:43;850;ARE;EN;10;0;10;10;10;8;8;10;10;10;10;10;10;10;10;85;5;10;;6;6;3;2;2;5;6;4;3;3;4;1;9;9;8;3;2;8;6;9;8;6;4;4;4;4;4;7;7;9;6;10;5;3;2;7;6;2;6;5;3;7;9;3;2;5;5;3;4;3;6;70;60;5;6;7;49;3;2;2;;26;2;0;4;;3;1;1;1;213;0
24/05/2020 08:30;1286;ARE;EN;10;1;10;10;10;10;10;10;4;10;0;0;5;1;0;80;0;20;;9;7;0;1;0;5;5;8;7;8;10;1;10;10;10;1;1;3;4;0;5;5;5;0;10;10;8;9;9;10;10;9;5;4;9;3;10;3;8;5;2;10;9;7;0;8;7;0;0;0;10;20;40;5;11;9;50;3 minutes;7;1;;26;2;0;4;;4;1;1;1;213;10
24/05/2020 09:23;1246;ARE;EN;8;8;3;3;8;7;7;7;5;8;0;0;0;3;0;90;5;5;;8;8;7;2;6;3;3;0;0;0;0;3;10;10;10;2;2;7;6;7;8;4;6;7;9;9;8;8;8;8;3;4;7;4;8;3;8;2;8;8;1;10;9;7;0;9;8;0;8;7;8;20;20;6;9;8;50;1;7;1;;44;2;0;3;;1;1;1;1;213;0
