"","RecordedDate","Duration_sec","Country","Language","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1","psych_wellbeing2","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","Conspiracy_theories_1","Conspiracy_theories_2","Conspiracy_theories_3","Conspiracy_theories_4","open_mindedness_1","open_mindedness_2","open_mindedness_3","open_mindedness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self_control_1","trait_self_control_2","trait_self_control_3","trait_self_control_4","self_esteem","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","Moral_ID_1","Moral_ID_2","Moral_ID_3","Moral_ID_4","Moral_ID_5","Moral_ID_6","Moral_ID_7","Moral_ID_8","Moral_ID_9","Moral_ID_10","risk_perception_1","risk_perception_2","political_ideology","moral_circle","health_cond","CRT1","CRT2","CRT3","sex","sex_other","age","marital_status","children","employ_status","employ_status_other","Ladder","urban","tested_positive","know_tested_positive","AttCheck_nobots","AttCheck2"
"415","03/05/2020 04:09",2801,"MOROCCO","ARABIC",10,0,10,10,10,10,9,10,10,10,10,10,10,10,10,50,30,20,7,5,10,10,10,10,6,10,NA,0,0,10,10,10,10,7,0,10,10,10,10,5,0,0,10,8,0,6,9,9,10,10,0,0,10,10,10,5,10,10,10,9,10,9,5,8,0,1,8,8,10,0,0,5,7,10,"","","",1,"",27,3,0,3,"",5,1,1,1,"213",5
"416","03/05/2020 04:10",2499,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40,40,2,5,10,10,10,10,10,0,0,0,0,10,10,10,7,0,0,10,10,10,10,8,10,5,10,10,10,10,10,10,10,10,0,0,10,0,5,0,10,10,0,10,10,0,0,0,10,0,0,10,10,50,30,5,16,8,"50","","",2,"",19,1,0,1,"",5,1,1,2,"213",5
"417","03/05/2020 04:11",401,"MOROCCO","ARABIC",10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,90,10,0,6,8,10,10,10,10,10,10,0,0,0,10,9,8,9,0,8,10,5,10,10,5,10,10,10,10,8,8,8,8,4,7,0,9,9,5,9,0,8,6,0,9,8,10,0,7,0,0,6,0,10,0,0,5,3,6,"50","3","4",1,"",40,3,0,2,"",3,1,1,1,"213",6
"418","03/05/2020 04:12",1313,"MOROCCO","ARABIC",10,6,10,10,10,10,10,10,10,10,9,10,10,10,10,60,30,10,8,7,5,7,8,7,6,0,0,5,5,4,9,10,5,4,9,7,7,8,8,5,6,4,0,2,2,0,5,9,8,5,10,9,8,2,2,6,2,3,5,6,5,6,4,6,5,6,4,5,5,20,70,5,5,10,"50","100","4",2,"",19,1,0,4,"",5,1,1,1,"213",1
"419","03/05/2020 04:17",1783,"MOROCCO","ARABIC",7,4,7,7,9,7,7,7,8,6,8,7,6,5,5,20,50,30,5,5,5,4,6,8,4,0,0,0,0,10,8,7,8,3,3,6,7,7,8,5,3,2,8,8,4,2,7,8,5,5,5,5,5,7,9,3,8,8,3,5,5,5,4,5,5,3,5,3,5,0,40,6,1,8,"50","900","4",2,"",20,1,0,4,"",5,1,1,1,"213",4
"420","03/05/2020 04:17",1856,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,5,10,10,9,10,10,90,10,0,6,4,9,7,9,10,10,8,8,7,5,8,4,5,3,6,6,6,4,5,6,4,6,6,6,10,6,4,4,3,4,7,8,8,8,10,10,10,10,10,5,7,6,2,0,4,4,2,1,3,8,0,60,5,1,7,"50","300","8",2,"",35,3,2,6,"",5,1,1,1,"213",8
"421","03/05/2020 04:20",1689,"MOROCCO","ARABIC",10,1,10,10,10,6,6,6,5,5,9,9,8,8,7,85,10,5,5,4,9,9,7,6,5,5,5,5,5,3,9,10,9,0,1,8,7,7,8,2,6,1,5,4,5,4,4,6,5,5,5,5,4,5,4,5,6,2,3,6,6,2,4,3,6,6,4,4,5,50,60,5,11,4,"25","300","7",2,"",19,1,0,4,"",5,1,1,1,"213",8
"422","03/05/2020 04:31",1204,"MOROCCO","ARABIC",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,60,20,20,10,10,8,0,0,8,0,0,10,0,0,0,10,10,10,0,0,10,7,9,8,9,9,2,10,10,0,0,0,0,3,2,2,8,8,0,10,0,10,0,0,9,8,2,0,3,2,0,2,1,10,0,0,7,12,10,"50","650","6",1,"",22,1,0,4,"",8,1,1,1,"213",7
"423","03/05/2020 04:36",13771,"MOROCCO","ARABIC",8,10,10,10,10,10,10,10,7,10,10,10,9,10,9,75,15,10,7,6,5,4,5,10,8,0,0,0,0,0,10,10,8,0,0,5,5,9,9,5,10,3,7,10,6,8,10,10,7,6,4,7,9,8,7,2,10,8,0,9,6,1,0,8,5,0,7,9,10,40,30,5,14,8,"25","3","",2,"",18,1,0,4,"",4,1,1,1,"213",6
"424","03/05/2020 04:37",1834,"MOROCCO","ARABIC",10,0,10,10,10,8,10,10,8,10,0,10,10,10,10,90,5,5,8,7,10,5,10,10,10,10,8,8,8,1,10,10,10,0,0,NA,NA,NA,5,0,NA,NA,10,10,10,10,10,2,9,8,0,1,10,0,1,0,10,1,6,10,10,10,0,8,0,0,0,8,10,90,60,3,16,10,"25","3","7",1,"",33,1,0,1,"",5,1,1,1,"213",0
"425","03/05/2020 04:38",930,"MOROCCO","ARABIC",10,0,8,10,10,10,10,10,10,7,10,10,8,10,10,100,0,0,6,6,10,10,6,10,10,10,10,10,10,7,10,10,10,8,4,7,7,8,8,6,10,10,9,9,6,9,6,4,8,9,7,7,10,6,10,5,9,8,6,7,6,4,0,6,8,3,4,6,6,0,20,5,1,6,"50","300","8",2,"",38,3,0,6,"",3,1,1,1,"213",8
"426","03/05/2020 04:49",378,"MOROCCO","ARABIC",10,8,10,7,10,10,10,10,6,0,10,10,10,10,10,90,10,0,6,6,10,10,10,10,10,10,0,0,0,7,7,8,8,0,0,6,7,7,6,5,10,10,10,10,7,7,8,8,3,6,8,1,4,7,7,0,6,0,0,8,7,8,0,7,0,0,0,0,8,0,0,5,2,5,"50","3","4",1,"",45,3,2,1,"",5,1,1,1,"213",6
"427","03/05/2020 04:49",997,"MOROCCO","ARABIC",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,10,20,9,7,10,3,8,10,0,10,0,0,0,3,8,8,8,0,0,8,0,9,9,0,0,1,7,0,8,8,6,8,10,10,6,0,10,10,8,8,8,9,7,7,0,1,0,0,0,3,0,2,4,50,0,0,1,10,"50","900","4",2,"",21,1,0,4,"",7,1,1,1,"213",2
"428","03/05/2020 04:57",396,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,5,5,10,10,10,10,10,5,5,5,5,5,9,10,10,0,0,5,5,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,0,5,5,0,0,0,5,0,0,5,2,5,"50","3","4",2,"",19,1,0,4,"",7,1,1,1,"213",5
"429","03/05/2020 05:03",908,"MOROCCO","ARABIC",10,2,8,9,9,8,7,7,7,7,10,10,10,10,10,20,40,40,8,8,9,3,7,10,NA,NA,NA,NA,NA,1,10,10,10,0,1,10,7,10,10,5,8,2,10,7,7,6,8,10,9,8,6,2,8,0,6,0,7,4,0,10,9,7,0,8,5,2,8,5,8,20,60,NA,3,10,"50","100","4",2,"",22,1,0,4,"",3,1,1,1,"213",5
"430","03/05/2020 05:23",1491,"MOROCCO","ARABIC",10,1,8,10,10,5,5,7,7,8,10,9,9,10,10,40,30,30,3,5,9,4,9,10,8,8,2,3,6,1,10,10,10,0,1,9,7,10,10,6,5,0,6,7,9,7,9,9,7,7,3,5,7,8,8,0,10,3,9,10,10,8,0,8,3,2,8,9,9,30,50,5,5,4,"50","300","",2,"",22,1,0,4,"",8,1,1,1,"213",8
"431","03/05/2020 05:52",1453,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,7,7,10,10,10,10,10,0,0,0,0,3,10,10,10,0,0,9,9,10,10,10,10,10,10,8,7,9,8,8,8,7,4,4,5,2,0,0,7,1,0,10,7,0,0,1,1,0,2,0,9,10,10,3,9,4,"25","","",2,"",27,1,0,1,"",4,1,1,1,"213",0
"432","03/05/2020 06:06",2179,"MOROCCO","ARABIC",10,1,9,9,10,9,10,7,2,6,10,10,10,10,10,50,30,20,9,8,6,7,8,10,10,8,3,8,6,9,10,9,7,0,4,7,4,9,8,6,3,1,9,8,7,6,8,9,8,9,9,3,7,10,9,6,10,9,2,9,9,8,2,8,7,0,6,6,9,10,20,5,7,9,"","300","7",1,"",19,1,0,4,"",5,1,1,1,"213",0
"433","03/05/2020 06:11",2968,"MOROCCO","ARABIC",10,0,10,10,10,5,7,10,2,10,10,10,10,10,10,30,40,30,5,10,5,8,5,0,0,5,5,5,5,0,10,8,10,0,2,10,8,10,9,8,5,0,7,5,5,5,5,5,7,5,7,2,5,0,8,0,5,7,0,10,10,5,0,8,7,10,8,5,10,0,30,0,16,5,"50","3","8",1,"",27,3,0,1,"",7,1,1,2,"213",10
"434","03/05/2020 06:15",1235,"MOROCCO","ARABIC",7,3,7,7,7,6,6,9,5,7,10,10,10,10,10,80,10,10,2,2,10,5,10,2,2,5,5,5,5,3,7,7,7,0,3,7,7,10,10,0,8,0,8,8,4,6,9,9,8,8,8,1,7,6,6,3,8,3,0,10,9,5,0,6,6,0,3,0,5,50,60,1,9,7,"50","3","7",1,"",39,3,3,2,"",4,1,1,2,"213",0
"435","03/05/2020 06:18",2938,"MOROCCO","ARABIC",10,0,10,10,10,7,8,10,0,10,9,10,9,10,10,70,30,0,6,9,10,8,10,10,10,10,8,10,10,1,9,9,9,0,2,8,8,10,8,8,2,6,7,9,4,10,10,9,10,10,0,0,9,9,9,6,9,9,6,10,10,9,0,10,0,0,10,10,10,0,70,NA,1,3,"50","3","4",2,"",20,2,0,4,"",5,1,1,1,"213",9
"436","03/05/2020 06:55",1139,"MOROCCO","ARABIC",1,10,8,0,0,7,5,7,0,10,0,0,0,0,0,70,30,0,7,6,10,8,10,10,10,5,5,5,5,0,10,10,10,0,0,8,6,10,9,0,10,0,10,10,9,9,9,10,8,8,7,3,10,6,1,0,10,1,2,10,9,2,5,8,2,4,0,1,10,50,50,5,16,8,"25","","",1,"",29,1,0,2,"",5,2,1,1,"213",7
"437","03/05/2020 08:38",1592,"MOROCCO","ARABIC",10,0,10,10,10,7,8,10,10,10,10,10,10,10,10,50,50,0,10,8,10,10,8,10,10,10,10,7,5,3,10,10,10,0,0,5,5,5,5,5,5,5,10,10,9,9,10,10,8,10,1,1,10,5,7,0,10,10,0,10,10,10,0,10,10,10,10,5,10,10,60,5,16,8,"50","300","4",1,"",32,2,0,1,"",5,1,1,2,"213",10
"438","03/05/2020 10:12",2397,"MOROCCO","ARABIC",9,1,7,10,9,10,10,10,10,10,10,10,10,10,10,0,75,25,2,3,7,9,5,10,10,0,0,0,0,1,10,10,10,0,0,6,6,9,0,5,8,10,3,5,3,1,9,10,6,6,3,6,7,7,4,1,1,3,7,9,8,7,0,6,9,2,6,5,4,70,90,4,14,7,"25","3","7",2,"",26,1,0,4,"",3,1,1,2,"213",4
"439","03/05/2020 10:25",2022,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,9,10,10,10,10,10,4,70,15,15,3,4,10,6,6,9,7,9,7,10,NA,10,10,10,10,0,1,10,5,9,10,5,8,1,6,10,8,10,10,10,8,8,7,6,10,6,10,0,10,2,1,10,10,0,0,4,7,7,5,7,5,10,100,5,13,8,"50","","5.50",2,"",21,1,0,4,"",5,1,1,1,"213",9
"440","03/05/2020 10:56",1064,"MOROCCO","ARABIC",10,0,10,7,10,7,6,10,8,10,10,10,10,10,10,30,60,10,0,3,10,10,10,10,10,3,4,4,3,4,10,10,10,0,0,NA,NA,5,NA,NA,NA,NA,0,0,10,0,10,10,8,8,6,7,10,NA,NA,NA,NA,NA,NA,10,10,10,0,10,10,0,5,8,5,20,60,NA,16,4,"","","",2,"",33,3,2,6,"",5,1,1,1,"213",0
"441","03/05/2020 14:25",4638,"MOROCCO","ARABIC",7,4,7,8,8,7,8,8,4,7,10,10,10,10,10,70,25,5,0,2,9,8,8,7,7,8,5,4,7,4,7,7,6,3,4,5,5,5,5,5,5,5,9,8,8,8,9,8,4,7,5,4,8,6,7,3,8,8,1,7,7,3,0,9,3,3,5,6,8,20,70,1,9,5,"50","3","",2,"",38,2,3,3,"",5,1,1,2,"213",6
"442","03/05/2020 14:29",40856,"MOROCCO","ARABIC",10,0,10,10,10,7,7,10,7,8,10,10,10,10,10,70,20,10,7,7,10,8,9,10,9,5,4,4,4,1,9,9,9,0,0,10,7,10,9,1,0,0,9,7,8,7,6,8,7,6,4,4,7,5,4,0,8,2,10,8,9,4,0,6,3,0,8,0,7,20,50,5,16,9,"25","300","7",2,"",26,2,0,1,"",4,1,1,1,"213",4
"443","03/05/2020 14:36",1776,"MOROCCO","ARABIC",10,0,10,10,10,7,0,5,0,10,0,10,0,0,10,60,20,20,0,2,10,8,10,10,10,5,5,5,5,3,10,7,8,0,7,10,10,10,10,0,3,0,0,0,9,9,9,10,5,8,0,0,5,8,5,0,10,5,0,10,10,2,0,5,5,0,5,10,10,0,0,5,16,8,"50","900","4",1,"",39,2,2,1,"",5,1,1,1,"213",10
"444","03/05/2020 14:43",112,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",19,2,0,4,"",5,1,1,1,NA,NA
"445","03/05/2020 14:44",723,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,7,10,10,50,40,10,8,7,10,7,10,10,10,0,0,1,0,2,10,10,10,0,0,10,10,10,10,8,7,8,10,8,6,9,8,10,8,10,2,0,7,2,4,0,7,8,0,10,8,3,0,6,2,1,3,8,9,40,40,5,16,7,"25","3","7",1,"",41,3,3,1,"",5,1,1,2,"213",0
"446","03/05/2020 14:54",43997,"MOROCCO","ARABIC",8,10,10,10,10,7,7,9,7,7,10,10,10,10,10,40,40,20,6,6,10,4,10,8,8,0,0,0,0,7,9,9,9,10,1,9,9,9,9,8,8,8,8,8,7,7,7,8,6,9,2,2,8,8,10,8,10,7,0,10,10,1,0,5,2,0,7,6,10,0,20,5,16,6,"50","300","8",2,"",51,3,0,2,"",5,1,1,1,"213",5
"447","03/05/2020 15:37",1844,"MOROCCO","ARABIC",0,10,0,0,0,0,0,7,3,5,3,3,3,3,0,100,0,0,6,7,10,10,10,7,5,10,10,10,3,0,8,8,10,1,0,10,10,10,10,5,5,5,7,9,10,10,10,10,10,10,3,0,10,0,8,0,10,5,0,10,10,0,0,10,6,8,2,0,0,10,20,10,16,10,"25","300","",1,"",31,1,0,1,"",5,1,1,1,"213",3
"448","03/05/2020 15:44",1412,"MOROCCO","ARABIC",10,1,10,10,8,8,10,10,10,10,10,10,10,10,10,50,40,10,5,3,10,7,9,10,10,2,2,2,0,3,8,10,6,1,1,8,5,8,10,2,8,2,8,8,8,5,9,10,3,8,5,4,7,7,4,2,10,5,4,10,9,3,0,5,3,0,5,3,10,80,80,5,16,8,"","","",2,"",25,1,0,4,"",5,1,1,1,"213",5
"449","03/05/2020 16:24",1122,"MOROCCO","ARABIC",5,NA,5,5,5,8,9,8,2,1,NA,NA,8,7,8,40,40,20,5,4,8,8,10,10,10,0,6,7,8,10,8,9,9,0,0,10,10,8,9,0,8,8,7,8,7,8,8,NA,4,6,9,2,8,NA,5,10,10,7,9,6,7,6,0,7,6,NA,7,5,5,20,60,0,3,9,"","","",1,"",28,1,NA,3,"",5,2,1,1,"213",4
"450","03/05/2020 16:40",3003,"MOROCCO","ARABIC",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,70,10,7,7,10,5,8,10,10,5,5,5,5,1,10,10,10,0,0,10,10,10,10,5,5,5,7,7,4,8,7,8,8,8,2,1,5,6,5,1,7,5,0,10,8,4,0,6,4,1,8,0,9,30,30,5,14,7,"50","3","4",2,"",34,2,0,1,"",5,1,1,2,"213",0
"451","03/05/2020 16:48",1704,"MOROCCO","ARABIC",10,0,7,10,10,8,10,10,7,10,9,10,8,10,10,60,30,10,5,4,9,10,7,8,9,0,0,2,0,4,9,10,9,0,5,7,6,8,8,7,5,1,8,9,6,6,9,6,6,6,4,5,8,3,4,1,7,6,8,8,8,3,0,6,7,1,0,6,8,70,80,2,7,5,"25","3","7",1,"",28,1,0,1,"",6,1,1,1,"213",6
"452","03/05/2020 16:52",2339,"MOROCCO","ARABIC",10,2,8,10,10,10,9,10,5,8,9,9,9,9,9,50,50,0,5,7,7,3,8,10,10,5,5,5,5,3,10,9,8,1,1,5,6,8,6,4,3,3,9,8,7,7,7,8,8,8,1,0,7,4,6,1,9,7,0,7,6,3,1,6,6,3,3,2,6,60,10,6,14,7,"0","300","4",1,"",45,3,1,1,"",4,1,1,1,"213",7
"453","03/05/2020 16:55",4193,"MOROCCO","ARABIC",10,0,10,10,10,8,8,10,9,10,10,10,10,10,10,70,30,0,8,7,10,7,8,10,10,0,0,0,0,1,10,10,10,7,1,10,8,10,10,7,1,1,8,8,8,8,10,10,7,8,4,3,8,1,1,0,2,1,0,10,9,6,0,7,7,1,6,6,9,20,20,4,11,9,"25","3","7",1,"",18,1,0,4,"",4,1,1,1,"213",0
"454","03/05/2020 19:17",401,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,NA,10,10,10,10,10,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",24,1,0,4,"",NA,1,1,1,"213",NA
"455","03/05/2020 19:37",1974,"MOROCCO","ARABIC",10,0,10,10,10,8,8,10,10,10,10,10,10,10,10,90,10,0,5,8,10,10,5,10,10,5,5,5,5,7,10,9,9,0,1,3,10,10,9,5,5,5,8,5,7,8,8,9,10,6,7,0,10,2,5,0,10,5,1,10,10,0,10,5,10,10,5,9,10,90,30,5,9,5,"50","300","7",2,"",70,3,6,3,"",5,1,1,1,"213",0
"456","03/05/2020 19:38",2708,"MOROCCO","ARABIC",7,0,10,10,10,10,8,10,8,10,10,10,10,10,10,10,20,70,7,8,10,8,10,10,8,10,10,7,9,1,10,10,10,0,2,9,4,10,10,0,10,6,9,8,7,7,4,10,7,10,2,8,9,7,10,0,10,10,2,10,7,10,0,10,8,0,8,8,10,0,0,1,5,9,"50","900","4",1,"",22,1,0,4,"",5,1,1,1,"213",9
"457","03/05/2020 22:33",3188,"MOROCCO","ARABIC",10,1,4,9,10,3,6,9,6,8,10,9,5,5,8,80,10,10,5,3,10,8,8,7,8,3,3,4,6,6,10,10,10,8,6,10,10,10,10,6,10,3,8,6,7,9,9,8,5,8,4,8,8,5,8,8,5,5,1,9,8,2,2,5,5,2,1,2,5,10,40,4,2,3,"50","400","4",2,"",50,3,2,3,"",5,1,1,1,"213",3
"458","03/05/2020 22:44",2009,"MOROCCO","ARABIC",5,4,8,7,10,5,6,9,6,9,7,9,5,7,7,50,50,0,6,6,10,8,9,8,9,7,4,5,3,6,8,7,6,3,7,7,7,6,9,3,8,5,9,8,5,9,9,7,7,6,5,5,8,3,6,2,8,5,0,8,7,6,3,9,9,3,7,5,5,50,30,2,3,7,"50","100","16",1,"",25,1,0,1,"",5,1,1,1,"213",8
"459","03/05/2020 23:01",980,"MOROCCO","ARABIC",5,5,5,5,5,10,10,10,10,10,10,10,10,10,7,50,50,0,5,5,10,10,10,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,7,7,7,5,8,7,2,5,5,5,5,5,5,5,5,1,1,0,0,5,2,5,"50","3","4",1,"",28,1,0,1,"",5,1,1,1,"213",5
"460","03/05/2020 23:12",1192,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,40,10,2,4,7,7,8,10,8,5,5,5,5,10,10,10,10,0,0,10,5,10,10,8,10,0,4,6,3,5,8,3,8,8,8,8,5,6,3,4,10,10,0,9,9,9,0,6,1,1,1,7,10,30,20,5,9,1,"50","3","4",1,"",34,1,0,3,"",3,1,1,1,"213",2
"461","03/05/2020 23:13",1285,"MOROCCO","ARABIC",10,0,10,10,10,5,5,8,7,6,10,10,10,10,10,100,0,0,2,2,10,6,5,6,6,8,8,8,2,7,7,7,7,2,2,8,5,8,8,5,10,10,3,5,7,5,7,9,4,4,6,9,4,4,7,1,6,4,0,2,7,5,0,5,5,0,5,5,7,10,80,5,1,3,"50","300","",1,"",27,1,0,4,"",8,1,1,1,"213",0
"462","04/05/2020 01:11",10039,"MOROCCO","ARABIC",7,3,3,3,10,8,8,8,10,10,10,10,5,5,10,100,0,0,5,5,8,8,10,10,10,0,0,0,0,5,10,10,10,0,0,5,5,5,5,5,5,5,8,8,5,8,8,9,5,8,1,8,8,0,0,0,0,0,0,8,8,5,0,5,5,0,5,5,8,0,10,5,16,7,"50","300","4",1,"",33,3,1,1,"",5,1,1,1,"213",5
"463","04/05/2020 01:31",2120,"MOROCCO","ARABIC",8,2,8,5,10,10,10,10,10,5,5,2,2,2,8,30,30,40,8,5,5,5,5,8,2,5,3,2,2,2,10,10,10,0,2,5,2,10,10,10,10,10,8,8,8,8,10,10,8,6,2,2,5,2,2,2,2,2,0,8,8,2,2,6,2,1,1,1,9,50,50,9,9,8,"50","3","4",1,"",60,3,1,2,"",9,1,1,1,"213",5
"464","04/05/2020 01:35",2485,"MOROCCO","ARABIC",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,10,10,10,10,10,10,10,5,5,5,5,5,10,10,10,0,0,10,10,10,10,5,0,0,10,10,10,10,10,10,10,10,0,0,8,6,2,0,8,8,0,10,10,0,0,10,10,0,1,10,10,0,0,5,5,8,"25","3","7",2,"",51,3,4,2,"",5,1,1,1,"213",0
"465","04/05/2020 01:40",995,"MOROCCO","ARABIC",10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,30,40,30,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,0,10,NA,5,5,5,NA,NA,10,10,8,9,7,2,NA,10,6,NA,5,0,10,0,10,0,0,10,10,10,0,10,10,3,5,NA,10,0,100,NA,9,10,"","","",1,"",29,3,1,2,"",6,1,1,1,"213",0
"466","04/05/2020 02:20",262,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",40,2,0,1,"",5,1,1,1,NA,NA
"467","04/05/2020 02:24",1750,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,30,20,9,9,NA,NA,NA,10,10,5,5,5,5,NA,10,10,10,0,NA,10,10,10,10,NA,NA,0,10,10,NA,NA,10,10,10,10,2,0,10,7,NA,1,10,6,0,10,10,10,0,10,10,NA,5,10,10,NA,NA,5,9,10,"25","300","4",2,"",43,1,0,1,"",4,1,1,1,"213",NA
"468","04/05/2020 02:27",163,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",29,1,0,3,"",5,1,1,1,NA,NA
"469","04/05/2020 02:38",1403,"MOROCCO","ARABIC",10,0,10,10,10,10,7,10,10,10,10,10,10,10,10,10,80,10,10,10,10,5,10,10,6,10,0,5,10,0,10,10,10,0,0,10,8,9,10,7,10,10,9,9,1,10,8,10,7,9,6,0,10,4,10,0,10,10,0,10,10,0,0,10,8,10,10,1,5,50,50,6,1,9,"50","900","4",2,"",23,3,0,2,"",5,1,1,1,"213",5
"470","04/05/2020 03:36",2755,"MOROCCO","ARABIC",10,2,10,10,10,8,8,10,5,10,10,10,10,10,10,60,20,20,3,5,8,8,8,10,10,5,4,2,2,5,10,10,8,0,1,9,7,8,10,5,1,1,8,8,8,5,7,5,8,7,0,0,8,8,8,0,7,5,0,10,10,0,0,5,5,0,5,5,10,10,50,8,15,5,"50","3","4",2,"",38,1,0,3,"",10,1,1,1,"213",5
"471","04/05/2020 03:46",95275,"MOROCCO","ARABIC",10,1,9,10,10,4,4,10,10,10,10,10,10,10,10,0,60,40,7,6,10,5,10,10,10,10,8,2,2,2,9,8,8,2,2,9,9,8,8,2,5,2,7,7,10,10,10,10,8,8,5,7,8,2,7,2,8,8,1,9,9,2,0,2,2,1,7,9,5,0,0,1,2,8,"","3","",1,"",35,3,0,2,"",5,1,1,1,"213",8
"472","04/05/2020 03:48",2443,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,9,80,20,0,3,6,5,8,5,10,10,10,10,10,9,3,10,10,9,0,0,10,9,9,10,5,5,5,3,3,10,9,9,10,8,9,3,1,9,3,3,0,10,7,0,9,9,9,0,8,8,7,9,6,2,20,10,8,16,6,"50","900","4",1,"",31,3,1,6,"I work at home remotely from the beginning of the Corna pandemic",5,1,1,1,"213",0
"473","04/05/2020 03:53",2166,"MOROCCO","ARABIC",10,0,10,8,10,10,10,10,10,9,10,10,10,10,10,85,10,5,4,5,5,5,5,10,10,5,3,0,2,2,10,10,8,0,0,10,8,9,9,3,2,0,5,5,9,6,7,9,5,8,3,3,4,5,3,2,5,5,1,9,9,1,0,2,2,0,7,3,5,70,50,5,16,4,"50","1","7",1,"",41,3,2,6,"Trainee professor",4,1,1,1,"213",0
"474","04/05/2020 04:14",262,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",31,3,2,3,"",6,1,1,1,NA,NA
