"","RecordedDate","Duration_sec","Country","Language","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1","psych_wellbeing2","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","Conspiracy_theories_1","Conspiracy_theories_2","Conspiracy_theories_3","Conspiracy_theories_4","open_mindedness_1","open_mindedness_2","open_mindedness_3","open_mindedness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self_control_1","trait_self_control_2","trait_self_control_3","trait_self_control_4","self_esteem","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","Moral_ID_1","Moral_ID_2","Moral_ID_3","Moral_ID_4","Moral_ID_5","Moral_ID_6","Moral_ID_7","Moral_ID_8","Moral_ID_9","Moral_ID_10","risk_perception_1","risk_perception_2","political_ideology","moral_circle","health_cond","CRT1","CRT2","CRT3","sex","sex_other","age","marital_status","children","employ_status","employ_status_other","Ladder","urban","tested_positive","know_tested_positive","AttCheck_nobots","AttCheck2"
"198","05/05/2020 14:24",7309,"MOROCCO","FRENCH",10,0,10,10,10,9,9,9,9,9,9,9,9,9,9,30,50,20,6,4,9,9,9,10,10,9,4,6,6,3,9,9,8,4,4,3,3,1,4,3,3,1,7,7,7,8,8,8,9,9,3,5,7,4,5,2,8,5,2,9,9,6,4,5,5,4,6,6,8,20,50,7,16,9,"50","3","4",2,"",22,1,0,1,"",6,1,1,2,"213",0
"199","05/05/2020 21:17",1350,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,30,60,10,8,7,6,6,5,10,10,0,0,0,0,NA,NA,NA,NA,NA,NA,8,8,10,9,9,8,9,10,10,3,3,4,10,5,7,7,8,4,0,4,0,8,2,9,8,9,8,0,7,8,0,2,1,5,20,80,5,16,7,"","","",1,"",34,3,1,1,"",5,1,1,1,"213",NA
"200","06/05/2020 12:36",22369,"MOROCCO","FRENCH",10,0,3,9,10,9,5,7,4,7,8,6,9,8,6,20,50,30,1,2,6,5,6,10,9,5,5,5,6,2,7,5,5,5,3,7,5,7,9,5,6,3,3,4,6,6,7,8,6,7,8,5,4,5,4,5,7,4,4,8,8,4,1,5,5,2,5,4,1,10,30,5,16,3,"50","0.03","",2,"",22,1,0,4,"",4,1,1,1,"213",0
"201","07/05/2020 16:00",1490,"MOROCCO","FRENCH",8,2,9,8,7,6,6,9,6,8,8,8,6,9,9,0,100,0,7,8,2,3,5,7,8,1,2,2,2,2,9,7,7,2,1,8,6,8,8,2,2,8,6,7,8,6,6,7,5,9,4,2,5,3,4,2,3,3,2,10,8,2,2,7,3,2,3,2,8,10,10,NA,15,7,"25","100","7",2,"",39,2,0,1,"",4,1,1,1,"213",0
"202","09/05/2020 00:20",4275,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",42,1,0,1,"",1,1,2,1,"213",NA
"203","09/05/2020 01:12",243,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",20,1,0,4,"",6,1,1,1,"213",NA
"204","09/05/2020 13:07",158,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",29,2,0,2,"",NA,NA,NA,NA,"",NA
"205","09/05/2020 15:30",708,"MOROCCO","FRENCH",5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,100,0,0,2,5,5,5,5,NA,NA,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,5,5,6,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,70,70,5,9,NA,"","","",1,"",37,2,1,1,"",7,1,1,1,"213",NA
"206","09/05/2020 17:08",2170,"MOROCCO","FRENCH",10,0,0,10,10,5,5,10,5,5,10,10,10,10,10,40,30,30,5,5,5,5,5,10,5,5,5,5,5,10,10,10,10,0,10,10,10,10,7,5,5,2,10,10,7,10,10,10,10,10,10,10,10,10,5,0,5,5,0,10,2,1,10,5,5,2,5,6,10,30,10,5,12,8,"50","900","7",2,"",24,1,0,4,"",8,2,1,1,"213",0
"207","09/05/2020 17:32",564,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,10,10,10,NA,NA,NA,8,8,NA,NA,NA,9,9,NA,3,5,NA,NA,NA,NA,NA,NA,NA,8,8,10,10,2,2,9,NA,NA,NA,NA,NA,NA,8,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,NA,NA,NA,"","","",2,"",34,1,1,6,"medical doctor",4,1,1,2,"213",NA
"208","09/05/2020 17:36",966,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,0,100,0,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,16,NA,"","","",2,"",38,1,0,1,"",7,2,1,2,"213",NA
"209","09/05/2020 17:45",1390,"MOROCCO","FRENCH",5,1,6,6,10,9,9,9,8,3,10,10,10,10,10,50,30,20,6,9,10,7,2,7,7,10,1,7,7,2,9,10,10,6,2,6,7,7,9,2,9,6,2,1,7,7,8,7,2,8,9,7,7,0,2,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,NA,12,6,"","","",1,"",38,1,0,1,"",4,1,1,2,"213",0
"210","09/05/2020 18:49",2490,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,0,70,30,7,7,8,8,10,10,10,NA,NA,NA,NA,3,10,10,10,0,5,8,8,10,7,8,6,9,NA,NA,7,6,8,10,8,8,7,10,NA,8,8,0,7,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,6,16,4,"","","",2,"",25,1,0,4,"",6,1,1,1,"213",NA
"211","09/05/2020 18:51",437,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",28,1,NA,3,"",NA,NA,NA,NA,"",NA
"212","09/05/2020 19:03",1998,"MOROCCO","FRENCH",9,0,7,10,10,10,10,10,7,10,9,9,10,10,10,90,10,0,8,6,3,1,6,10,9,7,1,1,3,2,10,9,9,0,1,7,8,8,10,2,0,8,8,8,7,8,9,10,5,9,10,8,10,8,8,1,9,8,2,10,8,8,0,8,4,0,0,3,9,0,80,5,15,8,"25","300","4",1,"",37,3,2,1,"",7,1,1,1,"213",0
"213","09/05/2020 19:04",530,"MOROCCO","FRENCH",10,1,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,NA,NA,8,7,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,2,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,NA,14,8,"","","",2,"",23,1,0,5,"",4,1,1,2,"213",NA
"214","09/05/2020 19:08",3131,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,0,70,30,8,7,10,7,9,10,10,5,0,8,0,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,8,10,10,4,10,9,4,8,10,8,0,10,10,8,10,10,0,10,10,10,0,0,10,10,30,30,5,16,5,"50","3","3",1,"",57,3,3,6,"sales",8,1,1,1,"213",0
"215","09/05/2020 19:52",1573,"MOROCCO","FRENCH",10,0,10,10,10,10,8,10,6,9,10,10,10,10,10,50,50,0,6,6,1,6,6,10,10,5,5,5,5,4,10,9,10,0,3,5,8,7,8,5,5,5,6,3,2,7,5,7,8,7,9,7,5,4,5,0,7,7,0,4,3,0,1,1,1,9,1,1,5,40,50,2,9,4,"50","3","7",2,"",30,1,0,1,"",6,1,1,2,"213",0
"216","09/05/2020 20:10",457,"MOROCCO","FRENCH",9,0,9,10,10,9,9,10,9,8,8,7,7,7,8,NA,NA,NA,8,8,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,8,0,1,4,4,NA,NA,NA,NA,6,8,4,4,NA,4,3,0,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"","","",2,"",27,3,0,1,"",6,1,1,1,"213",NA
"217","09/05/2020 20:26",1216,"MOROCCO","FRENCH",10,1,10,10,10,6,8,10,10,10,10,10,10,10,10,0,100,0,8,7,5,5,5,10,10,2,0,2,6,2,6,10,10,0,0,5,5,5,8,5,5,5,5,7,8,9,10,9,8,9,5,7,9,0,0,0,5,5,7,5,5,5,5,5,5,5,5,0,5,10,10,5,14,8,"","","",2,"",41,1,0,1,"",3,1,1,1,"213",NA
"218","09/05/2020 20:42",1715,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,7,7,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,5,5,8,10,9,8,7,9,9,8,8,7,7,5,10,0,10,0,5,5,5,10,10,NA,5,6,7,0,8,8,10,10,20,2,16,6,"25","3","7",1,"",42,3,1,6,"Entrepreneur ",1,1,1,1,"213",9
"219","09/05/2020 21:04",1038,"MOROCCO","FRENCH",10,0,10,10,10,NA,NA,NA,NA,NA,10,10,10,10,10,0,50,50,NA,NA,NA,NA,NA,10,10,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,9,8,8,7,10,3,3,0,7,4,0,10,9,0,0,9,8,0,8,5,10,50,50,4,NA,7,"","","",2,"",30,3,0,1,"",6,1,1,1,"213",NA
"220","09/05/2020 21:48",390,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,8,8,NA,NA,NA,3,6,4,7,7,7,7,4,6,3,7,6,8,3,7,7,8,NA,NA,NA,NA,NA,NA,NA,8,10,7,8,7,9,6,7,7,10,6,4,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,NA,16,6,"","","",1,"",26,1,0,1,"",4,2,1,2,"213",NA
"221","09/05/2020 21:53",212,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",23,3,0,1,"",6,1,1,1,"213",NA
"222","09/05/2020 21:58",1093,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,10,7,10,10,10,10,10,0,50,50,8,7,10,10,7,10,10,5,5,5,5,10,8,10,10,5,5,5,5,5,5,5,5,5,10,10,8,8,8,5,7,10,4,0,10,7,5,5,10,7,0,10,10,0,0,0,0,0,8,8,7,0,0,5,16,5,"","","",1,"",38,2,2,1,"",8,1,1,1,"213",5
"223","09/05/2020 22:46",24380,"MOROCCO","FRENCH",6,1,7,7,9,8,8,9,6,5,6,7,7,7,7,60,30,10,5,5,5,5,7,9,8,2,3,3,3,5,9,7,7,3,4,7,7,7,6,6,2,3,5,5,6,6,6,6,6,6,6,3,5,3,5,2,7,4,3,7,7,6,2,7,8,4,5,5,9,50,20,6,9,7,"","","",1,"",33,1,0,1,"",6,1,1,2,"213",5
"224","09/05/2020 22:47",383,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,"","","",2,"",26,1,0,1,"",1,1,1,1,"213",NA
"225","09/05/2020 22:49",324,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",39,2,2,6,"self employed",4,1,1,1,"",NA
"226","09/05/2020 22:58",378,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",38,3,2,1,"",1,1,1,1,"213",NA
"227","09/05/2020 23:08",1232,"MOROCCO","FRENCH",10,0,10,8,10,8,8,8,5,8,9,9,9,9,9,0,100,0,NA,7,8,8,8,5,5,0,0,0,0,5,9,10,10,5,2,8,8,8,8,5,9,10,5,5,4,7,5,5,5,5,5,3,NA,2,1,1,1,4,2,5,5,1,5,4,5,8,5,2,5,50,50,3,5,5,"","","",2,"",64,3,0,1,"",6,1,1,1,"213",5
"228","09/05/2020 23:12",283,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",45,3,3,1,"",2,1,1,1,"213",NA
"229","09/05/2020 23:12",134,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",34,1,0,1,"",6,1,1,1,"213",NA
"230","09/05/2020 23:22",1033,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,10,6,8,10,4,10,10,7,0,0,0,2,8,10,10,0,0,4,10,10,10,4,10,10,10,10,3,3,2,10,10,10,0,4,10,2,10,0,10,3,0,8,8,3,0,3,3,8,1,1,10,0,50,5,2,10,"","","",2,"",33,3,1,1,"",1,1,1,1,"213",0
"231","09/05/2020 23:25",986,"MOROCCO","FRENCH",2,7,7,8,8,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,8,9,7,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,9,10,10,9,4,5,8,9,9,10,9,9,9,9,9,9,10,10,10,10,10,10,NA,NA,NA,7,NA,"","","",2,"",36,3,1,1,"",8,1,1,2,"213",NA
"232","09/05/2020 23:28",109,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"","","",2,"",22,1,0,4,"",6,1,1,1,"213",NA
"233","09/05/2020 23:29",1037,"MOROCCO","FRENCH",1,3,3,10,10,NA,NA,NA,NA,NA,3,10,10,10,10,NA,NA,NA,1,6,10,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,6,5,10,10,7,7,8,7,10,5,10,8,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,10,"","","",2,"",46,1,3,1,"",6,1,1,2,"213",NA
"234","09/05/2020 23:45",1702,"MOROCCO","FRENCH",10,0,10,9,10,9,9,10,6,9,10,10,10,10,10,40,40,20,3,5,10,8,5,10,10,0,0,0,0,2,9,10,10,0,0,10,10,10,10,2,1,0,7,6,9,6,6,5,5,5,8,5,5,3,6,2,0,1,0,8,9,6,0,7,8,0,1,0,10,NA,50,4,16,6,"50","3","",1,"",66,2,3,6,"medical doctor",5,1,1,1,"213",0
"235","09/05/2020 23:45",2155,"MOROCCO","FRENCH",10,0,10,10,10,0,9,10,10,10,10,10,10,10,10,30,50,20,3,5,10,10,10,10,10,10,10,10,10,10,10,5,10,0,10,NA,NA,NA,NA,NA,NA,NA,9,0,10,10,10,0,10,8,0,0,7,10,10,5,10,10,0,10,10,10,0,0,10,0,10,8,10,50,70,5,16,5,"","","",2,"",29,1,0,6,"doctor in pharmacy",4,1,1,2,"213",5
"236","09/05/2020 23:49",339,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,0,8,8,9,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,"","","",1,"",54,3,2,2,"",6,1,1,1,"213",NA
"237","09/05/2020 23:56",2123,"MOROCCO","FRENCH",8,2,8,8,9,7,8,7,7,5,9,9,9,9,9,60,20,20,8,7,8,7,8,9,9,8,8,9,2,5,9,8,9,5,8,7,7,7,8,7,2,2,9,8,8,8,8,8,8,8,4,2,8,7,7,2,3,6,6,8,7,7,2,7,7,2,7,7,8,10,20,2,7,8,"","","",1,"",68,3,2,5,"",4,1,1,1,"213",NA
"238","10/05/2020 00:01",3203,"MOROCCO","FRENCH",7,7,NA,6,8,7,7,9,8,NA,10,8,6,10,10,75,25,0,8,7,7,8,8,10,10,8,8,8,7,2,8,9,7,7,NA,5,5,5,5,NA,5,NA,7,7,8,8,8,7,7,7,7,6,7,NA,7,3,6,6,NA,6,6,9,1,8,NA,1,NA,NA,NA,10,10,2,14,6,"50","300","2",1,"",63,2,5,5,"",5,1,1,1,"213",5
"239","10/05/2020 00:13",708,"MOROCCO","FRENCH",8,5,4,9,9,10,10,10,10,10,5,5,6,10,9,70,20,10,7,6,8,7,7,10,10,NA,NA,NA,NA,7,7,9,9,1,6,NA,NA,NA,NA,NA,NA,NA,7,8,8,8,7,4,NA,NA,NA,NA,6,8,6,1,10,5,8,9,9,5,1,7,6,NA,2,2,9,NA,NA,NA,NA,5,"","","",1,"",25,1,0,3,"",8,2,1,2,"213",NA
"240","10/05/2020 00:49",693,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,0,0,0,0,0,0,0,10,NA,NA,4,NA,8,"","","",1,"",40,3,0,1,"",6,1,1,1,"213",NA
"241","10/05/2020 00:58",2089,"MOROCCO","FRENCH",9,1,8,8,9,9,8,10,9,9,9,9,6,8,8,50,50,0,7,6,9,9,8,9,9,8,NA,NA,7,10,10,10,1,9,1,8,8,10,7,8,1,1,9,9,7,NA,NA,2,5,NA,2,NA,9,5,8,2,8,8,2,9,8,7,1,NA,7,8,0,NA,8,20,60,NA,16,10,"","","",3,"",50,3,0,1,"",6,1,1,1,"213",NA
"242","10/05/2020 01:00",6113,"MOROCCO","FRENCH",9,1,9,10,10,9,9,10,10,9,10,10,9,10,10,60,40,0,7,9,10,9,9,10,10,9,1,7,7,9,10,10,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,7,0,10,9,10,6,9,10,1,7,9,7,1,9,9,6,7,9,9,90,70,5,16,7,"","","",1,"",58,3,2,1,"",4,1,1,1,"213",0
"243","10/05/2020 01:20",313,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,"","","",1,"",25,1,0,2,"",6,1,1,1,"213",NA
"244","10/05/2020 02:05",1067,"MOROCCO","FRENCH",5,4,8,5,5,4,4,10,3,8,0,0,0,0,7,0,100,0,5,3,10,8,10,10,10,10,10,10,10,7,10,10,5,0,7,10,10,10,8,8,8,10,5,5,10,10,10,0,9,9,3,3,7,7,9,0,5,7,9,10,10,8,0,7,7,0,7,7,10,40,40,4,9,8,"50","","",2,"",32,3,3,6," business closed down",3,1,1,2,"213",5
"245","10/05/2020 02:38",2449,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,10,9,10,10,10,10,10,30,65,5,7,8,10,9,9,10,9,5,5,5,5,10,10,10,10,0,0,5,8,10,9,8,9,10,10,10,7,9,9,9,10,9,0,1,7,0,7,0,9,5,0,10,5,0,0,5,5,0,5,0,10,10,10,5,1,7,"25","3","7",2,"",37,3,1,1,"",3,1,1,1,"213",0
"246","10/05/2020 03:26",164,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",41,3,2,3,"",6,1,1,2,"213",NA
"247","10/05/2020 04:01",371,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",50,1,1,6,"",4,1,1,1,"213",NA
"248","10/05/2020 06:54",435,"MOROCCO","FRENCH",10,0,10,10,10,10,10,10,9,9,10,10,10,10,10,50,50,0,NA,NA,7,7,8,10,10,9,3,5,5,NA,NA,NA,NA,NA,NA,8,8,7,9,7,8,8,8,8,9,8,9,9,10,9,7,7,8,6,8,0,6,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,5,9,NA,"","","",2,"",25,2,0,1,"",4,1,1,1,"213",NA
"249","10/05/2020 12:03",60602,"MOROCCO","FRENCH",10,0,10,10,10,9,9,10,9,10,10,10,10,10,10,1,69,30,5,10,7,10,5,10,10,2,8,2,7,0,10,10,10,0,0,5,5,5,5,3,5,5,8,5,8,8,7,10,2,3,10,8,2,3,5,0,5,0,5,10,5,7,0,8,5,5,5,5,5,50,50,2,16,9,"25","300","7",2,"",32,3,0,1,"",6,1,1,1,"213",2
"250","10/05/2020 13:38",37105,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,8,5,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","","",2,"",30,3,0,1,"",6,1,1,1,"213",NA
"251","10/05/2020 13:43",86,"MOROCCO","FRENCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",20,3,1,4,"",NA,NA,NA,NA,"",NA
